model,old_wrong_spearman_rho,old_wrong_top3_recall,old_wrong_top5_recall,old_wrong_true_champion,old_wrong_champion_predicted_rank,old_wrong_near_champion_hit_top3,old_wrong_predicted_top3,corrected_spearman_rho,corrected_top3_recall,corrected_top5_recall,corrected_true_champion,corrected_champion_predicted_rank,corrected_near_champion_hit_top3,corrected_predicted_top3,old_metric_status,corrected_metric_status
LF_only_frozen,0.8296703296703297,0.6666666666666666,1.0,K6X_D100_D110_D115_D220_D225_D230,1,True,K6X_D100_D110_D115_D220_D225_D230;K6X_D100_D200_D205_D210_D215_D220;K6X_D200_D205_D215_D220_D225_D230,0.9340659340659341,0.6666666666666666,1.0,K6X_D130_D145_D155_D180_D195_D230,3,True,K6X_D110_D125_D135_D150_D175_D190;K6X_D125_D135_D150_D175_D190_D210;K6X_D130_D145_D155_D180_D195_D230,historical_wrong_eta_m+0,M5B_symbolic_eta_m+1
direct_mlp,0.15384615384615383,0.3333333333333333,0.6,K6X_D100_D110_D115_D220_D225_D230,13,False,K6X_D120_D145_D200_D215_D220_D230;K6X_D100_D200_D205_D210_D215_D220;K6X_D140_D160_D165_D170_D180_D190,0.510989010989011,0.3333333333333333,0.6,K6X_D130_D145_D155_D180_D195_D230,8,False,K6X_D100_D130_D135_D155_D160_D225;K6X_D110_D125_D135_D150_D175_D190;K6X_D100_D105_D115_D120_D125_D130,historical_wrong_eta_m+0,M5B_symbolic_eta_m+1
resmlp,0.38461538461538464,0.3333333333333333,0.6,K6X_D100_D110_D115_D220_D225_D230,13,False,K6X_D200_D205_D215_D220_D225_D230;K6X_D100_D200_D205_D210_D215_D220;K6X_D120_D145_D200_D215_D220_D230,0.46153846153846156,0.3333333333333333,0.6,K6X_D130_D145_D155_D180_D195_D230,7,False,K6X_D100_D130_D135_D155_D160_D225;K6X_D100_D110_D115_D220_D225_D230;K6X_D110_D125_D135_D150_D175_D190,historical_wrong_eta_m+0,M5B_symbolic_eta_m+1
residual_mlp,-0.7417582417582418,0.0,0.2,K6X_D100_D110_D115_D220_D225_D230,12,False,K6X_D100_D140_D145_D155_D225_D230;K6X_D120_D145_D200_D215_D220_D230;K6X_D100_D115_D130_D145_D155_D185,-0.7307692307692307,0.0,0.0,K6X_D130_D145_D155_D180_D195_D230,13,False,K6X_D200_D205_D215_D220_D225_D230;K6X_D100_D105_D115_D120_D125_D130;K6X_D100_D140_D145_D155_D225_D230,historical_wrong_eta_m+0,M5B_symbolic_eta_m+1
circular_cnn,0.4725274725274725,0.0,0.6,K6X_D100_D110_D115_D220_D225_D230,11,False,K6X_D200_D205_D215_D220_D225_D230;K6X_D120_D145_D200_D215_D220_D230;K6X_D140_D160_D165_D170_D180_D190,0.7582417582417583,0.0,0.8,K6X_D130_D145_D155_D180_D195_D230,6,False,K6X_D100_D140_D145_D155_D225_D230;K6X_D100_D130_D135_D155_D160_D225;K6X_D125_D135_D150_D175_D190_D210,historical_wrong_eta_m+0,M5B_symbolic_eta_m+1
M5B_corrected_no_refit_residual_mlp,0.7637362637362637,1.0,0.8,K6X_D100_D110_D115_D220_D225_D230,2,True,K6X_D100_D200_D205_D210_D215_D220;K6X_D100_D110_D115_D220_D225_D230;K6X_D100_D105_D115_D120_D125_D130,0.8241758241758241,0.3333333333333333,1.0,K6X_D130_D145_D155_D180_D195_D230,5,False,K6X_D100_D115_D130_D145_D155_D185;K6X_D125_D135_D150_D175_D190_D210;K6X_D100_D130_D135_D155_D160_D225,historical_wrong_eta_m+0,M5B_symbolic_eta_m+1
