model,variant,case_id,geometry_id,polarization,wavelength_nm,pred_R,pred_eta_m-3,pred_eta_m-2,pred_eta_m-1,pred_eta_m+0,pred_eta_m+1,pred_eta_m+2,pred_eta_m+3,pred_T_derived
LF_only_frozen,raw,NP_K6_M2_BATCH1_G01_S,K6X_D200_D205_D215_D220_D225_D230,s,446,nan,0.0700925812125206,0.01686960458755493,0.07257375121116638,0.5264216065406799,0.038024190813302994,0.20592571794986725,0.0700925812125206,1.0000000335276127
LF_only_frozen,raw,NP_K6_M2_BATCH1_G01_S,K6X_D200_D205_D215_D220_D225_D230,s,447,nan,0.08878478407859802,0.009109044447541237,0.0057830787263810635,0.6128635406494141,0.059640079736709595,0.13503466546535492,0.08878478407859802,0.9999999771825969
LF_only_frozen,raw,NP_K6_M2_BATCH1_G01_S,K6X_D200_D205_D215_D220_D225_D230,s,448,nan,0.023166878148913383,0.03890002518892288,0.02417442575097084,0.7894349098205566,0.006904751528054476,0.09425216913223267,0.023166878148913383,1.0000000377185643
LF_only_frozen,raw,NP_K6_M2_BATCH1_G01_S,K6X_D200_D205_D215_D220_D225_D230,s,449,nan,0.012471954338252544,0.04209396615624428,0.026263367384672165,0.8013957738876343,0.0005385062540881336,0.10476444661617279,0.012471954338252544,0.9999999689753167
LF_only_frozen,raw,NP_K6_M2_BATCH1_G01_S,K6X_D200_D205_D215_D220_D225_D230,s,450,nan,0.010742067359387875,0.040032096207141876,0.02843751385807991,0.7968879342079163,0.00011649888620013371,0.11304181069135666,0.010742067359387875,0.9999999885694706
LF_only_frozen,raw,NP_K6_M2_BATCH1_G01_S,K6X_D200_D205_D215_D220_D225_D230,s,451,nan,0.01294422335922718,0.034320197999477386,0.036992449313402176,0.7777804732322693,0.001670177560299635,0.12334822118282318,0.01294422335922718,0.999999966006726
LF_only_frozen,raw,NP_K6_M2_BATCH1_G01_S,K6X_D200_D205_D215_D220_D225_D230,s,452,nan,0.019787436351180077,0.025580039247870445,0.05385163798928261,0.739241898059845,0.007031895220279694,0.13471965491771698,0.019787436351180077,0.9999999981373549
LF_only_frozen,raw,NP_K6_M2_BATCH1_G01_S,K6X_D200_D205_D215_D220_D225_D230,s,453,nan,0.028099488466978073,0.01328070368617773,0.07745660096406937,0.6951984167098999,0.018808070570230484,0.13905714452266693,0.028099488466978073,0.9999999133870006
LF_only_frozen,raw,NP_K6_M2_BATCH1_G01_S,K6X_D200_D205_D215_D220_D225_D230,s,454,nan,0.0389723926782608,0.00868094153702259,0.1062052994966507,0.64372718334198,0.030744966119527817,0.13269683718681335,0.0389723926782608,1.000000013038516
LF_only_frozen,raw,NP_K6_M2_BATCH1_G01_S,K6X_D200_D205_D215_D220_D225_D230,s,455,nan,0.13419079780578613,0.04778629541397095,0.11609411984682083,0.5025781989097595,0.0038242421578615904,0.06133561208844185,0.13419079780578613,1.000000064028427
LF_only_frozen,raw,NP_K6_M2_BATCH1_G02_P,K6X_D100_D140_D145_D155_D225_D230,p,445,nan,0.08799850940704346,0.05480121821165085,0.22641293704509735,0.02867003343999386,0.38533246517181396,0.12878628075122833,0.08799850940704346,0.9999999534338713
LF_only_frozen,raw,NP_K6_M2_BATCH1_G02_P,K6X_D100_D140_D145_D155_D225_D230,p,446,nan,0.08610610663890839,0.05024607479572296,0.22281838953495026,0.027077529579401016,0.4073558449745178,0.12028992921113968,0.08610610663890839,0.9999999813735485
LF_only_frozen,raw,NP_K6_M2_BATCH1_G02_P,K6X_D100_D140_D145_D155_D225_D230,p,447,nan,0.08363764733076096,0.0461139902472496,0.21733520925045013,0.02614544704556465,0.4291714131832123,0.1139587014913559,0.08363764733076096,1.0000000558793545
LF_only_frozen,raw,NP_K6_M2_BATCH1_G02_P,K6X_D100_D140_D145_D155_D225_D230,p,448,nan,0.08063898235559464,0.041867781430482864,0.20966258645057678,0.02587895281612873,0.4512525200843811,0.11006014049053192,0.08063898235559464,0.9999999459832907
LF_only_frozen,raw,NP_K6_M2_BATCH1_G02_P,K6X_D100_D140_D145_D155_D225_D230,p,449,nan,0.076292023062706,0.037498295307159424,0.199995756149292,0.02658582478761673,0.4741864502429962,0.10914959758520126,0.076292023062706,0.9999999701976776
LF_only_frozen,raw,NP_K6_M2_BATCH1_G02_P,K6X_D100_D140_D145_D155_D225_D230,p,450,nan,0.06959767639636993,0.03205372765660286,0.18851858377456665,0.02875128574669361,0.49816152453422546,0.11331953853368759,0.06959767639636993,1.000000013038516
LF_only_frozen,raw,NP_K6_M2_BATCH1_G02_P,K6X_D100_D140_D145_D155_D225_D230,p,451,nan,0.05731863155961037,0.024033403024077415,0.17907850444316864,0.033398933708667755,0.5218914747238159,0.1269604116678238,0.05731863155961037,0.9999999906867743
LF_only_frozen,raw,NP_K6_M2_BATCH1_G02_P,K6X_D100_D140_D145_D155_D225_D230,p,452,nan,0.03448446840047836,0.009721743874251842,0.19982105493545532,0.04042757675051689,0.5245991349220276,0.15646155178546906,0.03448446840047836,0.9999999990686774
LF_only_frozen,raw,NP_K6_M2_BATCH1_G02_P,K6X_D100_D140_D145_D155_D225_D230,p,453,nan,0.03071674518287182,0.002825727453455329,0.3242146372795105,0.028627153486013412,0.43859100341796875,0.14430804550647736,0.03071674518287182,1.000000057509169
LF_only_frozen,raw,NP_K6_M2_BATCH1_G02_P,K6X_D100_D140_D145_D155_D225_D230,p,454,nan,0.07247238606214523,0.024549851194024086,0.3460489511489868,0.004391030874103308,0.4174756705760956,0.06258971989154816,0.07247238606214523,0.9999999958090484
LF_only_frozen,raw,NP_K6_M2_BATCH1_G02_P,K6X_D100_D140_D145_D155_D225_D230,p,455,nan,0.08620589971542358,0.03491181507706642,0.29349449276924133,8.194512338377535e-05,0.4651152789592743,0.03398463502526283,0.08620589971542358,0.9999999663850758
LF_only_frozen,raw,NP_K6_M2_BATCH1_G02_S,K6X_D100_D140_D145_D155_D225_D230,s,445,nan,0.08799850940704346,0.05480121821165085,0.22641293704509735,0.02867003343999386,0.38533246517181396,0.12878628075122833,0.08799850940704346,0.9999999534338713
LF_only_frozen,raw,NP_K6_M2_BATCH1_G02_S,K6X_D100_D140_D145_D155_D225_D230,s,446,nan,0.08610610663890839,0.05024607479572296,0.22281838953495026,0.027077529579401016,0.4073558449745178,0.12028992921113968,0.08610610663890839,0.9999999813735485
LF_only_frozen,raw,NP_K6_M2_BATCH1_G02_S,K6X_D100_D140_D145_D155_D225_D230,s,447,nan,0.08363764733076096,0.0461139902472496,0.21733520925045013,0.02614544704556465,0.4291714131832123,0.1139587014913559,0.08363764733076096,1.0000000558793545
LF_only_frozen,raw,NP_K6_M2_BATCH1_G02_S,K6X_D100_D140_D145_D155_D225_D230,s,448,nan,0.08063898235559464,0.041867781430482864,0.20966258645057678,0.02587895281612873,0.4512525200843811,0.11006014049053192,0.08063898235559464,0.9999999459832907
LF_only_frozen,raw,NP_K6_M2_BATCH1_G02_S,K6X_D100_D140_D145_D155_D225_D230,s,449,nan,0.076292023062706,0.037498295307159424,0.199995756149292,0.02658582478761673,0.4741864502429962,0.10914959758520126,0.076292023062706,0.9999999701976776
LF_only_frozen,raw,NP_K6_M2_BATCH1_G02_S,K6X_D100_D140_D145_D155_D225_D230,s,450,nan,0.06959767639636993,0.03205372765660286,0.18851858377456665,0.02875128574669361,0.49816152453422546,0.11331953853368759,0.06959767639636993,1.000000013038516
LF_only_frozen,raw,NP_K6_M2_BATCH1_G02_S,K6X_D100_D140_D145_D155_D225_D230,s,451,nan,0.05731863155961037,0.024033403024077415,0.17907850444316864,0.033398933708667755,0.5218914747238159,0.1269604116678238,0.05731863155961037,0.9999999906867743
LF_only_frozen,raw,NP_K6_M2_BATCH1_G02_S,K6X_D100_D140_D145_D155_D225_D230,s,452,nan,0.03448446840047836,0.009721743874251842,0.19982105493545532,0.04042757675051689,0.5245991349220276,0.15646155178546906,0.03448446840047836,0.9999999990686774
LF_only_frozen,raw,NP_K6_M2_BATCH1_G02_S,K6X_D100_D140_D145_D155_D225_D230,s,453,nan,0.03071674518287182,0.002825727453455329,0.3242146372795105,0.028627153486013412,0.43859100341796875,0.14430804550647736,0.03071674518287182,1.000000057509169
LF_only_frozen,raw,NP_K6_M2_BATCH1_G02_S,K6X_D100_D140_D145_D155_D225_D230,s,454,nan,0.07247238606214523,0.024549851194024086,0.3460489511489868,0.004391030874103308,0.4174756705760956,0.06258971989154816,0.07247238606214523,0.9999999958090484
LF_only_frozen,raw,NP_K6_M2_BATCH1_G02_S,K6X_D100_D140_D145_D155_D225_D230,s,455,nan,0.08620589971542358,0.03491181507706642,0.29349449276924133,8.194512338377535e-05,0.4651152789592743,0.03398463502526283,0.08620589971542358,0.9999999663850758
LF_only_frozen,raw,NP_K6_M2_BATCH1_G03_P,K6X_D100_D200_D205_D210_D215_D220,p,445,nan,0.010379963554441929,0.04836726188659668,0.04272471368312836,0.7414090633392334,0.07138922065496445,0.07534977793693542,0.010379963554441929,0.9999999646097422
LF_only_frozen,raw,NP_K6_M2_BATCH1_G03_P,K6X_D100_D200_D205_D210_D215_D220,p,446,nan,0.007144157309085131,0.06658609956502914,0.06167197972536087,0.6730244755744934,0.07562757283449173,0.10880153626203537,0.007144157309085131,0.9999999785795808
LF_only_frozen,raw,NP_K6_M2_BATCH1_G03_P,K6X_D100_D200_D205_D210_D215_D220,p,447,nan,0.003760948311537504,0.09251007437705994,0.012116632424294949,0.6981786489486694,0.016798313707113266,0.17287445068359375,0.003760948311537504,1.0000000167638063
LF_only_frozen,raw,NP_K6_M2_BATCH1_G03_P,K6X_D100_D200_D205_D210_D215_D220,p,448,nan,0.0028144079260528088,0.018448544666171074,0.01495382096618414,0.8455411195755005,0.0476982444524765,0.06772933900356293,0.0028144079260528088,0.9999998845160007
LF_only_frozen,raw,NP_K6_M2_BATCH1_G03_P,K6X_D100_D200_D205_D210_D215_D220,p,449,nan,0.006579779088497162,0.006043246015906334,0.017297502607107162,0.8580563068389893,0.05609411001205444,0.049349285662174225,0.006579779088497162,1.0000000093132257
LF_only_frozen,raw,NP_K6_M2_BATCH1_G03_P,K6X_D100_D200_D205_D210_D215_D220,p,450,nan,0.01148388534784317,0.004066665191203356,0.013378772884607315,0.8529493808746338,0.06109359860420227,0.04554380476474762,0.01148388534784317,0.9999999930150807
LF_only_frozen,raw,NP_K6_M2_BATCH1_G03_P,K6X_D100_D200_D205_D210_D215_D220,p,451,nan,0.017504766583442688,0.0075251818634569645,0.00930186826735735,0.8325084447860718,0.06948105990886688,0.046173952519893646,0.017504766583442688,1.000000040512532
LF_only_frozen,raw,NP_K6_M2_BATCH1_G03_P,K6X_D100_D200_D205_D210_D215_D220,p,452,nan,0.023461634293198586,0.016577277332544327,0.010606960393488407,0.7914652228355408,0.08493560552597046,0.049491703510284424,0.023461634293198586,1.0000000381842256
LF_only_frozen,raw,NP_K6_M2_BATCH1_G03_P,K6X_D100_D200_D205_D210_D215_D220,p,453,nan,0.026219038292765617,0.027639135718345642,0.022773848846554756,0.7447404861450195,0.1032184362411499,0.049189988523721695,0.026219038292765617,0.9999999720603228
LF_only_frozen,raw,NP_K6_M2_BATCH1_G03_P,K6X_D100_D200_D205_D210_D215_D220,p,454,nan,0.020464017987251282,0.041487470269203186,0.05184964835643768,0.6992433071136475,0.1154451072216034,0.051046453416347504,0.020464017987251282,1.0000000223517418
LF_only_frozen,raw,NP_K6_M2_BATCH1_G03_P,K6X_D100_D200_D205_D210_D215_D220,p,455,nan,0.0006159610929898918,0.14405915141105652,0.07091469317674637,0.6051601767539978,0.05390896648168564,0.12472505867481232,0.0006159610929898918,0.9999999686842784
LF_only_frozen,raw,NP_K6_M2_BATCH1_G03_S,K6X_D100_D200_D205_D210_D215_D220,s,445,nan,0.010379963554441929,0.04836726188659668,0.04272471368312836,0.7414090633392334,0.07138922065496445,0.07534977793693542,0.010379963554441929,0.9999999646097422
LF_only_frozen,raw,NP_K6_M2_BATCH1_G03_S,K6X_D100_D200_D205_D210_D215_D220,s,446,nan,0.007144157309085131,0.06658609956502914,0.06167197972536087,0.6730244755744934,0.07562757283449173,0.10880153626203537,0.007144157309085131,0.9999999785795808
LF_only_frozen,raw,NP_K6_M2_BATCH1_G03_S,K6X_D100_D200_D205_D210_D215_D220,s,447,nan,0.003760948311537504,0.09251007437705994,0.012116632424294949,0.6981786489486694,0.016798313707113266,0.17287445068359375,0.003760948311537504,1.0000000167638063
LF_only_frozen,raw,NP_K6_M2_BATCH1_G03_S,K6X_D100_D200_D205_D210_D215_D220,s,448,nan,0.0028144079260528088,0.018448544666171074,0.01495382096618414,0.8455411195755005,0.0476982444524765,0.06772933900356293,0.0028144079260528088,0.9999998845160007
LF_only_frozen,raw,NP_K6_M2_BATCH1_G03_S,K6X_D100_D200_D205_D210_D215_D220,s,449,nan,0.006579779088497162,0.006043246015906334,0.017297502607107162,0.8580563068389893,0.05609411001205444,0.049349285662174225,0.006579779088497162,1.0000000093132257
LF_only_frozen,raw,NP_K6_M2_BATCH1_G03_S,K6X_D100_D200_D205_D210_D215_D220,s,450,nan,0.01148388534784317,0.004066665191203356,0.013378772884607315,0.8529493808746338,0.06109359860420227,0.04554380476474762,0.01148388534784317,0.9999999930150807
LF_only_frozen,raw,NP_K6_M2_BATCH1_G03_S,K6X_D100_D200_D205_D210_D215_D220,s,451,nan,0.017504766583442688,0.0075251818634569645,0.00930186826735735,0.8325084447860718,0.06948105990886688,0.046173952519893646,0.017504766583442688,1.000000040512532
LF_only_frozen,raw,NP_K6_M2_BATCH1_G03_S,K6X_D100_D200_D205_D210_D215_D220,s,452,nan,0.023461634293198586,0.016577277332544327,0.010606960393488407,0.7914652228355408,0.08493560552597046,0.049491703510284424,0.023461634293198586,1.0000000381842256
LF_only_frozen,raw,NP_K6_M2_BATCH1_G03_S,K6X_D100_D200_D205_D210_D215_D220,s,453,nan,0.026219038292765617,0.027639135718345642,0.022773848846554756,0.7447404861450195,0.1032184362411499,0.049189988523721695,0.026219038292765617,0.9999999720603228
LF_only_frozen,raw,NP_K6_M2_BATCH1_G03_S,K6X_D100_D200_D205_D210_D215_D220,s,454,nan,0.020464017987251282,0.041487470269203186,0.05184964835643768,0.6992433071136475,0.1154451072216034,0.051046453416347504,0.020464017987251282,1.0000000223517418
LF_only_frozen,raw,NP_K6_M2_BATCH1_G03_S,K6X_D100_D200_D205_D210_D215_D220,s,455,nan,0.0006159610929898918,0.14405915141105652,0.07091469317674637,0.6051601767539978,0.05390896648168564,0.12472505867481232,0.0006159610929898918,0.9999999686842784
LF_only_frozen,raw,NP_K6_M2_BATCH1_G04_P,K6X_D100_D110_D115_D220_D225_D230,p,445,nan,0.0023395924363285303,0.039493173360824585,0.0033986836206167936,0.8725361824035645,0.012399693951010704,0.0674930289387703,0.0023395924363285303,0.9999999471474439
LF_only_frozen,raw,NP_K6_M2_BATCH1_G04_P,K6X_D100_D110_D115_D220_D225_D230,p,446,nan,0.0015093449037522078,0.03960312902927399,0.002582024782896042,0.8805295825004578,0.00600827531889081,0.06825816631317139,0.0015093449037522078,0.9999998677521944
LF_only_frozen,raw,NP_K6_M2_BATCH1_G04_P,K6X_D100_D110_D115_D220_D225_D230,p,447,nan,0.0011007426073774695,0.0401526503264904,0.0022865221835672855,0.883028507232666,0.0021705124527215958,0.0701603814959526,0.0011007426073774695,1.0000000589061528
LF_only_frozen,raw,NP_K6_M2_BATCH1_G04_P,K6X_D100_D110_D115_D220_D225_D230,p,448,nan,0.0014122333377599716,0.04028322920203209,0.002548134420067072,0.8799839615821838,0.0011156685650348663,0.07324452698230743,0.0014122333377599716,0.9999999874271452
LF_only_frozen,raw,NP_K6_M2_BATCH1_G04_P,K6X_D100_D110_D115_D220_D225_D230,p,449,nan,0.002607516245916486,0.04053118824958801,0.0035260741133242846,0.8695403933525085,0.0033733556047081947,0.07781397551298141,0.002607516245916486,1.0000000193249434
LF_only_frozen,raw,NP_K6_M2_BATCH1_G04_P,K6X_D100_D110_D115_D220_D225_D230,p,450,nan,0.005419914610683918,0.03954503685235977,0.005343902390450239,0.8498300909996033,0.010337293148040771,0.08410387486219406,0.005419914610683918,1.000000027474016
LF_only_frozen,raw,NP_K6_M2_BATCH1_G04_P,K6X_D100_D110_D115_D220_D225_D230,p,451,nan,0.01042553223669529,0.03670888394117355,0.008089170791208744,0.8196304440498352,0.023861877620220184,0.09085861593484879,0.01042553223669529,1.000000056810677
LF_only_frozen,raw,NP_K6_M2_BATCH1_G04_P,K6X_D100_D110_D115_D220_D225_D230,p,452,nan,0.01863706111907959,0.029632125049829483,0.011458543129265308,0.7807406783103943,0.04572223499417305,0.09517232328653336,0.01863706111907959,1.0000000270083547
LF_only_frozen,raw,NP_K6_M2_BATCH1_G04_P,K6X_D100_D110_D115_D220_D225_D230,p,453,nan,0.027922561392188072,0.01766333170235157,0.013581125997006893,0.752646267414093,0.07124992460012436,0.08901415020227432,0.027922561392188072,0.9999999227002263
LF_only_frozen,raw,NP_K6_M2_BATCH1_G04_P,K6X_D100_D110_D115_D220_D225_D230,p,454,nan,0.03360877186059952,0.005807082634419203,0.012844796292483807,0.7561687231063843,0.08804910629987717,0.06991273164749146,0.03360877186059952,0.9999999837018549
LF_only_frozen,raw,NP_K6_M2_BATCH1_G04_P,K6X_D100_D110_D115_D220_D225_D230,p,455,nan,0.03307356685400009,0.00038630113704130054,0.009751356206834316,0.7875993847846985,0.08964945375919342,0.046466343104839325,0.03307356685400009,0.999999972700607
LF_only_frozen,raw,NP_K6_M2_BATCH1_G04_S,K6X_D100_D110_D115_D220_D225_D230,s,445,nan,0.0023395924363285303,0.039493173360824585,0.0033986836206167936,0.8725361824035645,0.012399693951010704,0.0674930289387703,0.0023395924363285303,0.9999999471474439
LF_only_frozen,raw,NP_K6_M2_BATCH1_G04_S,K6X_D100_D110_D115_D220_D225_D230,s,446,nan,0.0015093449037522078,0.03960312902927399,0.002582024782896042,0.8805295825004578,0.00600827531889081,0.06825816631317139,0.0015093449037522078,0.9999998677521944
LF_only_frozen,raw,NP_K6_M2_BATCH1_G04_S,K6X_D100_D110_D115_D220_D225_D230,s,447,nan,0.0011007426073774695,0.0401526503264904,0.0022865221835672855,0.883028507232666,0.0021705124527215958,0.0701603814959526,0.0011007426073774695,1.0000000589061528
LF_only_frozen,raw,NP_K6_M2_BATCH1_G04_S,K6X_D100_D110_D115_D220_D225_D230,s,448,nan,0.0014122333377599716,0.04028322920203209,0.002548134420067072,0.8799839615821838,0.0011156685650348663,0.07324452698230743,0.0014122333377599716,0.9999999874271452
LF_only_frozen,raw,NP_K6_M2_BATCH1_G04_S,K6X_D100_D110_D115_D220_D225_D230,s,449,nan,0.002607516245916486,0.04053118824958801,0.0035260741133242846,0.8695403933525085,0.0033733556047081947,0.07781397551298141,0.002607516245916486,1.0000000193249434
LF_only_frozen,raw,NP_K6_M2_BATCH1_G04_S,K6X_D100_D110_D115_D220_D225_D230,s,450,nan,0.005419914610683918,0.03954503685235977,0.005343902390450239,0.8498300909996033,0.010337293148040771,0.08410387486219406,0.005419914610683918,1.000000027474016
LF_only_frozen,raw,NP_K6_M2_BATCH1_G04_S,K6X_D100_D110_D115_D220_D225_D230,s,451,nan,0.01042553223669529,0.03670888394117355,0.008089170791208744,0.8196304440498352,0.023861877620220184,0.09085861593484879,0.01042553223669529,1.000000056810677
LF_only_frozen,raw,NP_K6_M2_BATCH1_G04_S,K6X_D100_D110_D115_D220_D225_D230,s,452,nan,0.01863706111907959,0.029632125049829483,0.011458543129265308,0.7807406783103943,0.04572223499417305,0.09517232328653336,0.01863706111907959,1.0000000270083547
LF_only_frozen,raw,NP_K6_M2_BATCH1_G04_S,K6X_D100_D110_D115_D220_D225_D230,s,453,nan,0.027922561392188072,0.01766333170235157,0.013581125997006893,0.752646267414093,0.07124992460012436,0.08901415020227432,0.027922561392188072,0.9999999227002263
LF_only_frozen,raw,NP_K6_M2_BATCH1_G04_S,K6X_D100_D110_D115_D220_D225_D230,s,454,nan,0.03360877186059952,0.005807082634419203,0.012844796292483807,0.7561687231063843,0.08804910629987717,0.06991273164749146,0.03360877186059952,0.9999999837018549
LF_only_frozen,raw,NP_K6_M2_BATCH1_G04_S,K6X_D100_D110_D115_D220_D225_D230,s,455,nan,0.03307356685400009,0.00038630113704130054,0.009751356206834316,0.7875993847846985,0.08964945375919342,0.046466343104839325,0.03307356685400009,0.999999972700607
LF_only_frozen,raw,NP_K6_M2_BATCH1_G05_P,K6X_D100_D130_D135_D155_D160_D225,p,445,nan,0.05098802223801613,0.1012841984629631,0.05293552577495575,0.0056108892895281315,0.6854060292243958,0.05278727412223816,0.05098802223801613,0.9999999613501132
LF_only_frozen,raw,NP_K6_M2_BATCH1_G05_P,K6X_D100_D130_D135_D155_D160_D225,p,446,nan,0.048840124160051346,0.12087897956371307,0.02640506997704506,0.001996360719203949,0.7267195582389832,0.026319772005081177,0.048840124160051346,0.9999999888241291
LF_only_frozen,raw,NP_K6_M2_BATCH1_G05_P,K6X_D100_D130_D135_D155_D160_D225,p,447,nan,0.040564727038145065,0.13922059535980225,0.02153928391635418,0.0038397067692130804,0.7386256456375122,0.015645259991288185,0.040564727038145065,0.99999994575046
LF_only_frozen,raw,NP_K6_M2_BATCH1_G05_P,K6X_D100_D130_D135_D155_D160_D225,p,448,nan,0.03324422240257263,0.14859582483768463,0.020123491063714027,0.005548592656850815,0.7488451600074768,0.010398498736321926,0.03324422240257263,1.0000000121071935
LF_only_frozen,raw,NP_K6_M2_BATCH1_G05_P,K6X_D100_D130_D135_D155_D160_D225,p,449,nan,0.02750237099826336,0.15245310962200165,0.018930679187178612,0.006866848096251488,0.7595347166061401,0.007209955248981714,0.02750237099826336,1.0000000507570803
LF_only_frozen,raw,NP_K6_M2_BATCH1_G05_P,K6X_D100_D130_D135_D155_D160_D225,p,450,nan,0.022638270631432533,0.15316277742385864,0.017912091687321663,0.007718890905380249,0.7709132432937622,0.00501658022403717,0.022638270631432533,1.000000124797225
LF_only_frozen,raw,NP_K6_M2_BATCH1_G05_P,K6X_D100_D130_D135_D155_D160_D225,p,451,nan,0.018595395609736443,0.1513824313879013,0.016566677019000053,0.008406800217926502,0.7830284237861633,0.0034248700831085443,0.018595395609736443,0.9999999937135726
LF_only_frozen,raw,NP_K6_M2_BATCH1_G05_P,K6X_D100_D130_D135_D155_D160_D225,p,452,nan,0.015005471184849739,0.14837588369846344,0.015237788669764996,0.008925104513764381,0.7952313423156738,0.0022189191076904535,0.015005471184849739,0.9999999806750566
LF_only_frozen,raw,NP_K6_M2_BATCH1_G05_P,K6X_D100_D130_D135_D155_D160_D225,p,453,nan,0.011843125335872173,0.14357252418994904,0.01358946505934,0.00940596591681242,0.808398962020874,0.0013468577526509762,0.011843125335872173,1.0000000256113708
LF_only_frozen,raw,NP_K6_M2_BATCH1_G05_P,K6X_D100_D130_D135_D155_D160_D225,p,454,nan,0.009010281413793564,0.13799358904361725,0.011860810220241547,0.009997745975852013,0.8213653564453125,0.0007619632524438202,0.009010281413793564,1.0000000277650543
LF_only_frozen,raw,NP_K6_M2_BATCH1_G05_P,K6X_D100_D130_D135_D155_D160_D225,p,455,nan,0.006494557950645685,0.1306123584508896,0.009864173829555511,0.010744168423116207,0.835277259349823,0.0005129400524310768,0.006494557950645685,1.0000000160071068
LF_only_frozen,raw,NP_K6_M2_BATCH1_G05_S,K6X_D100_D130_D135_D155_D160_D225,s,445,nan,0.05098802223801613,0.1012841984629631,0.05293552577495575,0.0056108892895281315,0.6854060292243958,0.05278727412223816,0.05098802223801613,0.9999999613501132
LF_only_frozen,raw,NP_K6_M2_BATCH1_G05_S,K6X_D100_D130_D135_D155_D160_D225,s,446,nan,0.048840124160051346,0.12087897956371307,0.02640506997704506,0.001996360719203949,0.7267195582389832,0.026319772005081177,0.048840124160051346,0.9999999888241291
LF_only_frozen,raw,NP_K6_M2_BATCH1_G05_S,K6X_D100_D130_D135_D155_D160_D225,s,447,nan,0.040564727038145065,0.13922059535980225,0.02153928391635418,0.0038397067692130804,0.7386256456375122,0.015645259991288185,0.040564727038145065,0.99999994575046
LF_only_frozen,raw,NP_K6_M2_BATCH1_G05_S,K6X_D100_D130_D135_D155_D160_D225,s,448,nan,0.03324422240257263,0.14859582483768463,0.020123491063714027,0.005548592656850815,0.7488451600074768,0.010398498736321926,0.03324422240257263,1.0000000121071935
