case_id,geometry_id,polarization,wavelength_nm,eta_plus1_ensemble_disagreement,eta_plus1_abs_error
NP_K6_M4_B2_G04_S,K6X_D140_D160_D165_D170_D180_D190,s,455,0.043481021505001334,0.049184693113173014
RUN3A_P_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,p,445,0.012295105294883207,0.10305722096541281
RUN3A_P_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,p,446,0.004502028664548327,0.09116383420989072
RUN3A_P_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,p,447,0.005948577354451518,0.07524200292663807
RUN3A_P_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,p,448,0.01079954266286788,0.06038825680999915
RUN3A_P_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,p,449,0.014965577478809732,0.04612331119280333
RUN3A_P_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,p,450,0.018044976988125513,0.033845811026713246
RUN3A_P_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,p,451,0.020001496241358562,0.022918277854307445
RUN3A_P_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,p,452,0.02068001530572628,0.006370703557379009
RUN3A_P_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,p,453,0.020357028555333535,0.024159891449828996
RUN3A_P_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,p,454,0.019024313402993646,0.016676300415552126
RUN3A_P_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,p,455,0.017492868645215265,0.011705058803062607
RUN3A_S_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,s,445,0.009853980821166074,0.04474156201766377
RUN3A_S_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,s,446,0.013910280665226404,0.04313852792620232
RUN3A_S_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,s,447,0.014452260484448802,0.04433763439030125
RUN3A_S_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,s,448,0.013973020846926032,0.04568082626691894
RUN3A_S_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,s,449,0.013805605840603457,0.041174564428296034
RUN3A_S_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,s,450,0.014441169518680063,0.02873617033441056
RUN3A_S_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,s,451,0.015744705172016833,0.011262674195628652
RUN3A_S_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,s,452,0.017334145417705334,0.005269247271412536
RUN3A_S_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,s,453,0.018902250058517884,0.015605997506639158
RUN3A_S_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,s,454,0.020184464319052228,0.027533708285949143
RUN3A_S_PILOT_HF_V1,K6X_D125_D135_D150_D175_D190_D210,s,455,0.02130547184757827,0.03559302822320387
RUN3B_P_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,p,445,0.06800194806387214,0.019305946349933878
RUN3B_P_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,p,446,0.06467953493649421,0.031568737690790605
RUN3B_P_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,p,447,0.0631716525066113,0.06902566694878132
RUN3B_P_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,p,448,0.06319587668479464,0.10188192387948203
RUN3B_P_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,p,449,0.06409387394516043,0.07181868259360547
RUN3B_P_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,p,450,0.06527422118834574,0.05510041771470919
RUN3B_P_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,p,451,0.06605717188892173,0.08536644089806877
RUN3B_P_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,p,452,0.06591906812062158,0.10333181719112672
RUN3B_P_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,p,453,0.06437216835060747,0.11160284532770304
RUN3B_P_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,p,454,0.061087453957362585,0.11943969073696636
RUN3B_P_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,p,455,0.05582365961208721,0.12292175796666327
RUN3B_S_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,s,445,0.06621156945238994,0.18539756766416782
RUN3B_S_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,s,446,0.05999449649722201,0.19196098862480238
RUN3B_S_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,s,447,0.05403303309763903,0.19603968046051645
RUN3B_S_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,s,448,0.04851561283056834,0.19673484812987496
RUN3B_S_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,s,449,0.043163273196118325,0.19453365828356894
RUN3B_S_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,s,450,0.038173307174195044,0.18737229268965916
RUN3B_S_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,s,451,0.033461203647951715,0.1739698063098124
RUN3B_S_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,s,452,0.029246279239235524,0.15350586085833562
RUN3B_S_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,s,453,0.025728518446091718,0.1252018367476293
RUN3B_S_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,s,454,0.023353180168826298,0.0956309489979904
RUN3B_S_PILOT_HF_V1,K6X_D100_D115_D130_D145_D155_D185,s,455,0.02272922637925596,0.07746913654546861
RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,p,445,0.06453481812105519,0.17586501806842925
RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,p,446,0.06174726694338677,0.18363173455244708
RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,p,447,0.05780915803279421,0.18833001765033497
RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,p,448,0.05302145105417557,0.18938792017359563
RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,p,449,0.04760313124069283,0.18714830951730632
RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,p,450,0.04193430162249819,0.1797664364001338
RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,p,451,0.03627836156026154,0.1658701382290243
RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,p,452,0.030890813649974744,0.1449866780414163
RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,p,453,0.026090129681769533,0.11646173542421845
RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,p,454,0.022063033227101472,0.08705072837437178
RUN3C_P_PILOT_HF_V1,K6X_D130_D145_D155_D180_D195_D230,p,455,0.019170232230921815,0.0691266719792486
RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,s,445,0.06688525009881499,0.047634245876519654
RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,s,446,0.06175420588676349,0.05898869956112618
RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,s,447,0.056363683373345914,0.05434624677410971
RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,s,448,0.05069718704645374,0.04099832025595862
RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,s,449,0.04481348748358063,0.021714964884887555
RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,s,450,0.038896606396924854,0.00014118424534281804
RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,s,451,0.03320696971765748,0.018891595282975127
RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,s,452,0.02819157944969818,0.03304043518477151
RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,s,453,0.024629262058404777,0.04669978619331505
RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,s,454,0.02342445792167004,0.06734718145365592
RUN3C_S_PILOT_HF_V2,K6X_D130_D145_D155_D180_D195_D230,s,455,0.025003902446556526,0.09366310840799619
