case_id,fsp_path,fsp_file_exists,fsp_file_size_bytes,git_stage_allowed
R2_4D6_D5_BASE_13461_453_xm1p40um_xdipole,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r2_4d6_setup_only_fsp_d5_primary\runtime_fsp\R2_4D6_D5_BASE_13461_453_xm1p40um_xdipole_setup_only.fsp,True,514666,no
R2_4D6_D5_BASE_13461_453_xm1p05um_xdipole,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r2_4d6_setup_only_fsp_d5_primary\runtime_fsp\R2_4D6_D5_BASE_13461_453_xm1p05um_xdipole_setup_only.fsp,True,514666,no
R2_4D6_D5_BASE_13461_453_xm0p70um_xdipole,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r2_4d6_setup_only_fsp_d5_primary\runtime_fsp\R2_4D6_D5_BASE_13461_453_xm0p70um_xdipole_setup_only.fsp,True,514666,no
R2_4D6_D5_BASE_13461_453_xm0p35um_xdipole,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r2_4d6_setup_only_fsp_d5_primary\runtime_fsp\R2_4D6_D5_BASE_13461_453_xm0p35um_xdipole_setup_only.fsp,True,514666,no
R2_4D6_D5_BASE_13461_453_xp0p00um_xdipole,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r2_4d6_setup_only_fsp_d5_primary\runtime_fsp\R2_4D6_D5_BASE_13461_453_xp0p00um_xdipole_setup_only.fsp,True,514666,no
R2_4D6_D5_BASE_13461_453_xp0p35um_xdipole,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r2_4d6_setup_only_fsp_d5_primary\runtime_fsp\R2_4D6_D5_BASE_13461_453_xp0p35um_xdipole_setup_only.fsp,True,514666,no
R2_4D6_D5_BASE_13461_453_xp0p70um_xdipole,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r2_4d6_setup_only_fsp_d5_primary\runtime_fsp\R2_4D6_D5_BASE_13461_453_xp0p70um_xdipole_setup_only.fsp,True,514666,no
R2_4D6_D5_BASE_13461_453_xp1p05um_xdipole,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r2_4d6_setup_only_fsp_d5_primary\runtime_fsp\R2_4D6_D5_BASE_13461_453_xp1p05um_xdipole_setup_only.fsp,True,514666,no
R2_4D6_D5_BASE_13461_453_xp1p40um_xdipole,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r2_4d6_setup_only_fsp_d5_primary\runtime_fsp\R2_4D6_D5_BASE_13461_453_xp1p40um_xdipole_setup_only.fsp,True,514666,no
