geometry_id,geometry_hash,case_hash,source_position,source_position_nm,dipole_orientation,case_count_per_geometry,solver_authorized
V2_DOE_021,a89b41805a9858ca8322a032e573fe9c4dfc3095f29a2394281a2758e9f90f5f,251d8c984323dc3a29ec57d8721459e45ca3f4db281a6776a72826fbcc089880,top,-171.5,x,6,False
V2_DOE_021,a89b41805a9858ca8322a032e573fe9c4dfc3095f29a2394281a2758e9f90f5f,6546b40b1e1dc61dbdc134f62a191dc944e88bff2f80f008f2aee1ef1696bb5d,top,-171.5,z,6,False
V2_DOE_021,a89b41805a9858ca8322a032e573fe9c4dfc3095f29a2394281a2758e9f90f5f,2e3dce1913048362eeec991942e18e614c5d9acdbfb1328566ba01b715590b30,centroid,-276.0,x,6,False
V2_DOE_021,a89b41805a9858ca8322a032e573fe9c4dfc3095f29a2394281a2758e9f90f5f,c9ea41ecdd8039f8c82bdf261787cb8e32c951593033f97b266ce2995b0c1ccb,centroid,-276.0,z,6,False
V2_DOE_021,a89b41805a9858ca8322a032e573fe9c4dfc3095f29a2394281a2758e9f90f5f,ca427b9542cc0fdd25e8b793565ad9c86d5355c23b997cfb9571d163006d8e50,bottom,-380.5,x,6,False
V2_DOE_021,a89b41805a9858ca8322a032e573fe9c4dfc3095f29a2394281a2758e9f90f5f,3ea233fc400b301740383c013963d680ef7f1dae36bd24fe0f9e1b4826931977,bottom,-380.5,z,6,False
V2_DOE_022,b5fb5a45b01a0a87a2465c28e92b15bf9812c341af17bf3b37162c57767196f5,5cc4179df948f3ca22d9c24ac66c9b2cfadd8fbeeb9035baca46bdce72c937d0,top,-171.5,x,6,False
V2_DOE_022,b5fb5a45b01a0a87a2465c28e92b15bf9812c341af17bf3b37162c57767196f5,dcb6a32b2436b49aec770ee432544d2d6cda9613ef69b914ea594b1932b0d31b,top,-171.5,z,6,False
V2_DOE_022,b5fb5a45b01a0a87a2465c28e92b15bf9812c341af17bf3b37162c57767196f5,98d6e6f6125bb52c221deb40a56ab77d13d98936a57f0e29103b5460d5a38285,centroid,-276.0,x,6,False
V2_DOE_022,b5fb5a45b01a0a87a2465c28e92b15bf9812c341af17bf3b37162c57767196f5,79526e1edcd390223f0cdd06103ab3c9695ebe0ff79cb3fca82955a4d5c40b03,centroid,-276.0,z,6,False
V2_DOE_022,b5fb5a45b01a0a87a2465c28e92b15bf9812c341af17bf3b37162c57767196f5,0e4d9521b9f5a100f9ca0f815cad19d0002e4adaa24c8fe615d07263ab2ed838,bottom,-380.5,x,6,False
V2_DOE_022,b5fb5a45b01a0a87a2465c28e92b15bf9812c341af17bf3b37162c57767196f5,b06980119fdafdda7939b5a727f64e098f09c295c0c192ee8c70b94c0950eb46,bottom,-380.5,z,6,False
V2_DOE_023,e78dd44cb0a1a957a456e5834a533d8601bce60011e3d557dcd68c7ff538e1ac,9d5c1885a18aa94b835cd3adc83b4d77a47528adf283f2bd805c41aafc61990a,top,-171.5,x,6,False
V2_DOE_023,e78dd44cb0a1a957a456e5834a533d8601bce60011e3d557dcd68c7ff538e1ac,501725f4b436a1eab7e14553c950f9076b4fbd109178a9892596ccd1a9e860a0,top,-171.5,z,6,False
V2_DOE_023,e78dd44cb0a1a957a456e5834a533d8601bce60011e3d557dcd68c7ff538e1ac,fb4e26e58ccae57bee5ac7f6f20457f8e54424fde2c5b827c61dccb974b4edec,centroid,-276.0,x,6,False
V2_DOE_023,e78dd44cb0a1a957a456e5834a533d8601bce60011e3d557dcd68c7ff538e1ac,9cbb0d8ce1c8d24453178cd0d8709ff04e0be9c26cbe719a2703ae5818fc10e2,centroid,-276.0,z,6,False
V2_DOE_023,e78dd44cb0a1a957a456e5834a533d8601bce60011e3d557dcd68c7ff538e1ac,3964811ee8282d249f9f17a2a5794b67843b58e31e1063d0e7488638d5e4996c,bottom,-380.5,x,6,False
V2_DOE_023,e78dd44cb0a1a957a456e5834a533d8601bce60011e3d557dcd68c7ff538e1ac,d28cdb00eb8ab6b944f6702e29647a8eb407ca7e83c12759ec9b25af75647623,bottom,-380.5,z,6,False
V2_DOE_024,88117695d57b11f36cc51fc93406895daea448a0bcebd0cd7a7f2d6b15421f52,a670c593c299e14477f59c7a80ec94e1117324501a956dd8842287d885084c64,top,-171.5,x,6,False
V2_DOE_024,88117695d57b11f36cc51fc93406895daea448a0bcebd0cd7a7f2d6b15421f52,512cb5b79a52c8b35ac8776056551a41867978dfa9e8d603866989161d13dfaf,top,-171.5,z,6,False
V2_DOE_024,88117695d57b11f36cc51fc93406895daea448a0bcebd0cd7a7f2d6b15421f52,b17bc9e935d08c7cef123194ec023a1817cde2943d2a9a3322a852131242530c,centroid,-276.0,x,6,False
V2_DOE_024,88117695d57b11f36cc51fc93406895daea448a0bcebd0cd7a7f2d6b15421f52,f7b75428f72eb9f3ac648645314d2070676ee83ea29dc8151cef77d26090d33c,centroid,-276.0,z,6,False
V2_DOE_024,88117695d57b11f36cc51fc93406895daea448a0bcebd0cd7a7f2d6b15421f52,b03085a2c84efc9d8de532d7bfd8228d42f3d25ab8b0a9a0e9863deabdfd1320,bottom,-380.5,x,6,False
V2_DOE_024,88117695d57b11f36cc51fc93406895daea448a0bcebd0cd7a7f2d6b15421f52,59913564576a8ac67918c00fbddae5757ff97a257ee3886139e3dc5e354817be,bottom,-380.5,z,6,False
V2_DOE_025,d18846855c31a6765b63a8b85e941f3e99667c9ed34c8636bb7d6890c67dddc1,67a7807e1b2de2b2d688e62a3183417b1fbe79ce95b93e1848b06c64c14310a3,top,-171.5,x,6,False
V2_DOE_025,d18846855c31a6765b63a8b85e941f3e99667c9ed34c8636bb7d6890c67dddc1,abebb6cb5e50a89b25afe3afee501d5f0f573755328dbd8f514debbf1457cb28,top,-171.5,z,6,False
V2_DOE_025,d18846855c31a6765b63a8b85e941f3e99667c9ed34c8636bb7d6890c67dddc1,095e53c651ada0095e81a377f20788ddc05627e0cc8cb6b5f9540958dc2b843b,centroid,-276.0,x,6,False
V2_DOE_025,d18846855c31a6765b63a8b85e941f3e99667c9ed34c8636bb7d6890c67dddc1,a7d2fe956aaa39dc2bc8d88d5e8c7efb738cfa03703e1e838865c67900a1f8d8,centroid,-276.0,z,6,False
V2_DOE_025,d18846855c31a6765b63a8b85e941f3e99667c9ed34c8636bb7d6890c67dddc1,2f1debb6bc94288f450a050003c416f65b3ddce2e38a4bc568de7d9bcecc766e,bottom,-380.5,x,6,False
V2_DOE_025,d18846855c31a6765b63a8b85e941f3e99667c9ed34c8636bb7d6890c67dddc1,28f231880f4704f5454c1948622981c989b64c9a7d1d61aeff34eb9501490a8b,bottom,-380.5,z,6,False
V2_DOE_026,f235421c541eab69be275642c39cea99bcde49dfff0fe47ed1b1ad350a7ff54f,e1130970f1d2c2208a618abf5b605a1609b98cb96e11d2651cfd915cd681372f,top,-171.5,x,6,False
V2_DOE_026,f235421c541eab69be275642c39cea99bcde49dfff0fe47ed1b1ad350a7ff54f,2604dfe9a675e4c890b45af566d40843a7af2478c06135b0cc4c6053866e1343,top,-171.5,z,6,False
V2_DOE_026,f235421c541eab69be275642c39cea99bcde49dfff0fe47ed1b1ad350a7ff54f,e7fbba8369d408534d4f3554fbcf4da6d5ae0c25344aa018f7cb9158da2d25d1,centroid,-276.0,x,6,False
V2_DOE_026,f235421c541eab69be275642c39cea99bcde49dfff0fe47ed1b1ad350a7ff54f,c55453b5703d9a546c399308f16869ec41d9a2ad459239ba2e9c33e5c7f56437,centroid,-276.0,z,6,False
V2_DOE_026,f235421c541eab69be275642c39cea99bcde49dfff0fe47ed1b1ad350a7ff54f,4ade57e2aec17e97533bfe8ad967c97a2911d383865db61ec598324e6ff70209,bottom,-380.5,x,6,False
V2_DOE_026,f235421c541eab69be275642c39cea99bcde49dfff0fe47ed1b1ad350a7ff54f,16a70859b01726679ed8f441bd2e3c4a9370176bb7daf69698f39b6802f965ba,bottom,-380.5,z,6,False
V2_DOE_027,b1f80af1bc7a5f28ddbb3048e70c62c9f48a9feb95f65ff57ac33aa79d21554e,e91ff67c761261f0be75af0a7cb7321916e59a337ee9a7e6e135838be0534c0b,top,-171.5,x,6,False
V2_DOE_027,b1f80af1bc7a5f28ddbb3048e70c62c9f48a9feb95f65ff57ac33aa79d21554e,98a2ca77b0c120ad0739ef4c58e44526a7ca3ad40c1857d81e189ffe86012dac,top,-171.5,z,6,False
V2_DOE_027,b1f80af1bc7a5f28ddbb3048e70c62c9f48a9feb95f65ff57ac33aa79d21554e,4173594e957483a16c5af749852992be1df29805bfc03e67f120268d8aea1f0c,centroid,-276.0,x,6,False
V2_DOE_027,b1f80af1bc7a5f28ddbb3048e70c62c9f48a9feb95f65ff57ac33aa79d21554e,753901d646322b19c216b2e1018063d0fd49108fa2dc40e36f3659b97fa558ec,centroid,-276.0,z,6,False
V2_DOE_027,b1f80af1bc7a5f28ddbb3048e70c62c9f48a9feb95f65ff57ac33aa79d21554e,690960a71b71c693dae1b208bbbd071dddddc5205bb10fe13bc30774ca58b6e7,bottom,-380.5,x,6,False
V2_DOE_027,b1f80af1bc7a5f28ddbb3048e70c62c9f48a9feb95f65ff57ac33aa79d21554e,977129bbd42c44d7d66ecad36b87f83cc2f6614c08bef6da7b4d1ef98e606f80,bottom,-380.5,z,6,False
V2_DOE_028,0ebc2f4ace64aeb7661a0547ef2216dec2fe04fd65fad76175324d4a1fc8da36,3cfde8ff24ba08c8b6509ebdb70dbaad5009c5a3b3d493168de111a04459ef86,top,-171.5,x,6,False
V2_DOE_028,0ebc2f4ace64aeb7661a0547ef2216dec2fe04fd65fad76175324d4a1fc8da36,dec5d86293653a18763ad5c3cb88a53106f9374fe29aa7c630fbf2ba30f7c907,top,-171.5,z,6,False
V2_DOE_028,0ebc2f4ace64aeb7661a0547ef2216dec2fe04fd65fad76175324d4a1fc8da36,7ab070151f6ab8547d0156b86a511d05d713e2b43adb8afdf263578974e6fdc1,centroid,-276.0,x,6,False
V2_DOE_028,0ebc2f4ace64aeb7661a0547ef2216dec2fe04fd65fad76175324d4a1fc8da36,7292146937f004130de44de266ad960c962a8e4bd21f67f75d0868a31e77d72d,centroid,-276.0,z,6,False
V2_DOE_028,0ebc2f4ace64aeb7661a0547ef2216dec2fe04fd65fad76175324d4a1fc8da36,0c3700e2989ca071fdffd6f149c051701baaa92164a8ab6d693273aa39cd05f9,bottom,-380.5,x,6,False
V2_DOE_028,0ebc2f4ace64aeb7661a0547ef2216dec2fe04fd65fad76175324d4a1fc8da36,7e2209171aafe1b66872f1ea4c567172293356aafe5a9ef1487879cf5a46ab6d,bottom,-380.5,z,6,False
V2_DOE_029,c1440cbfd312dd7f8fcedf1951837cd8d9b7eb021f3b08ce94ca94572f3780db,0d458bfea0df21ea39fae94239dad75da134cc5fcec7d9afb4def5d1472f3adf,top,-171.5,x,6,False
V2_DOE_029,c1440cbfd312dd7f8fcedf1951837cd8d9b7eb021f3b08ce94ca94572f3780db,0a16957e6e8e14e2b2c8674916d8e2192d29187149fa350d2528c7295cf1714b,top,-171.5,z,6,False
V2_DOE_029,c1440cbfd312dd7f8fcedf1951837cd8d9b7eb021f3b08ce94ca94572f3780db,4d03915a7ffcc6e820697943265d85eac0ef37e28e976d67a9aad99e709cd03f,centroid,-276.0,x,6,False
V2_DOE_029,c1440cbfd312dd7f8fcedf1951837cd8d9b7eb021f3b08ce94ca94572f3780db,85f29a5e98c65b44581d2d62010e3c5fb144d4fea19fcfad747b8ff37be0c75a,centroid,-276.0,z,6,False
V2_DOE_029,c1440cbfd312dd7f8fcedf1951837cd8d9b7eb021f3b08ce94ca94572f3780db,58e7fe776ff88346c1b8e14098be98ceb11e63192bce03b55770ab89c2552434,bottom,-380.5,x,6,False
V2_DOE_029,c1440cbfd312dd7f8fcedf1951837cd8d9b7eb021f3b08ce94ca94572f3780db,3105f0ebbc8080f7faae8f32c9d5f546ab7e2539f99a9da6454f132c60234b42,bottom,-380.5,z,6,False
V2_DOE_030,551c247e6a88ce5f19a22f12e54f0ba02c5b2fc87156c3735ff75c468c55a984,8c6b560f6674f18ea9d3796f45b6fb9b0cb0fa99102d13eef2d6331732544057,top,-171.5,x,6,False
V2_DOE_030,551c247e6a88ce5f19a22f12e54f0ba02c5b2fc87156c3735ff75c468c55a984,3b82e18bc80b0cb803fdb556621f6bad1e8e7754c4c2748d2fe4b44676f8ea00,top,-171.5,z,6,False
V2_DOE_030,551c247e6a88ce5f19a22f12e54f0ba02c5b2fc87156c3735ff75c468c55a984,701fedb9cb94f1ae65b296436b6c6aaa44c5b96c2ac3856d3f32367d6f8728b9,centroid,-276.0,x,6,False
V2_DOE_030,551c247e6a88ce5f19a22f12e54f0ba02c5b2fc87156c3735ff75c468c55a984,7636af9f188ce53cfb8b3a9f19d9ef5daa64ec796453a1ae8e1fb70be329db3f,centroid,-276.0,z,6,False
V2_DOE_030,551c247e6a88ce5f19a22f12e54f0ba02c5b2fc87156c3735ff75c468c55a984,238ded2b628bbb6afcbaf0ccb2018dc99bd6d853249b32646295450e235e3233,bottom,-380.5,x,6,False
V2_DOE_030,551c247e6a88ce5f19a22f12e54f0ba02c5b2fc87156c3735ff75c468c55a984,aa264c4793e056949c78a3cd88d30124d03b31daccf5adaea9ff6699b520b241,bottom,-380.5,z,6,False
V2_DOE_031,42a8611f1d0026ccfada5df482f3714efb3e30482a00edcca5855e37d8f842a5,1ada38dd39c4a541d9178d57e39d7c07fecc1bfc17d9ba783e453228fa327aee,top,-171.5,x,6,False
V2_DOE_031,42a8611f1d0026ccfada5df482f3714efb3e30482a00edcca5855e37d8f842a5,1c1c1e455288e20a0e087f6bed97611c369472fca20fd66079101370503c6cdd,top,-171.5,z,6,False
V2_DOE_031,42a8611f1d0026ccfada5df482f3714efb3e30482a00edcca5855e37d8f842a5,b0a103aa66a9cb5d6e42fe2683bf3646ed8f6349365a2029b88ee2f8156fd009,centroid,-276.0,x,6,False
V2_DOE_031,42a8611f1d0026ccfada5df482f3714efb3e30482a00edcca5855e37d8f842a5,2b1d615504c7aa02347259ad67133bcec135ab4b2f27e0f2e935009f1917b75e,centroid,-276.0,z,6,False
V2_DOE_031,42a8611f1d0026ccfada5df482f3714efb3e30482a00edcca5855e37d8f842a5,a17cd7c760c75df8ae2fcd97132bdb90fbf2eea6fcca3e0e0bb34547d25d52f1,bottom,-380.5,x,6,False
V2_DOE_031,42a8611f1d0026ccfada5df482f3714efb3e30482a00edcca5855e37d8f842a5,c83aa4551982bc5338383755f55f5bc9324dcf959eb889f1b37d68d727e7e27d,bottom,-380.5,z,6,False
V2_DOE_032,164a9f6407837c6e36a5318e5e4bf360d26b0d80eecefae7945d5b0e21a9021b,635d7d7a91ca60a6fd58fb11d8a308056e8a07252112aa2821c618d419e5ab6e,top,-171.5,x,6,False
V2_DOE_032,164a9f6407837c6e36a5318e5e4bf360d26b0d80eecefae7945d5b0e21a9021b,537ac64c37603d94863374b531b06c0370588780ce704a4bc5c7eff9e0cba74e,top,-171.5,z,6,False
V2_DOE_032,164a9f6407837c6e36a5318e5e4bf360d26b0d80eecefae7945d5b0e21a9021b,07710c546f8864b60926c132d999c44f3531f99a0a8fb04dbda8b9fa61f62500,centroid,-276.0,x,6,False
V2_DOE_032,164a9f6407837c6e36a5318e5e4bf360d26b0d80eecefae7945d5b0e21a9021b,f9d8aceeec155f5742acbbf423509e3b2972813004110ad7ae63c82cd80df419,centroid,-276.0,z,6,False
V2_DOE_032,164a9f6407837c6e36a5318e5e4bf360d26b0d80eecefae7945d5b0e21a9021b,3d570009f83ca0eab04a7321ceebe317e149f7dc9de98b6c2ff93ee32f1953b4,bottom,-380.5,x,6,False
V2_DOE_032,164a9f6407837c6e36a5318e5e4bf360d26b0d80eecefae7945d5b0e21a9021b,0f57fdd04cbdfd257e7c405c3e6cf3f1b17f1d9d2f6aed86a93f6d5a8ae57778,bottom,-380.5,z,6,False
V2_DOE_033,0c98dd623f96a3e44fed2dec4630c37fadd60fd2f8e3811b224092919e813d18,03bb73fe93092d7be7690bfb0ff0b037f2c5a7648483c47cc63effad58e6ad70,top,-171.5,x,6,False
V2_DOE_033,0c98dd623f96a3e44fed2dec4630c37fadd60fd2f8e3811b224092919e813d18,c654bc1cca379fe0216994d43bee740940f17e8c5007a1273037454d86245db0,top,-171.5,z,6,False
V2_DOE_033,0c98dd623f96a3e44fed2dec4630c37fadd60fd2f8e3811b224092919e813d18,8776fec2539c6e1f2cd4a9a46cd32c03e299ac12a6bae2d7f1667e31c982d236,centroid,-276.0,x,6,False
V2_DOE_033,0c98dd623f96a3e44fed2dec4630c37fadd60fd2f8e3811b224092919e813d18,2df8968e90a1da48540389b5128f1d1007ffabba8ca55745c344eaf68726c725,centroid,-276.0,z,6,False
V2_DOE_033,0c98dd623f96a3e44fed2dec4630c37fadd60fd2f8e3811b224092919e813d18,01f5606f897753b632adde7618bc5bdc3e1f18416f14a19b794b52f390039d74,bottom,-380.5,x,6,False
V2_DOE_033,0c98dd623f96a3e44fed2dec4630c37fadd60fd2f8e3811b224092919e813d18,14cf547fb63310fbcdfedabd599a7d4711704154f0c4fc3b553873c8a4068886,bottom,-380.5,z,6,False
V2_DOE_034,1b0febfadafde88e743cc4a416b669a8a0b5199ba061976a0385c3e201cad9f4,01c80cba94f54cda4bf6377265b8431d3e007c01dcbbe27e02d65155954760ac,top,-171.5,x,6,False
V2_DOE_034,1b0febfadafde88e743cc4a416b669a8a0b5199ba061976a0385c3e201cad9f4,7c55dd5bfd5fd512132f3d311fdfe1592265e867149ea84f1640b6bfd1989b6b,top,-171.5,z,6,False
V2_DOE_034,1b0febfadafde88e743cc4a416b669a8a0b5199ba061976a0385c3e201cad9f4,4c587dc43682d81037bb7205eaeb310b1aaef09f70525df086efaf342e11cce6,centroid,-276.0,x,6,False
V2_DOE_034,1b0febfadafde88e743cc4a416b669a8a0b5199ba061976a0385c3e201cad9f4,974884911f3eaa1dd5a09ce06b25fcc287c632e57ce3e31a79e536ff41ffd5f3,centroid,-276.0,z,6,False
V2_DOE_034,1b0febfadafde88e743cc4a416b669a8a0b5199ba061976a0385c3e201cad9f4,9f436f73b12720d68636075c9c700a129758a2be075e01d2be79fbdf854a6dcc,bottom,-380.5,x,6,False
V2_DOE_034,1b0febfadafde88e743cc4a416b669a8a0b5199ba061976a0385c3e201cad9f4,ce1224aa6ce4656e25dba1088bf283f8b7ccb0d321ba87e562034cd3e1136751,bottom,-380.5,z,6,False
V2_DOE_035,35574e53aad3773ebbd554272f4f93829a8aac3d5f4015513efeb5f41369b862,2615f70fae78ab131649849a96c2aa652e7218760f014f63add12ef8138bfff1,top,-171.5,x,6,False
V2_DOE_035,35574e53aad3773ebbd554272f4f93829a8aac3d5f4015513efeb5f41369b862,6c89410cb2bbc146c7805c9c9508d0408c355c96f4fc95bceb2e0ffccedf1c23,top,-171.5,z,6,False
V2_DOE_035,35574e53aad3773ebbd554272f4f93829a8aac3d5f4015513efeb5f41369b862,4469f8db3e92358bc0c8beffe38013410ccd86d1942b46f94af564c5b2035361,centroid,-276.0,x,6,False
V2_DOE_035,35574e53aad3773ebbd554272f4f93829a8aac3d5f4015513efeb5f41369b862,9f9e73e9e5004f9f05a7d61af7be147af82dace874b9c46e78acba6ba257fd9f,centroid,-276.0,z,6,False
V2_DOE_035,35574e53aad3773ebbd554272f4f93829a8aac3d5f4015513efeb5f41369b862,3268aa3c9efcf69edd8b054a49216a315687e5da587e4489d709d65c352c7798,bottom,-380.5,x,6,False
V2_DOE_035,35574e53aad3773ebbd554272f4f93829a8aac3d5f4015513efeb5f41369b862,c31b23320042f0aee13a9d95453b2bd9ebf37d8d649b7d64f4d7c441b95b3d17,bottom,-380.5,z,6,False
V2_DOE_036,0ef9a239337f882bac52507227cbec869a01ad4fec9e9eaefcfc6c0a1088991b,2a90c8e6734450fb75c63f7d8c3280017d7368c64e5a28e45c2aec1f714eac85,top,-171.5,x,6,False
V2_DOE_036,0ef9a239337f882bac52507227cbec869a01ad4fec9e9eaefcfc6c0a1088991b,e4e173a13e17c2af49b6c979ed231c71771964e7585311335246f3f5c201b24b,top,-171.5,z,6,False
V2_DOE_036,0ef9a239337f882bac52507227cbec869a01ad4fec9e9eaefcfc6c0a1088991b,49dea4ee0e0e0396eefe6e5927ec6a8a0d0f8ad5733d5a4db4c412e2ccf083bf,centroid,-276.0,x,6,False
V2_DOE_036,0ef9a239337f882bac52507227cbec869a01ad4fec9e9eaefcfc6c0a1088991b,80b7142679600a4826d2cec0cac6018d4591bd8781694b1c606071b1f7f47a05,centroid,-276.0,z,6,False
V2_DOE_036,0ef9a239337f882bac52507227cbec869a01ad4fec9e9eaefcfc6c0a1088991b,5e4535d6dde6bb911070595e84383f7d41c384c0b695e0d476c7ac82f7330f52,bottom,-380.5,x,6,False
V2_DOE_036,0ef9a239337f882bac52507227cbec869a01ad4fec9e9eaefcfc6c0a1088991b,8fe660e05d1c55e48fff67ced65e8dd87cd27c0abe8b3aa0a43d4e2a43960c0c,bottom,-380.5,z,6,False
V2_DOE_037,ef1e291f9eb5116f051597a5803fd3716bfd8c4fb571cfc0dcd4048e6546f316,6c33d7ed5ebd7fc0a8e94bd737d9af181f8e87e71613188b898989eab455b37f,top,-171.5,x,6,False
V2_DOE_037,ef1e291f9eb5116f051597a5803fd3716bfd8c4fb571cfc0dcd4048e6546f316,c51847b0b1b02184e3f2675012903e96eaa7e1dec25b121da1f77cf6b99c4f57,top,-171.5,z,6,False
V2_DOE_037,ef1e291f9eb5116f051597a5803fd3716bfd8c4fb571cfc0dcd4048e6546f316,185288aa5c1614bb648a60436246a1b82d9f9d5d7863c3d149570d14254e578b,centroid,-276.0,x,6,False
V2_DOE_037,ef1e291f9eb5116f051597a5803fd3716bfd8c4fb571cfc0dcd4048e6546f316,42ca86948feebde2f4532f37cd1979d29a51dca8631b844944eba3e24e43f123,centroid,-276.0,z,6,False
V2_DOE_037,ef1e291f9eb5116f051597a5803fd3716bfd8c4fb571cfc0dcd4048e6546f316,73092741268d6d3864984465c86c226598d57bddff49c157894093979991150f,bottom,-380.5,x,6,False
V2_DOE_037,ef1e291f9eb5116f051597a5803fd3716bfd8c4fb571cfc0dcd4048e6546f316,34cd0c4904d94aff637a74706736a091ccf0d13c71a2ef54f9f4ad03ee7db144,bottom,-380.5,z,6,False
V2_DOE_038,bc8447b50312e823e17440d084c8a118825920532130874b736716a2ff987d18,bbab636b99cc3fbd8858eacfe1a2eaf4594cfd15f91be1d608b1cebfe52fcc20,top,-171.5,x,6,False
V2_DOE_038,bc8447b50312e823e17440d084c8a118825920532130874b736716a2ff987d18,89b0d750e865a2ddcde6a9fac09eb910fd37eab7f8923fec5b2259ed8e7e2584,top,-171.5,z,6,False
V2_DOE_038,bc8447b50312e823e17440d084c8a118825920532130874b736716a2ff987d18,456f6a00d2e2d1d46f8ef594bf43b172eced7145005ea4c2990db3b932b0c37c,centroid,-276.0,x,6,False
V2_DOE_038,bc8447b50312e823e17440d084c8a118825920532130874b736716a2ff987d18,aa2cc154a25c5fa23209b89f3c41e17065e7f6a47011a1e8eb0e4e2c01875092,centroid,-276.0,z,6,False
V2_DOE_038,bc8447b50312e823e17440d084c8a118825920532130874b736716a2ff987d18,113fae37b84df35059409d962c15bf3b7724e4ae37dfd2b966a4effdfe4ae30a,bottom,-380.5,x,6,False
V2_DOE_038,bc8447b50312e823e17440d084c8a118825920532130874b736716a2ff987d18,0e3fa6d8ef4c63bcd20a2dcef5ec98033d67f9c0e59f294e29f266f0fc3872cf,bottom,-380.5,z,6,False
V2_DOE_039,02c6d85b5251b8f08b3ab0a22c082266b7aeeb522b650fe984a1a8e03b84342d,eca57ba2531a6f49cc1a1d641f46664db2e2d733822abd7055ba270d43fda4ca,top,-171.5,x,6,False
V2_DOE_039,02c6d85b5251b8f08b3ab0a22c082266b7aeeb522b650fe984a1a8e03b84342d,f4263be97a4a0d16350c63a5676e8559d7e88248cc19dffa11b1f75ed559c8e6,top,-171.5,z,6,False
V2_DOE_039,02c6d85b5251b8f08b3ab0a22c082266b7aeeb522b650fe984a1a8e03b84342d,6181fee6d81250da2a8dc6a5b1ab7315af55ee7b5595d620afa5cd596d554e2c,centroid,-276.0,x,6,False
V2_DOE_039,02c6d85b5251b8f08b3ab0a22c082266b7aeeb522b650fe984a1a8e03b84342d,af14a81a88a792d6fe9b18e29a78800665503c99bbbb16cf425630c44bdc673c,centroid,-276.0,z,6,False
V2_DOE_039,02c6d85b5251b8f08b3ab0a22c082266b7aeeb522b650fe984a1a8e03b84342d,e3ded39b2629ec426a5d6be366a15994167366844d02f282f928dadfeaf3baf9,bottom,-380.5,x,6,False
V2_DOE_039,02c6d85b5251b8f08b3ab0a22c082266b7aeeb522b650fe984a1a8e03b84342d,f678500f1d25c7eb8b9d5a7067a14eaac2c367265201e2cdfd9d9065cfd407c1,bottom,-380.5,z,6,False
V2_DOE_040,f962e44a7c1455f733cd4b7e40e4db2a21fc279ffade30861e2aacea76246382,255e6756bc5131873641d8e45537b73a4627f4f28aa7c88203d80dc0d027ddd8,top,-171.5,x,6,False
V2_DOE_040,f962e44a7c1455f733cd4b7e40e4db2a21fc279ffade30861e2aacea76246382,6a39842e94857d782aecf7ad033190311d3794d7a1268092b97c1fa281a1d0a7,top,-171.5,z,6,False
V2_DOE_040,f962e44a7c1455f733cd4b7e40e4db2a21fc279ffade30861e2aacea76246382,69654d74b0ec2f0d19996015f1c8ff371f2f7097624f446d6b513be78ef6f3b8,centroid,-276.0,x,6,False
V2_DOE_040,f962e44a7c1455f733cd4b7e40e4db2a21fc279ffade30861e2aacea76246382,ea85ff199e9060b4ab37221618d803dcb4a5ac4854f7e65c1e3d67ce2bd73319,centroid,-276.0,z,6,False
V2_DOE_040,f962e44a7c1455f733cd4b7e40e4db2a21fc279ffade30861e2aacea76246382,697ffd246902695d8d08d1997a52cc9b7436d8930c865b5b4f7e0e3af422dd90,bottom,-380.5,x,6,False
V2_DOE_040,f962e44a7c1455f733cd4b7e40e4db2a21fc279ffade30861e2aacea76246382,b8582887fe993c2f164076d55bc41555fefb13ab63ca9e4c220b21b5727dd5a1,bottom,-380.5,z,6,False
V2_DOE_041,f7dc75daa673c5f253ed3207ffbdf94936856402aea54ff7b59937dd1478b17f,e9603d926f21574ccd115a6ed3b586b28fb29d2f31df7eacda84df44cdb0879c,top,-171.5,x,6,False
V2_DOE_041,f7dc75daa673c5f253ed3207ffbdf94936856402aea54ff7b59937dd1478b17f,5635a04c4f9275f327e9d7dc0b6141889a9b9a3055d4fa60135b884e926ceb41,top,-171.5,z,6,False
V2_DOE_041,f7dc75daa673c5f253ed3207ffbdf94936856402aea54ff7b59937dd1478b17f,a58897c5538b5b7411eb68e4f977ea5928f58470d9fb21b1362416d416d9b25d,centroid,-276.0,x,6,False
V2_DOE_041,f7dc75daa673c5f253ed3207ffbdf94936856402aea54ff7b59937dd1478b17f,f43247f1b7d0fb73d150316b69753e9b10bc66cd2801bd01cbe32c21cc691d1c,centroid,-276.0,z,6,False
V2_DOE_041,f7dc75daa673c5f253ed3207ffbdf94936856402aea54ff7b59937dd1478b17f,d2296420fcf39e492913c7d0aa2469f5f21d2201bff6a8e779e78458b76e3373,bottom,-380.5,x,6,False
V2_DOE_041,f7dc75daa673c5f253ed3207ffbdf94936856402aea54ff7b59937dd1478b17f,35520c5a3642111cf8cf7659da351ac9512f3b7077dff78b9bf611c6cb0f56a9,bottom,-380.5,z,6,False
V2_DOE_042,6c86b5413386cde637a0f4df5875370290db91aa14225b1ec739e40205d7e466,6b21d724132dbf119370b2d4911c0ffb2f5ab17ce18c379f79ad67bbc26e74b5,top,-171.5,x,6,False
V2_DOE_042,6c86b5413386cde637a0f4df5875370290db91aa14225b1ec739e40205d7e466,505883a434a52f2054808452666bcef51a83db92d407db1698a71ccafd6bb9a2,top,-171.5,z,6,False
