sample_role,future_training_role,geometry_id,geometry_hash,candidate_id_primary,candidate_aliases,topology_family,N,M,H_nm,L_nm,C_nm,effective_central_L_thickness_nm,physical_layer_count,total_thickness_nm,compiled_sequence,material_model,propagation_direction,record_id,source_id,fidelity_level,simulation_method,tmm_angular_FWHM_450_deg,tmm_max_transmission_angle_450_deg,strict_normal_450,near_normal_450,normal_to_40_60_ratio,angular_FWHM_valid,quality_status,has_angular_fwhm_label,has_max_angle_label,angular_label_status,angular_missing_reason
canonical_tmm_sweep,sparse_angular_analysis,GEO_61ad17220fb9054b,61ad17220fb9054b2e59c9af55ec55b5fc67d488a8b1245a7ef184ede24899c1,EX_N3_L82_H42_C154,EX_N3_L82_H42_C154;EX_N3_L79_H45_C156,Explicit,3,,42,82,154,,13,898,L82 H42 L82 H42 L82 H42 L154 H42 L82 H42 L82 H42 L82,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_61ad17220fb9054b,tmm_coarse,coarse,TMM,,,,,5.806252005315994,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_1b8d8a85976325fb,1b8d8a85976325fbd0efb01da384e0379519c4ab8f31dad95b99c856f4d70bbe,EX_N3_L82_H42_C155,EX_N3_L82_H42_C155;EX_N3_L79_H45_C156,Explicit,3,,42,82,155,,13,899,L82 H42 L82 H42 L82 H42 L155 H42 L82 H42 L82 H42 L82,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_1b8d8a85976325fb,tmm_coarse,coarse,TMM,,,,,7.088594306969325,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_700fca49fa42e2c8,700fca49fa42e2c898cac0c57d4644249bade5520d1ec2d88b198aee9bc893b8,EX_N3_L82_H42_C156,EX_N3_L82_H42_C156;EX_N3_L79_H45_C156,Explicit,3,,42,82,156,,13,900,L82 H42 L82 H42 L82 H42 L156 H42 L82 H42 L82 H42 L82,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_700fca49fa42e2c8,tmm_coarse,coarse,TMM,,,,,8.832310076121004,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_362a0b9b532fae7a,362a0b9b532fae7a6135dbf4b38951bb3ab7e64c296e21fa37a6869960af0834,EX_N3_L82_H42_C157,EX_N3_L82_H42_C157;EX_N3_L79_H45_C156,Explicit,3,,42,82,157,,13,901,L82 H42 L82 H42 L82 H42 L157 H42 L82 H42 L82 H42 L82,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_362a0b9b532fae7a,tmm_coarse,coarse,TMM,,,,,11.251975630029923,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_a025fe82f027231a,a025fe82f027231a2e287dd8123f81702af8be5770cbb6e58f86334e590da809,EX_N3_L82_H42_C158,EX_N3_L82_H42_C158;EX_N3_L79_H45_C156,Explicit,3,,42,82,158,,13,902,L82 H42 L82 H42 L82 H42 L158 H42 L82 H42 L82 H42 L82,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_a025fe82f027231a,tmm_coarse,coarse,TMM,,,,,14.648894934859435,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_16242554468efc04,16242554468efc0421bc4b0449ba67b273836291898a649a5ba07273c47dc1ba,EX_N3_L82_H42_C159,EX_N3_L82_H42_C159;EX_N3_L79_H45_C156,Explicit,3,,42,82,159,,13,903,L82 H42 L82 H42 L82 H42 L159 H42 L82 H42 L82 H42 L82,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_16242554468efc04,tmm_coarse,coarse,TMM,,,,,19.353412794815505,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_67c13509e7212437,67c13509e7212437d783a60ac6c8879a3a5de1bcd80fc70673a389d314f0150b,EX_N3_L82_H42_C160,EX_N3_L82_H42_C160;EX_N3_L79_H45_C156,Explicit,3,,42,82,160,,13,904,L82 H42 L82 H42 L82 H42 L160 H42 L82 H42 L82 H42 L82,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_67c13509e7212437,tmm_coarse,coarse,TMM,,,,,25.387071101910156,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_cf46109dd2cd58ff,cf46109dd2cd58ff25809bd2807af6d80e029528f1351692966f60ec9c6a1b55,EX_N3_L82_H42_C161,EX_N3_L82_H42_C161;EX_N3_L79_H45_C156,Explicit,3,,42,82,161,,13,905,L82 H42 L82 H42 L82 H42 L161 H42 L82 H42 L82 H42 L82,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_cf46109dd2cd58ff,tmm_coarse,coarse,TMM,,,,,31.59183614820021,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_f5ad57e53e5257fa,f5ad57e53e5257fa82e2faa0e1840f1c44c81f52cafa366517389d07e423f3b6,EX_N3_L82_H42_C162,EX_N3_L82_H42_C162,Explicit,3,,42,82,162,,13,906,L82 H42 L82 H42 L82 H42 L162 H42 L82 H42 L82 H42 L82,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_f5ad57e53e5257fa,tmm_coarse,coarse,TMM,,,,,35.17717497881005,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_4bbd4c6bbd5933a3,4bbd4c6bbd5933a32c3cece26d2bb8f99ccdffd87a34c62ecfb428e01fa2aa4d,EX_N3_L76_H43_C152,EX_N3_L76_H43_C152;EX_N3_L79_H45_C156,Explicit,3,,43,76,152,,13,866,L76 H43 L76 H43 L76 H43 L152 H43 L76 H43 L76 H43 L76,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_4bbd4c6bbd5933a3,tmm_coarse,coarse,TMM,,,,,2.414732517652669,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_ecc108efda5374a2,ecc108efda5374a2fa808967be011934481495402f3874f67631bf2cd322d216,EX_N3_L76_H43_C153,EX_N3_L76_H43_C153;EX_N3_L79_H45_C156,Explicit,3,,43,76,153,,13,867,L76 H43 L76 H43 L76 H43 L153 H43 L76 H43 L76 H43 L76,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_ecc108efda5374a2,tmm_coarse,coarse,TMM,,,,,2.783957299194722,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_21ca82231c098894,21ca82231c0988942c010685a7b726678eeffce1ec3f64638625dcec3c9f5973,EX_N3_L76_H43_C154,EX_N3_L76_H43_C154;EX_N3_L79_H45_C156,Explicit,3,,43,76,154,,13,868,L76 H43 L76 H43 L76 H43 L154 H43 L76 H43 L76 H43 L76,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_21ca82231c098894,tmm_coarse,coarse,TMM,,,,,3.2473074255370884,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_d818ee3c4a7d443f,d818ee3c4a7d443f758c961a5737658afdaa5bebdf3ab8fc8b02b9a1684a5448,EX_N3_L76_H43_C155,EX_N3_L76_H43_C155;EX_N3_L79_H45_C156,Explicit,3,,43,76,155,,13,869,L76 H43 L76 H43 L76 H43 L155 H43 L76 H43 L76 H43 L76,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_d818ee3c4a7d443f,tmm_coarse,coarse,TMM,,,,,3.839002192851573,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_0bf7e1f1475910a1,0bf7e1f1475910a1a52187201901976aaa2c13c7ba35cdb525d2c4e9e1b35e80,EX_N3_L76_H43_C156,EX_N3_L76_H43_C156;EX_N3_L79_H45_C156,Explicit,3,,43,76,156,,13,870,L76 H43 L76 H43 L76 H43 L156 H43 L76 H43 L76 H43 L76,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_0bf7e1f1475910a1,tmm_coarse,coarse,TMM,,,,,4.609356923434252,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_9258b19b1723610f,9258b19b1723610f911a2929f764c435c591fdadca0d6fa57c0c81b5d130b4e8,EX_N3_L76_H43_C157,EX_N3_L76_H43_C157;EX_N3_L79_H45_C156,Explicit,3,,43,76,157,,13,871,L76 H43 L76 H43 L76 H43 L157 H43 L76 H43 L76 H43 L76,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_9258b19b1723610f,tmm_coarse,coarse,TMM,,,,,5.633661934465064,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_554c24a79e119f2b,554c24a79e119f2ba7b287ae6f65845ad04749e1e328c7e5bff5535861cd202a,EX_N3_L76_H43_C158,EX_N3_L76_H43_C158;EX_N3_L79_H45_C156,Explicit,3,,43,76,158,,13,872,L76 H43 L76 H43 L76 H43 L158 H43 L76 H43 L76 H43 L76,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_554c24a79e119f2b,tmm_coarse,coarse,TMM,,,,,7.0257064088114864,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_ae99936c225e22f5,ae99936c225e22f567205182c9b9c06016214d8094f5621daaed7866a543ed8a,EX_N3_L76_H43_C159,EX_N3_L76_H43_C159;EX_N3_L79_H45_C156,Explicit,3,,43,76,159,,13,873,L76 H43 L76 H43 L76 H43 L159 H43 L76 H43 L76 H43 L76,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_ae99936c225e22f5,tmm_coarse,coarse,TMM,,,,,8.955720376486655,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_9c6a1dd6283a1b83,9c6a1dd6283a1b83f7bff5e14cb6308914c67e419bf4d1c88de02e5a71fe1a55,EX_N3_L76_H43_C160,EX_N3_L76_H43_C160;EX_N3_L79_H45_C156,Explicit,3,,43,76,160,,13,874,L76 H43 L76 H43 L76 H43 L160 H43 L76 H43 L76 H43 L76,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_9c6a1dd6283a1b83,tmm_coarse,coarse,TMM,,,,,11.66247426286237,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_4d217baf6dd1dc96,4d217baf6dd1dc96ab90bfad69b12cc7ddadf5db49a76558facd57e6c00651de,EX_N3_L76_H43_C161,EX_N3_L76_H43_C161;EX_N3_L79_H45_C156,Explicit,3,,43,76,161,,13,875,L76 H43 L76 H43 L76 H43 L161 H43 L76 H43 L76 H43 L76,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_4d217baf6dd1dc96,tmm_coarse,coarse,TMM,,,,,15.408909081043477,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_94f4c47f9f52bc51,94f4c47f9f52bc513fc1268da8a412d8e5aad16583349560b17f69c04b9a6499,EX_N3_L76_H43_C162,EX_N3_L76_H43_C162,Explicit,3,,43,76,162,,13,876,L76 H43 L76 H43 L76 H43 L162 H43 L76 H43 L76 H43 L76,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_94f4c47f9f52bc51,tmm_coarse,coarse,TMM,,,,,20.221861533192953,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_a974d38ac8e5e4c8,a974d38ac8e5e4c816347cc917299ef08963ac92ab5ce54024a34f5538ac8d63,EX_N3_L77_H43_C152,EX_N3_L77_H43_C152;EX_N3_L79_H45_C156,Explicit,3,,43,77,152,,13,872,L77 H43 L77 H43 L77 H43 L152 H43 L77 H43 L77 H43 L77,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_a974d38ac8e5e4c8,tmm_coarse,coarse,TMM,,,,,2.8614463802609564,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_6995a2eb4e0fe51a,6995a2eb4e0fe51af4bc8424cb4a83f5bc086ce15986ec373173a4d1df633ede,EX_N3_L77_H43_C153,EX_N3_L77_H43_C153;EX_N3_L79_H45_C156,Explicit,3,,43,77,153,,13,873,L77 H43 L77 H43 L77 H43 L153 H43 L77 H43 L77 H43 L77,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_6995a2eb4e0fe51a,tmm_coarse,coarse,TMM,,,,,3.3279364991278233,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_17f0b0b6eb537e99,17f0b0b6eb537e9983a34caabfb560ff50b9ef644155c001101430fea371af48,EX_N3_L77_H43_C154,EX_N3_L77_H43_C154;EX_N3_L79_H45_C156,Explicit,3,,43,77,154,,13,874,L77 H43 L77 H43 L77 H43 L154 H43 L77 H43 L77 H43 L77,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_17f0b0b6eb537e99,tmm_coarse,coarse,TMM,,,,,3.9214879278780694,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_db789819ae64bd4f,db789819ae64bd4f148410485f2cf8a9d30822d690e1525867ac9a1ce4c8bbd7,EX_N3_L77_H43_C155,EX_N3_L77_H43_C155;EX_N3_L79_H45_C156,Explicit,3,,43,77,155,,13,875,L77 H43 L77 H43 L77 H43 L155 H43 L77 H43 L77 H43 L77,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_db789819ae64bd4f,tmm_coarse,coarse,TMM,,,,,4.691246798637442,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_d6ddfba899a81083,d6ddfba899a8108376e031aad611679ec9b2b72141152e79b679b793c7d27abe,EX_N3_L77_H43_C156,EX_N3_L77_H43_C156;EX_N3_L79_H45_C156,Explicit,3,,43,77,156,,13,876,L77 H43 L77 H43 L77 H43 L156 H43 L77 H43 L77 H43 L77,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_d6ddfba899a81083,tmm_coarse,coarse,TMM,,,,,5.710599318998851,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_166de1fe255ba94f,166de1fe255ba94f70254ef9dc4034c11d106bccdb42b07daa0e23ee88297263,EX_N3_L77_H43_C157,EX_N3_L77_H43_C157;EX_N3_L79_H45_C156,Explicit,3,,43,77,157,,13,877,L77 H43 L77 H43 L77 H43 L157 H43 L77 H43 L77 H43 L77,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_166de1fe255ba94f,tmm_coarse,coarse,TMM,,,,,7.0905142883548535,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_0d11e0bfe35b6ef0,0d11e0bfe35b6ef06391b0e197e0de619278df23650dfa9582da66546aef630d,EX_N3_L77_H43_C158,EX_N3_L77_H43_C158;EX_N3_L79_H45_C156,Explicit,3,,43,77,158,,13,878,L77 H43 L77 H43 L77 H43 L158 H43 L77 H43 L77 H43 L77,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_0d11e0bfe35b6ef0,tmm_coarse,coarse,TMM,,,,,8.998155838325294,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_2de3758101161036,2de3758101161036217aa60bfaaececb7f164e8ccf71699548c15f13f24635db,EX_N3_L77_H43_C159,EX_N3_L77_H43_C159;EX_N3_L79_H45_C156,Explicit,3,,43,77,159,,13,879,L77 H43 L77 H43 L77 H43 L159 H43 L77 H43 L77 H43 L77,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_2de3758101161036,tmm_coarse,coarse,TMM,,,,,11.67368293372353,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_6d9f33e081c4292b,6d9f33e081c4292b5943dad25ffa469e4853e985d9065e70a91241e7817c9a00,EX_N3_L77_H43_C160,EX_N3_L77_H43_C160;EX_N3_L79_H45_C156,Explicit,3,,43,77,160,,13,880,L77 H43 L77 H43 L77 H43 L160 H43 L77 H43 L77 H43 L77,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_6d9f33e081c4292b,tmm_coarse,coarse,TMM,,,,,15.404894805820865,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_0d78f90ccf51064f,0d78f90ccf51064f46192a33747e47e839ef5374403e0e3552023f1b71ef997b,EX_N3_L77_H43_C161,EX_N3_L77_H43_C161;EX_N3_L79_H45_C156,Explicit,3,,43,77,161,,13,881,L77 H43 L77 H43 L77 H43 L161 H43 L77 H43 L77 H43 L77,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_0d78f90ccf51064f,tmm_coarse,coarse,TMM,,,,,20.31832979259049,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_8d81ef15d24e7107,8d81ef15d24e71076f02347731603077e9f25df768c81dc9740e0a1f74789e06,EX_N3_L77_H43_C162,EX_N3_L77_H43_C162,Explicit,3,,43,77,162,,13,882,L77 H43 L77 H43 L77 H43 L162 H43 L77 H43 L77 H43 L77,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_8d81ef15d24e7107,tmm_coarse,coarse,TMM,,,,,25.74034278651531,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_0b26dd9c4229961e,0b26dd9c4229961e92651a1d3e4e145e1ce3389f9d08addec0f07476766288e0,EX_N3_L78_H43_C152,EX_N3_L78_H43_C152;EX_N3_L79_H45_C156,Explicit,3,,43,78,152,,13,878,L78 H43 L78 H43 L78 H43 L152 H43 L78 H43 L78 H43 L78,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_0b26dd9c4229961e,tmm_coarse,coarse,TMM,,,,,3.4083742726439117,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_c1c985c9cbf4cb65,c1c985c9cbf4cb6545a26d8556d2273a09652b0cc1f9746e5aaaa11b0aac434c,EX_N3_L78_H43_C153,EX_N3_L78_H43_C153;EX_N3_L79_H45_C156,Explicit,3,,43,78,153,,13,879,L78 H43 L78 H43 L78 H43 L153 H43 L78 H43 L78 H43 L78,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_c1c985c9cbf4cb65,tmm_coarse,coarse,TMM,,,,,4.0030654869107085,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_4b7bde3e141043f6,4b7bde3e141043f630f32f106a8064433460cd49a0776cfab0e85b2487116d20,EX_N3_L78_H43_C154,EX_N3_L78_H43_C154;EX_N3_L79_H45_C156,Explicit,3,,43,78,154,,13,880,L78 H43 L78 H43 L78 H43 L154 H43 L78 H43 L78 H43 L78,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_4b7bde3e141043f6,tmm_coarse,coarse,TMM,,,,,4.7711861270434035,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_6fc84f51d4464243,6fc84f51d44642439ded948c9ed5d57a30473f981275b1e1d49e33265cbf6f41,EX_N3_L78_H43_C155,EX_N3_L78_H43_C155;EX_N3_L79_H45_C156,Explicit,3,,43,78,155,,13,881,L78 H43 L78 H43 L78 H43 L155 H43 L78 H43 L78 H43 L78,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_6fc84f51d4464243,tmm_coarse,coarse,TMM,,,,,5.7840085877590575,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_c22726cc5b0c7af7,c22726cc5b0c7af76daab4d94a51b2a332c785d247877d0e904646b4ee99177a,EX_N3_L78_H43_C156,EX_N3_L78_H43_C156;EX_N3_L79_H45_C156,Explicit,3,,43,78,156,,13,882,L78 H43 L78 H43 L78 H43 L156 H43 L78 H43 L78 H43 L78,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_c22726cc5b0c7af7,tmm_coarse,coarse,TMM,,,,,7.149228573646798,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_f18ead13f8ab2651,f18ead13f8ab2651c451358c2bb23d12df9754118a2224d2307f02555dc9a8dd,EX_N3_L78_H43_C157,EX_N3_L78_H43_C157;EX_N3_L79_H45_C156,Explicit,3,,43,78,157,,13,883,L78 H43 L78 H43 L78 H43 L157 H43 L78 H43 L78 H43 L78,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_f18ead13f8ab2651,tmm_coarse,coarse,TMM,,,,,9.029811145576247,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_f28580d6796b9a46,f28580d6796b9a46f96b2460135dba6cf0fa77d8d8961b9b89012e60a1accc1b,EX_N3_L78_H43_C158,EX_N3_L78_H43_C158;EX_N3_L79_H45_C156,Explicit,3,,43,78,158,,13,884,L78 H43 L78 H43 L78 H43 L158 H43 L78 H43 L78 H43 L78,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_f28580d6796b9a46,tmm_coarse,coarse,TMM,,,,,11.664171840175369,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_226493dc7428e31a,226493dc7428e31af79d1b9afcbd671ad2292e01e09af0ebac5619b948da2456,EX_N3_L78_H43_C159,EX_N3_L78_H43_C159;EX_N3_L79_H45_C156,Explicit,3,,43,78,159,,13,885,L78 H43 L78 H43 L78 H43 L159 H43 L78 H43 L78 H43 L78,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_226493dc7428e31a,tmm_coarse,coarse,TMM,,,,,15.356504442152037,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_196675dbbbd9d248,196675dbbbd9d2485191fe35274a435d416bb8e249f0e237947ae0fcc7206e1f,EX_N3_L78_H43_C160,EX_N3_L78_H43_C160;EX_N3_L79_H45_C156,Explicit,3,,43,78,160,,13,886,L78 H43 L78 H43 L78 H43 L160 H43 L78 H43 L78 H43 L78,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_196675dbbbd9d248,tmm_coarse,coarse,TMM,,,,,20.316538915163076,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_dba51a1e58b1cd47,dba51a1e58b1cd47e2eea0f3c1fe7dff17e09184ecd570d3fa9b2a2c45545c8b,EX_N3_L78_H43_C161,EX_N3_L78_H43_C161;EX_N3_L79_H45_C156,Explicit,3,,43,78,161,,13,887,L78 H43 L78 H43 L78 H43 L161 H43 L78 H43 L78 H43 L78,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_dba51a1e58b1cd47,tmm_coarse,coarse,TMM,,,,,26.084260605861214,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_e1441a1192bd2049,e1441a1192bd204961abb24e293a3708f986cd5ff04e76c9f818b8f56924c8eb,EX_N3_L78_H43_C162,EX_N3_L78_H43_C162,Explicit,3,,43,78,162,,13,888,L78 H43 L78 H43 L78 H43 L162 H43 L78 H43 L78 H43 L78,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_e1441a1192bd2049,tmm_coarse,coarse,TMM,,,,,30.700591277182205,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_a58b2d7dd1877566,a58b2d7dd1877566b126d172c4e0b08c2d4695a09bc41cd70983d6f1a29f6b76,EX_N3_L79_H43_C152,EX_N3_L79_H43_C152;EX_N3_L79_H45_C156,Explicit,3,,43,79,152,,13,884,L79 H43 L79 H43 L79 H43 L152 H43 L79 H43 L79 H43 L79,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_a58b2d7dd1877566,tmm_coarse,coarse,TMM,,,,,4.084644300902418,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_8afd58003ff6ce36,8afd58003ff6ce3678223deded3183d4580b334997896946d5b8aa7d93362d6f,EX_N3_L79_H43_C153,EX_N3_L79_H43_C153;EX_N3_L79_H45_C156,Explicit,3,,43,79,153,,13,885,L79 H43 L79 H43 L79 H43 L153 H43 L79 H43 L79 H43 L79,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_8afd58003ff6ce36,tmm_coarse,coarse,TMM,,,,,4.850444212906701,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_93710aa3ba76f57c,93710aa3ba76f57c94b70743e988827d51a280be91a0de53e4343e2787d44ea1,EX_N3_L79_H43_C154,EX_N3_L79_H43_C154;EX_N3_L79_H45_C156,Explicit,3,,43,79,154,,13,886,L79 H43 L79 H43 L79 H43 L154 H43 L79 H43 L79 H43 L79,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_93710aa3ba76f57c,tmm_coarse,coarse,TMM,,,,,5.855724173298258,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_606eaa6c0a38d7c5,606eaa6c0a38d7c5867a7dd5ca304eae011681ee1c73b384add35336e216ece1,EX_N3_L79_H43_C155,EX_N3_L79_H43_C155;EX_N3_L79_H45_C156,Explicit,3,,43,79,155,,13,887,L79 H43 L79 H43 L79 H43 L155 H43 L79 H43 L79 H43 L79,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_606eaa6c0a38d7c5,tmm_coarse,coarse,TMM,,,,,7.204613912372867,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_e58399bcc0424094,e58399bcc0424094aee6d09c489a9524b196e79192b27a10bcf69d85bb47e56d,EX_N3_L79_H43_C156,EX_N3_L79_H43_C156;EX_N3_L79_H45_C156,Explicit,3,,43,79,156,,13,888,L79 H43 L79 H43 L79 H43 L156 H43 L79 H43 L79 H43 L79,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_e58399bcc0424094,tmm_coarse,coarse,TMM,,,,,9.055070723898027,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_3a3598762dccf327,3a3598762dccf327c73bf0c75725cb98225da9f4b058405c2ebfe1e7dd37029d,EX_N3_L79_H43_C157,EX_N3_L79_H43_C157;EX_N3_L79_H45_C156,Explicit,3,,43,79,157,,13,889,L79 H43 L79 H43 L79 H43 L157 H43 L79 H43 L79 H43 L79,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_3a3598762dccf327,tmm_coarse,coarse,TMM,,,,,11.641297201000802,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_d64d6235f563f0ae,d64d6235f563f0ae643bf4b074694b67c40cc75eacae722af59675b09821e00e,EX_N3_L79_H43_C158,EX_N3_L79_H43_C158;EX_N3_L79_H45_C156,Explicit,3,,43,79,158,,13,890,L79 H43 L79 H43 L79 H43 L158 H43 L79 H43 L79 H43 L79,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_d64d6235f563f0ae,tmm_coarse,coarse,TMM,,,,,15.276445172513647,false,accepted,false,false,missing,not_computed
canonical_tmm_sweep,sparse_angular_analysis,GEO_f55fee208a44c1ea,f55fee208a44c1ea19071292887b27122e0259aa50f578b9db6835332a764d0d,EX_N3_L79_H43_C159,EX_N3_L79_H43_C159;EX_N3_L79_H45_C156,Explicit,3,,43,79,159,,13,891,L79 H43 L79 H43 L79 H43 L159 H43 L79 H43 L79 H43 L79,native_m1,GaN -> reverse(stack) -> Air,TMM_GEO_f55fee208a44c1ea,tmm_coarse,coarse,TMM,,,,,20.235774730253542,false,accepted,false,false,missing,not_computed
