candidate_id,polarization,source_fsp_path,source_fsp_sha256,exists,immutable_parent
GLOBAL_018,x,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1\outputs\lp_global_h_h1c1a\runtime\cases\H1C1A_GLOBAL_018_Px\H1C1A_GLOBAL_018_Px_attempt_001_pre.fsp,6a1b7cefb8dba82647c60f4c2dbce6d45456d97ea804fd32b32d0a5ebe0450d5,True,True
GLOBAL_018,y,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1\outputs\lp_global_h_h1c1a\runtime\cases\H1C1A_GLOBAL_018_Py\H1C1A_GLOBAL_018_Py_attempt_004_pre.fsp,a537fa1b1bd1520a08107659499ddb524db32aec19c3c59a398d87dd51e82bd1,True,True
H1C1B_V2_012,x,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1\outputs\lp_global_h_h1c1b\runtime\cases\H1C1B_V2_012_Px\H1C1B_V2_012_Px_attempt_001_pre.fsp,a40aae3b478f1f4a31a109946205981aac8105ea383e5f034b0dd2065857822e,True,True
H1C1B_V2_012,y,D:\project\worktrees\blue_apcd_lp_global_h_manifold_v1\outputs\lp_global_h_h1c1b\runtime\cases\H1C1B_V2_012_Py\H1C1B_V2_012_Py_attempt_001_pre.fsp,c71dc807aba9ec50c69635233a38a7975bc46c2f7deb9cfaeca4e83b208bb4e9,True,True
