case_id,candidate_id,polarization,attempt_id,status,solver_entered,entered_utc,solver_complete,parent_fsp_sha256,pre_fsp_sha256,run_fsp_sha256,checkpoint_sha256
GLOBAL_018_x,GLOBAL_018,x,GLOBAL_018_x_attempt_003,ACCEPTED,True,2026-08-18T10:04:43.074286+00:00,2026-08-18T10:04:57.218896+00:00,6a1b7cefb8dba82647c60f4c2dbce6d45456d97ea804fd32b32d0a5ebe0450d5,3ad7ed346cf6a3a01f2df573e2e463f75258353612e5a34b395ec6bf45fc80be,15851f11511e6ebd19dd2c3cd6aa2f756c3dc98d0d3ba6254b4a9ccac254b585,67389424554f04453ff273bfe0740b4a4c4d7ea998baa8af84921c698e786ebb
GLOBAL_018_y,GLOBAL_018,y,GLOBAL_018_y_attempt_002,ACCEPTED,True,2026-08-18T10:03:21.600916+00:00,2026-08-18T10:03:35.891233+00:00,a537fa1b1bd1520a08107659499ddb524db32aec19c3c59a398d87dd51e82bd1,300ec4fa0dd0a2dae001a6b146aad7dedfe326fe64c788051b98183695c2d770,417d245b7b97ed0ee595cfaaeb7e3ca400e48f7faeb04b631104de5b55ba0316,1c27a3ecb825f5245749ef89303654bc9a24ec7d2a00b747a4afd24cb9210997
H1C1B_V2_012_x,H1C1B_V2_012,x,H1C1B_V2_012_x_attempt_002,ACCEPTED,True,2026-08-18T10:09:46.797819+00:00,2026-08-18T10:10:01.096217+00:00,a40aae3b478f1f4a31a109946205981aac8105ea383e5f034b0dd2065857822e,b8276afd738bf2bdae93167bed689f2248264a70616dbeb4bd17027f192bbe8c,21339b4da37be2efe7577bc69b360f768cbcc0492711798f74794704713d7dec,e13b64ecae826793c9c5c035444339ede4c8f52f2cd8d58de01345130cc8aa17
H1C1B_V2_012_y,H1C1B_V2_012,y,H1C1B_V2_012_y_attempt_001,ACCEPTED,True,2026-08-18T10:07:05.726558+00:00,2026-08-18T10:07:20.009617+00:00,c71dc807aba9ec50c69635233a38a7975bc46c2f7deb9cfaeca4e83b208bb4e9,bb1c44687f34ad675d5342452f70f73faaa3cbdf3e2e790b91c80ba6314228ea,fa4049c87e627f25d2312ddf47a1bffaf5f2b22fea652828027cc99878f1eba7,07b63e350964b301f5294fa8d70860e80cd805c5e5dfc4d3bdd8ab184cd9c21f
