geometry_id,role,sample_index,a1,b1,a2,b2,L1_nm,W1_nm,L2_nm,W2_nm,theta1_deg,theta2_deg,delta_theta_deg,D_nm,j1_center_x_nm,j1_center_y_nm,j2_center_x_nm,j2_center_y_nm,height_nm,period_x_nm,period_y_nm,direct_clearance_nm,periodic_image_clearance_nm,periodic_x_clearance_nm,periodic_y_clearance_nm,global_minimum_clearance_nm,minimum_lateral_feature_nm,aspect_ratio_H_over_min_feature,geometry_hash_sha256,nearest_object_image_pair,normalized_distance_to_nearest_selected_neighbor,validity,case_ids,solver_entered
AF01,INITIAL,4011,0.9956521739130435,1.02,0.9611111111111111,0.9888888888888889,229,102,173,89,0.0,44.538574219,44.538574219,207,0.0,103.5,0.0,-103.5,525.0,432.0,432.0,63.611186709776376,81.6111867097764,203.0,81.6111867097764,63.611186709776376,89,5.898876404494382,6b88ba06d8d1971f1b4c2a86f42c27a00b783188a64d822abb97d5472da85c70,"{""distance_nm"": 63.611186709776376, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [30.44350799142896, 52.5], ""point_b_nm"": [30.44350799142895, -11.11118670977638], ""touch_or_overlap"": false}",0.9955444214213705,PASS,"[""AF01_x"", ""AF01_y""]",False
AF02,INITIAL,0,0.8521739130434782,0.85,0.85,0.8555555555555555,196,85,153,77,0.0,0.0,0.0,170,0.0,85.0,0.0,-85.0,525.0,432.0,432.0,89.0,181.0,236.0,181.0,89.0,77,6.818181818181818,5b4cd23ca1a5e40ff2fa01938f1ec8a0f266d3c912510876f0fcf520fad77289,"{""distance_nm"": 89.0, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [76.5, 42.5], ""point_b_nm"": [76.5, -46.5], ""touch_or_overlap"": false}",1.2731600293623127,PASS,"[""AF02_x"", ""AF02_y""]",False
AF03,INITIAL,2266,1.126086956521739,0.86,1.1277777777777778,1.0777777777777777,259,86,203,97,0.0,3.098144531,3.098144531,172,0.0,86.0,0.0,-86.0,525.0,432.0,432.0,75.08516923235194,163.08516923235194,173.0,163.08516923235194,75.08516923235194,86,6.104651162790698,d087292f1308b235a6daedc188fea2fa0d5664d10c09cc3c2848b012636dc0ff,"{""distance_nm"": 75.08516923235194, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [98.73039564032888, 43.0], ""point_b_nm"": [98.73039564032887, -32.085169232351944], ""touch_or_overlap"": false}",1.0316780166967712,PASS,"[""AF03_x"", ""AF03_y""]",False
AF04,INITIAL,2883,0.9347826086956522,1.09,1.1333333333333333,0.8888888888888888,215,109,204,80,0.0,1.779785156,1.779785156,171,0.0,85.5,0.0,-85.5,525.0,432.0,432.0,73.3513689904304,163.3513689904304,217.0,163.3513689904304,73.3513689904304,80,6.5625,a781b1efeac335d80a627044035a4d10ddbca3089806b1b428c0b3a7dc267803,"{""distance_nm"": 73.3513689904304, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [100.70846857141666, 31.0], ""point_b_nm"": [100.70846857141662, -42.3513689904304], ""touch_or_overlap"": false}",1.1315485862061962,PASS,"[""AF04_x"", ""AF04_y""]",False
AF05,CONDITIONAL,3648,0.8565217391304348,0.88,1.1277777777777778,1.1222222222222222,197,88,203,101,0.0,4.284667969,4.284667969,196,0.0,98.0,0.0,-98.0,525.0,432.0,432.0,94.05788321256716,134.05788321256716,227.79262985929708,134.05788321256716,94.05788321256716,88,5.965909090909091,f38c84edf44ccca6fdc64c91dd1473e94b983ee7f3b9ea7dd5276267628682bc,"{""distance_nm"": 94.05788321256716, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [97.44337382393684, 54.0], ""point_b_nm"": [97.44337382393681, -40.05788321256717], ""touch_or_overlap"": false}",1.0316780166967712,PASS,"[""AF05_x"", ""AF05_y""]",False
AF06,CONDITIONAL,2554,1.1130434782608696,0.91,1.1333333333333333,0.8555555555555555,256,91,204,77,0.0,82.727050781,82.727050781,219,0.0,109.5,0.0,-109.5,525.0,432.0,432.0,67.44670171090638,61.44670171090638,176.0,61.44670171090638,61.44670171090638,77,6.818181818181818,27f33a0ecb247535fff91c4784913bf7e887287144d3f3c6d85336ba0c80ccc1,"{""distance_nm"": 61.44670171090638, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [25.27741921171014, 155.0], ""point_b_nm"": [25.27741921171014, 216.44670171090638], ""touch_or_overlap"": false}",1.0258166777752158,PASS,"[""AF06_x"", ""AF06_y""]",False
AF07,CONDITIONAL,2533,1.1217391304347826,1.07,0.8833333333333333,1.1444444444444444,258,107,159,103,0.0,6.789550781,6.789550781,180,0.0,90.0,0.0,-90.0,525.0,432.0,432.0,65.96244646708817,137.96244646708817,174.0,137.96244646708817,65.96244646708817,103,5.097087378640777,d3d12a95f6a20147212f93e1958f629e391980a1372e26123c7478cbe7fb41e6,"{""distance_nm"": 65.96244646708817, ""image_shift"": [0, 0], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [72.85399517013349, 36.5], ""point_b_nm"": [72.85399517013349, -29.462446467088164], ""touch_or_overlap"": false}",1.0040033352452618,PASS,"[""AF07_x"", ""AF07_y""]",False
AF08,CONDITIONAL,3885,1.108695652173913,1.15,1.1388888888888888,1.1222222222222222,255,115,205,101,0.0,20.280761719,20.280761719,217,0.0,108.5,0.0,-108.5,525.0,432.0,432.0,76.60210530538808,74.60210530538811,177.0,74.60210530538811,74.60210530538811,101,5.198019801980198,e34cb52faa8d4fbed314bad15326aff8702b49702b8f408846e0708b60913f3c,"{""distance_nm"": 74.60210530538811, ""image_shift"": [0, 1], ""object_a"": ""pillar_1"", ""object_b"": ""pillar_2"", ""point_a_nm"": [-78.64120456351768, 166.0], ""point_b_nm"": [-78.64120456351768, 240.6021053053881], ""touch_or_overlap"": false}",0.9955444214213705,PASS,"[""AF08_x"", ""AF08_y""]",False
