final_fit_id,seed,architecture,fit_count,unique_fit,status,recovery_attempt_count,final_epoch_count,optimizer_steps,backward_calls
FINAL_M1_SEED_20260804,20260804,M1,1,True,PASS,0,3,18,18
FINAL_M1_SEED_20260805,20260805,M1,1,True,PASS,0,3,18,18
FINAL_M1_SEED_20260806,20260806,M1,1,True,PASS,0,3,18,18
FINAL_M1_SEED_20260807,20260807,M1,1,True,PASS,0,3,18,18
FINAL_M1_SEED_20260808,20260808,M1,1,True,PASS,0,3,18,18
