stage,attempt,status,runtime_seconds,expansion_term_count,brillouin_grid_shape,dirac_source_shape,gaussian_source_shape,dirac_source_norm,gaussian_source_norm,brillouin_wavevector_norm,scalar_result_type,radiated_power_or_flux_computed,notes
FMM2C1,localized_source_bz_api_smoke,ok,2.610381199978292,1,"[1, 1, 2]","[1, 1]","[1, 1]",1.0,1.0,0.0,source_amplitude_norm_and_bz_wavevector_norm,False,"Tiny API smoke only: localized source Fourier amplitudes and BZ wavevector construction, not full radiated-power solve."
