structure_id,status,peak_nm,FWHM_nm,T450,frozen_peak_nm,frozen_FWHM_nm,frozen_T450,delta_peak_nm,delta_FWHM_nm,delta_T450,T448_replayed,T453_replayed,ratio_status
P1_EXPLICIT_FAB_G3_A3,pass,450.20000000000687,7.500000000001705,0.8278414914432131,450.20000000000687,7.500000000001705,0.8278414914432128,0.0,0.0,2.220446049250313e-16,0.6198603709496784,0.5341455660831329,not_recomputed_no_oblique_TMM
P1_ZL1_NOMINAL_G3_A3,pass,450.3000000000069,3.3000000000007503,0.9604979466122575,450.3000000000069,3.3000000000007503,0.9604979466122574,0.0,0.0,1.1102230246251565e-16,0.33986898735500803,0.28492814222089385,not_recomputed_no_oblique_TMM
P1_ZL1_ALTERNATIVE_G3_A3,pass,449.70000000000675,3.2000000000007276,0.960593300340866,449.70000000000675,3.2000000000007276,0.960593300340866,0.0,0.0,0.0,0.48141664454073196,0.209232407328912,not_recomputed_no_oblique_TMM
