structure_id,geometry_hash,canonical_sequence_hash,base_gan_material_id,base_gan_representation,other_gan_material_id,other_gan_representation,comparison,delta_spectral_peak_nm,delta_spectral_FWHM_nm,delta_T448,delta_T450,delta_T453,delta_edge_stability,delta_ratio,delta_R450,delta_power_entering_450,delta_A_stack_450,delta_far_field_balance_offset_450
P1_EXPLICIT_FAB_G3_A3,d44569052e0f3a8a152560418bd816b72732300d993a080fe75186331599ebdf,b9e36efe180e91309a5b25d830192573c74d76fca7b48f8945cd36eab8a1cb58,APCD_GAN_LEGACY_N241,legacy_n241,APCD_GAN_NATIVE_M1,native_m1_raw_table,native_m1_raw_table_minus_legacy_n241,0.0,-0.10000000000002274,-0.005799803954964489,-0.0006212724802848735,0.005226108557404019,0.005226108557404019,0.7556708290548926,0.000651710358147789,-0.0006212724802848735,0.0,-3.0437877862943274e-05
P1_ZL1_NOMINAL_G3_A3,ad8cbef5a96144d8d7d0e2d9bdba185905a6250f90a83b945bfb99b967482af5,e111e88a5a13e61d7bcb89f48307f6e54fc850b296565ea03bba57c3fd1f2747,APCD_GAN_LEGACY_N241,legacy_n241,APCD_GAN_NATIVE_M1,native_m1_raw_table,native_m1_raw_table_minus_legacy_n241,0.0,0.0,-0.005388121563912274,-0.004759044595300632,0.004059930783646193,0.004059930783646193,1.4267894542167099,-0.005137785685549977,-0.004759044595301187,-5.551115123125783e-16,0.009896830280850644
P1_ZL1_ALTERNATIVE_G3_A3,c38694d6f162c04322ae8a87def91622d4fd4f272e4ec286e85acc978f74d888,07a8ecbcb195f5620d693d95fb485c416395b380d1cb60b1e76aac0ef0127730,APCD_GAN_LEGACY_N241,legacy_n241,APCD_GAN_NATIVE_M1,native_m1_raw_table,native_m1_raw_table_minus_legacy_n241,0.0,0.10000000000002274,-0.008128005022133011,0.006003344953007361,0.002461043320687001,0.002461043320687001,1.406672900319812,0.0064919838074926,0.006003344953006917,-4.440892098500626e-16,-0.012495328760499969
