structure_id,gan_representation,wavelength_nm,R_TE,T_TE,A_stack_TE,power_entering_TE,far_field_balance_offset_TE,R_TM,T_TM,A_stack_TM,power_entering_TM,far_field_balance_offset_TM,T_unpolarized,TE_TM_split
P1_EXPLICIT_FAB_G3_A3,legacy_n241,420.0,0.986937288667244,0.013062711332755697,1.7694179454963432e-16,0.013062711332755874,3.5214886562329184e-16,0.986937288667244,0.013062711332755697,1.7694179454963432e-16,0.013062711332755874,3.5214886562329184e-16,0.013062711332755697,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,420.1,0.986872232647204,0.01312776735279571,4.701100619897147e-16,0.01312776735279618,2.6194324487249787e-16,0.986872232647204,0.01312776735279571,4.701100619897147e-16,0.01312776735279618,2.6194324487249787e-16,0.01312776735279571,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,420.2,0.9868063562635042,0.013193643736495807,-1.2663481374630692e-16,0.01319364373649568,-2.0816681711721685e-17,0.9868063562635042,0.013193643736495807,-1.2663481374630692e-16,0.01319364373649568,-2.0816681711721685e-17,0.013193643736495807,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,420.3,0.9867399327553708,0.013260067244629352,-1.1102230246251565e-16,0.01326006724462924,-1.0408340855860843e-16,0.9867399327553708,0.013260067244629352,-1.1102230246251565e-16,0.01326006724462924,-1.0408340855860843e-16,0.013260067244629352,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,420.4,0.9866743478159719,0.013325652184027733,3.885780586188048e-16,0.013325652184028121,4.145989107584569e-16,0.9866743478159719,0.013325652184027733,3.885780586188048e-16,0.013325652184028121,4.145989107584569e-16,0.013325652184027733,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,420.5,0.9866079461151676,0.013392053884832363,1.5092094240998222e-16,0.013392053884832514,8.153200337090993e-17,0.9866079461151676,0.013392053884832363,1.5092094240998222e-16,0.013392053884832514,8.153200337090993e-17,0.013392053884832363,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,420.6,0.9865407172044863,0.013459282795514128,-3.122502256758253e-16,0.013459282795513816,-4.562322741819003e-16,0.9865407172044863,0.013459282795514128,-3.122502256758253e-16,0.013459282795513816,-4.562322741819003e-16,0.013459282795514128,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,420.7,0.9864726504480177,0.013527349551982404,-3.2959746043559335e-17,0.01352734955198237,-8.847089727481716e-17,0.9864726504480177,0.013527349551982404,-3.2959746043559335e-17,0.01352734955198237,-8.847089727481716e-17,0.013527349551982404,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,420.8,0.9864037350186784,0.013596264981322059,-2.654126918244515e-16,0.013596264981321793,-4.544975507059235e-16,0.9864037350186784,0.013596264981322059,-2.654126918244515e-16,0.013596264981321793,-4.544975507059235e-16,0.013596264981322059,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,420.9,0.9863339598943796,0.013666040105620256,2.0990154059319366e-16,0.013666040105620466,1.9081958235744878e-16,0.9863339598943796,0.013666040105620256,2.0990154059319366e-16,0.013666040105620466,1.9081958235744878e-16,0.013666040105620256,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,421.0,0.986263313854115,0.01373668614588502,-1.3877787807814457e-17,0.013736686145885007,-5.204170427930421e-17,0.986263313854115,0.01373668614588502,-1.3877787807814457e-17,0.013736686145885007,-5.204170427930421e-17,0.01373668614588502,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,421.1,0.986191785473942,0.01380821452605795,-1.6653345369377348e-16,0.013808214526057783,1.0408340855860843e-17,0.986191785473942,0.01380821452605795,-1.6653345369377348e-16,0.013808214526057783,1.0408340855860843e-17,0.01380821452605795,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,421.2,0.9861193631228756,0.013880636877124545,-1.43982048506075e-16,0.013880636877124401,-1.700029006457271e-16,0.9861193631228756,0.013880636877124545,-1.43982048506075e-16,0.013880636877124401,-1.700029006457271e-16,0.013880636877124545,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,421.3,0.9860460349586763,0.01395396504132354,1.6479873021779667e-16,0.013953965041323705,1.942890293094024e-16,0.9860460349586763,0.01395396504132354,1.6479873021779667e-16,0.013953965041323705,1.942890293094024e-16,0.01395396504132354,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,421.4,0.9859717889235411,0.01402821107645903,-1.0408340855860843e-16,0.014028211076458926,-1.231653667943533e-16,0.9859717889235411,0.01402821107645903,-1.0408340855860843e-16,0.014028211076458926,-1.231653667943533e-16,0.01402821107645903,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,421.5,0.9858966127396831,0.014103387260317147,-3.382710778154774e-16,0.014103387260316808,-2.445960101127298e-16,0.9858966127396831,0.014103387260317147,-3.382710778154774e-16,0.014103387260316808,-2.445960101127298e-16,0.014103387260317147,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,421.6,0.9858204939048091,0.014179506095191124,-2.7929047963226594e-16,0.014179506095190844,-2.0469737016526324e-16,0.9858204939048091,0.014179506095191124,-2.7929047963226594e-16,0.014179506095190844,-2.0469737016526324e-16,0.014179506095191124,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,421.7,0.9857434196874832,0.014256580312517054,-1.3704315460216776e-16,0.014256580312516916,-3.0010716134398763e-16,0.9857434196874832,0.014256580312517054,-1.3704315460216776e-16,0.014256580312516916,-3.0010716134398763e-16,0.014256580312517054,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,421.8,0.9856653771223765,0.014334622877623616,-1.6479873021779667e-16,0.014334622877623451,-6.765421556309548e-17,0.9856653771223765,0.014334622877623616,-1.6479873021779667e-16,0.014334622877623451,-6.765421556309548e-17,0.014334622877623616,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,421.9,0.9855863530054016,0.014413646994598642,-3.434752482434078e-16,0.014413646994598298,-2.914335439641036e-16,0.9855863530054016,0.014413646994598642,-3.434752482434078e-16,0.014413646994598298,-2.914335439641036e-16,0.014413646994598642,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,422.0,0.9855063338887231,0.014493666111276882,1.1102230246251565e-16,0.014493666111276993,1.0408340855860843e-17,0.9855063338887231,0.014493666111276882,1.1102230246251565e-16,0.014493666111276993,1.0408340855860843e-17,0.014493666111276882,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,422.1,0.9854253060756502,0.014574693924349904,-6.418476861114186e-17,0.01457469392434984,-5.724587470723463e-17,0.9854253060756502,0.014574693924349904,-6.418476861114186e-17,0.01457469392434984,-5.724587470723463e-17,0.014574693924349904,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,422.2,0.985343255615395,0.014656744384604637,3.4867941867133823e-16,0.014656744384604986,3.209238430557093e-16,0.985343255615395,0.014656744384604637,3.4867941867133823e-16,0.014656744384604986,3.209238430557093e-16,0.014656744384604637,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,422.3,0.9852601682977082,0.014739831702291607,7.806255641895632e-17,0.014739831702291685,1.5439038936193583e-16,0.9852601682977082,0.014739831702291607,7.806255641895632e-17,0.014739831702291685,1.5439038936193583e-16,0.014739831702291607,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,422.4,0.9851760296473726,0.01482397035262773,-3.7816971776294395e-16,0.014823970352627351,-3.382710778154774e-16,0.9851760296473726,0.01482397035262773,-3.7816971776294395e-16,0.014823970352627351,-3.382710778154774e-16,0.01482397035262773,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,422.5,0.9850908249185626,0.014909175081437314,1.214306433183765e-16,0.014909175081437435,9.540979117872439e-17,0.9850908249185626,0.014909175081437314,1.214306433183765e-16,0.014909175081437435,9.540979117872439e-17,0.014909175081437314,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,422.6,0.9850045390890653,0.014995460910934733,-2.6020852139652106e-17,0.014995460910934707,0.0,0.9850045390890653,0.014995460910934733,-2.6020852139652106e-17,0.014995460910934707,0.0,0.014995460910934733,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,422.7,0.9849171568543462,0.015082843145653804,6.591949208711867e-17,0.01508284314565387,-2.42861286636753e-17,0.9849171568543462,0.015082843145653804,6.591949208711867e-17,0.01508284314565387,-2.42861286636753e-17,0.015082843145653804,0.0
