structure_id,gan_representation,wavelength_nm,R_TE,T_TE,A_stack_TE,power_entering_TE,far_field_balance_offset_TE,R_TM,T_TM,A_stack_TM,power_entering_TM,far_field_balance_offset_TM,T_unpolarized,TE_TM_split
P1_EXPLICIT_FAB_G3_A3,legacy_n241,422.8,0.9848286626214736,0.015171337378526044,1.5785983631388945e-16,0.015171337378526202,3.400058012914542e-16,0.9848286626214736,0.015171337378526044,1.5785983631388945e-16,0.015171337378526202,3.400058012914542e-16,0.015171337378526044,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,422.9,0.9847390405028851,0.015260959497114857,1.6306400674181987e-16,0.01526095949711502,6.591949208711867e-17,0.9847390405028851,0.015260959497114857,1.6306400674181987e-16,0.01526095949711502,6.591949208711867e-17,0.015260959497114857,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,423.0,0.9846482743099928,0.015351725690007307,-1.700029006457271e-16,0.015351725690007137,-1.0581813203458523e-16,0.9846482743099928,0.015351725690007307,-1.700029006457271e-16,0.015351725690007137,-1.0581813203458523e-16,0.015351725690007307,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,423.1,0.98455634754663,0.015443652453370023,2.0816681711721685e-17,0.015443652453370043,-3.9898639947466563e-17,0.98455634754663,0.015443652453370023,2.0816681711721685e-17,0.015443652453370043,-3.9898639947466563e-17,0.015443652453370023,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,423.2,0.9844632434023267,0.015536756597673028,1.960237527853792e-16,0.015536756597673224,2.5673907444456745e-16,0.9844632434023267,0.015536756597673028,1.960237527853792e-16,0.015536756597673224,2.5673907444456745e-16,0.015536756597673028,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,423.3,0.9843689447454137,0.015631055254586437,-2.0816681711721685e-17,0.015631055254586416,-1.3530843112619095e-16,0.9843689447454137,0.015631055254586437,-2.0816681711721685e-17,0.015631055254586416,-1.3530843112619095e-16,0.015631055254586437,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,423.4,0.9842734341159447,0.015726565884055167,1.457167719820518e-16,0.015726565884055313,1.3183898417423734e-16,0.9842734341159447,0.015726565884055167,1.457167719820518e-16,0.015726565884055313,1.3183898417423734e-16,0.015726565884055167,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,423.5,0.9841766937184432,0.015823306281557065,-1.97758476261356e-16,0.015823306281556867,-2.498001805406602e-16,0.9841766937184432,0.015823306281557065,-1.97758476261356e-16,0.015823306281556867,-2.498001805406602e-16,0.015823306281557065,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,423.6,0.984078705414451,0.015921294585548983,-8.326672684688674e-17,0.0159212945855489,4.5102810375396984e-17,0.984078705414451,0.015921294585548983,-8.326672684688674e-17,0.0159212945855489,4.5102810375396984e-17,0.015921294585548983,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,423.7,0.9839794507148922,0.016020549285107363,4.371503159461554e-16,0.0160205492851078,4.0245584642661925e-16,0.9839794507148922,0.016020549285107363,4.371503159461554e-16,0.0160205492851078,4.0245584642661925e-16,0.016020549285107363,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,423.8,0.9838789107722311,0.016121089227768733,1.3877787807814457e-16,0.01612108922776887,1.5959455978986625e-16,0.9838789107722311,0.016121089227768733,1.3877787807814457e-16,0.01612108922776887,1.5959455978986625e-16,0.016121089227768733,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,423.9,0.9837770663724253,0.016222933627574942,-2.0816681711721685e-16,0.016222933627574734,-2.8796409701215e-16,0.9837770663724253,0.016222933627574942,-2.0816681711721685e-16,0.016222933627574734,-2.8796409701215e-16,0.016222933627574942,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,424.0,0.9836738979266687,0.016326102073331253,-3.469446951953614e-17,0.016326102073331218,4.163336342344337e-17,0.9836738979266687,0.016326102073331253,-3.469446951953614e-17,0.016326102073331218,4.163336342344337e-17,0.016326102073331253,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,424.1,0.9835693854629185,0.016430614537081455,1.3877787807814457e-17,0.01643061453708147,4.5102810375396984e-17,0.9835693854629185,0.016430614537081455,1.3877787807814457e-17,0.01643061453708147,4.5102810375396984e-17,0.016430614537081455,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,424.2,0.9834635086171915,0.016536491382808098,3.226585665316861e-16,0.01653649138280842,4.510281037539698e-16,0.9834635086171915,0.016536491382808098,3.226585665316861e-16,0.01653649138280842,4.510281037539698e-16,0.016536491382808098,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,424.3,0.9833562466246363,0.016643753375363723,-9.367506770274758e-17,0.01664375337536363,0.0,0.9833562466246363,0.016643753375363723,-9.367506770274758e-17,0.01664375337536363,0.0,0.016643753375363723,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,424.4,0.9832475783103594,0.01675242168964031,4.0592529337857286e-16,0.016752421689640716,3.2959746043559335e-16,0.9832475783103594,0.01675242168964031,4.0592529337857286e-16,0.016752421689640716,3.2959746043559335e-16,0.01675242168964031,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,424.5,0.983137482080016,0.016862517919983982,6.245004513516506e-17,0.016862517919984044,7.28583859910259e-17,0.983137482080016,0.016862517919983982,6.245004513516506e-17,0.016862517919984044,7.28583859910259e-17,0.016862517919983982,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,424.6,0.9830259359101383,0.016974064089862427,-6.973588373426765e-16,0.01697406408986173,-7.424616477180734e-16,0.9830259359101383,0.016974064089862427,-6.973588373426765e-16,0.01697406408986173,-7.424616477180734e-16,0.016974064089862427,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,424.7,0.9829129173382067,0.017087082661793037,1.249000902703301e-16,0.017087082661793162,2.255140518769849e-16,0.9829129173382067,0.017087082661793037,1.249000902703301e-16,0.017087082661793162,2.255140518769849e-16,0.017087082661793037,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,424.8,0.9827984034524608,0.01720159654753894,4.5102810375396984e-17,0.017201596547538986,2.255140518769849e-16,0.9827984034524608,0.01720159654753894,4.5102810375396984e-17,0.017201596547538986,2.255140518769849e-16,0.01720159654753894,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,424.9,0.9826823708814181,0.017317629118581975,-3.122502256758253e-17,0.017317629118581944,-5.204170427930421e-17,0.9826823708814181,0.017317629118581975,-3.122502256758253e-17,0.017317629118581944,-5.204170427930421e-17,0.017317629118581975,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,425.0,0.9825647957831195,0.017435204216880294,2.5673907444456745e-16,0.01743520421688055,2.0122792321330962e-16,0.9825647957831195,0.017435204216880294,2.5673907444456745e-16,0.01743520421688055,2.0122792321330962e-16,0.017435204216880294,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,425.1,0.98244565383408,0.01755434616592029,-3.5041414214731503e-16,0.01755434616591994,-2.914335439641036e-16,0.98244565383408,0.01755434616592029,-3.5041414214731503e-16,0.01755434616591994,-2.914335439641036e-16,0.01755434616592029,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,425.2,0.9823249202179296,0.01767507978207053,-5.551115123125783e-17,0.017675079782070474,-1.3877787807814457e-16,0.9823249202179296,0.01767507978207053,-5.551115123125783e-17,0.017675079782070474,-1.3877787807814457e-16,0.01767507978207053,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,425.3,0.9822025696137507,0.017797430386249456,-1.6653345369377348e-16,0.01779743038624929,-1.97758476261356e-16,0.9822025696137507,0.017797430386249456,-1.6653345369377348e-16,0.01779743038624929,-1.97758476261356e-16,0.017797430386249456,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,425.4,0.9820785761840876,0.017921423815912517,4.5102810375396984e-17,0.017921423815912562,-7.632783294297951e-17,0.9820785761840876,0.017921423815912517,4.5102810375396984e-17,0.017921423815912562,-7.632783294297951e-17,0.017921423815912517,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,425.5,0.9819529135626262,0.018047086437374387,-4.85722573273506e-16,0.0180470864373739,-5.377642775528102e-16,0.9819529135626262,0.018047086437374387,-4.85722573273506e-16,0.0180470864373739,-5.377642775528102e-16,0.018047086437374387,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,425.6,0.9818255548415289,0.01817444515847082,3.122502256758253e-16,0.018174445158471133,2.8796409701215e-16,0.9818255548415289,0.01817444515847082,3.122502256758253e-16,0.018174445158471133,2.8796409701215e-16,0.01817444515847082,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,425.7,0.981696472558425,0.01830352744157555,-4.128641872824801e-16,0.018303527441575138,-5.100087019371813e-16,0.981696472558425,0.01830352744157555,-4.128641872824801e-16,0.018303527441575138,-5.100087019371813e-16,0.01830352744157555,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,425.8,0.9815656386830199,0.018434361316980286,-3.400058012914542e-16,0.018434361316979946,-2.220446049250313e-16,0.9815656386830199,0.018434361316980286,-3.400058012914542e-16,0.018434361316979946,-2.220446049250313e-16,0.018434361316980286,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,425.9,0.9814330246033491,0.018566975396651097,-1.4224732503009818e-16,0.018566975396650955,-2.3245294578089215e-16,0.9814330246033491,0.018566975396651097,-1.4224732503009818e-16,0.018566975396650955,-2.3245294578089215e-16,0.018566975396651097,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,426.0,0.9812986011116273,0.018701398888373025,-2.255140518769849e-16,0.0187013988883728,-2.8102520310824275e-16,0.9812986011116273,0.018701398888373025,-2.255140518769849e-16,0.0187013988883728,-2.8102520310824275e-16,0.018701398888373025,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,426.1,0.9811623383897073,0.018837661610293058,-3.8163916471489756e-16,0.018837661610292676,-4.0245584642661925e-16,0.9811623383897073,0.018837661610293058,-3.8163916471489756e-16,0.018837661610292676,-4.0245584642661925e-16,0.018837661610293058,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,426.2,0.9810242059941215,0.018975794005878264,1.8041124150158794e-16,0.018975794005878444,1.9081958235744878e-16,0.9810242059941215,0.018975794005878264,1.8041124150158794e-16,0.018975794005878444,1.9081958235744878e-16,0.018975794005878264,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,426.3,0.9808841728407016,0.019115827159298493,-1.8388068845354155e-16,0.01911582715929831,-1.1102230246251565e-16,0.9808841728407016,0.019115827159298493,-1.8388068845354155e-16,0.01911582715929831,-1.1102230246251565e-16,0.019115827159298493,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,426.4,0.9807422071887502,0.019257792811249442,5.030698080332741e-16,0.019257792811249945,3.9898639947466563e-16,0.9807422071887502,0.019257792811249442,5.030698080332741e-16,0.019257792811249945,3.9898639947466563e-16,0.019257792811249442,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,426.5,0.9805982766247696,0.01940172337523031,4.5102810375396984e-17,0.019401723375230356,7.28583859910259e-17,0.9805982766247696,0.01940172337523031,4.5102810375396984e-17,0.019401723375230356,7.28583859910259e-17,0.01940172337523031,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,426.6,0.9804523480457097,0.019547651954289928,5.48172618408671e-16,0.019547651954290476,3.8510861166685117e-16,0.9804523480457097,0.019547651954289928,5.48172618408671e-16,0.019547651954290476,3.8510861166685117e-16,0.019547651954289928,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,426.7,0.9803043876417439,0.01969561235825633,-4.5102810375396984e-17,0.019695612358256284,-2.0816681711721685e-16,0.9803043876417439,0.01969561235825633,-4.5102810375396984e-17,0.019695612358256284,-2.0816681711721685e-16,0.01969561235825633,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,426.8,0.980154360878532,0.01984563912146804,1.0755285551056204e-16,0.019845639121468146,-6.591949208711867e-17,0.980154360878532,0.01984563912146804,1.0755285551056204e-16,0.019845639121468146,-6.591949208711867e-17,0.01984563912146804,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,426.9,0.9800022324789798,0.019997767521020168,-3.469446951953614e-18,0.019997767521020164,5.898059818321144e-17,0.9800022324789798,0.019997767521020168,-3.469446951953614e-18,0.019997767521020164,5.898059818321144e-17,0.019997767521020168,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,427.0,0.9798479664044559,0.02015203359554444,-2.7755575615628914e-16,0.020152033595544162,-3.677613769070831e-16,0.9798479664044559,0.02015203359554444,-2.7755575615628914e-16,0.020152033595544162,-3.677613769070831e-16,0.02015203359554444,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,427.1,0.979691525835459,0.020308474164540714,2.8102520310824275e-16,0.020308474164540995,2.42861286636753e-16,0.979691525835459,0.020308474164540714,2.8102520310824275e-16,0.020308474164540995,2.42861286636753e-16,0.020308474164540714,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,427.2,0.979532873151723,0.020467126848276982,-1.2836953722228372e-16,0.020467126848276854,2.42861286636753e-17,0.979532873151723,0.020467126848276982,-1.2836953722228372e-16,0.020467126848276854,2.42861286636753e-17,0.020467126848276982,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,427.3,0.9793719699117213,0.020628030088278265,3.642919299551295e-16,0.02062803008827863,4.718447854656915e-16,0.9793719699117213,0.020628030088278265,3.642919299551295e-16,0.02062803008827863,4.718447854656915e-16,0.020628030088278265,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,427.4,0.9792087768315766,0.0207912231684235,-1.0755285551056204e-16,0.02079122316842339,-8.673617379884035e-17,0.9792087768315766,0.0207912231684235,-1.0755285551056204e-16,0.02079122316842339,-8.673617379884035e-17,0.0207912231684235,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,427.5,0.97904325376333,0.020956746236670005,1.0061396160665481e-16,0.020956746236670105,-1.734723475976807e-17,0.97904325376333,0.020956746236670005,1.0061396160665481e-16,0.020956746236670105,-1.734723475976807e-17,0.020956746236670005,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,427.6,0.9788776666858724,0.021122333314127703,-1.8735013540549517e-16,0.021122333314127516,-9.71445146547012e-17,0.9788776666858724,0.021122333314127703,-1.8735013540549517e-16,0.021122333314127516,-9.71445146547012e-17,0.021122333314127703,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,427.7,0.9787108055665555,0.02128919443344443,8.326672684688674e-17,0.021289194433444514,2.7755575615628914e-17,0.9787108055665555,0.02128919443344443,8.326672684688674e-17,0.021289194433444514,2.7755575615628914e-17,0.02128919443344443,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,427.8,0.978541571432697,0.02145842856730267,2.1163626406917047e-16,0.021458428567302883,2.8449465006019636e-16,0.978541571432697,0.02145842856730267,2.1163626406917047e-16,0.021458428567302883,2.8449465006019636e-16,0.02145842856730267,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,427.9,0.9783699225316751,0.021630077468324686,1.3183898417423734e-16,0.021630077468324817,2.185751579730777e-16,0.9783699225316751,0.021630077468324686,1.3183898417423734e-16,0.021630077468324817,2.185751579730777e-16,0.021630077468324686,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,428.0,0.9781958161867523,0.021804183813247745,-7.632783294297951e-17,0.02180418381324767,-7.632783294297951e-17,0.9781958161867523,0.021804183813247745,-7.632783294297951e-17,0.02180418381324767,-7.632783294297951e-17,0.021804183813247745,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,428.1,0.9780192087729715,0.021980791227028076,3.3306690738754696e-16,0.02198079122702841,3.7470027081099033e-16,0.9780192087729715,0.021980791227028076,3.3306690738754696e-16,0.02198079122702841,3.7470027081099033e-16,0.021980791227028076,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,428.2,0.9778400556923252,0.022159944307674873,-3.122502256758253e-17,0.02215994430767484,-1.1102230246251565e-16,0.9778400556923252,0.022159944307674873,-3.122502256758253e-17,0.02215994430767484,-1.1102230246251565e-16,0.022159944307674873,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,428.3,0.9776583113481645,0.02234168865183563,-1.3530843112619095e-16,0.022341688651835494,-1.2836953722228372e-16,0.9776583113481645,0.02234168865183563,-1.3530843112619095e-16,0.022341688651835494,-1.2836953722228372e-16,0.02234168865183563,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,428.4,0.9774739291188391,0.022526070881161334,-3.191891195797325e-16,0.022526070881161014,-4.579669976578771e-16,0.9774739291188391,0.022526070881161334,-3.191891195797325e-16,0.022526070881161014,-4.579669976578771e-16,0.022526070881161334,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,428.5,0.9772868613305223,0.02271313866947761,-5.551115123125783e-17,0.022713138669477554,5.204170427930421e-17,0.9772868613305223,0.02271313866947761,-5.551115123125783e-17,0.022713138669477554,5.204170427930421e-17,0.02271313866947761,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,428.6,0.9770970592292111,0.02290294077078875,1.734723475976807e-16,0.022902940770788922,1.6653345369377348e-16,0.9770970592292111,0.02290294077078875,1.734723475976807e-16,0.022902940770788922,1.6653345369377348e-16,0.02290294077078875,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,428.7,0.9769044729518547,0.023095527048145433,-1.8735013540549517e-16,0.023095527048145246,-1.0755285551056204e-16,0.9769044729518547,0.023095527048145433,-1.8735013540549517e-16,0.023095527048145246,-1.0755285551056204e-16,0.023095527048145433,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,428.8,0.976709051496597,0.02329094850340292,1.6306400674181987e-16,0.023290948503403082,4.5102810375396984e-17,0.976709051496597,0.02329094850340292,1.6306400674181987e-16,0.023290948503403082,4.5102810375396984e-17,0.02329094850340292,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,428.9,0.9765107426920947,0.02348925730790525,-7.632783294297951e-17,0.023489257307905173,4.85722573273506e-17,0.9765107426920947,0.02348925730790525,-7.632783294297951e-17,0.023489257307905173,4.85722573273506e-17,0.02348925730790525,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,429.0,0.9763094931658758,0.023690506834124075,1.1102230246251565e-16,0.023690506834124186,1.3877787807814457e-16,0.9763094931658758,0.023690506834124075,1.1102230246251565e-16,0.023690506834124186,1.3877787807814457e-16,0.023690506834124075,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,429.1,0.976105248311712,0.023894751688287683,3.2612801348363973e-16,0.02389475168828801,3.469446951953614e-16,0.976105248311712,0.023894751688287683,3.2612801348363973e-16,0.02389475168828801,3.469446951953614e-16,0.023894751688287683,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,429.2,0.9758979522559657,0.02410204774403414,2.740863092043355e-16,0.024102047744034415,2.0816681711721685e-16,0.9758979522559657,0.02410204774403414,2.740863092043355e-16,0.024102047744034415,2.0816681711721685e-16,0.02410204774403414,0.0
P1_EXPLICIT_FAB_G3_A3,legacy_n241,429.3,0.9756875478228735,0.024312452177126426,-7.28583859910259e-17,0.024312452177126354,9.367506770274758e-17,0.9756875478228735,0.024312452177126426,-7.28583859910259e-17,0.024312452177126354,9.367506770274758e-17,0.024312452177126426,0.0
