structure_id,topology,geometry_hash,canonical_sequence_hash,layer_count,total_thickness_nm,spectral_FWHM_nm,angular_FWHM_deg,maximum_angle_set_deg,T448,T450,T453,edge_stability,T0,Tmax,T0_over_Tmax,normal_to_40_60_ratio
P1_EXPLICIT_FAB_G3_A3,Explicit,d44569052e0f3a8a152560418bd816b72732300d993a080fe75186331599ebdf,b9e36efe180e91309a5b25d830192573c74d76fca7b48f8945cd36eab8a1cb58,13,900,7.400000000001683,26.619013992836376,"[-3.0,3.0]",0.6140605669947139,0.8272202189629282,0.5393716746405369,0.5393716746405369,0.8272202189627728,0.829394531141187,0.9973784343918659,40.115520224477926
P1_ZL1_NOMINAL_G3_A3,ZL-1,ad8cbef5a96144d8d7d0e2d9bdba185905a6250f90a83b945bfb99b967482af5,e111e88a5a13e61d7bcb89f48307f6e54fc850b296565ea03bba57c3fd1f2747,12,978,3.3000000000007503,17.826891244564308,"[-4.0,4.0]",0.33448086579109576,0.9557389020169569,0.28898807300454005,0.28898807300454005,0.9557389020154659,0.9919203616344021,0.9635238260868851,63.08879456874723
P1_ZL1_ALTERNATIVE_G3_A3,ZL-1,c38694d6f162c04322ae8a87def91622d4fd4f272e4ec286e85acc978f74d888,07a8ecbcb195f5620d693d95fb485c416395b380d1cb60b1e76aac0ef0127730,12,975,3.3000000000007503,14.996580473442913,[0.0],0.47328863951859895,0.9665966452938733,0.211693450649599,0.211693450649599,0.9665966452951493,0.9665966452951493,1.0,45.66660483135923
