gate,polarization,r,t,R,T,power_entering,A_stack,far_field_balance_offset,incident_interference_offset,poynting_loss_integral,poynting_loss_delta,status,analytic_R,analytic_T,analytic_power_entering,analytic_A_stack,core_T
zero_stack_identity,TE,0j,(1+0j),0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,pass,,,,,
complex_GaN_air_interface,TE,(0.4146947173114361+0.014423496861165725j),(1.4146947173114361+0.014423496861165726j),0.17217974582771597,0.8288254833178892,0.8288254833178892,0.0,-0.001005229145605191,0.001005229145605191,0.0,0.0,pass,0.17217974582771592,0.8288254833178892,0.8288254833178892,0.0,
zero_stack_identity,TM,0j,(1+0j),0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,pass,,,,,
complex_GaN_air_interface,TM,(0.4146947173114361+0.014423496861165725j),(1.4146947173114361+0.014423496861165726j),0.17217974582771597,0.8288254833178892,0.8288254833178892,0.0,-0.001005229145605191,0.001005229145605191,0.0,0.0,pass,0.17217974582771592,0.8288254833178892,0.8288254833178892,0.0,
lossless_limit_regression,TE,(0.7565714154459373-0.219429701631662j),(-0.5152498122676524-0.8056009262932853j),0.6205497006280293,0.379450299371971,0.3794502993719707,-2.7755575615628914e-16,-2.7755575615628914e-16,0.0,5.551115123125783e-16,8.326672684688674e-16,pass,,,,,0.379450299371971
one_lossless_finite_film,TE,(-0.35390039474402296+0.015237208964744349j),(-0.034283720170674596+1.4537241118259485j),0.12547766193701054,0.875584277944592,0.8755842779445916,-4.440892098500626e-16,-0.001061939881602636,0.0010619398816021919,-7.395570986446986e-32,4.440892098500625e-16,pass,,,,,
one_absorbing_finite_film,TE,(-0.32742436207732034-0.003413833357577922j),(-0.021775515948637834+1.402476730394112j),0.1072183671399335,0.8146827151889781,0.8925437096419796,0.07786099445300154,0.07809891767108845,-0.00023792321808691064,0.07786099445300165,1.1102230246251565e-16,pass,,,,,
