wavelength_nm,T_total,R_total,R_signed_monitor,closure,residual,order_fraction_sum,order_absolute_sum,order_sum_relative_error,eta_plus1,eta_0,eta_minus1,non_target_efficiency,plus1_fraction,directionality_fraction,eta_plus1_over_minus1,plus1_air_angle_deg
445.0,0.7711060203438089,0.22551899280687432,-0.22551899280687432,0.9966250131506833,0.0033749868493167523,1.0,0.7711060203438089,0.0,0.6730290419079564,0.05471794094590285,0.0004743938480255028,0.0980769784358525,0.8728099951909033,0.9992956326236213,1418.713680013353,14.817860402183731
445.99999999999994,0.7686486961088492,0.23329847950898236,-0.23329847950898236,1.0019471756178315,-0.0019471756178315869,0.9999999999999999,0.7686486961088491,-1.4443828894076944e-16,0.6637057075593017,0.05569346654025978,0.0006686351642131356,0.10494298854954753,0.8634708039175722,0.9989935867157781,992.6275838937742,14.85192444636312
446.99999999999994,0.7640857553525796,0.23338254857662916,-0.23338254857662916,0.9974683039292087,0.002531696070791234,1.0,0.7640857553525796,0.0,0.6687399367770693,0.047185257299809054,0.0006427525489363727,0.09534581857551028,0.8752158145763181,0.9990397831327493,1040.4314037862637,14.885993861861795
448.00000000000006,0.5320700792053954,0.3866632961304095,-0.3866632961304095,0.9187333753358049,0.0812666246641951,0.9999999999999999,0.5320700792053953,-2.0866105199585493e-16,0.47112650058245953,0.023553904877423516,0.0014723085086091562,0.06094357862293587,0.8854594892575988,0.996884654636687,319.99169863354115,14.92006866327333
449.0,0.6326573344224153,0.3615512796195751,-0.3615512796195751,0.9942086140419905,0.005791385958009543,0.9999999999999999,0.6326573344224152,-1.7548567988052093e-16,0.48056199545696504,0.04329828201208959,0.0009816373111542894,0.1520953389654503,0.7595928622177347,0.997961477954736,489.55147690126097,14.95414886521045
450.0,0.7484681185851593,0.25768524050557384,-0.25768524050557384,1.006153359090733,-0.006153359090733113,0.9999999999999999,0.7484681185851592,-1.4833270744034202e-16,0.6314101273720275,0.05281083597706896,0.00309099671157125,0.11705799121313176,0.8436032366556798,0.9951284614096855,204.27395636117063,14.988234482305128
450.9999999999999,0.7394919535984618,0.25423413153507723,-0.25423413153507723,0.993726085133539,0.006273914866461006,0.9999999999999999,0.7394919535984616,-1.5013321229834487e-16,0.6256757156186853,0.04848944888086615,0.003581071236459551,0.11381623797977647,0.8460886052567141,0.9943090463046783,174.7174725955085,15.022325529208606
451.99999999999994,0.7568237458610013,0.24777060732205222,-0.24777060732205222,1.0045943531830535,-0.00459435318305354,1.0,0.7568237458610013,0.0,0.6455340122493332,0.0460338302203836,0.004658825904649719,0.11128973361166816,0.8529515832182838,0.9928347012897327,138.56152289465484,15.056422020591514
453.00000000000006,0.7521603053477425,0.2429331319764722,-0.2429331319764722,0.9950934373242146,0.00490656267578532,0.9999999999999999,0.7521603053477424,-1.4760457534539433e-16,0.6447139753302689,0.042182984501779035,0.0054651036211315965,0.10744633001747361,0.8571496936842493,0.9915944640514338,117.96921339924664,15.0905239711439
453.9999999999999,0.7639249810143901,0.2389873803643462,-0.2389873803643462,1.0029123613787363,-0.0029123613787362945,1.0,0.7639249810143901,0.0,0.6569120338295694,0.04041580374703781,0.006598447418704275,0.10701294718482068,0.8599169423118984,0.990055247648401,99.55554574360252,15.124631395575323
455.00000000000006,0.765128892013729,0.23249840894112564,-0.23249840894112564,0.9976273009548546,0.002372699045145338,0.9999999999999998,0.7651288920137288,-2.902054898758771e-16,0.6608645273021589,0.03770941493661429,0.007763490493690542,0.10426436471157008,0.8637296724775892,0.9883889243539583,85.12466497373178,15.158744308614912
