candidate_id,family_id,predicted_normal_offaxis_proxy,measured_tri_point_normal_offaxis,normal_offaxis_ratio_measured_over_predicted,predicted_angular_fwhm_deg,measured_tri_point_fwhm_deg,fwhm_delta_measured_minus_predicted_deg,predicted_30_40_penalty,measured_tri_point_30_40_fraction,measured_avg_peak_abs_angle_deg,measured_case_peak_abs_angles_deg,predicted_near_normal_expectation,measured_peak_zone,mismatch_class
E1_0236,E0C_MQW_lateral_extent_robust_cavity,2.583981,0.07644500084836449,0.029584196187342125,9.078843,107.97806225750904,98.89921925750903,0.277206,0.383124061357909,51.52608115842448,51.434;49.0147;51.434,near-normal from proxy shortlist,45-55 deg far-offaxis,severe_proxy_false_positive
