wavelength_nm,run3a_plus1,run3b_plus1,delta_plus1
445.0,0.6974731843812688,0.4421528448249277,-0.2553203395563411
445.99999999999994,0.7036858189125114,0.6301597614197759,-0.07352605749273544
446.99999999999994,0.7200425847464269,0.7074207102584205,-0.012621874488006446
448.00000000000006,0.7270858443415236,0.7470144952073162,0.019928650865792652
449.0,0.7385910855203325,0.7743777793022739,0.03578669378194144
450.0,0.7459706928105845,0.7996363414976205,0.05366564868703605
450.9999999999999,0.7537874597917144,0.8072102644966399,0.05342280470492555
451.99999999999994,0.7619566363651634,0.7308969985553563,-0.03105963780980714
453.00000000000006,0.7670240666743058,0.7804760626095216,0.013451995935215844
453.9999999999999,0.7798852939975718,0.8041646341208498,0.024279340123278037
455.00000000000006,0.8293839042030118,0.8179085778592732,-0.011475326343738601
