wavelength_nm,order_n,u_x,air_angle_deg,fraction,absolute_efficiency
445.0,-3,-0.767241379310345,-50.10680930186621,0.009908688566726918,0.006173016461850532
445.0,-2,-0.5114942528735632,-30.76341252641582,0.0017791023783569858,0.0011083634524344398
445.0,-1,-0.2557471264367816,-14.817860402183731,0.0044674213418386035,0.0027831599812104704
445.0,0,0.0,0.0,0.15186350679723262,0.09460948551371534
445.0,1,0.2557471264367816,14.817860402183731,0.7097267381900307,0.4421528448249277
445.0,2,0.5114942528735632,30.76341252641582,0.07733507640357375,0.0481789993199295
445.0,3,0.767241379310345,50.10680930186621,0.04491946632224056,0.027984389982329088
445.99999999999994,-3,-0.7689655172413793,-50.26108387570818,0.003536712414622643,0.0027080267632452267
445.99999999999994,-2,-0.5126436781609195,-30.840084814858216,0.0012688957614008975,0.0009715813102119848
445.99999999999994,-1,-0.25632183908045975,-14.85192444636312,0.009347876011987343,0.007157578975123072
445.99999999999994,0,0.0,0.0,0.06772289764951699,0.051854772969709216
445.99999999999994,1,0.25632183908045975,14.85192444636312,0.8229955042017965,0.6301597614197759
445.99999999999994,2,0.5126436781609195,30.840084814858216,0.05432420239261427,0.04159552056393202
445.99999999999994,3,0.7689655172413793,50.26108387570818,0.04080391156806145,0.031243163598641575
446.99999999999994,-3,-0.7706896551724137,-50.415859737580426,0.0031978704365986936,0.002611534481763058
446.99999999999994,-2,-0.5137931034482758,-30.916818412522304,0.002436685284294267,0.001989914152965936
446.99999999999994,-1,-0.2568965517241379,-14.885993861861795,0.01218071405702752,0.009947355717843704
446.99999999999994,0,0.0,0.0,0.038713632000723704,0.03161540997005163
446.99999999999994,1,0.2568965517241379,14.885993861861795,0.8662492459398068,0.7074207102584205
446.99999999999994,2,0.5137931034482758,30.916818412522304,0.040488243784587215,0.033064643126049
446.99999999999994,3,0.7706896551724137,50.415859737580426,0.03673360849696178,0.029998427744756907
448.00000000000006,-3,-0.7724137931034484,-50.57114294660536,0.0035716078995322387,0.003007562515633355
448.00000000000006,-2,-0.5149425287356322,-30.993613604678192,0.003144950691409008,0.0026482850522969504
448.00000000000006,-1,-0.2574712643678161,-14.92006866327333,0.013520020374842944,0.011384874161383243
448.00000000000006,0,0.0,0.0,0.025036783277823275,0.021082854842010803
448.00000000000006,1,0.2574712643678161,14.92006866327333,0.8871113595408279,0.7470144952073162
448.00000000000006,2,0.5149425287356322,30.993613604678192,0.032990532810915955,0.027780510247465234
448.00000000000006,3,0.7724137931034484,50.57114294660536,0.034624745404648716,0.029156640180465525
449.0,-3,-0.7741379310344828,-50.726939676851345,0.0040048204371120385,0.0034359947705145805
449.0,-2,-0.5160919540229885,-31.070470678185885,0.0035656183939002757,0.003059174898719485
449.0,-1,-0.25804597701149423,-14.95414886521045,0.014048921923704032,0.012053479804958417
449.0,0,0.0,0.0,0.016769315668490138,0.014387481747768653
449.0,1,0.25804597701149423,14.95414886521045,0.9025752842256901,0.7743777793022739
449.0,2,0.5160919540229885,31.070470678185885,0.026525534409838788,0.022757973534272807
449.0,3,0.7741379310344828,50.726939676851345,0.032510504941264576,0.027892867288084214
450.0,-3,-0.7758620689655172,-50.883256220421394,0.00429354318491708,0.00375104867507617
450.0,-2,-0.5172413793103449,-31.14738992150898,0.0038215591250521526,0.0033387003869227343
450.0,-1,-0.25862068965517243,-14.988234482305128,0.014205081060407625,0.012410251439457846
450.0,0,0.0,0.0,0.010870220750663956,0.00949675486852032
450.0,1,0.25862068965517243,14.988234482305128,0.9152835545061059,0.7996363414976205
450.0,2,0.5172413793103449,31.14738992150898,0.020754922777424585,0.018132512526963265
450.0,3,0.7758620689655172,50.883256220421394,0.030771118595428814,0.026883149572938112
450.9999999999999,-3,-0.7775862068965518,-51.040098990649035,0.004456390185589165,0.0038197645428394347
450.9999999999999,-2,-0.5183908045977011,-31.224371624728384,0.004352497039713789,0.0037307132393557068
450.9999999999999,-1,-0.2591954022988506,-15.022325529208606,0.011597846457926265,0.0099410152227112
450.9999999999999,0,0.0,0.0,0.013927841988891432,0.011938155047436498
450.9999999999999,1,0.2591954022988506,15.022325529208606,0.9417449321982649,0.8072102644966399
450.9999999999999,2,0.5183908045977011,31.224371624728384,0.003854118036656772,0.0033035310660063195
450.9999999999999,3,0.7775862068965518,51.040098990649035,0.02006637409295757,0.01719975609664836
451.99999999999994,-3,-0.7793103448275862,-51.197474525406115,0.007357922846059686,0.005939733725003791
451.99999999999994,-2,-0.5195402298850574,-31.301416079556272,0.0037274999927727616,0.0030090499561136828
451.99999999999994,-1,-0.2597701149425287,-15.056422020591514,0.010083130198259514,0.00813967606690509
451.99999999999994,0,0.0,0.0,0.02395778304733978,0.019340084820108464
451.99999999999994,1,0.2597701149425287,15.056422020591514,0.905408217400095,0.7308969985553563
451.99999999999994,2,0.5195402298850574,31.301416079556272,0.028895117625659744,0.0233257820501602
451.99999999999994,3,0.7793103448275862,51.197474525406115,0.020570328889813437,0.01660553919869868
453.00000000000006,-3,-0.7810344827586206,-51.35538949052732,0.006906760840724881,0.005882700086809091
453.00000000000006,-2,-0.5206896551724137,-31.3785235793501,0.003692212536594012,0.003144770683453928
453.00000000000006,-1,-0.26034482758620686,-15.0905239711439,0.011803341802023939,0.010053268304005178
453.00000000000006,0,0.0,0.0,0.012781578747628395,0.01088646271995997
453.00000000000006,1,0.26034482758620686,15.0905239711439,0.9163413784160033,0.7804760626095216
453.00000000000006,2,0.5206896551724137,31.3785235793501,0.02460569077026545,0.020957421658029583
453.00000000000006,3,0.7810344827586206,51.35538949052732,0.023869036886759877,0.02032999094711015
453.9999999999999,-3,-0.7827586206896551,-51.51385068335645,0.006949869419471596,0.006054549409257135
453.9999999999999,-2,-0.52183908045977,-31.45569441912687,0.003642951356214343,0.0031736465321095192
453.9999999999999,-1,-0.260919540229885,-15.124631395575323,0.012038362838097103,0.010487515406493135
453.9999999999999,0,0.0,0.0,0.008841966416461565,0.007702896171469224
453.9999999999999,1,0.260919540229885,15.124631395575323,0.9230809464288083,0.8041646341208498
453.9999999999999,2,0.52183908045977,31.45569441912687,0.02179666669403899,0.01898870144040809
453.9999999999999,3,0.7827586206896551,51.51385068335645,0.023649236846908138,0.020602613421723287
455.00000000000006,-3,-0.7844827586206898,-51.67286503641983,0.007127976479790982,0.006277049595743841
455.00000000000006,-2,-0.5229885057471265,-31.532928895577506,0.0035922342746259207,0.0031633988643603116
455.00000000000006,-1,-0.26149425287356326,-15.158744308614912,0.011799050171572623,0.010390497684667307
