wavelength_nm,plus1_absolute_efficiency,zero_absolute_efficiency,minus1_absolute_efficiency,directionality
445.0,0.4421528448249277,0.09460948551371534,0.0027831599812104704,0.9937448083518817
445.99999999999994,0.6301597614197759,0.051854772969709216,0.007157578975123072,0.9887692072356167
446.99999999999994,0.7074207102584205,0.03161540997005163,0.009947355717843704,0.9861335398247671
448.00000000000006,0.7470144952073162,0.021082854842010803,0.011384874161383243,0.9849882863551691
449.0,0.7743777793022739,0.014387481747768653,0.012053479804958417,0.9846731934096291
450.0,0.7996363414976205,0.00949675486852032,0.012410251439457846,0.9847173160414707
450.9999999999999,0.8072102644966399,0.011938155047436498,0.0099410152227112,0.9878345473238133
451.99999999999994,0.7308969985553563,0.019340084820108464,0.00813967606690509,0.988986099950905
453.00000000000006,0.7804760626095216,0.01088646271995997,0.010053268304005178,0.9872828648971345
453.9999999999999,0.8041646341208498,0.007702896171469224,0.010487515406493135,0.9871263883455313
455.00000000000006,0.8179085778592732,0.00629097935608649,0.010390497684667307,0.9874556208120311
