wavelength_nm,T_total,R_total,closure,residual
445.0,0.622990259536397,0.3687450812394079,0.9917353407758049,0.008264659224195114
445.99999999999994,0.765690405600639,0.22808157021418313,0.993771975814822,0.006228024185177927
446.99999999999994,0.8166479954518507,0.17771218553855245,0.9943601809904032,0.005639819009596814
448.00000000000006,0.8420752222065713,0.15343277840163522,0.9955080006082064,0.004491999391793511
449.0,0.8579647513465921,0.13710700260194764,0.9950717539485398,0.00492824605146025
450.0,0.8736487589674989,0.12231268382166317,0.9959614427891621,0.004038557210837887
450.9999999999999,0.8571431997116374,0.1405517443169692,0.9976949440286067,0.002305055971393355
451.99999999999994,0.8072568643723462,0.18723459753475813,0.9944914619071044,0.005508538092895643
453.00000000000006,0.8517306770088897,0.1433360495139316,0.9950667265228214,0.0049332734771786735
453.9999999999999,0.8711745565023101,0.12559830746468292,0.996772863966993,0.00322713603300695
455.00000000000006,0.8806215359352457,0.11508459576619288,0.9957061317014386,0.00429386829856139
