angle_deg,normalized_intensity
-89.99999914622636,0.02142191274334088
-87.43680027996089,0.028481838517346453
-86.37478578672372,0.031936530474079544
-85.55966694730674,0.0347910511674713
-84.87231698093369,0.03733599635002851
-84.26659730796267,0.03969374381764931
-83.7188473002472,0.041937588574708785
-83.21501265029943,0.04412125161180892
-82.74593696669073,0.04628898854921039
-82.30526072729027,0.04847950557541177
-81.88835398580235,0.05072743846078222
-81.49172179461118,0.053063757297623984
-81.11264914981503,0.055515686655001464
-80.74897712783695,0.05810643487180581
-80.39895542436832,0.06085489587085565
-80.06114165487263,0.06377542113181026
-79.73433047718744,0.06687772115200945
-79.41750240380574,0.07016692991862042
-79.10978600479763,0.07364384628634392
-78.8104294537864,0.07730535000622983
-78.51877874041668,0.08114497642071529
-78.23426073431965,0.08515362222896977
-77.95636984216819,0.08932034528783613
-77.68465736788467,0.09363321434072754
-77.41872293538925,0.09808016007700392
-77.15820750531542,0.1026497771894023
-76.90278763795686,0.10733202820092103
-76.65217074095705,0.11211880374625613
-76.40609110272075,0.11700430056231105
-76.1643065583835,0.12198518738585476
-75.92659566925778,0.12706053987155694
-75.6927553222919,0.1322315380211026
-75.46259867554336,0.13750093285842527
-75.2359533905971,0.14287230254179217
-75.01266010441917,0.14834913108477588
-74.79257110216234,0.15393375468169185
-74.57554915954199,0.15962623065115314
-74.36146652903307,0.16542319164453068
-74.15020404863628,0.17131675253345727
-73.94165035557546,0.17729353893588745
-73.73570119021143,0.18333390445344974
-73.5322587778365,0.18941139832390474
-73.33123127795712,0.19549253645920928
-73.13253229227459,0.20153691702667265
-72.9360804238938,0.20749770728108613
-72.74179888138862,0.21332251185459197
-72.5496151222685,0.2189546148620001
-72.35946053115805,0.22433456977427188
-72.17127012864599,0.2294020928979087
-71.9849823073061,0.23409819933428708
-71.80053859185354,0.23836750531748793
-71.6178834207933,0.24216060861441213
-71.43696394725384,0.2454364498872749
-71.25772985698381,0.24816455310008315
-71.08013320173983,0.25032704256673777
-70.90412824650302,0.2519203382720154
-70.7296713291473,0.2529564396310612
-70.55672073134137,0.2534637206670579
-70.38523655960435,0.25348717625966755
-70.21518063555617,0.25308807904250835
-70.04651639450873,0.2523430289373932
-69.87920879163549,0.25134240130572594
-69.7132242150396,0.2501882242783561
-69.54853040510996,0.24899153994782083
-69.38509637961832,0.24786932671882647
-69.22289236406615,0.24694108020290187
-69.06188972683796,0.24632516668755478
-68.90206091876227,0.24613507561533596
-68.74337941671942,0.246475705048649
-68.5858196709698,0.24743981634569934
-68.4293570559072,0.2491047910272056
-68.27396782396883,0.25152981410265457
-68.11962906245793,0.25475359421646815
-67.9663186530576,0.25879271236532475
-67.8140152338336,0.26364066833568156
-67.66269816354124,0.2692676683057048
-67.51234748806844,0.27562116928468644
-67.36294390886036,0.28262716736416854
-67.21446875318475,0.29019218832031674
-67.06690394610837,0.2982059121298047
-66.9202319840658,0.3065443385836951
-66.77443590991125,0.315073380445534
-66.62949928935345,0.32365275439219365
-66.48540618868022,0.3321400290004594
-66.34214115368837,0.34039468377823584
-66.19968918973962,0.3482820339209489
-66.05803574287006,0.3556768820783029
-65.91716668188604,0.36246677066334443
-65.77706828138395,0.3685547255971621
-65.6377272056365,0.3738614041060808
-65.49913049329244,0.378326584328993
-65.36126554283915,0.3819099619545445
-65.22412009878309,0.38459124769240843
-65.0876822385048,0.38636958784165354
-64.95194035974859,0.3872623573103735
-64.81688316871022,0.38730339898476107
-64.68249966868754,0.3865408042788166
-64.5487791492625,0.38503434611804394
-64.4157111759837,0.38285268682712037
-64.28328558052225,0.380070488945168
-64.15149245127412,0.3767655566838772
-64.02032212438473,0.3730161296423041
-63.88976517517275,0.36889843883208595
-63.75981240993156,0.36448461863282705
-63.630454858088555,0.35984104779839843
-63.501683764702946,0.35502716906661275
-63.37349058328467,0.3500948114245116
-63.24586696891765,0.34508801287530816
-63.118804771672075,0.34004331589900244
-62.99229603029031,0.3349904839283228
-62.866332966133506,0.3299535662220623
-62.74090797737537,0.32495222151799413
-62.616013633430946,0.32000319860978826
-62.49164266960896,0.3151218651134169
-62.367787981976925,0.31032367450999415
-62.2444426224285,0.3056254661427851
-62.12159979394388,0.30104650299770785
-61.999252846033514,0.2966091673310052
-61.87739527035707,0.2923392537980878
-61.756020696509225,0.28826582274080703
-61.63512288796456,0.2844206015901184
-61.51469573817442,0.2808369486988001
-61.39473326680869,0.27754842003148084
-61.275229616136194,0.27458700370019357
-61.15617904753717,0.27198110909457895
-61.03757593814228,0.2697534151862578
-60.91941477759251,0.26791869552872233
-60.801690164914675,0.2664817447891668
-60.684396805507426,0.26543553285589333
-60.56752950823321,0.2647597074662779
-60.45108318261152,0.26441955499386377
-60.33505283610929,0.2643655119124357
-60.219433571524206,0.2645332971946436
-60.104220584457096,0.26484470943125527
-59.98940916086991,0.2652091029170418
-59.87499467472562,0.2655255256476434
-59.76097258570651,0.26568547052196534
-59.64733843700814,0.2655761605031557
-59.534087853205754,0.26508426049113465
-59.42121653818987,0.264099884545054
-59.30872027316898,0.26252074805724646
-59.19659491473636,0.26025630150544826
-59.084836392998334,0.2572316762260146
-58.97344070976207,0.25339127369405307
-58.86240393678012,0.24870183818781594
-58.751722214049956,0.24315486824986
-58.64139174816628,0.23676824451163736
-58.531408810723825,0.22958697939549738
-58.42176973676931,0.221683026854939
-58.312470923300324,0.21315412634421782
-58.20350882780943,0.20412169313926704
