candidate_id,input_polarization,wavelength_nm,exact_geometry_hash,physics_configuration_hash,weighted_G0_version,normalization_version,source_plan_sha256,schema_version,formal_subrun_key,checkpoint_path,checkpoint_sha256,weighted_G0_Ex,weighted_G0_Ey,source_T,normalization_scale,validator_id,quality_status
POSTD8_QMAP_WM_DM_PM,x,450.0,37fdf2e25e5de58ccd4092697aa6dde4c5a9b6b82c351bfca5426ef5e638d441,4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,ca4cf61550d427edcaa40ff633cf5e17b983efa0581d1db52fbe40a99d812a11,LP_ML_SCHEMA_V1.24,POSTD8_QMAP_WM_DM_PM|x|450.0|37fdf2e25e5de58ccd4092697aa6dde4c5a9b6b82c351bfca5426ef5e638d441|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|ca4cf61550d427edcaa40ff633cf5e17b983efa0581d1db52fbe40a99d812a11,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_original22_missing9_matching_regeneration_v1\subruns\POSTD8_QMAP_WM_DM_PM\x\checkpoint.json,3bbe4a57abb0bd0521b90d60d8048afcd586be8a3521d09f3340bf7280ee84dd,"{""imag"": 0.973698215960216, ""real"": 0.14249726473439167}","{""imag"": -1.6440210388324677e-05, ""real"": -1.067625294860977e-06}",0.9683936864923108,1.0458380532382276,LP_V122_CHECKPOINT_AUTHORITATIVE_POST_SOLVER_ACCEPTANCE_V1,PASS
POSTD8_QMAP_WM_DM_PM,y,450.0,37fdf2e25e5de58ccd4092697aa6dde4c5a9b6b82c351bfca5426ef5e638d441,4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,ca4cf61550d427edcaa40ff633cf5e17b983efa0581d1db52fbe40a99d812a11,LP_ML_SCHEMA_V1.24,POSTD8_QMAP_WM_DM_PM|y|450.0|37fdf2e25e5de58ccd4092697aa6dde4c5a9b6b82c351bfca5426ef5e638d441|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|ca4cf61550d427edcaa40ff633cf5e17b983efa0581d1db52fbe40a99d812a11,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_original22_missing9_matching_regeneration_v1\subruns\POSTD8_QMAP_WM_DM_PM\y\checkpoint.json,3ab06cfd93f8dd946d728a59623aa74dba357c5d4f9748fe741b26d6ef6a28c8,"{""imag"": -1.5361074781484164e-05, ""real"": -2.297865506819461e-07}","{""imag"": 0.19011935647597886, ""real"": -0.2760243751411036}",0.1123348256148924,1.0366069004948908,LP_V122_CHECKPOINT_AUTHORITATIVE_POST_SOLVER_ACCEPTANCE_V1,PASS
POSTD8_QMAP_WM_DM_PP,x,450.0,37c3a45780662da920e72d3ba8aa7a8f904a6605a74420a5c94750b58ec1eb6f,4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,ca4cf61550d427edcaa40ff633cf5e17b983efa0581d1db52fbe40a99d812a11,LP_ML_SCHEMA_V1.24,POSTD8_QMAP_WM_DM_PP|x|450.0|37c3a45780662da920e72d3ba8aa7a8f904a6605a74420a5c94750b58ec1eb6f|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|ca4cf61550d427edcaa40ff633cf5e17b983efa0581d1db52fbe40a99d812a11,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_original22_missing9_matching_regeneration_v1\subruns\POSTD8_QMAP_WM_DM_PP\x\checkpoint.json,cdca8a01abc6fbd44f7c375178470090ca6ef97eaa9c347fb6268ee852e9ba63,"{""imag"": 0.9733189521193296, ""real"": 0.1419171870241858}","{""imag"": -0.0001302053670983788, ""real"": -0.0023272072975467815}",0.9674957033747709,1.0458574463388897,LP_V122_CHECKPOINT_AUTHORITATIVE_POST_SOLVER_ACCEPTANCE_V1,PASS
POSTD8_QMAP_WM_DM_PP,y,450.0,37c3a45780662da920e72d3ba8aa7a8f904a6605a74420a5c94750b58ec1eb6f,4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,ca4cf61550d427edcaa40ff633cf5e17b983efa0581d1db52fbe40a99d812a11,LP_ML_SCHEMA_V1.24,POSTD8_QMAP_WM_DM_PP|y|450.0|37c3a45780662da920e72d3ba8aa7a8f904a6605a74420a5c94750b58ec1eb6f|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|ca4cf61550d427edcaa40ff633cf5e17b983efa0581d1db52fbe40a99d812a11,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_original22_missing9_matching_regeneration_v1\subruns\POSTD8_QMAP_WM_DM_PP\y\checkpoint.json,f0387170762b0017d942bd8c44c1f0fb929b3967ac78648ea4fd2c23bb2c11f1,"{""imag"": -0.00014684946894021931, ""real"": -0.0023317529162602503}","{""imag"": 0.18869424655452258, ""real"": -0.27570863255903705}",0.11162622738678206,1.036680099015147,LP_V122_CHECKPOINT_AUTHORITATIVE_POST_SOLVER_ACCEPTANCE_V1,PASS
POSTD8_QMAP_WM_DP_PM,x,450.0,efc0de18f82f66294856d3d86bd04644d092547ffbaa0ece708c592229732ce3,4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,ca4cf61550d427edcaa40ff633cf5e17b983efa0581d1db52fbe40a99d812a11,LP_ML_SCHEMA_V1.24,POSTD8_QMAP_WM_DP_PM|x|450.0|efc0de18f82f66294856d3d86bd04644d092547ffbaa0ece708c592229732ce3|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|ca4cf61550d427edcaa40ff633cf5e17b983efa0581d1db52fbe40a99d812a11,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_original22_missing9_matching_regeneration_v1\subruns\POSTD8_QMAP_WM_DP_PM\x\checkpoint.json,c185140ff4406950a1c908347c34c7d2319d5348e712b3c1fbeec5073dd8f32a,"{""imag"": 0.9777999928890277, ""real"": 0.15169666192223727}","{""imag"": -3.709888100616717e-05, ""real"": -5.076498832270399e-06}",0.9791047047342303,1.0458666878641758,LP_V122_CHECKPOINT_AUTHORITATIVE_POST_SOLVER_ACCEPTANCE_V1,PASS
POSTD8_QMAP_WM_DP_PM,y,450.0,efc0de18f82f66294856d3d86bd04644d092547ffbaa0ece708c592229732ce3,4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,ca4cf61550d427edcaa40ff633cf5e17b983efa0581d1db52fbe40a99d812a11,LP_ML_SCHEMA_V1.24,POSTD8_QMAP_WM_DP_PM|y|450.0|efc0de18f82f66294856d3d86bd04644d092547ffbaa0ece708c592229732ce3|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|ca4cf61550d427edcaa40ff633cf5e17b983efa0581d1db52fbe40a99d812a11,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_original22_missing9_matching_regeneration_v1\subruns\POSTD8_QMAP_WM_DP_PM\y\checkpoint.json,c7aae60f166edfa94032ae249f6baff318508dae4703fb37ed54ef8f626865cd,"{""imag"": -3.612859567478433e-05, ""real"": -4.289418061021774e-06}","{""imag"": 0.1876902092397764, ""real"": -0.2707764955661817}",0.10854752651924798,1.0368334054515984,LP_V122_CHECKPOINT_AUTHORITATIVE_POST_SOLVER_ACCEPTANCE_V1,PASS
POSTD8_QMAP_WM_DP_PP,x,450.0,6903b647f7b99c3c5c03285d30b82c679a8f09cd5614c4cc68351453792f4ff3,4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,ca4cf61550d427edcaa40ff633cf5e17b983efa0581d1db52fbe40a99d812a11,LP_ML_SCHEMA_V1.24,POSTD8_QMAP_WM_DP_PP|x|450.0|6903b647f7b99c3c5c03285d30b82c679a8f09cd5614c4cc68351453792f4ff3|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|ca4cf61550d427edcaa40ff633cf5e17b983efa0581d1db52fbe40a99d812a11,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_original22_missing9_matching_regeneration_v1\subruns\POSTD8_QMAP_WM_DP_PP\x\checkpoint.json,491fa1e3e233d9f1ff58e520820cfc01f6867b1ad126cf88383301cf3edee7a0,"{""imag"": 0.9783252018174096, ""real"": 0.14928643332261096}","{""imag"": -0.0010402816262661274, ""real"": -0.0024820473655251763}",0.9794138824302485,1.045868819531602,LP_V122_CHECKPOINT_AUTHORITATIVE_POST_SOLVER_ACCEPTANCE_V1,PASS
POSTD8_QMAP_WM_DP_PP,y,450.0,6903b647f7b99c3c5c03285d30b82c679a8f09cd5614c4cc68351453792f4ff3,4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,ca4cf61550d427edcaa40ff633cf5e17b983efa0581d1db52fbe40a99d812a11,LP_ML_SCHEMA_V1.24,POSTD8_QMAP_WM_DP_PP|y|450.0|6903b647f7b99c3c5c03285d30b82c679a8f09cd5614c4cc68351453792f4ff3|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|ca4cf61550d427edcaa40ff633cf5e17b983efa0581d1db52fbe40a99d812a11,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_original22_missing9_matching_regeneration_v1\subruns\POSTD8_QMAP_WM_DP_PP\y\checkpoint.json,9894cbf26235e1d8308568d2e7eef526556ce1164112a7e99302581dddc150a6,"{""imag"": -0.001045122165203385, ""real"": -0.0024895058057499866}","{""imag"": 0.18631230819943964, ""real"": -0.27048953940841}",0.10788415703547381,1.0368871103621513,LP_V122_CHECKPOINT_AUTHORITATIVE_POST_SOLVER_ACCEPTANCE_V1,PASS
POSTD8_QMAP_WP_DM_PM,x,450.0,269444892fd097f6d586f34938499aec81a9eea82d4f580ccdabd8c366ea9a39,4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,ca4cf61550d427edcaa40ff633cf5e17b983efa0581d1db52fbe40a99d812a11,LP_ML_SCHEMA_V1.24,POSTD8_QMAP_WP_DM_PM|x|450.0|269444892fd097f6d586f34938499aec81a9eea82d4f580ccdabd8c366ea9a39|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|ca4cf61550d427edcaa40ff633cf5e17b983efa0581d1db52fbe40a99d812a11,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_original22_missing9_matching_regeneration_v1\subruns\POSTD8_QMAP_WP_DM_PM\x\checkpoint.json,fbabdeaa50ff70f106168f9ed85c5618ae3324c2c2070e35c2d4004c5f834287,"{""imag"": 0.982886490884231, ""real"": 0.12908419009663682}","{""imag"": -3.560151246990974e-05, ""real"": -1.2239661731005641e-05}",0.9827285835128989,1.045936800274249,LP_V122_CHECKPOINT_AUTHORITATIVE_POST_SOLVER_ACCEPTANCE_V1,PASS
POSTD8_QMAP_WP_DM_PM,y,450.0,269444892fd097f6d586f34938499aec81a9eea82d4f580ccdabd8c366ea9a39,4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae,LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1,LP_WEIGHTED_G0_SQRT_T_NORM_V1,ca4cf61550d427edcaa40ff633cf5e17b983efa0581d1db52fbe40a99d812a11,LP_ML_SCHEMA_V1.24,POSTD8_QMAP_WP_DM_PM|y|450.0|269444892fd097f6d586f34938499aec81a9eea82d4f580ccdabd8c366ea9a39|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|ca4cf61550d427edcaa40ff633cf5e17b983efa0581d1db52fbe40a99d812a11,D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_original22_missing9_matching_regeneration_v1\subruns\POSTD8_QMAP_WP_DM_PM\y\checkpoint.json,b6792f98a5aa2e437e4b283ef879e18af6bc95f4b2dcaee3d0c3494e6f11378c,"{""imag"": -3.749709467574756e-05, ""real"": -1.2004742222005244e-05}","{""imag"": 0.15738500441418, ""real"": -0.27499275448021665}",0.10039105618121409,1.0388362552071433,LP_V122_CHECKPOINT_AUTHORITATIVE_POST_SOLVER_ACCEPTANCE_V1,PASS
