case_id,candidate_id,family_id,source_x_um,source_y_nm,dipole_orientation,theta_readback_deg,phi_readback_deg,wavelength_nm,top_pair_count,bottom_pair_count,mdc_m,mdc_sio2_nm,mdc_tio2_nm,cavity_nm,top_termination_nm,bottom_termination_nm,top_layer_count,bottom_layer_count,monitor_y_um,monitor_y_above_top_structure_um,monitor_y_to_top_pml_um,source_inside_cavity,result_fsp,setup_status,status,runtime_s,extraction_mode,signed_peak_angle_deg,peak_abs_angle_deg,angular_fwhm_deg,eta_5deg,eta_10deg,eta_20deg,eta_30deg,normal_offaxis_ratio,offaxis_20_60_fraction,offaxis_30_40_fraction,offaxis_45_55_fraction,offaxis_40_60_fraction,normal_10_fraction,thirty_forty_lobe_flag,fortyfive_fiftyfive_lobe_flag,broad_forty_sixty_lobe_flag
F0_0781_xm0p7_xdipole_453,F0_0781,top_MDC_angular_filter,-0.7,115.0,x,90.0,0.0,453.0,7,0,7,100.0,52.0,230.0,0.0,0.0,14,0,1.6440000000000001,0.3500000000000001,0.4500000000000002,True,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r2_4f1_f0_0781_tri_point_xdipole_fdtd_guard\runtime_solve_fsp\F0_0781_xm0p7_xdipole_453.fsp,ok,ok,7.93,farfield2d_farfieldangle,-26.08600846783064,26.08600846783064,28.489214912139126,0.08548056250760973,0.18570743763831463,0.3634433966435781,0.6111789059421465,0.32512687028740656,0.571184527056015,0.39549866179402066,0.33088407387733526,0.29979137222882624,0.18570743763831463,False,False,True
F0_0781_x0p0_xdipole_453,F0_0781,top_MDC_angular_filter,0.0,115.0,x,90.0,0.0,453.0,7,0,7,100.0,52.0,230.0,0.0,0.0,14,0,1.6440000000000001,0.3500000000000001,0.4500000000000002,True,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r2_4f1_f0_0781_tri_point_xdipole_fdtd_guard\runtime_solve_fsp\F0_0781_x0p0_xdipole_453.fsp,ok,ok,7.825,farfield2d_farfieldangle,25.8309811547332,25.8309811547332,54.86849336014238,0.06741891364007928,0.1497882609883694,0.34944749616686077,0.547333115375406,0.23867638179627879,0.6275788993492474,0.12139437511074817,0.47367273935673926,0.35009275249671273,0.1497882609883694,False,False,True
F0_0781_xp0p7_xdipole_453,F0_0781,top_MDC_angular_filter,0.7,115.0,x,90.0,0.0,453.0,7,0,7,100.0,52.0,230.0,0.0,0.0,14,0,1.6440000000000001,0.3500000000000001,0.4500000000000002,True,D:\project\worktrees\blue_apcd_rcled_mdc\outputs\r2_4f1_f0_0781_tri_point_xdipole_fdtd_guard\runtime_solve_fsp\F0_0781_xp0p7_xdipole_453.fsp,ok,ok,8.562,farfield2d_farfieldangle,26.086008467830656,26.086008467830656,28.489214912139136,0.08548056087703587,0.18570744528504246,0.36344338967897805,0.6111789216384145,0.32512688702666365,0.571184521167616,0.39549876641178844,0.33088406740636295,0.2997913261997401,0.18570744528504246,False,False,True
