trace,source_x_um,angle_deg,intensity_proxy
case,-0.7,-47.805616169637425,8.192835460131849e-07
case,-0.7,-47.72033720465376,8.908150518505638e-07
case,-0.7,-47.63519760462815,9.638042674073592e-07
case,-0.7,-47.55019650144421,1.0371816808722983e-06
case,-0.7,-47.465333035239944,1.1098899534747758e-06
case,-0.7,-47.38060635429738,1.1808977547841358e-06
case,-0.7,-47.29601561493421,1.2492129569755857e-06
case,-0.7,-47.211559981397315,1.313895027490113e-06
case,-0.7,-47.12723862575797,1.3740664751022756e-06
case,-0.7,-47.04305072780886,1.4289232213825538e-06
case,-0.7,-46.958995474962926,1.4777437876121312e-06
case,-0.7,-46.875072062153805,1.5198972060878865e-06
case,-0.7,-46.791279691737856,1.554849584157647e-06
case,-0.7,-46.70761757339803,1.5821692689699986e-06
case,-0.7,-46.624084924049136,1.6015305805394893e-06
case,-0.7,-46.540680967744755,1.6127161000604267e-06
case,-0.7,-46.45740493558569,1.6156175192107235e-06
case,-0.7,-46.37425606562987,1.6102350742508224e-06
case,-0.7,-46.29123360280377,1.596675605842115e-06
case,-0.7,-46.20833679881527,1.57514930150857e-06
case,-0.7,-46.12556491206784,1.5459651923929717e-06
case,-0.7,-46.04291720757627,1.5095254892890285e-06
case,-0.7,-45.96039295688358,1.4663188547628623e-06
case,-0.7,-45.87799143797939,1.4169127184371259e-06
case,-0.7,-45.79571193521955,1.3619447511492638e-06
case,-0.7,-45.71355373924702,1.3021136206867596e-06
case,-0.7,-45.63151614691408,1.2381691571438782e-06
case,-0.7,-45.54959846120565,1.1709020596543813e-06
case,-0.7,-45.46779999116394,1.101133278369395e-06
case,-0.7,-45.386120051814274,1.0297032061214417e-06
case,-0.7,-45.3045579640919,9.574608133106716e-07
case,-0.7,-45.223113054770195,8.852528572442926e-07
case,-0.7,-45.14178465638981,8.139132935402668e-07
case,-0.7,-45.06057210718896,7.442530123622813e-07
case,-0.7,-44.979474751034836,6.770500162793853e-07
case,-0.7,-44.898491937355956,6.130401495361597e-07
case,-0.7,-44.81762302107569,5.529084805739706e-07
case,-0.7,-44.73686736254672,4.972814308549543e-07
case,-0.7,-44.656224327486456,4.467197335003249e-07
case,-0.7,-44.575693286913555,4.0171229505311625e-07
case,-0.7,-44.495273617085324,3.6267102289972e-07
case,-0.7,-44.41496469943605,3.2992666961983074e-07
case,-0.7,-44.334765920516254,3.037257338644203e-07
case,-0.7,-44.25467667193294,2.842284453697949e-07
case,-0.7,-44.17469635029065,2.71507849487156e-07
case,-0.7,-44.094824357133405,2.655499942283244e-07
case,-0.7,-44.01506009888752,2.662552103897904e-07
case,-0.7,-43.93540298680525,2.734404629143971e-07
case,-0.7,-43.855852436909366,2.8684273938376726e-07
case,-0.7,-43.776407869938346,3.06123429512638e-07
case,-0.7,-43.69706871129252,3.3087363785285107e-07
case,-0.7,-43.617834390981024,3.606203607307432e-07
case,-0.7,-43.53870434356931,3.948334478638243e-07
case,-0.7,-43.45967800812773,4.3293325926236387e-07
case,-0.7,-43.38075482818059,4.742989190531506e-07
case,-0.7,-43.30193425165608,5.182770599013183e-07
case,-0.7,-43.22321573083688,5.641909448847056e-07
case,-0.7,-43.144598722311514,6.113498481217281e-07
case,-0.7,-43.066082686926286,6.590585712876396e-07
case,-0.7,-42.987667089738075,7.066269704828329e-07
case,-0.7,-42.9093513999676,7.533793668324438e-07
case,-0.7,-42.83113509095352,7.986637147718823e-07
case,-0.7,-42.75301764010706,8.41860404258438e-07
case,-0.7,-42.674998528867306,8.823905771702802e-07
case,-0.7,-42.59707724265723,9.197238439083363e-07
case,-0.7,-42.51925327084009,9.533852936718523e-07
case,-0.7,-42.44152610667673,9.829617009719503e-07
case,-0.7,-42.36389524728319,1.0081068415854375e-06
case,-0.7,-42.286360193589125,1.0285458432083944e-06
case,-0.7,-42.208920450296645,1.044078509391386e-06
case,-0.7,-42.13157552583987,1.0545815697431846e-06
case,-0.7,-42.05432493234481,1.0600098246706621e-06
case,-0.7,-41.97716818559011,1.0603961688502819e-06
case,-0.7,-41.90010480496797,1.0558504939556419e-06
case,-0.7,-41.82313431344589,1.046557487636965e-06
case,-0.7,-41.74625623752882,1.0327733620958596e-06
case,-0.7,-41.66947010722175,1.0148215615532923e-06
case,-0.7,-41.59277545599291,9.930875132043852e-07
case,-0.7,-41.516171820737455,9.680125006326639e-07
case,-0.7,-41.43965874174155,9.400867518746459e-07
case,-0.7,-41.36323576264706,9.098418461571732e-07
case,-0.7,-41.28690243041654,8.77842553571794e-07
case,-0.7,-41.21065829529886,8.446782304268019e-07
case,-0.7,-41.13450291079522,8.109538995823272e-07
case,-0.7,-41.058435833625545,7.772811496144128e-07
case,-0.7,-40.9824566236954,7.442689890922885e-07
case,-0.7,-40.90656484406337,7.125147925475717e-07
case,-0.7,-40.830760060908744,6.825954728596833e-07
case,-0.7,-40.755041843499725,6.550590108101907e-07
case,-0.7,-40.67940976416201,6.304164665370978e-07
case,-0.7,-40.60386339824775,6.091345896498014e-07
case,-0.7,-40.52840232410505,5.916291349798843e-07
case,-0.7,-40.45302612304761,5.782589795049966e-07
case,-0.7,-40.37773437932496,5.693211230821767e-07
case,-0.7,-40.30252668009314,5.650466414754324e-07
case,-0.7,-40.22740261538536,5.655976449921395e-07
case,-0.7,-40.15236177808361,5.710652801011507e-07
case,-0.7,-40.07740376389007,5.814687949514048e-07
case,-0.7,-40.00252817129928,5.96755673009668e-07
case,-0.7,-39.92773460157049,6.168028223594629e-07
case,-0.7,-39.85302265870036,6.414187918191526e-07
case,-0.7,-39.778391949396,6.703469692094739e-07
case,-0.7,-39.70384208304849,7.03269702084642e-07
case,-0.7,-39.62937267170645,7.398132672787755e-07
case,-0.7,-39.55498333005027,7.795536029366156e-07
case,-0.7,-39.48067367536635,8.220227055000719e-07
case,-0.7,-39.40644332752186,8.667155845923781e-07
case,-0.7,-39.3322919089398,9.130976610354386e-07
case,-0.7,-39.25821904457424,9.606124874797574e-07
case,-0.7,-39.18422436188597,1.0086896674150102e-06
case,-0.7,-39.11030749081844,1.0567528467236599e-06
case,-0.7,-39.03646806377397,1.104227652465325e-06
case,-0.7,-38.96270571559022,1.1505494562246343e-06
case,-0.7,-38.889020083517025,1.1951708440712945e-06
case,-0.7,-38.815410807193416,1.2375686818822196e-06
case,-0.7,-38.74187752862501,1.2772506733392286e-06
case,-0.7,-38.66841989216162,1.3137613181844026e-06
case,-0.7,-38.59503754447513,1.3466871900975817e-06
case,-0.7,-38.52173013453765,1.375661466635874e-06
case,-0.7,-38.44849731359993,1.4003676577954116e-06
case,-0.7,-38.37533873517005,1.4205424946508093e-06
case,-0.7,-38.302254054992304,1.435977954910545e-06
case,-0.7,-38.22924293102639,1.4465224177971899e-06
case,-0.7,-38.15630502342689,1.4520809561152674e-06
case,-0.7,-38.08343999452283,1.4526147884020524e-06
case,-0.7,-38.010647508797625,1.4481399283709438e-06
case,-0.7,-37.93792723286927,1.4387250821701836e-06
case,-0.7,-37.8652788354706,1.4244888560297138e-06
case,-0.7,-37.79270198743,1.4055963474206138e-06
case,-0.7,-37.720196361652135,1.3822552017028354e-06
case,-0.7,-37.647761633099066,1.354711223223817e-06
case,-0.7,-37.57539747877144,1.3232436348314357e-06
case,-0.7,-37.50310357769009,1.2881600827041248e-06
case,-0.7,-37.43087961087758,1.2497914842511877e-06
case,-0.7,-37.35872526134026,1.2084868156188737e-06
case,-0.7,-37.28664021405025,1.1646079321235677e-06
case,-0.7,-37.21462415592782,1.1185245098395787e-06
case,-0.7,-37.14267677582391,1.0706091897582867e-06
case,-0.7,-37.07079776450282,1.0212329976098457e-06
case,-0.7,-36.99898681462517,9.707611028356846e-07
case,-0.7,-36.92724362073092,9.195489695856023e-07
case,-0.7,-36.85556787922277,8.679389412746066e-07
case,-0.7,-36.783959288349536,8.162572884725666e-07
case,-0.7,-36.71241754818993,7.648117380203623e-07
case,-0.7,-36.640942360636316,7.13889489572454e-07
case,-0.7,-36.569533429378794,6.637557145489367e-07
case,-0.7,-36.49819045988941,6.146525220121848e-07
case,-0.7,-36.426913159406524,5.667983665088388e-07
case,-0.7,-36.35570123691935,5.203878646486034e-07
case,-0.7,-36.28455440315275,4.7559198029919996e-07
case,-0.7,-36.21347237055206,4.3255853289060795e-07
case,-0.7,-36.142454853268184,3.9141297952367626e-07
case,-0.7,-36.071501567142846,3.522594194024787e-07
case,-0.7,-36.000612229693914,3.151817685423797e-07
case,-0.7,-35.92978656010103,2.8024505368608e-07
case,-0.7,-35.85902427919125,2.47496776783097e-07
case,-0.7,-35.788325109424925,2.1696830510981547e-07
case,-0.7,-35.717688774881736,1.8867624694834696e-07
case,-0.7,-35.647115001246846,1.626237784957197e-07
case,-0.7,-35.57660351579718,1.3880189411204326e-07
case,-0.7,-35.506154047387966,1.1719055889529897e-07
case,-0.7,-35.43576632643925,9.77597496437862e-08
case,-0.7,-35.36544008492272,8.047037728974221e-08
case,-0.7,-35.295175056348555,6.527509062397727e-08
case,-0.7,-35.22497097575249,5.211896736344985e-08
case,-0.7,-35.154827579682944,4.094010414712638e-08
case,-0.7,-35.084744606188366,3.1670121715126995e-08
case,-0.7,-35.014721794804665,2.423460520073036e-08
case,-0.7,-34.94475888654274,1.8553502050141633e-08
case,-0.7,-34.874855623876265,1.4541501526077787e-08
case,-0.7,-34.80501175072943,1.2108420033211106e-08
case,-0.7,-34.73522701246498,1.1159615650797633e-08
case,-0.7,-34.665501155872256,1.1596453332477337e-08
case,-0.7,-34.59583392915542,1.3316839332033019e-08
case,-0.7,-34.526225081921766,1.6215839664300865e-08
case,-0.7,-34.456674365170215,2.018639296573474e-08
case,-0.7,-34.38718153127986,2.512012315296369e-08
case,-0.7,-34.31774633399865,3.090825197792355e-08
case,-0.7,-34.24836852843221,3.7442606140643845e-08
case,-0.7,-34.179047871032786,4.4616708242949836e-08
case,-0.7,-34.109784119588255,5.2326935740940885e-08
case,-0.7,-34.04057703321124,6.04737273632674e-08
case,-0.7,-33.97142637232847,6.896281237204783e-08
case,-0.7,-33.90233189867004,7.770643469899257e-08
case,-0.7,-33.833293375258954,8.662454151138468e-08
case,-0.7,-33.76431056640069,9.564590424338375e-08
case,-0.7,-33.6953832376729,1.0470913962989428e-07
case,-0.7,-33.62651115591516,1.1376359883360754e-07
case,-0.7,-33.55769408921894,1.2277009435962145e-07
case,-0.7,-33.48893180691754,1.317014370738454e-07
case,-0.7,-33.42022407957621,1.4054275921893892e-07
case,-0.7,-33.351570678982334,1.492916037650502e-07
case,-0.7,-33.28297137813576,1.5795776562765113e-07
case,-0.7,-33.21442595123916,1.665628760957706e-07
case,-0.7,-33.145934173688495,1.7513972808813562e-07
case,-0.7,-33.07749582206369,1.8373134642658615e-07
case,-0.7,-33.00911067411918,1.9238981401160444e-07
case,-0.7,-32.94077850877476,2.0117487142617683e-07
case,-0.7,-32.87249910610643,2.101523139044957e-07
case,-0.7,-32.80427224733734,2.1939221560944078e-07
case,-0.7,-32.73609771482879,2.2896701660497496e-07
case,-0.7,-32.6679752920714,2.389495126374668e-07
case,-0.7,-32.59990476367632,2.4941079172112205e-07
case,-0.7,-32.53188591536648,2.6041816444467627e-07
case,-0.7,-32.463918533968,2.7203313678907326e-07
case,-0.7,-32.39600240740168,2.843094750032114e-07
case,-0.7,-32.32813732467447,2.972914116871224e-07
case,-0.7,-32.2603230758712,3.110120406660109e-07
case,-0.7,-32.19255945214618,3.254919455184702e-07
case,-0.7,-32.12484624571507,3.4073810278897547e-07
case,-0.7,-32.05718324984672,3.567430960356035e-07
case,-0.7,-31.989570258855093,3.7348467103105036e-07
case,-0.7,-31.922007068091315,3.9092565576369606e-07
case,-0.7,-31.854493473935765,4.090142615117854e-07
case,-0.7,-31.787029273790253,4.2768477334201653e-07
case,-0.7,-31.719614266070224,4.468586300830968e-07
case,-0.7,-31.652248250197143,4.664458853256881e-07
case,-0.7,-31.584931026590837,4.863470324907771e-07
case,-0.7,-31.517662396662004,5.064551686805516e-07
case,-0.7,-31.450442162804677,5.266584640701086e-07
case,-0.7,-31.3832701283889,5.468428962006243e-07
case,-0.7,-31.31614609775339,5.668952018710941e-07
case,-0.7,-31.249069876198234,5.867059935588673e-07
case,-0.7,-31.182041269977738,6.061729825735288e-07
case,-0.7,-31.11506008629329,6.252042475868518e-07
case,-0.7,-31.04812613328633,6.43721484881393e-07
case,-0.7,-30.981239220031295,6.616631756911775e-07
case,-0.7,-30.914399156528773,6.789876064090685e-07
case,-0.7,-30.847605753698566,6.956756792138467e-07
case,-0.7,-30.780858823372945,7.11733453799755e-07
case,-0.7,-30.714158178289868,7.271943653134583e-07
case,-0.7,-30.64750363208634,7.421210692266492e-07
case,-0.7,-30.58089499929177,7.566068705753429e-07
case,-0.7,-30.514332095321457,7.707767026292197e-07
case,-0.7,-30.447814736470008,7.8478762844201e-07
case,-0.7,-30.381342739905026,7.988288476818142e-07
case,-0.7,-30.314915923660614,8.131212004380089e-07
case,-0.7,-30.248534106631137,8.279161691283176e-07
case,-0.7,-30.182197108564903,8.434943889607319e-07
case,-0.7,-30.115904750058007,8.601636864169772e-07
case,-0.7,-30.049656852548125,8.782566737019899e-07
case,-0.7,-29.983453238308474,8.981279348463194e-07
case,-0.7,-29.91729373044172,9.201508459742787e-07
case,-0.7,-29.851178152874013,9.447140780043335e-07
case,-0.7,-29.78510633034908,9.72217834603729e-07
case,-0.7,-29.719078088422272,1.0030698814846836e-06
case,-0.7,-29.65309325345482,1.0376814250495625e-06
case,-0.7,-29.587151652607982,1.0764628989503113e-06
case,-0.7,-29.52125311383738,1.1198197163457739e-06
