lambda_nm,order_m,medium,n_incident_effective,n_medium,kx_over_k0,signed_cutoff_distance,distance_to_cutoff,kz_over_k0,imag_kz_over_k0,propagation_state,angle_deg
445.0,-6,air,1.41050956902643,1.0,-2.215418412633449,-1.2154184126334489,1.2154184126334489,,1.976886122930532,EVANESCENT,
445.0,-5,air,1.41050956902643,1.0,-1.9596712861966674,-0.9596712861966674,0.9596712861966674,,1.6853223875400518,EVANESCENT,
445.0,-4,air,1.41050956902643,1.0,-1.7039241597598855,-0.7039241597598855,0.7039241597598855,,1.379622246201268,EVANESCENT,
445.0,-3,air,1.41050956902643,1.0,-1.448177033323104,-0.4481770333231041,0.4481770333231041,,1.0474811310207488,EVANESCENT,
445.0,-2,air,1.41050956902643,1.0,-1.1924299068863224,-0.19242990688632244,0.19242990688632244,,0.6495298937207769,EVANESCENT,
445.0,-1,air,1.41050956902643,1.0,-0.9366827804495408,0.06331721955045921,0.06331721955045921,0.35017905249931414,,PROPAGATING,-69.50173284660062
445.0,0,air,1.41050956902643,1.0,-0.6809356540127592,0.31906434598724076,0.31906434598724076,0.7323432495040941,,PROPAGATING,-42.91680168389028
445.0,1,air,1.41050956902643,1.0,-0.42518852757597764,0.5748114724240223,0.5748114724240223,0.9051048094103644,,PROPAGATING,-25.162597175314296
445.0,2,air,1.41050956902643,1.0,-0.16944140113919604,0.830558598860804,0.830558598860804,0.9855402638045724,,PROPAGATING,-9.755342536344495
445.0,3,air,1.41050956902643,1.0,0.08630572529758562,0.9136942747024144,0.9136942747024144,0.9962686995890505,,PROPAGATING,4.951113371012304
445.0,4,air,1.41050956902643,1.0,0.34205285173436717,0.6579471482656328,0.6579471482656328,0.9396807152540627,,PROPAGATING,20.0019943390032
445.0,5,air,1.41050956902643,1.0,0.5977999781711488,0.4022000218288512,0.4022000218288512,0.8016452994302243,,PROPAGATING,36.71249464731831
445.0,6,air,1.41050956902643,1.0,0.8535471046079305,0.14645289539206952,0.14645289539206952,0.5210156813527004,,PROPAGATING,58.599593917241144
445.0,7,air,1.41050956902643,1.0,1.109294231044712,-0.10929423104471203,0.10929423104471203,,0.48013924129264723,EVANESCENT,
445.0,8,air,1.41050956902643,1.0,1.3650413574814935,-0.36504135748149347,0.36504135748149347,,0.9291597858468253,EVANESCENT,
445.0,9,air,1.41050956902643,1.0,1.6207884839182753,-0.6207884839182753,0.6207884839182753,,1.275521583354081,EVANESCENT,
445.0,-6,substrate,1.41050956902643,1.41050956902643,-2.215418412633449,-0.8049088436070189,0.8049088436070189,,1.7083739341023045,EVANESCENT,
445.0,-5,substrate,1.41050956902643,1.41050956902643,-1.9596712861966674,-0.5491617171702374,0.5491617171702374,,1.3604316615062204,EVANESCENT,
445.0,-4,substrate,1.41050956902643,1.41050956902643,-1.7039241597598855,-0.29341459073345555,0.29341459073345555,,0.9559394844331448,EVANESCENT,
445.0,-3,substrate,1.41050956902643,1.41050956902643,-1.448177033323104,-0.037667464296674114,0.037667464296674114,,0.32814550968949996,EVANESCENT,
445.0,-2,substrate,1.41050956902643,1.41050956902643,-1.1924299068863224,0.21807966214010754,0.21807966214010754,0.7534242904752949,,PROPAGATING,-57.713686114849594
445.0,-1,substrate,1.41050956902643,1.41050956902643,-0.9366827804495408,0.4738267885768892,0.4738267885768892,1.0545912066409633,,PROPAGATING,-41.61132701658637
445.0,0,substrate,1.41050956902643,1.41050956902643,-0.6809356540127592,0.7295739150136707,0.7295739150136707,1.2352586285508558,,PROPAGATING,-28.865727415007168
445.0,1,substrate,1.41050956902643,1.41050956902643,-0.42518852757597764,0.9853210414504523,0.9853210414504523,1.3448984944347648,,PROPAGATING,-17.54430609718841
445.0,2,substrate,1.41050956902643,1.41050956902643,-0.16944140113919604,1.241068167887234,1.241068167887234,1.4002952745385921,,PROPAGATING,-6.899477914876958
445.0,3,substrate,1.41050956902643,1.41050956902643,0.08630572529758562,1.3242038437288444,1.3242038437288444,1.407866671988503,,PROPAGATING,3.5079837212690643
445.0,4,substrate,1.41050956902643,1.41050956902643,0.34205285173436717,1.068456717292063,1.068456717292063,1.3684067710061627,,PROPAGATING,14.03431875117382
445.0,5,substrate,1.41050956902643,1.41050956902643,0.5977999781711488,0.8127095908552812,0.8127095908552812,1.277565039602172,,PROPAGATING,25.075897993957014
445.0,6,substrate,1.41050956902643,1.41050956902643,0.8535471046079305,0.5569624644184995,0.5569624644184995,1.1229401518026434,,PROPAGATING,37.23847518570471
445.0,7,substrate,1.41050956902643,1.41050956902643,1.109294231044712,0.30121533798171796,0.30121533798171796,0.8712080998739891,,PROPAGATING,51.85491806594509
445.0,8,substrate,1.41050956902643,1.41050956902643,1.3650413574814935,0.04546821154493652,0.04546821154493652,0.35524545976015937,,PROPAGATING,75.41262528720002
445.0,9,substrate,1.41050956902643,1.41050956902643,1.6207884839182753,-0.21027891489184536,0.21027891489184536,,0.7983846599772418,EVANESCENT,
446.0,-6,air,1.4136792534512084,1.0,-2.2203968809764456,-1.2203968809764456,1.2203968809764456,,1.9824636967798246,EVANESCENT,
446.0,-5,air,1.4136792534512084,1.0,-1.9640750418959858,-0.9640750418959858,0.9640750418959858,,1.6904409987333833,EVANESCENT,
446.0,-4,air,1.4136792534512084,1.0,-1.707753202815526,-0.707753202815526,0.707753202815526,,1.3843485838930478,EVANESCENT,
446.0,-3,air,1.4136792534512084,1.0,-1.4514313637350662,-0.4514313637350662,0.4514313637350662,,1.0519757619041583,EVANESCENT,
446.0,-2,air,1.4136792534512084,1.0,-1.1951095246546064,-0.1951095246546064,0.1951095246546064,,0.6544362275425767,EVANESCENT,
446.0,-1,air,1.4136792534512084,1.0,-0.9387876855741466,0.0612123144258534,0.0612123144258534,0.3444962719890263,,PROPAGATING,-69.84895062323245
446.0,0,air,1.4136792534512084,1.0,-0.6824658464936868,0.3175341535063132,0.3175341535063132,0.7309174839676881,,PROPAGATING,-43.03663478954957
446.0,1,air,1.4136792534512084,1.0,-0.426144007413227,0.573855992586773,0.573855992586773,0.9046553404174408,,PROPAGATING,-25.223096857554385
446.0,2,air,1.4136792534512084,1.0,-0.1698221683327672,0.8301778316672328,0.8301778316672328,0.9854747237462549,,PROPAGATING,-9.7774797124036
446.0,3,air,1.4136792534512084,1.0,0.0864996707476926,0.9135003292523074,0.9135003292523074,0.9962518792757887,,PROPAGATING,4.962267339337322
446.0,4,air,1.4136792534512084,1.0,0.3428215098281524,0.6571784901718476,0.6571784901718476,0.9394005601441517,,PROPAGATING,20.048869227048343
446.0,5,air,1.4136792534512084,1.0,0.5991433489086122,0.4008566510913878,0.4008566510913878,0.8006417722418516,,PROPAGATING,36.80856913597163
446.0,6,air,1.4136792534512084,1.0,0.855465187989072,0.144534812010928,0.144534812010928,0.5178603210700948,,PROPAGATING,58.8111648022405
446.0,7,air,1.4136792534512084,1.0,1.1117870270695318,-0.11178702706953181,0.11178702706953181,,0.48587075808295754,EVANESCENT,
446.0,8,air,1.4136792534512084,1.0,1.3681088661499916,-0.3681088661499916,0.3681088661499916,,0.9336604680708163,EVANESCENT,
446.0,9,air,1.4136792534512084,1.0,1.6244307052304516,-0.6244307052304516,0.6244307052304516,,1.2801465213386718,EVANESCENT,
446.0,-6,substrate,1.4136792534512084,1.4136792534512084,-2.2203968809764456,-0.8067176275252372,0.8067176275252372,,1.7122129766508494,EVANESCENT,
446.0,-5,substrate,1.4136792534512084,1.4136792534512084,-1.9640750418959858,-0.5503957884447774,0.5503957884447774,,1.363488811307358,EVANESCENT,
446.0,-4,substrate,1.4136792534512084,1.4136792534512084,-1.707753202815526,-0.29407394936431763,0.29407394936431763,,0.958087663049849,EVANESCENT,
446.0,-3,substrate,1.4136792534512084,1.4136792534512084,-1.4514313637350662,-0.03775211028385783,0.03775211028385783,,0.3288829153292526,EVANESCENT,
446.0,-2,substrate,1.4136792534512084,1.4136792534512084,-1.1951095246546064,0.21856972879660197,0.21856972879660197,0.7551173787684976,,PROPAGATING,-57.713686114849594
446.0,-1,substrate,1.4136792534512084,1.4136792534512084,-0.9387876855741466,0.47489156787706177,0.47489156787706177,1.056961074521055,,PROPAGATING,-41.61132701658638
446.0,0,substrate,1.4136792534512084,1.4136792534512084,-0.6824658464936868,0.7312134069575216,0.7312134069575216,1.2380344906374867,,PROPAGATING,-28.865727415007175
446.0,1,substrate,1.4136792534512084,1.4136792534512084,-0.426144007413227,0.9875352460379814,0.9875352460379814,1.3479207382424834,,PROPAGATING,-17.544306097188414
446.0,2,substrate,1.4136792534512084,1.4136792534512084,-0.1698221683327672,1.2438570851184412,1.2438570851184412,1.4034420054926113,,PROPAGATING,-6.899477914876956
446.0,3,substrate,1.4136792534512084,1.4136792534512084,0.0864996707476926,1.3271795827035158,1.3271795827035158,1.4110304173188142,,PROPAGATING,3.507983721269067
446.0,4,substrate,1.4136792534512084,1.4136792534512084,0.3428215098281524,1.070857743623056,1.070857743623056,1.371481842401682,,PROPAGATING,14.034318751173826
446.0,5,substrate,1.4136792534512084,1.4136792534512084,0.5991433489086122,0.8145359045425962,0.8145359045425962,1.280435972275435,,PROPAGATING,25.075897993957017
446.0,6,substrate,1.4136792534512084,1.4136792534512084,0.855465187989072,0.5582140654621364,0.5582140654621364,1.12546361281793,,PROPAGATING,37.238475185704715
446.0,7,substrate,1.4136792534512084,1.4136792534512084,1.1117870270695318,0.30189222638167656,0.30189222638167656,0.8731658708849414,,PROPAGATING,51.854918065945114
446.0,8,substrate,1.4136792534512084,1.4136792534512084,1.3681088661499916,0.045570387301216764,0.045570387301216764,0.35604376416411265,,PROPAGATING,75.4126252872001
446.0,9,substrate,1.4136792534512084,1.4136792534512084,1.6244307052304516,-0.21075145177924326,0.21075145177924326,,0.8001787828086524,EVANESCENT,
447.0,-6,air,1.4168489378759868,1.0,-2.2253753493194415,-1.2253753493194415,1.2253753493194415,,1.988038089514038,EVANESCENT,
447.0,-5,air,1.4168489378759868,1.0,-1.968478797595304,-0.968478797595304,0.968478797595304,,1.6955555952496084,EVANESCENT,
447.0,-4,air,1.4168489378759868,1.0,-1.711582245871166,-0.711582245871166,0.711582245871166,,1.3890693950920467,EVANESCENT,
447.0,-3,air,1.4168489378759868,1.0,-1.4546856941470279,-0.45468569414702786,0.45468569414702786,,1.0564612954368087,EVANESCENT,
447.0,-2,air,1.4168489378759868,1.0,-1.1977891424228901,-0.19778914242289014,0.19778914242289014,,0.659316941770923,EVANESCENT,
447.0,-1,air,1.4168489378759868,1.0,-0.9408925906987522,0.059107409301247804,0.059107409301247804,0.33870508228869317,,PROPAGATING,-70.20199968429894
447.0,0,air,1.4168489378759868,1.0,-0.6839960389746143,0.31600396102538575,0.31600396102538575,0.729485722044673,,PROPAGATING,-43.156702368906366
447.0,1,air,1.4168489378759868,1.0,-0.4270994872504763,0.5729005127495237,0.5729005127495237,0.90420463833713,,PROPAGATING,-25.283626647184985
447.0,2,air,1.4168489378759868,1.0,-0.17020293552633836,0.8297970644736616,0.8297970644736616,0.9854090321984151,,PROPAGATING,-9.799618362470035
447.0,3,air,1.4168489378759868,1.0,0.08669361619779947,0.9133063838022005,0.9133063838022005,0.9962350209215437,,PROPAGATING,4.973421496195962
447.0,4,air,1.4168489378759868,1.0,0.34359016792193753,0.6564098320780625,0.6564098320780625,0.9391196923222166,,PROPAGATING,20.095758114348552
447.0,5,air,1.4168489378759868,1.0,0.6004867196460755,0.3995132803539245,0.3995132803539245,0.799634728816036,,PROPAGATING,36.9047643315483
447.0,6,air,1.4168489378759868,1.0,0.8573832713702132,0.1426167286297868,0.1426167286297868,0.5146784685359505,,PROPAGATING,59.02403420179682
447.0,7,air,1.4168489378759868,1.0,1.1142798230943511,-0.11427982309435114,0.11427982309435114,,0.49154808936174127,EVANESCENT,
447.0,8,air,1.4168489378759868,1.0,1.3711763748184893,-0.3711763748184893,0.3711763748184893,,0.9381495887439135,EVANESCENT,
447.0,9,air,1.4168489378759868,1.0,1.628072926542627,-0.628072926542627,0.628072926542627,,1.2847651357898353,EVANESCENT,
447.0,-6,substrate,1.4168489378759868,1.4168489378759868,-2.2253753493194415,-0.8085264114434547,0.8085264114434547,,1.716052019199393,EVANESCENT,
447.0,-5,substrate,1.4168489378759868,1.4168489378759868,-1.968478797595304,-0.5516298597193172,0.5516298597193172,,1.3665459611084956,EVANESCENT,
447.0,-4,substrate,1.4168489378759868,1.4168489378759868,-1.711582245871166,-0.2947333079951793,0.2947333079951793,,0.9602358416665527,EVANESCENT,
447.0,-3,substrate,1.4168489378759868,1.4168489378759868,-1.4546856941470279,-0.037836756271041105,0.037836756271041105,,0.3296203209690027,EVANESCENT,
447.0,-2,substrate,1.4168489378759868,1.4168489378759868,-1.1977891424228901,0.21905979545309662,0.21905979545309662,0.7568104670617004,,PROPAGATING,-57.713686114849594
447.0,-1,substrate,1.4168489378759868,1.4168489378759868,-0.9408925906987522,0.47595634717723456,0.47595634717723456,1.059330942401147,,PROPAGATING,-41.61132701658638
447.0,0,substrate,1.4168489378759868,1.4168489378759868,-0.6839960389746143,0.7328528989013725,0.7328528989013725,1.2408103527241179,,PROPAGATING,-28.865727415007168
447.0,1,substrate,1.4168489378759868,1.4168489378759868,-0.4270994872504763,0.9897494506255105,0.9897494506255105,1.350942982050202,,PROPAGATING,-17.54430609718841
447.0,2,substrate,1.4168489378759868,1.4168489378759868,-0.17020293552633836,1.2466460023496484,1.2466460023496484,1.4065887364466305,,PROPAGATING,-6.899477914876953
447.0,3,substrate,1.4168489378759868,1.4168489378759868,0.08669361619779947,1.3301553216781872,1.3301553216781872,1.4141941626491252,,PROPAGATING,3.5079837212690643
447.0,4,substrate,1.4168489378759868,1.4168489378759868,0.34359016792193753,1.0732587699540492,1.0732587699540492,1.3745569137972011,,PROPAGATING,14.03431875117383
447.0,5,substrate,1.4168489378759868,1.4168489378759868,0.6004867196460755,0.8163622182299113,0.8163622182299113,1.2833069049486983,,PROPAGATING,25.075897993957017
447.0,6,substrate,1.4168489378759868,1.4168489378759868,0.8573832713702132,0.5594656665057736,0.5594656665057736,1.127987073833217,,PROPAGATING,37.23847518570471
447.0,7,substrate,1.4168489378759868,1.4168489378759868,1.1142798230943511,0.3025691147816356,0.3025691147816356,0.8751236418958943,,PROPAGATING,51.85491806594511
447.0,8,substrate,1.4168489378759868,1.4168489378759868,1.3711763748184893,0.04567256305749745,0.04567256305749745,0.3568420685680678,,PROPAGATING,75.4126252872001
447.0,9,substrate,1.4168489378759868,1.4168489378759868,1.628072926542627,-0.21122398866664027,0.21122398866664027,,0.8019729056400612,EVANESCENT,
448.0,-6,air,1.4200186223007651,1.0,-2.2303538176624382,-1.2303538176624382,1.2303538176624382,,1.9936093278176175,EVANESCENT,
448.0,-5,air,1.4200186223007651,1.0,-1.9728825532946221,-0.9728825532946221,0.9728825532946221,,1.7006662133100392,EVANESCENT,
448.0,-4,air,1.4200186223007651,1.0,-1.715411288926806,-0.715411288926806,0.715411288926806,,1.3937847359537003,EVANESCENT,
448.0,-3,air,1.4200186223007651,1.0,-1.4579400245589902,-0.4579400245589902,0.4579400245589902,,1.0609378470066326,EVANESCENT,
448.0,-2,air,1.4200186223007651,1.0,-1.2004687601911739,-0.20046876019117388,0.20046876019117388,,0.6641726012076484,EVANESCENT,
448.0,-1,air,1.4200186223007651,1.0,-0.9429974958233578,0.05700250417664221,0.05700250417664221,0.33279982402470754,,PROPAGATING,-70.5611982062476
448.0,0,air,1.4200186223007651,1.0,-0.6855262314555417,0.3144737685444583,0.3144737685444583,0.7280479283579914,,PROPAGATING,-43.27700633412149
448.0,1,air,1.4200186223007651,1.0,-0.4280549670877256,0.5719450329122744,0.5719450329122744,0.9037527013246079,,PROPAGATING,-25.3441866568562
448.0,2,air,1.4200186223007651,1.0,-0.17058370271990952,0.8294162972800905,0.8294162972800905,0.9853431891307544,,PROPAGATING,-9.821758490144216
