lambda_nm,closure_abs_attempt001,closure_abs_attempt002,delta_abs_closure,min_cutoff_distance,nearest_order,nearest_medium,nearest_air_distance,nearest_substrate_distance
445.0,0.02142121987216855,0.021752170018131567,0.000330950145963016,0.037667464296674114,-3,substrate,0.06331721955045921,0.037667464296674114
445.99999999999994,0.017349214097582166,0.018587505663787085,0.0012382915662049188,0.03775211028385783,-3,substrate,0.0612123144258534,0.03775211028385783
446.99999999999994,0.01496497354687909,0.01584774222368185,0.0008827686768027587,0.037836756271041105,-3,substrate,0.059107409301247804,0.037836756271041105
448.00000000000006,0.013325845976192241,0.013820012591428343,0.0004941666152361024,0.037921402258225045,-3,substrate,0.05700250417664221,0.037921402258225045
449.0,0.012328964782209573,0.008882584563435936,-0.003446380218773637,0.03800604824540832,-3,substrate,0.054897599052036394,0.03800604824540832
450.0,0.012066089165016503,0.009206674989227726,-0.002859414175788777,0.03809069423259204,-3,substrate,0.05279269392743058,0.03809069423259204
450.9999999999999,0.011845023728694393,0.009230266593718894,-0.0026147571349754983,0.03817534021977487,-3,substrate,0.05068778880282476,0.03817534021977487
451.99999999999994,0.010852961207779566,0.009770424069333539,-0.001082537138446027,0.03825998620695881,-3,substrate,0.04858288367821917,0.03825998620695881
453.00000000000006,0.013740159399423635,0.01115944364873267,-0.002580715750690965,0.038344632194142525,-3,substrate,0.046477978553613686,0.038344632194142525
453.9999999999999,0.016449261804975468,0.013171094953072171,-0.003278166851903297,0.03842927818132602,-3,substrate,0.04437307342900776,0.03842927818132602
455.00000000000006,0.019528448114459918,0.015793087949136864,-0.003735360165323054,0.03851392416850952,-3,substrate,0.042268168304402165,0.03851392416850952
