candidate_id,top_pair_count,bottom_pair_count,cavity_span_nm,termination,termination_thickness_nm,wavelength_nm,dipole_orientation,status,runtime_s,result_fsp,eta5,eta10,eta20,eta30,ring_power_abs_0_10,ring_power_abs_10_20,ring_power_abs_20_30,ring_power_abs_30_45,FWHM_deg,peak_angle_deg,peak_abs_angle_deg,P_total,outside20,dominant_zone,near_normal_peak,left_right_asymmetry
C2_base,6,0,220.0,TiO2_50nm,50.0,450.0,physical_x_theta90_phi0,ok,12.255149099975824,D:\project\blue_apcd_microled_metasurface\outputs\r1c2_rcled_c2_focused_refinement\_saved_fsp\R1C2_C2_base_450nm.fsp,0.12901361717385199,0.4232711386076305,0.6340373335758951,0.8885292168838117,0.4232711386076305,0.21076619496826454,0.2544918833079166,0.06329219481331995,46.86880208688322,9.18250657419009,9.18250657419009,0.0025483167982925025,0.3659626664241049,abs_5_10,True,3.45042011655083e-08
C2_base,6,0,220.0,TiO2_50nm,50.0,453.0,physical_x_theta90_phi0,ok,13.10777369979769,D:\project\blue_apcd_microled_metasurface\outputs\r1c2_rcled_c2_focused_refinement\_saved_fsp\R1C2_C2_base_453nm.fsp,0.11938477730246991,0.465542555514775,0.6901037642334005,0.8340843621663203,0.465542555514775,0.22456120871862542,0.14398059793292,0.04546565807223344,23.261170221202832,6.924439030115558,6.924439030115558,0.0016657341764651043,0.3098962357665995,abs_5_10,True,1.1416019249907936e-07
C2_base,6,0,220.0,TiO2_50nm,50.0,456.0,physical_x_theta90_phi0,ok,11.601585399825126,D:\project\blue_apcd_microled_metasurface\outputs\r1c2_rcled_c2_focused_refinement\_saved_fsp\R1C2_C2_base_456nm.fsp,0.11653814624310793,0.46858227681900233,0.6553266184858296,0.7888809029052776,0.46858227681900233,0.18674434166682724,0.133554284419448,0.0512387429198956,23.027114804680462,-7.271042291234987,7.271042291234987,0.0012662944446738419,0.3446733815141704,abs_5_10,True,-1.0765130590773655e-07
C2_cav210,6,0,210.0,TiO2_50nm,50.0,450.0,physical_x_theta90_phi0,ok,13.10120529960841,D:\project\blue_apcd_microled_metasurface\outputs\r1c2_rcled_c2_focused_refinement\_saved_fsp\R1C2_C2_cav210_450nm.fsp,0.07532097524670306,0.41315083937072494,0.6075488257721711,0.8187217267776321,0.41315083937072494,0.19439798640144612,0.211172901005461,0.04852523646977112,23.7295774765823,-7.328835171051714,7.328835171051714,0.0018327357331008698,0.39245117422782894,abs_5_10,True,-5.044613735518084e-08
C2_cav210,6,0,210.0,TiO2_50nm,50.0,453.0,physical_x_theta90_phi0,ok,11.607115000020713,D:\project\blue_apcd_microled_metasurface\outputs\r1c2_rcled_c2_focused_refinement\_saved_fsp\R1C2_C2_cav210_453nm.fsp,0.08560571886779032,0.41966030329413506,0.6013016219973835,0.7522639685566561,0.41966030329413506,0.1816413187032485,0.15096234655927263,0.04775638957634722,106.43235050286953,7.386635549336675,7.386635549336675,0.0019750650279427764,0.39869837800261654,abs_5_10,True,-1.7327392126951948e-08
C2_cav210,6,0,210.0,TiO2_50nm,50.0,456.0,physical_x_theta90_phi0,ok,11.415740900207311,D:\project\blue_apcd_microled_metasurface\outputs\r1c2_rcled_c2_focused_refinement\_saved_fsp\R1C2_C2_cav210_456nm.fsp,0.23395636894902752,0.4326135929762538,0.6851902783018486,0.8074248773545856,0.4326135929762538,0.2525766853255948,0.12223459905273704,0.08134872032981798,34.873144034109366,-16.119332491297886,16.119332491297886,0.001653971071547736,0.31480972169815136,abs_10_20,False,-1.1358578593100758e-07
C2_cav230,6,0,230.0,TiO2_50nm,50.0,450.0,physical_x_theta90_phi0,ok,13.193805200047791,D:\project\blue_apcd_microled_metasurface\outputs\r1c2_rcled_c2_focused_refinement\_saved_fsp\R1C2_C2_cav230_450nm.fsp,0.12482634710749067,0.39847885776285646,0.5865632812974813,0.8563771945857132,0.39847885776285646,0.18808442353462476,0.26981391328823207,0.08341667560493236,46.49419962557087,-9.298662864455567,9.298662864455567,0.003420258451042314,0.41343671870251875,abs_5_10,True,-3.342699688863965e-08
C2_cav230,6,0,230.0,TiO2_50nm,50.0,453.0,physical_x_theta90_phi0,ok,13.205748500302434,D:\project\blue_apcd_microled_metasurface\outputs\r1c2_rcled_c2_focused_refinement\_saved_fsp\R1C2_C2_cav230_453nm.fsp,0.0926985890470792,0.4607406097884527,0.6816741613325253,0.8556591642205009,0.4607406097884527,0.22093355154407265,0.1739850028879755,0.052484482696730915,46.86880208688322,9.00834332946029,9.00834332946029,0.0024209925836738023,0.31832583866747466,abs_5_10,True,-1.5270507619740174e-07
C2_cav230,6,0,230.0,TiO2_50nm,50.0,456.0,physical_x_theta90_phi0,ok,11.228848000057042,D:\project\blue_apcd_microled_metasurface\outputs\r1c2_rcled_c2_focused_refinement\_saved_fsp\R1C2_C2_cav230_456nm.fsp,0.11457264659035529,0.4942185387009043,0.7190401009249459,0.8612277307907673,0.4942185387009043,0.22482156222404148,0.1421876298658215,0.05262074109131304,19.527357789035474,6.808961808702712,6.808961808702712,0.00155918546139743,0.28095989907505414,abs_5_10,True,4.129099097910077e-08
C2_TiO2_40,6,0,220.0,TiO2_40nm,40.0,450.0,physical_x_theta90_phi0,ok,11.579381899908185,D:\project\blue_apcd_microled_metasurface\outputs\r1c2_rcled_c2_focused_refinement\_saved_fsp\R1C2_C2_TiO2_40_450nm.fsp,0.05523803674775369,0.33504878498249013,0.44899313582075245,0.6633440280846123,0.33504878498249013,0.11394435083826226,0.21435089226385995,0.14662426554322786,45.746564473165506,8.08084752443434,8.08084752443434,0.002021029821217176,0.5510068641792476,abs_5_10,True,4.370381700485725e-08
C2_TiO2_40,6,0,220.0,TiO2_40nm,40.0,453.0,physical_x_theta90_phi0,ok,11.579154400154948,D:\project\blue_apcd_microled_metasurface\outputs\r1c2_rcled_c2_focused_refinement\_saved_fsp\R1C2_C2_TiO2_40_453nm.fsp,0.0794388300826539,0.4135812968342029,0.5961042163189115,0.7320435915287655,0.4135812968342029,0.1825229194847086,0.13593937520985405,0.1049974106284511,20.225731771917477,-7.039944523798408,7.039944523798408,0.0021705923768009427,0.40389578368108847,abs_5_10,True,-6.370220119324935e-08
C2_TiO2_40,6,0,220.0,TiO2_40nm,40.0,456.0,physical_x_theta90_phi0,ok,11.193053999915719,D:\project\blue_apcd_microled_metasurface\outputs\r1c2_rcled_c2_focused_refinement\_saved_fsp\R1C2_C2_TiO2_40_456nm.fsp,0.25258979149093125,0.4443586582292107,0.7212644391737727,0.8122857856701778,0.4443586582292107,0.27690578094456203,0.09102134649640521,0.09018384305429623,34.873144034109366,-16.000027602519868,16.000027602519868,0.0015012035355851249,0.2787355608262273,abs_10_20,False,-8.5240640640569e-08
C2_TiO2_60,6,0,220.0,TiO2_60nm,60.0,450.0,physical_x_theta90_phi0,ok,13.194158900063485,D:\project\blue_apcd_microled_metasurface\outputs\r1c2_rcled_c2_focused_refinement\_saved_fsp\R1C2_C2_TiO2_60_450nm.fsp,0.127199200587539,0.35615395888988854,0.5719845793592444,0.8111814276695947,0.35615395888988854,0.2158306204693558,0.23919684831035032,0.13078841342573774,46.1201224788539,-9.356755440825347,9.356755440825347,0.004088041864975772,0.4280154206407556,abs_20_30,True,9.109049804690964e-09
