candidate_id,cavity_span_nm,termination,peak_abs_le15_all,dominant_zone_abs_0_20_all,near_normal_all,power_not_collapsed_vs_base,avg_eta10,avg_eta20,min_eta20,avg_peak_abs_angle_deg,score,rank
C2_cav230,230.0,TiO2_50nm,True,True,True,True,0.4511460020840712,0.6624258478516508,0.5865632812974813,8.371989334206189,0.9461320632515984,1
C2_base,220.0,TiO2_50nm,True,True,True,True,0.45246532364713593,0.659822572098375,0.6340373335758951,7.792662631846878,0.9564346431085733,2
C2_TiO2_60,220.0,TiO2_60nm,True,False,True,True,0.40066481770850926,0.5963189513713223,0.5563875589662474,8.68059295302593,0.823371910019313,3
C2_cav210,210.0,TiO2_50nm,False,True,False,True,0.4218082452137046,0.6313469086904677,0.6013016219973835,10.278267737228758,0.8475897991595972,4
C2_TiO2_40,220.0,TiO2_40nm,False,True,False,True,0.39766291334863463,0.5887872637711457,0.44899313582075245,10.373606550250871,0.7789780461147628,5
