case_id,wavelength_nm,grating_order_n,u_x,angle_deg,transmitted_fraction,absolute_efficiency
RUN3C_P_PILOT_HF_V1,449.0,-1,-0.25804597701149423,-14.95414886521045,0.0015516097858100002,0.0009816373111542894
RUN3C_P_PILOT_HF_V1,449.0,0,0.0,0.0,0.0684387576911896,0.04329828201208959
RUN3C_P_PILOT_HF_V1,449.0,1,0.25804597701149423,14.95414886521045,0.7595928622177347,0.48056199545696504
RUN3C_P_PILOT_HF_V1,449.0,2,0.5160919540229885,31.070470678185885,0.13407678804461645,0.08482466333222621
RUN3C_P_PILOT_HF_V1,449.0,3,0.7741379310344828,50.726939676851345,0.006673350199725217,0.004221943949025449
RUN3C_P_PILOT_HF_V1,450.0,-3,-0.7758620689655172,-50.883256220421394,0.003018287481687838,0.0022590919527680346
RUN3C_P_PILOT_HF_V1,450.0,-2,-0.5172413793103449,-31.14738992150898,0.007758458067818515,0.0058069585131419734
RUN3C_P_PILOT_HF_V1,450.0,-1,-0.25862068965517243,-14.988234482305128,0.0041297640271094095,0.00309099671157125
RUN3C_P_PILOT_HF_V1,450.0,0,0.0,0.0,0.07055856444079153,0.05281083597706896
RUN3C_P_PILOT_HF_V1,450.0,1,0.25862068965517243,14.988234482305128,0.8436032366556798,0.6314101273720275
RUN3C_P_PILOT_HF_V1,450.0,2,0.5172413793103449,31.14738992150898,0.06764011954500163,0.05062647301672263
RUN3C_P_PILOT_HF_V1,450.0,3,0.7758620689655172,50.883256220421394,0.0032915697819111116,0.0024636350418587726
RUN3C_P_PILOT_HF_V1,450.9999999999999,-3,-0.7775862068965518,-51.040098990649035,0.0032717138520120446,0.0024194060680395356
RUN3C_P_PILOT_HF_V1,450.9999999999999,-2,-0.5183908045977011,-31.224371624728384,0.008062485735973898,0.005962143327755069
RUN3C_P_PILOT_HF_V1,450.9999999999999,-1,-0.2591954022988506,-15.022325529208606,0.004842610144753575,0.003581071236459551
RUN3C_P_PILOT_HF_V1,450.9999999999999,0,0.0,0.0,0.0655713001945597,0.04848944888086615
RUN3C_P_PILOT_HF_V1,450.9999999999999,1,0.2591954022988506,15.022325529208606,0.8460886052567141,0.6256757156186853
RUN3C_P_PILOT_HF_V1,450.9999999999999,2,0.5183908045977011,31.224371624728384,0.06790451412880474,0.05021484181126417
RUN3C_P_PILOT_HF_V1,450.9999999999999,3,0.7775862068965518,51.040098990649035,0.00425877068718184,0.0031493266553919625
RUN3C_P_PILOT_HF_V1,451.99999999999994,-3,-0.7793103448275862,-51.197474525406115,0.0033096753140391573,0.002504840868754801
RUN3C_P_PILOT_HF_V1,451.99999999999994,-2,-0.5195402298850574,-31.301416079556272,0.0071608394193185135,0.005419493312837755
RUN3C_P_PILOT_HF_V1,451.99999999999994,-1,-0.2597701149425287,-15.056422020591514,0.0061557607436716994,0.004658825904649719
RUN3C_P_PILOT_HF_V1,451.99999999999994,0,0.0,0.0,0.060825034193414694,0.0460338302203836
RUN3C_P_PILOT_HF_V1,451.99999999999994,1,0.2597701149425287,15.056422020591514,0.8529515832182838,0.6455340122493332
RUN3C_P_PILOT_HF_V1,451.99999999999994,2,0.5195402298850574,31.301416079556272,0.06465035554746584,0.04892892425667866
RUN3C_P_PILOT_HF_V1,451.99999999999994,3,0.7793103448275862,51.197474525406115,0.004946751563806383,0.0037438190483637126
RUN3C_P_PILOT_HF_V1,453.00000000000006,-3,-0.7810344827586206,-51.35538949052732,0.0036549844950151972,0.002749134253811895
RUN3C_P_PILOT_HF_V1,453.00000000000006,-2,-0.5206896551724137,-31.3785235793501,0.007038891155691227,0.005294374520974237
RUN3C_P_PILOT_HF_V1,453.00000000000006,-1,-0.26034482758620686,-15.0905239711439,0.007265876146714419,0.0054651036211315965
RUN3C_P_PILOT_HF_V1,453.00000000000006,0,0.0,0.0,0.056082439078298324,0.042182984501779035
RUN3C_P_PILOT_HF_V1,453.00000000000006,1,0.26034482758620686,15.0905239711439,0.8571496936842492,0.6447139753302689
RUN3C_P_PILOT_HF_V1,453.00000000000006,2,0.5206896551724137,31.3785235793501,0.06312345083628505,0.04747895405562338
RUN3C_P_PILOT_HF_V1,453.00000000000006,3,0.7810344827586206,51.35538949052732,0.005684664603746543,0.004275779064153503
RUN3C_P_PILOT_HF_V1,453.9999999999999,-3,-0.7827586206896551,-51.51385068335645,0.0039037851242812636,0.002982198976950823
RUN3C_P_PILOT_HF_V1,453.9999999999999,-2,-0.52183908045977,-31.45569441912687,0.006244158113570604,0.004770068368360273
RUN3C_P_PILOT_HF_V1,453.9999999999999,-1,-0.260919540229885,-15.124631395575323,0.008637559423626153,0.006598447418704275
RUN3C_P_PILOT_HF_V1,453.9999999999999,0,0.0,0.0,0.052905461598298606,0.04041580374703781
RUN3C_P_PILOT_HF_V1,453.9999999999999,1,0.260919540229885,15.124631395575323,0.8599169423118985,0.6569120338295694
RUN3C_P_PILOT_HF_V1,453.9999999999999,2,0.52183908045977,31.45569441912687,0.0619141786476107,0.047297787747897564
RUN3C_P_PILOT_HF_V1,453.9999999999999,3,0.7827586206896551,51.51385068335645,0.0064779147807141725,0.004948640925869911
RUN3C_P_PILOT_HF_V1,455.00000000000006,-3,-0.7844827586206898,-51.67286503641983,0.00404182285465543,0.003092515442498277
RUN3C_P_PILOT_HF_V1,455.00000000000006,-2,-0.5229885057471265,-31.532928895577506,0.005981498767215009,0.004576617524340706
RUN3C_P_PILOT_HF_V1,455.00000000000006,-1,-0.26149425287356326,-15.158744308614912,0.01014664401609244,0.007763490493690542
RUN3C_P_PILOT_HF_V1,455.00000000000006,0,0.0,0.0,0.04928504900313927,0.03770941493661429
RUN3C_P_PILOT_HF_V1,455.00000000000006,1,0.26149425287356326,15.158744308614912,0.8637296724775892,0.6608645273021589
RUN3C_P_PILOT_HF_V1,455.00000000000006,2,0.5229885057471265,31.532928895577506,0.05944092979473733,0.045479972754113224
RUN3C_P_PILOT_HF_V1,455.00000000000006,3,0.7844827586206898,51.67286503641983,0.007374383086571039,0.005642353560312882
