case_id,wavelength_nm,grating_order_n,u_x,angle_deg,transmitted_fraction,absolute_efficiency
RUN3C_P_PILOT_HF_V1,445.0,-3,-0.767241379310345,-50.10680930186621,0.0005094161388330053,0.000392813851514428
RUN3C_P_PILOT_HF_V1,445.0,-2,-0.5114942528735632,-30.76341252641582,0.010525124903998814,0.008115987178344039
RUN3C_P_PILOT_HF_V1,445.0,-1,-0.2557471264367816,-14.817860402183731,0.0006152122218083414,0.0004743938480255028
RUN3C_P_PILOT_HF_V1,445.0,0,0.0,0.0,0.07096033425015415,0.05471794094590285
RUN3C_P_PILOT_HF_V1,445.0,1,0.2557471264367816,14.817860402183731,0.8728099951909033,0.6730290419079564
RUN3C_P_PILOT_HF_V1,445.0,2,0.5114942528735632,30.76341252641582,0.041923392363416905,0.03232738024466644
RUN3C_P_PILOT_HF_V1,445.0,3,0.767241379310345,50.10680930186621,0.0026565249308854876,0.0020484623673992204
RUN3C_P_PILOT_HF_V1,445.99999999999994,-3,-0.7689655172413793,-50.26108387570818,0.0008578110751088126,0.0006593553643901189
RUN3C_P_PILOT_HF_V1,445.99999999999994,-2,-0.5126436781609195,-30.840084814858216,0.010567442983600194,0.008122651270548897
RUN3C_P_PILOT_HF_V1,445.99999999999994,-1,-0.25632183908045975,-14.85192444636312,0.0008698839503637815,0.0006686351642131356
RUN3C_P_PILOT_HF_V1,445.99999999999994,0,0.0,0.0,0.07245633385212034,0.05569346654025978
RUN3C_P_PILOT_HF_V1,445.99999999999994,1,0.25632183908045975,14.85192444636312,0.8634708039175721,0.6637057075593017
RUN3C_P_PILOT_HF_V1,445.99999999999994,2,0.5126436781609195,30.840084814858216,0.048272517927605445,0.03710460796294497
RUN3C_P_PILOT_HF_V1,445.99999999999994,3,0.7689655172413793,50.26108387570818,0.003505206293629154,0.002694272247190581
RUN3C_P_PILOT_HF_V1,446.99999999999994,-3,-0.7706896551724137,-50.415859737580426,0.0016448450271070272,0.0012568026549750072
RUN3C_P_PILOT_HF_V1,446.99999999999994,-2,-0.5137931034482758,-30.916818412522304,0.011823470289948963,0.009034145227384436
RUN3C_P_PILOT_HF_V1,446.99999999999994,-1,-0.2568965517241379,-14.885993861861795,0.0008412047266079199,0.0006427525489363727
RUN3C_P_PILOT_HF_V1,446.99999999999994,0,0.0,0.0,0.06175387640623649,0.047185257299809054
RUN3C_P_PILOT_HF_V1,446.99999999999994,1,0.2568965517241379,14.885993861861795,0.8752158145763183,0.6687399367770693
RUN3C_P_PILOT_HF_V1,446.99999999999994,2,0.5137931034482758,30.916818412522304,0.044177275526260995,0.03375522693990216
RUN3C_P_PILOT_HF_V1,446.99999999999994,3,0.7706896551724137,50.415859737580426,0.0045435134475202595,0.0034716339045031204
RUN3C_P_PILOT_HF_V1,448.00000000000006,-3,-0.7724137931034484,-50.57114294660536,0.005494185268529377,0.002923291590995542
RUN3C_P_PILOT_HF_V1,448.00000000000006,-2,-0.5149425287356322,-30.993613604678192,0.024685894788837225,0.013134625995552679
RUN3C_P_PILOT_HF_V1,448.00000000000006,-1,-0.2574712643678161,-14.92006866327333,0.002767132688250263,0.0014723085086091562
RUN3C_P_PILOT_HF_V1,448.00000000000006,0,0.0,0.0,0.04426842590472182,0.023553904877423516
RUN3C_P_PILOT_HF_V1,448.00000000000006,1,0.2574712643678161,14.92006866327333,0.8854594892575988,0.47112650058245953
RUN3C_P_PILOT_HF_V1,448.00000000000006,2,0.5149425287356322,30.993613604678192,0.0362536582056335,0.019289486792956747
RUN3C_P_PILOT_HF_V1,448.00000000000006,3,0.7724137931034484,50.57114294660536,0.00107121388642894,0.0005699608573981655
RUN3C_P_PILOT_HF_V1,449.0,-3,-0.7741379310344828,-50.726939676851345,0.01544044004259358,0.00976850763965638
RUN3C_P_PILOT_HF_V1,449.0,-2,-0.5160919540229885,-31.070470678185885,0.014226192018330329,0.009000304721298306
