case_id,wavelength_nm,frequency_hz,T_total,R_total,R_signed_monitor,closure,signed_closure_residual,sourcepower_W,transmitted_order_sum,transmitted_order_sum_mismatch,eta_plus1,eta_0,eta_minus1,non_target_efficiency,directionality,eta_plus1_over_minus1,plus1_transmitted_fraction,plus1_air_side_angle_deg,transmitted_order_count
RUN3C_P_PILOT_HF_V1,445.0,673690916853932.6,0.7711060203438089,0.22551899280687432,-0.22551899280687432,0.9966250131506833,0.0033749868493167523,9.406179484425252e-16,0.7711060203438088,-1.1102230246251565e-16,0.6730290419079564,0.05471794094590285,0.0004743938480255028,0.0980769784358525,0.9992956326236213,1418.713680013353,0.8728099951909033,14.817860402183731,7
RUN3C_P_PILOT_HF_V1,445.99999999999994,672180399103139.1,0.7686486961088492,0.23329847950898236,-0.23329847950898236,1.0019471756178315,-0.0019471756178315869,9.406820787279247e-16,0.7686486961088492,0.0,0.6637057075593017,0.05569346654025978,0.0006686351642131356,0.10494298854954753,0.9989935867157781,992.6275838937742,0.8634708039175722,14.85192444636312,7
RUN3C_P_PILOT_HF_V1,446.99999999999994,670676639821029.1,0.7640857553525796,0.23338254857662916,-0.23338254857662916,0.9974683039292087,0.002531696070791234,9.407457805215036e-16,0.7640857553525795,-1.1102230246251565e-16,0.6687399367770693,0.047185257299809054,0.0006427525489363727,0.09534581857551028,0.9990397831327493,1040.4314037862637,0.8752158145763181,14.885993861861795,7
RUN3C_P_PILOT_HF_V1,448.00000000000006,669179593750000.0,0.5320700792053954,0.3866632961304095,-0.3866632961304095,0.9187333753358049,0.0812666246641951,9.408090576289273e-16,0.5320700792053953,-1.1102230246251565e-16,0.47112650058245953,0.023553904877423516,0.0014723085086091562,0.06094357862293587,0.996884654636687,319.99169863354115,0.8854594892575988,14.92006866327333,7
RUN3C_P_PILOT_HF_V1,449.0,667689216035634.8,0.6326573344224153,0.3615512796195751,-0.3615512796195751,0.9942086140419905,0.005791385958009543,9.408719138137385e-16,0.6326573344224153,0.0,0.48056199545696504,0.04329828201208959,0.0009816373111542894,0.1520953389654503,0.997961477954736,489.55147690126097,0.7595928622177347,14.95414886521045,7
RUN3C_P_PILOT_HF_V1,450.0,666205462222222.2,0.7484681185851593,0.25768524050557384,-0.25768524050557384,1.006153359090733,-0.006153359090733113,9.409343527979162e-16,0.7484681185851592,-1.1102230246251565e-16,0.6314101273720275,0.05281083597706896,0.00309099671157125,0.11705799121313176,0.9951284614096855,204.27395636117063,0.8436032366556798,14.988234482305128,7
RUN3C_P_PILOT_HF_V1,450.9999999999999,664728288248337.1,0.7394919535984618,0.25423413153507723,-0.25423413153507723,0.993726085133539,0.006273914866461006,9.409963782624261e-16,0.7394919535984616,-1.1102230246251565e-16,0.6256757156186853,0.04848944888086615,0.003581071236459551,0.11381623797977647,0.9943090463046783,174.7174725955085,0.8460886052567141,15.022325529208606,7
RUN3C_P_PILOT_HF_V1,451.99999999999994,663257650442477.9,0.7568237458610013,0.24777060732205222,-0.24777060732205222,1.0045943531830535,-0.00459435318305354,9.410579938477605e-16,0.7568237458610013,0.0,0.6455340122493332,0.0460338302203836,0.004658825904649719,0.11128973361166816,0.9928347012897327,138.56152289465484,0.8529515832182838,15.056422020591514,7
RUN3C_P_PILOT_HF_V1,453.00000000000006,661793505518763.8,0.7521603053477425,0.2429331319764722,-0.2429331319764722,0.9950934373242146,0.00490656267578532,9.411192031544697e-16,0.7521603053477426,1.1102230246251565e-16,0.6447139753302689,0.042182984501779035,0.0054651036211315965,0.10744633001747361,0.9915944640514338,117.96921339924664,0.8571496936842493,15.0905239711439,7
RUN3C_P_PILOT_HF_V1,453.9999999999999,660335810572687.4,0.7639249810143901,0.2389873803643462,-0.2389873803643462,1.0029123613787363,-0.0029123613787362945,9.411800097436879e-16,0.7639249810143901,0.0,0.6569120338295694,0.04041580374703781,0.006598447418704275,0.10701294718482068,0.990055247648401,99.55554574360252,0.8599169423118984,15.124631395575323,7
RUN3C_P_PILOT_HF_V1,455.00000000000006,658884523076923.0,0.765128892013729,0.23249840894112564,-0.23249840894112564,0.9976273009548546,0.002372699045145338,9.412404171376484e-16,0.7651288920137288,-2.220446049250313e-16,0.6608645273021589,0.03770941493661429,0.007763490493690542,0.10426436471157008,0.9883889243539583,85.12466497373178,0.8637296724775892,15.158744308614912,7
