geometry_id,geometry_hash,D1,D2,D3,D4,D5,D6,calibrated_eta_plus1,ridge_eta_plus1,residual_mlp_eta_plus1,cnn_eta_plus1,lf_eta_plus1,model_rank_variance,pairwise_model_reversal_proxy,predicted_ps_contrast,nearest_hf16_distance,lf_response_distance,residual_tail_score,performance_score,ps_risk_score,geometry_span,predicted_rank_vector,residual_tail_score_norm,performance_score_norm,ps_risk_score_norm,nearest_hf16_distance_norm,lf_response_distance_norm,model_rank_variance_norm,predicted_ps_contrast_norm,pairwise_model_reversal_proxy_norm,geometry_span_norm,ranking_ambiguity_score,residual_tail_role_score,polarization_stress_role_score,coverage_control_role_score,ranking_champion_stress_role_score,acquisition_role,selection_tier,expected_information_rationale,g01_physical_distance,g01_physical_proximity,g01_lf_response_similarity,ridge_cnn_disagreement_norm,spectral_robustness_norm,near_top3_margin_norm,calibrated_vs_learned_disagreement_norm,tail_localization_score,ranking_disambiguation_score,redundancy_score,nearest_hf20_geometry,nearest_hf20_distance,ordered_D1_D6,candidate_identity_generated_after_prereg_hash,backup_rank,backup_queue
K6X_D100_D105_D130_D145_D175_D220,755ff7c36738865b5c4bada4bac221f914a7cfcf213197650300c56a80a55266,100.0,105.0,130.0,145.0,175.0,220.0,0.7755792953751304,0.6520242477124024,0.613329755988988,0.806111441417174,0.40075788004925333,1.707825127659933,0.08044209131053777,0.019540583545511418,2.971496203606568,0.07526809268377044,0.46805466349505015,0.878131155669402,0.0549184819241107,120.0,"{""LF_affine"": 5, ""LF_global_bias"": 4, ""LF_only"": 2, ""LF_ridge_residual"": 3, ""circular_cnn"": 1, ""corrected_residual_mlp"": 6}",0.4008886811484578,0.8670798938157468,0.08553586307396698,0.6666694483252606,0.20929931926131584,0.0,0.024147368407184403,0.3513244854058536,0.9047619047619048,0.3303888652258948,0.2629007652984599,0.10479344594805955,0.5999454073466033,0.4919845110926193,backup,unselected,M7A deterministic role/coverage proxy,0.5421723440582576,0.3599522632553239,0.8085524739376514,0.6211604336581562,0.7907006807386842,0.7039046349875555,0.18317751325985115,0.48295042485472056,0.4035912672921033,0.8791283503200912,K6X_D100_D130_D135_D155_D160_D225,0.1374903330507991,"100,105,130,145,175,220",True,,
K6X_D125_D135_D150_D175_D195_D210,ba68207f7cbc118689cd26066f5c7ffe384d880c539cbbc9c6af112f2dc24d18,125.0,135.0,150.0,175.0,195.0,210.0,0.7772106596014716,0.7806883600429675,0.7699620506980203,0.8208765631372278,0.4431099387261615,1.707825127659933,0.10195321562817344,0.0523011792789806,0.47295657937191465,0.014915955473076212,0.4535103096395447,0.9078306677132467,0.16897110037166535,85.0,"{""LF_affine"": 3, ""LF_global_bias"": 2, ""LF_only"": 1, ""LF_ridge_residual"": 5, ""circular_cnn"": 4, ""corrected_residual_mlp"": 6}",0.38450788706636835,0.8994726051454726,0.263173496398177,0.012964954881216339,0.0,0.0,0.17806857070260199,0.505522694165828,0.5714285714285714,0.37094632037680736,0.2356822993063945,0.2582859503258811,0.12141643947038328,0.6527219507558022,backup,unselected,M7A deterministic role/coverage proxy,0.3202373883186138,0.6738451513565766,0.9647744584435461,0.15326568136327842,1.0,0.655071056517045,0.011055726529100245,0.5610823266000577,0.39844866893133335,0.978723404255319,K6X_D125_D135_D150_D175_D190_D210,0.021739130434782608,"125,135,150,175,195,210",True,4,tail
K6X_D110_D125_D135_D155_D175_D195,a3ad99978a51c5a5a648762b417ca3aafec573a1e02d054ff42fa2f542719e2f,110.0,125.0,135.0,155.0,175.0,195.0,0.8128235326571898,0.8087141687879643,0.8154152144085277,0.8436894796111367,0.439209375755952,1.707825127659933,0.08249848012089164,0.13271736014973035,0.682973714200172,0.019876930794932628,0.6022067484936977,0.9690544941428495,0.10551395491721052,85.0,"{""LF_affine"": 3, ""LF_global_bias"": 2, ""LF_only"": 1, ""LF_ridge_residual"": 6, ""circular_cnn"": 4, ""corrected_residual_mlp"": 5}",0.5519794550582241,0.9662483061437783,0.16433861395991947,0.0679127105244872,0.017204506844750913,0.0,0.5558930566897748,0.36606529887466227,0.5714285714285714,0.36308755161806594,0.27070699575649865,0.281413586615721,0.15593883178537,0.657835725547269,backup,unselected,M7A deterministic role/coverage proxy,0.4861017342390847,0.43925552395656176,0.9503866410166549,0.13185122523116707,0.9827954931552491,0.5544034587531093,0.0,0.555824912226806,0.39687369735266187,0.978723404255319,K6X_D110_D125_D135_D150_D175_D195,0.021739130434782608,"110,125,135,155,175,195",True,5,tail
K6X_D105_D125_D135_D155_D160_D165,15c32c640ecaa81d7b0a38000cc3fb0e98bb69357d1c2a7876ba0a125bd274b5,105.0,125.0,135.0,155.0,160.0,165.0,0.810359538956122,0.6019263096689182,0.5736902559345419,0.5629913237961855,0.40205782268785756,1.707825127659933,0.07902797094705981,0.1239735023541884,2.0461288988307063,0.04032227512110363,0.7215973586452203,0.945725137587546,0.10819884693060484,60.0,"{""LF_affine"": 3, ""LF_global_bias"": 2, ""LF_only"": 1, ""LF_ridge_residual"": 4, ""circular_cnn"": 6, ""corrected_residual_mlp"": 5}",0.6864448991512816,0.9408034061976591,0.16852034928070697,0.42456131469760927,0.08810831982144424,0.0,0.5148112303536622,0.34118764533187684,0.3333333333333333,0.3504785509256731,0.330520323724685,0.28957098048235547,0.3222024697057128,0.5725680343826124,backup,unselected,M7A deterministic role/coverage proxy,0.5751633284923022,0.3132915858023583,0.8133475092934488,0.1481174903363404,0.9118916801785557,0.592762875646157,0.43033235013342924,0.5122213708136746,0.3931855699835319,0.8985050208499258,K6X_D100_D115_D130_D145_D155_D185,0.11295983527623113,"105,125,135,155,160,165",True,,
K6X_D115_D125_D135_D155_D180_D195,6b0dc7669084190a35b027ffcb34fdd72c7abeb62142a2c3b5c97fe4747d18c8,115.0,125.0,135.0,155.0,180.0,195.0,0.8160011321306229,0.7925859044504424,0.7929653904654763,0.7979619638486342,0.4340117426141784,1.707825127659933,0.08828278617647488,0.12130835923281583,0.5916049044910584,0.025124850395050913,0.6391298914145651,0.9827587187844309,0.055771422643575506,80.0,"{""LF_affine"": 3, ""LF_global_bias"": 2, ""LF_only"": 1, ""LF_ridge_residual"": 6, ""circular_cnn"": 4, ""corrected_residual_mlp"": 5}",0.5935646919865284,0.9811952518093204,0.08686432333059184,0.04400746568140124,0.03540412744821552,0.0,0.5022894179645201,0.4075289443596716,0.5238095238095238,0.3758643644147304,0.2981044629292732,0.22061937912297114,0.13781704274872936,0.673489264613881,backup,unselected,M7A deterministic role/coverage proxy,0.4722948039652268,0.4587833049905602,0.931214383763805,0.01025809837928574,0.9645958725517845,0.5318702154990044,0.01769099741877097,0.5415440690828863,0.38526968363223135,0.9637130444163897,K6X_D110_D125_D135_D150_D175_D195,0.03765327842541037,"115,125,135,155,180,195",True,,
K6X_D160_D165_D180_D185_D210_D215,77da29089febc651bd851682b2653712c85724c3d45a0fa5de7e2d5afd5afb23,160.0,165.0,180.0,185.0,210.0,215.0,0.6325249908999964,0.29618656472661004,0.3371035327965563,0.38699318739500915,0.4275651289284912,1.707825127659933,0.0487411944705799,0.06918086111545563,2.883042076207677,0.07534035898067734,0.13414779132193752,0.6315327103245231,0.2547788570315345,55.0,"{""LF_affine"": 4, ""LF_global_bias"": 3, ""LF_only"": 1, ""LF_ridge_residual"": 6, ""circular_cnn"": 2, ""corrected_residual_mlp"": 5}",0.02482111774880143,0.5981195067688712,0.3968195890648526,0.6435267853138469,0.20954993651278694,0.0,0.2573754594958367,0.12408292254627418,0.2857142857142857,0.20425243653991618,0.08589145984953207,0.33173091601944427,0.4634700731936697,0.35285671323785006,backup,unselected,M7A deterministic role/coverage proxy,0.2173913043478261,0.819305131826557,0.9074350725618676,0.36120512631577983,0.790450063487213,0.9016940746709651,0.5517768219966082,0.5501255829074639,0.355173371265992,0.82440291451876,K6X_D130_D145_D155_D180_D195_D230,0.21299910806810243,"160,165,180,185,210,215",True,,
K6X_D100_D160_D165_D170_D175_D185,009cb5da671e1b9f08466acdf92d0b09479e0a511946bdc6aa0d053927a7858a,100.0,160.0,165.0,170.0,175.0,185.0,0.5388932939280163,0.16519885499165932,0.14909990764731032,0.26517804915254767,0.20834117715368972,1.707825127659933,0.06258164468032407,0.11038799943741072,3.4192398112918654,0.05900745127688754,0.4653256652175374,0.5359942590314973,0.5252223757879744,85.0,"{""LF_affine"": 5, ""LF_global_bias"": 6, ""LF_only"": 2, ""LF_ridge_residual"": 3, ""circular_cnn"": 1, ""corrected_residual_mlp"": 4}",0.397815106393716,0.4939174758043442,0.8180369821741259,0.7838146820512949,0.15290792478042756,0.0,0.45098159307383706,0.22329543228127124,0.5714285714285714,0.1928343291975575,0.2221213548891617,0.7026037167760272,0.5836107706090334,0.28782947092982303,backup,unselected,M7A deterministic role/coverage proxy,0.4101730926981132,0.5466449187613162,0.09879431536162642,0.3988858646909032,0.8470920752195724,0.744604474973789,0.6568533962368504,0.4094491721231022,0.3515025179697788,0.8498996260423151,K6X_D140_D160_D165_D170_D180_D190,0.17660953053556436,"100,160,165,170,175,185",True,,
K6X_D100_D140_D165_D190_D225_D230,21b70b358c2bfdf1aedcf8c0b7cff52623e49009d66f8ebdc8316f4e58399911,100.0,140.0,165.0,190.0,225.0,230.0,0.4481736597689715,0.29307962993113995,0.2836676626042886,0.5068983801386573,0.4311290914892652,1.707825127659933,0.09748661108403192,0.03471609272740104,3.2252146069889367,0.2353752014311877,0.651187125496306,0.4108700663509089,0.3792143579797113,130.0,"{""LF_affine"": 4, ""LF_global_bias"": 3, ""LF_only"": 2, ""LF_ridge_residual"": 5, ""circular_cnn"": 1, ""corrected_residual_mlp"": 6}",0.6071443305634451,0.35744682107157383,0.5906286237965804,0.733050969255235,0.7645457515913704,0.0,0.09544743381885348,0.47350472942462074,1.0,0.2019349922063963,0.49833789947997253,0.49324395647772146,0.7943144709882219,0.26159134857362326,backup,backup,M7A deterministic role/coverage proxy,0.237145915535559,0.7913652701748886,0.9205812883856664,0.8665364609981259,0.2354542484086296,0.5388683648044919,0.2239093742104984,0.6923548949687812,0.3503922966627132,0.8508708647383065,K6X_D100_D140_D145_D155_D225_D230,0.1752664727890989,"100,140,165,190,225,230",True,,
K6X_D100_D115_D135_D165_D220_D230,33052007ba11aefdda4c765fd30d9f19e06ca4036972fcd0278c949057fc79d9,100.0,115.0,135.0,165.0,220.0,230.0,0.5740591809153557,0.3533642571362871,0.26850416375832126,0.3183703977953304,0.4246203363770785,1.707825127659933,0.046889206088255454,0.1381027170202949,2.5227019291620962,0.18983486511490563,0.4367268083884079,0.5702757058941249,0.26779812223848987,130.0,"{""LF_affine"": 5, ""LF_global_bias"": 4, ""LF_only"": 1, ""LF_ridge_residual"": 2, ""circular_cnn"": 3, ""corrected_residual_mlp"": 6}",0.3656052200450145,0.5313076191355568,0.41709717225815074,0.5492493237890417,0.6066132933479488,0.0,0.5811954233210487,0.11080731282072448,1.0,0.1815537483048119,0.3017766129168872,0.44476762724941665,0.6537404514209602,0.34031929513526465,backup,backup,M7A deterministic role/coverage proxy,0.4101730926981132,0.5466449187613162,0.8965727591180421,0.13192742216748418,0.3933867066520512,0.8009719238051822,0.4891211021007824,0.5131284180690995,0.33248563036263146,0.9094040658864112,K6X_D100_D105_D115_D165_D225_D230,0.09962121075990955,"100,115,135,165,220,230",True,,
K6X_D135_D160_D165_D205_D210_D215,a6d69bd20c0d465e33ff70a9f95436eb0cc9b8832bc5c48c41dcf5053df14e5a,135.0,160.0,165.0,205.0,210.0,215.0,0.43873210928656836,0.424786116118098,0.4340360469438813,0.41360786150802265,0.36992985982500515,1.707825127659933,0.11678279533732887,0.10369729318402031,2.6276741924323863,0.18421080932021142,0.4078350971418945,0.3901047844022752,0.45227533346964066,80.0,"{""LF_affine"": 3, ""LF_global_bias"": 2, ""LF_only"": 1, ""LF_ridge_residual"": 5, ""circular_cnn"": 6, ""corrected_residual_mlp"": 4}",0.3330655020685312,0.3347985101212307,0.7044215287824233,0.5767137031893882,0.5871092442169666,0.0,0.41954621994735863,0.6118255816416027,0.5238095238095238,0.22280466936468973,0.3857153531065481,0.6103108643440212,0.56873175257031,0.29649914708083647,backup,backup,M7A deterministic role/coverage proxy,0.15826325846261996,0.9029326659787871,0.6948386510852627,0.034093399086334145,0.41289075578303336,0.5047249410336274,0.0040735207437886806,0.5429560186020199,0.31767606148738725,0.8633615826917577,K6X_D135_D155_D190_D220_D225_D230,0.15826325846261996,"135,160,165,205,210,215",True,,
K6X_D105_D110_D165_D200_D215_D220,4ef84012a8f7313d144dc0f2eb6c8fecfe26d2127a794fcb3ca59499c7714070,105.0,110.0,165.0,200.0,215.0,220.0,0.6075827702879906,0.08422922856888787,0.06592267281799154,0.11317372863942926,0.398017921209291,1.707825127659933,0.05725862195011081,0.050160222348164425,3.156133782259585,0.30326919724995444,0.9600006704370685,0.5932298167664222,0.25499006406636043,115.0,"{""LF_affine"": 6, ""LF_global_bias"": 5, ""LF_only"": 3, ""LF_ridge_residual"": 2, ""circular_cnn"": 1, ""corrected_residual_mlp"": 4}",0.954950162275927,0.5563432455195582,0.3971485452810148,0.7149770331453643,1.0,0.0,0.16800957581939033,0.18513840440734522,0.8571428571428571,0.2039306545373365,0.6212602376780435,0.4071009130881811,0.8146659396585219,0.32587289429546284,backup,backup,M7A deterministic role/coverage proxy,0.280089102754894,0.7306287313289619,0.7984457206695567,0.10707677650151202,0.0,0.83871434101555,1.0,0.6009847692730592,0.31398517037271095,0.8322234232547772,K6X_D120_D125_D180_D185_D190_D195,0.20160040207599356,"105,110,165,200,215,220",True,1,tail
K6X_D110_D115_D120_D125_D130_D140,97c0058ee55e7c461711cba59eb27862b84901f89382791431dc3aa1c092def3,110.0,115.0,120.0,125.0,130.0,140.0,0.44914915480396966,0.3016320985842795,0.307577290318229,0.20061179318211295,0.4284523122482865,1.707825127659933,0.06568733635684007,0.020700059153816917,1.096937950126821,0.14026050977408885,0.16102970742931347,0.46608131941847836,0.0038566976287272383,30.0,"{""LF_affine"": 5, ""LF_global_bias"": 6, ""LF_only"": 3, ""LF_ridge_residual"": 2, ""circular_cnn"": 4, ""corrected_residual_mlp"": 1}",0.05509727416397597,0.41766471893231905,0.006006829554108219,0.17622009077396936,0.43469098363042397,0.0,0.029595006817503825,0.24555796428137291,0.047619047619047616,0.1744110085359703,0.17706838472127218,0.015633509467774115,0.21511760535709865,0.37726090179288696,backup,unselected,M7A deterministic role/coverage proxy,0.7931059281284651,0.005045271867278656,0.9107075826397429,0.40316272863621294,0.565309016369576,0.6296497572782163,0.32858522237642623,0.2843380216973792,0.27893113367792804,0.9223430585789903,K6X_D100_D105_D115_D120_D125_D130,0.08419529013494384,"110,115,120,125,130,140",True,,
