geometry_id,geometry_hash,D1,D2,D3,D4,D5,D6,calibrated_eta_plus1,ridge_eta_plus1,residual_mlp_eta_plus1,cnn_eta_plus1,lf_eta_plus1,model_rank_variance,pairwise_model_reversal_proxy,predicted_ps_contrast,nearest_hf16_distance,lf_response_distance,residual_tail_score,performance_score,ps_risk_score,geometry_span,predicted_rank_vector,residual_tail_score_norm,performance_score_norm,ps_risk_score_norm,nearest_hf16_distance_norm,lf_response_distance_norm,model_rank_variance_norm,predicted_ps_contrast_norm,pairwise_model_reversal_proxy_norm,geometry_span_norm,ranking_ambiguity_score,residual_tail_role_score,polarization_stress_role_score,coverage_control_role_score,ranking_champion_stress_role_score,acquisition_role,selection_tier,expected_information_rationale,g01_physical_distance,g01_physical_proximity,g01_lf_response_similarity,ridge_cnn_disagreement_norm,spectral_robustness_norm,near_top3_margin_norm,calibrated_vs_learned_disagreement_norm,tail_localization_score,ranking_disambiguation_score,redundancy_score,nearest_hf20_geometry,nearest_hf20_distance,ordered_D1_D6,candidate_identity_generated_after_prereg_hash,backup_rank,backup_queue
K6X_D105_D110_D115_D125_D165_D230,8562bc97d6c350f55a323b07984a1523cafda55a9534ed81b3eb0c333215b5ae,105.0,110.0,115.0,125.0,165.0,230.0,0.6528738601641222,0.2933981201237197,0.286817093803124,0.4706976616924459,0.27789377259660847,1.707825127659933,0.1426388247313546,0.22724110226739536,3.3135448659961524,0.1537760830061002,0.32305019224017895,0.6810940844222867,0.047151908771067445,125.0,"{""LF_affine"": 5, ""LF_global_bias"": 6, ""LF_only"": 4, ""LF_ridge_residual"": 2, ""circular_cnn"": 1, ""corrected_residual_mlp"": 3}",0.23757524638152283,0.6521751855922588,0.0734393790762729,0.7561612240056597,0.48156256776357353,0.0,1.0,0.7971693767558057,0.9523809523809523,0.3550864310288388,0.36297585352558753,0.2751650899915433,0.7267555056201966,0.42196352639096507,backup,backup,M7A deterministic role/coverage proxy,0.6326796613415325,0.23194357205270233,0.35534960044279185,0.7165162897177385,0.5184374322364265,0.9831856240114558,0.5717636166223045,0.42156735605015566,0.6255489069640651,0.8904917008269437,K6X_D100_D105_D110_D115_D190_D230,0.12297509238026913,"105,110,115,125,165,230",True,,
K6X_D100_D110_D120_D125_D130_D205,28e52dee45b7d602f92a9be9cd041afef3d7550bc706d562fdebcc66dbf2d1d8,100.0,110.0,120.0,125.0,130.0,205.0,0.6430114250291478,0.4348105819588912,0.48106418550014496,0.5008963034911589,0.21129390123179642,1.707825127659933,0.1380938730959338,0.07211676239967346,3.1257185620493195,0.0605127951638265,0.5928263297353772,0.6980524447753375,0.1242886997755773,105.0,"{""LF_affine"": 6, ""LF_global_bias"": 5, ""LF_only"": 4, ""LF_ridge_residual"": 3, ""circular_cnn"": 1, ""corrected_residual_mlp"": 2}",0.5414146194106334,0.6706713572037951,0.19358039103003338,0.7070193582189036,0.15812841017418552,0.0,0.27116939227911013,0.7645897965007633,0.7619047619047619,0.35411936646129116,0.3819451786374207,0.24388161411790873,0.5807737019448957,0.43685721874800343,backup,backup,M7A deterministic role/coverage proxy,0.7121017110504,0.11961328825872619,0.10968588544324032,0.25965216389181833,0.8418715898258144,1.0,0.3119193332348707,0.27273335739741805,0.5050717451438658,0.8538440300854219,K6X_D100_D115_D130_D145_D155_D185,0.17117408421764804,"100,110,120,125,130,205",True,,
K6X_D100_D130_D135_D165_D170_D230,01760c3660d3ba0cd0a5960d3899d61c6ce51c703445eb29e43fc16af24a4555,100.0,130.0,135.0,165.0,170.0,230.0,0.5732868340882389,0.37244114061036265,0.3728268769654361,0.6187487407164141,0.3523390540449657,1.707825127659933,0.12300576351561207,0.03511540998112072,0.9366687855388095,0.02389778413555839,0.11210935302531949,0.5861963529489304,0.3527604092678948,130.0,"{""LF_affine"": 4, ""LF_global_bias"": 3, ""LF_only"": 2, ""LF_ridge_residual"": 6, ""circular_cnn"": 1, ""corrected_residual_mlp"": 5}",0.0,0.5486719759461139,0.5494264409338697,0.13428812698380188,0.031148700139921198,0.0,0.09732357161225279,0.6564336891534401,1.0,0.29588833061452224,0.13907391286566834,0.4040632229761593,0.28164564487607135,0.485688132694335,backup,unselected,M7A deterministic role/coverage proxy,0.45444662957319293,0.4840268047744456,0.6299522990668216,1.0,0.9688512998600788,0.8271495312387451,0.2688826330973286,0.4774796246773382,0.48685599890899034,0.9387755102040816,K6X_D100_D130_D135_D155_D160_D225,0.06521739130434782,"100,130,135,165,170,230",True,,
K6X_D160_D165_D170_D175_D180_D220,35df0a885e8930de3868cebd5d71e2a3f516172023fcd0da2669969a72abb29b,160.0,165.0,170.0,175.0,180.0,220.0,0.6953605196692727,0.19578964956731026,0.25821958820928226,0.1374000216072256,0.24044708513367663,1.707825127659933,0.08672730031796431,0.1687326499006965,2.497573831874703,0.03027615533633666,0.7844562443343692,0.7561575479460221,0.3558719797326699,60.0,"{""LF_affine"": 5, ""LF_global_bias"": 6, ""LF_only"": 3, ""LF_ridge_residual"": 2, ""circular_cnn"": 4, ""corrected_residual_mlp"": 1}",0.757240650748991,0.7340455241265815,0.5542727304869528,0.5426749433192903,0.0532686914445923,0.0,0.725105996057148,0.39637875390044214,0.3333333333333333,0.2994894080180629,0.35762715140338336,0.6087361756271957,0.37845505835342447,0.4614233725831478,backup,backup,M7A deterministic role/coverage proxy,0.31577910970291195,0.6801507013136749,0.2172218207931843,0.22803676698361747,0.9467313085554077,0.9044603793141842,0.9574530083811293,0.5524136621649808,0.46501220894740447,0.8611619939803976,K6X_D140_D160_D165_D170_D180_D190,0.16122170624121007,"160,165,170,175,180,220",True,6,tail
K6X_D105_D115_D125_D135_D145_D150,c486ccec690462e55ec85915b6b8a30917e5fd7e501a9593a0aa01533cc16c72,105.0,115.0,125.0,135.0,145.0,150.0,0.7502292435277592,0.5512480642310972,0.6073666458780115,0.4312571314248172,0.44943755360231835,1.707825127659933,0.08609854278233171,0.12909110567786478,1.9291436708862606,0.04143423702229153,0.43783385278761566,0.8414349801293214,0.0,45.0,"{""LF_affine"": 4, ""LF_global_bias"": 3, ""LF_only"": 1, ""LF_ridge_residual"": 5, ""circular_cnn"": 6, ""corrected_residual_mlp"": 2}",0.366852045206401,0.8270560503458628,0.0,0.39395392771358845,0.09196456882470083,0.0,0.5388555933701304,0.3918716307809222,0.19047619047619047,0.3264911412599433,0.2297636841846,0.1444563231946662,0.27776104054388695,0.5325716001910128,backup,unselected,M7A deterministic role/coverage proxy,0.7111055319041794,0.12102223056901418,0.9881148245089441,0.4810936827434299,0.9080354311752992,0.7642425141136052,0.409532192363217,0.4777839538464639,0.45630869156753906,0.866762284924583,K6X_D100_D105_D115_D120_D125_D130,0.15371886547533642,"105,115,125,135,145,150",True,,
K6X_D105_D110_D115_D120_D135_D200,04dd1829254c4801f45f498a2b6458529817ace687391911b5e3426f2ea99ce3,105.0,110.0,115.0,120.0,135.0,200.0,0.7015343999320811,0.42308886958166664,0.4086568585850976,0.4202099252830852,0.21214851407686106,1.707825127659933,0.10294303719913096,0.15408499403433365,2.774859801187111,0.04335859482261267,0.8127509371595549,0.7910405381386237,0.05967564900361062,95.0,"{""LF_affine"": 6, ""LF_global_bias"": 5, ""LF_only"": 4, ""LF_ridge_residual"": 1, ""circular_cnn"": 2, ""corrected_residual_mlp"": 3}",0.7891079678804357,0.7720917596996937,0.0929451791671244,0.6152225556726596,0.09863818133019218,0.0,0.6562859776392062,0.5126180328835956,0.6666666666666666,0.33415113448662725,0.40337094066741963,0.2752296177328719,0.49636528428584414,0.4756585840186898,backup,backup,M7A deterministic role/coverage proxy,0.7216605509868622,0.10609377816373433,0.11283825439084527,0.0,0.9013618186698078,0.8471038397070123,0.5355833408239319,0.3221929608357401,0.4526656304719488,0.8644812415975354,K6X_D105_D120_D125_D130_D165_D190,0.1567630989332169,"105,110,115,120,135,200",True,,
K6X_D100_D120_D130_D150_D165_D180,a6e37e4082d76939c42119f938954aaac21bc4995367b568f15b7dd938b5d748,100.0,120.0,130.0,150.0,165.0,180.0,0.822319741953503,0.714821767933159,0.6841517239809036,0.8337200717492537,0.4417338670901605,1.707825127659933,0.08955694494108579,0.1608820530501279,1.1357620966834487,0.01696983596140688,0.6147636301303602,1.0,0.09459128792048753,80.0,"{""LF_affine"": 4, ""LF_global_bias"": 3, ""LF_only"": 1, ""LF_ridge_residual"": 5, ""circular_cnn"": 2, ""corrected_residual_mlp"": 6}",0.5661218290988198,1.0,0.1473264949810068,0.18637783204492153,0.0071227931258006074,0.0,0.6882210347515869,0.4166624975983439,0.5238095238095238,0.38333249951966875,0.28325583798570586,0.2973849363469041,0.2090504106680618,0.65439068335085,backup,unselected,M7A deterministic role/coverage proxy,0.5677202111826345,0.32381873138436756,0.9596986097477764,0.47660518492643716,0.9928772068741994,0.5035211484190578,0.1442313689182261,0.5916123421461807,0.4498652445749998,0.9456118727790558,K6X_D100_D115_D130_D145_D155_D185,0.057516332849230224,"100,120,130,150,165,180",True,3,tail
K6X_D125_D135_D145_D150_D155_D160,bbe83eb1d19ca94723907f2c4c2e23d543f4b2f5db5a699a068121238f388422,125.0,135.0,145.0,150.0,155.0,160.0,0.7585059986873106,0.3750242352063213,0.35111438686197455,0.17706692625175824,0.4260194106750656,1.707825127659933,0.08611140921507447,0.0187746448950334,2.999878637065584,0.11188488213176077,0.6318186059935198,0.8239647187134886,0.06386202256301556,35.0,"{""LF_affine"": 5, ""LF_global_bias"": 4, ""LF_only"": 1, ""LF_ridge_residual"": 2, ""circular_cnn"": 6, ""corrected_residual_mlp"": 3}",0.5853302484253116,0.8080015576638794,0.09946548094911024,0.6740952758394906,0.33628519679940727,0.0,0.020548709856367465,0.3919638612405099,0.09523809523809523,0.3207932395472658,0.3673296583968128,0.1322686034781818,0.4738713199591907,0.4679780319048986,backup,unselected,M7A deterministic role/coverage proxy,0.5706262934089864,0.3197085246796634,0.9017334566173092,0.8013779807841149,0.6637148032005927,0.7929680830889789,0.8770512640989446,0.54671773569007,0.4383244205938912,0.8470421603838635,K6X_D110_D125_D135_D150_D175_D190,0.1805787796286538,"125,135,145,150,155,160",True,,
K6X_D100_D105_D115_D120_D125_D165,c9a4fedab14cf5d95250a2e6504304d5c3debd627bee59b15bc02ad0c945a47e,100.0,105.0,115.0,120.0,125.0,165.0,0.6690016009590842,0.43228297179904107,0.3900183940475637,0.5104432227936658,0.28278730753467607,1.707825127659933,0.08858597772167391,0.0604244660247456,2.63906821424544,0.04962924207476053,0.4836259804873755,0.7434504716114478,0.10562266596152323,65.0,"{""LF_affine"": 6, ""LF_global_bias"": 5, ""LF_only"": 4, ""LF_ridge_residual"": 2, ""circular_cnn"": 1, ""corrected_residual_mlp"": 3}",0.4184261076833376,0.7201861497724509,0.164507932059677,0.5796947738857852,0.12038458935913314,0.0,0.21623472838395297,0.40970231254305983,0.38095238095238093,0.2979963074403472,0.25848574753756337,0.20024510888689825,0.42511874916744136,0.4491150438747519,backup,unselected,M7A deterministic role/coverage proxy,0.7966731392090737,0.0,0.37340014540226685,0.3092540869780919,0.8796154106408669,0.9253540562338294,0.41836635797518373,0.26871328175500664,0.42594375247818334,0.8679245283018868,K6X_D100_D105_D115_D120_D125_D130,0.15217391304347827,"100,105,115,120,125,165",True,,
K6X_D150_D155_D160_D165_D195_D225,5bf51dafd6662aa3d6ab0915626262a3aa8cbf7eba4c42d374bf202838833ac1,150.0,155.0,160.0,165.0,195.0,225.0,0.7237832668152723,0.4168908265414757,0.4573515992272984,0.33231019567359577,0.3235669776815496,1.707825127659933,0.05994173303827437,0.1489131206815893,2.525173709200877,0.026588189330967987,0.675601994783195,0.7893696677230649,0.16201564600795537,75.0,"{""LF_affine"": 5, ""LF_global_bias"": 4, ""LF_only"": 2, ""LF_ridge_residual"": 3, ""circular_cnn"": 6, ""corrected_residual_mlp"": 1}",0.6346419389345639,0.7702693720806422,0.2523403347515451,0.549896027048211,0.04047894098906476,0.0,0.6319866342740681,0.20437175165547827,0.47619047619047616,0.2719551619552883,0.2731187642054592,0.3664997550743515,0.40780064536187743,0.45707918719219465,backup,unselected,M7A deterministic role/coverage proxy,0.30973493149510883,0.6886992625239767,0.523822136607948,0.33562887778469735,0.9595210590109352,0.8498511771525497,0.6092760263538234,0.5990495565660519,0.42237445743427676,0.892030138757707,K6X_D130_D145_D155_D180_D195_D230,0.12103835571369612,"150,155,160,165,195,225",True,2,tail
