wavelength_nm,hf_PS_eta_plus1_abs,lf_PS_eta_plus1_abs
445,0.14523215973169923,0.0
446,0.18170161529572,0.0
447,0.3102890449180098,0.0
448,0.30777225712511735,0.0
449,0.17632419216367595,0.0
450,0.3129516988746146,0.0
451,0.3493560792474992,0.0
452,0.48491484790217426,0.0
453,0.3682087235634568,0.0
454,0.2579318233432133,0.0
455,0.19971368423617825,0.0
