interval,lower_monitor,upper_monitor,wavelength_nm,lower_flux,upper_flux,signed_jump,relative_jump
structure_region,N1_DIAG_LOWER_INSIDE,N1_DIAG_UPPER_INSIDE,451.99999999999994,0.7483918048111801,0.7486553944427211,0.0002635896315410502,0.00035220806781489824
structure_region,N1_DIAG_LOWER_INSIDE,N1_DIAG_UPPER_INSIDE,453.00000000000006,0.7590174778578279,0.7582195968456492,-0.0007978810121787028,-0.0010512024234679803
structure_region,N1_DIAG_LOWER_INSIDE,N1_DIAG_UPPER_INSIDE,453.9999999999999,0.7602504220790773,0.7570010651496648,-0.003249356929412528,-0.004274061329063684
structure_region,N1_DIAG_LOWER_INSIDE,N1_DIAG_UPPER_INSIDE,455.00000000000006,0.7668420432997316,0.7684053700325637,0.0015633267328321043,0.0020386554786499295
upper_fixed_mesh_transition,N1_DIAG_UPPER_INSIDE,N1_DIAG_UPPER_OUTSIDE,445.0,0.7817551266639527,0.781758520881202,3.394217249264031e-06,4.341790841524059e-06
upper_fixed_mesh_transition,N1_DIAG_UPPER_INSIDE,N1_DIAG_UPPER_OUTSIDE,445.99999999999994,0.7705585171650552,0.7705521093178069,-6.407847248257603e-06,-8.315847668302432e-06
upper_fixed_mesh_transition,N1_DIAG_UPPER_INSIDE,N1_DIAG_UPPER_OUTSIDE,446.99999999999994,0.7795580153601074,0.7795618303889744,3.815028867037995e-06,4.893835727255897e-06
upper_fixed_mesh_transition,N1_DIAG_UPPER_INSIDE,N1_DIAG_UPPER_OUTSIDE,448.00000000000006,0.7557708862771358,0.7557635206357113,-7.365641424561531e-06,-9.745865523934197e-06
upper_fixed_mesh_transition,N1_DIAG_UPPER_INSIDE,N1_DIAG_UPPER_OUTSIDE,449.0,0.6244962569621676,0.6244823018731381,-1.395508902946041e-05,-2.2346153197689732e-05
upper_fixed_mesh_transition,N1_DIAG_UPPER_INSIDE,N1_DIAG_UPPER_OUTSIDE,450.0,0.6837845993647614,0.6837835030317774,-1.0963329840629754e-06,-1.6033309101747436e-06
upper_fixed_mesh_transition,N1_DIAG_UPPER_INSIDE,N1_DIAG_UPPER_OUTSIDE,450.9999999999999,0.7428161201012978,0.7428187897616434,2.6696603455667045e-06,3.59397201181181e-06
upper_fixed_mesh_transition,N1_DIAG_UPPER_INSIDE,N1_DIAG_UPPER_OUTSIDE,451.99999999999994,0.7486553944427211,0.74865203490784,-3.359534881064441e-06,-4.487424930084406e-06
upper_fixed_mesh_transition,N1_DIAG_UPPER_INSIDE,N1_DIAG_UPPER_OUTSIDE,453.00000000000006,0.7582195968456492,0.7582203282254659,7.313798167096763e-07,9.646015742040539e-07
upper_fixed_mesh_transition,N1_DIAG_UPPER_INSIDE,N1_DIAG_UPPER_OUTSIDE,453.9999999999999,0.7570010651496648,0.7570003063953048,-7.587543600084956e-07,-1.0023161061979274e-06
upper_fixed_mesh_transition,N1_DIAG_UPPER_INSIDE,N1_DIAG_UPPER_OUTSIDE,455.00000000000006,0.7684053700325637,0.7684023503938808,-3.019638682877357e-06,-3.929746980749744e-06
upper_pml_propagation,N1_DIAG_UPPER_OUTSIDE,N1_DIAG_PML_UPPER,445.0,0.781758520881202,0.7818141704658169,5.564958461490299e-05,7.118513342480043e-05
upper_pml_propagation,N1_DIAG_UPPER_OUTSIDE,N1_DIAG_PML_UPPER,445.99999999999994,0.7705521093178069,0.7704671057576685,-8.500356013840804e-05,-0.00011031513522643427
upper_pml_propagation,N1_DIAG_UPPER_OUTSIDE,N1_DIAG_PML_UPPER,446.99999999999994,0.7795618303889744,0.779683503316374,0.00012167292739961866,0.0001560786106458138
upper_pml_propagation,N1_DIAG_UPPER_OUTSIDE,N1_DIAG_PML_UPPER,448.00000000000006,0.7557635206357113,0.7555822842489096,-0.0001812363868016753,-0.000239805682403443
upper_pml_propagation,N1_DIAG_UPPER_OUTSIDE,N1_DIAG_PML_UPPER,449.0,0.6244823018731381,0.6246432492000912,0.0001609473269530426,0.00025772920460720856
upper_pml_propagation,N1_DIAG_UPPER_OUTSIDE,N1_DIAG_PML_UPPER,450.0,0.6837835030317774,0.6835921132985914,-0.00019138973318599817,-0.0002798981436922788
upper_pml_propagation,N1_DIAG_UPPER_OUTSIDE,N1_DIAG_PML_UPPER,450.9999999999999,0.7428187897616434,0.7431284643405083,0.0003096745788648825,0.00041689114913780146
upper_pml_propagation,N1_DIAG_UPPER_OUTSIDE,N1_DIAG_PML_UPPER,451.99999999999994,0.74865203490784,0.7483112063821956,-0.0003408285256444321,-0.0004552562602549908
upper_pml_propagation,N1_DIAG_UPPER_OUTSIDE,N1_DIAG_PML_UPPER,453.00000000000006,0.7582203282254659,0.7585452545310536,0.00032492630558766944,0.0004285381089005157
upper_pml_propagation,N1_DIAG_UPPER_OUTSIDE,N1_DIAG_PML_UPPER,453.9999999999999,0.7570003063953048,0.7567488479354374,-0.0002514584598674041,-0.00033217748756906413
upper_pml_propagation,N1_DIAG_UPPER_OUTSIDE,N1_DIAG_PML_UPPER,455.00000000000006,0.7684023503938808,0.7685161265265101,0.0001137761326293063,0.0001480684339018289
