candidate_id,family_id,top_pair_count,bottom_pair_count,top_termination_nm,bottom_termination_nm,cavity_physical_thickness_nm,cavity_optical_thickness_proxy_nm,spacer_or_cap_thickness_nm,target_wavelength_nm,te_tm_angle_grid_deg,wavelength_grid_nm,source_position_status,negative_reference_excluded,normal_angle_resonance_strength_proxy,normal_offaxis_proxy,offaxis_20_60_penalty,offaxis_30_40_lobe_penalty,te_tm_mismatch_proxy,te_tm_offaxis_risk_guard,angular_fwhm_deg_proxy,spectral_center_nm_proxy,spectral_fwhm_nm_proxy,center_only_false_positive_risk,source_position_stability_status,d5_like_risk_flag,hard_pass,hard_fail_reasons,v2_proxy_score,shortlist_role,minimum_fdtd_entry_plan
E1_0236,E0C_MQW_lateral_extent_robust_cavity,6,6,45,75,260,637.0,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.991894,2.583981,0.319923,0.277206,0.214286,0.2426,9.078843,452.46,7.81581,medium,requires_tri_point_FDTD,low,True,none,3.301443,primary,"tri-point x=[-0.7,0,+0.7] um; x-dipole only; 453 nm only; pass before 5-point; fail stops candidate; no y/z/broadband before pass"
