candidate_id,family_id,top_pair_count,bottom_pair_count,top_termination_nm,bottom_termination_nm,cavity_physical_thickness_nm,cavity_optical_thickness_proxy_nm,spacer_or_cap_thickness_nm,target_wavelength_nm,te_tm_angle_grid_deg,wavelength_grid_nm,source_position_status,negative_reference_excluded,normal_angle_resonance_strength_proxy,normal_offaxis_proxy,offaxis_20_60_penalty,offaxis_30_40_lobe_penalty,te_tm_mismatch_proxy,te_tm_offaxis_risk_guard,angular_fwhm_deg_proxy,spectral_center_nm_proxy,spectral_fwhm_nm_proxy,center_only_false_positive_risk,source_position_stability_status,d5_like_risk_flag,hard_pass,hard_fail_reasons,v2_proxy_score
E1_0194,E0C_MQW_lateral_extent_robust_cavity,4,6,10,75,230,563.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.828293,2.093024,0.345345,0.2744,0.547619,0.42467,10.456127,451.53,8.1616,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,1.593453
E1_0218,E0C_MQW_lateral_extent_robust_cavity,6,4,10,75,230,563.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.828293,2.093024,0.345345,0.2744,0.547619,0.42467,10.456127,451.53,8.1616,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,1.593453
E1_0386,E0D_reduced_center_contrast_control,5,8,0,100,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.679395,2.201897,0.318,0.1782,0.839286,0.541797,10.599023,450.9,8.7423,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,1.584284
E1_0183,E0C_MQW_lateral_extent_robust_cavity,4,4,45,30,230,563.5,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.804066,1.853365,0.320752,0.343237,0.107143,0.213385,10.036204,452.97,8.614856,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,1.567641
E1_0258,E0C_MQW_lateral_extent_robust_cavity,7,4,10,75,260,637.0,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.910893,2.087418,0.384905,0.299567,0.589286,0.458912,10.913443,451.83,8.024351,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,1.565819
E1_0305,E0D_reduced_center_contrast_control,3,6,0,50,270,661.5,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.850151,2.077183,0.329933,0.303757,0.482143,0.401869,10.007768,452.1,9.630635,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,1.563794
E1_0350,E0D_reduced_center_contrast_control,4,8,0,100,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.656395,2.193835,0.322,0.1628,0.880952,0.557784,10.802023,450.9,8.8942,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,1.540108
E1_0341,E0D_reduced_center_contrast_control,4,6,0,50,270,661.5,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.873151,2.057782,0.325933,0.326738,0.440476,0.389294,9.804768,452.1,9.490107,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,1.527419
E1_0039,E0A_lower_Q_angle_stable_cavity,5,4,35,25,220,539.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.788473,1.862784,0.288489,0.35281,0.113095,0.220967,9.404396,452.88,9.204215,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,1.514599
E1_0314,E0D_reduced_center_contrast_control,3,8,0,100,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.633395,2.185252,0.326,0.1474,0.922619,0.57377,11.005023,450.9,9.0461,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,1.494892
E1_0377,E0D_reduced_center_contrast_control,5,6,0,50,270,661.5,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.896151,2.038977,0.321933,0.349929,0.39881,0.376813,9.601768,452.1,9.349894,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,1.491528
E1_0001,E0A_lower_Q_angle_stable_cavity,4,4,0,25,220,539.0,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.878293,1.966802,0.272978,0.395228,0.178571,0.276067,8.614047,452.25,9.442842,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,1.472829
E1_0216,E0C_MQW_lateral_extent_robust_cavity,4,8,45,75,290,710.5,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.784293,1.859209,0.405923,0.264779,0.380952,0.328675,12.008846,452.76,7.797169,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail,1.471288
E1_0191,E0C_MQW_lateral_extent_robust_cavity,4,4,45,30,290,710.5,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.804066,1.853365,0.320752,0.343237,0.107143,0.213385,10.036204,453.57,8.614856,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,1.432641
E1_0047,E0A_lower_Q_angle_stable_cavity,5,4,35,25,280,686.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.788473,1.862784,0.288489,0.35281,0.113095,0.220967,9.404396,453.48,9.204215,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,1.424599
E1_0041,E0A_lower_Q_angle_stable_cavity,5,4,0,25,250,612.5,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.960893,1.958313,0.310698,0.426387,0.220238,0.313005,9.030884,452.55,9.31458,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,1.422637
E1_0360,E0D_reduced_center_contrast_control,4,8,50,100,300,735.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.728158,1.932059,0.361837,0.237162,0.52381,0.394818,11.319622,452.4,9.005743,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,1.41208
E1_0019,E0A_lower_Q_angle_stable_cavity,4,6,35,25,250,612.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.871074,1.869499,0.326209,0.382033,0.154762,0.257034,9.821233,453.18,9.073049,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,1.411362
E1_0079,E0A_lower_Q_angle_stable_cavity,6,4,35,25,250,612.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.871074,1.869499,0.326209,0.382033,0.154762,0.257034,9.821233,453.18,9.073049,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,1.411362
E1_0055,E0A_lower_Q_angle_stable_cavity,5,6,35,25,250,612.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.896074,1.862653,0.322929,0.404617,0.113095,0.24428,9.624073,453.18,8.931926,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,1.402083
E1_0396,E0D_reduced_center_contrast_control,5,8,50,100,300,735.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.751158,1.921236,0.357837,0.258888,0.482143,0.381678,11.116622,452.4,8.863332,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,1.397104
E1_0091,E0A_lower_Q_angle_stable_cavity,6,6,35,25,250,612.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.921074,1.85565,0.319649,0.427406,0.071429,0.231619,9.426913,453.18,8.79111,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,1.3918
E1_0185,E0C_MQW_lateral_extent_robust_cavity,4,4,10,30,260,637.0,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.97855,1.900416,0.353068,0.427634,0.142857,0.271007,9.87475,452.64,8.741452,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,1.38021
E1_0324,E0D_reduced_center_contrast_control,3,8,50,100,300,735.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.705158,1.918631,0.365837,0.221762,0.565476,0.410805,11.522622,452.4,9.157643,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,1.357173
E1_0208,E0C_MQW_lateral_extent_robust_cavity,4,8,45,75,230,563.5,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.784293,1.859209,0.405923,0.264779,0.380952,0.328675,12.008846,452.16,7.797169,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail,1.321288
E1_0352,E0D_reduced_center_contrast_control,4,8,50,100,240,588.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.728158,1.932059,0.361837,0.237162,0.52381,0.394818,11.319622,451.8,9.005743,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,1.26208
E1_0388,E0D_reduced_center_contrast_control,5,8,50,100,240,588.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.751158,1.921236,0.357837,0.258888,0.482143,0.381678,11.116622,451.8,8.863332,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,1.247104
E1_0282,E0C_MQW_lateral_extent_robust_cavity,7,8,10,75,260,637.0,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.960893,1.944989,0.414145,0.355007,0.505952,0.438027,11.306723,451.83,7.407511,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;TE_TM_offaxis_risk_guard_fail;center_only_false_positive_risk_high;D5_like_risk_high,1.222771
E1_0316,E0D_reduced_center_contrast_control,3,8,50,100,240,588.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.705158,1.918631,0.365837,0.221762,0.565476,0.410805,11.522622,451.8,9.157643,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,1.207173
E1_0345,E0D_reduced_center_contrast_control,4,6,0,50,300,735.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.774158,1.876433,0.325933,0.311075,0.440476,0.382245,10.299732,452.4,9.466612,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,1.193671
E1_0274,E0C_MQW_lateral_extent_robust_cavity,7,6,10,75,290,710.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.853293,1.882072,0.378025,0.327287,0.505952,0.425553,11.050087,452.13,7.715931,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail,1.190935
E1_0381,E0D_reduced_center_contrast_control,5,6,0,50,300,735.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.797158,1.865888,0.321933,0.333552,0.39881,0.369444,10.096732,452.4,9.325328,medium,requires_tri_point_FDTD,low,False,30_40_lobe_penalty_above_E1_guard;TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,1.17671
E1_0102,E0A_lower_Q_angle_stable_cavity,6,8,0,65,250,612.5,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.935893,1.968892,0.355077,0.373397,0.547619,0.469219,10.132222,451.83,8.360096,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,1.169884
E1_0262,E0C_MQW_lateral_extent_robust_cavity,7,4,10,75,290,710.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.803293,1.880515,0.384905,0.287291,0.589286,0.453388,11.451447,452.13,8.005937,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,1.160907
E1_0030,E0A_lower_Q_angle_stable_cavity,4,8,0,65,250,612.5,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.885893,1.975162,0.361637,0.332822,0.630952,0.496794,10.526542,451.83,8.649233,medium,requires_tri_point_FDTD,low,False,30_40_lobe_penalty_above_E1_guard;TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,1.15807
E1_0246,E0C_MQW_lateral_extent_robust_cavity,6,8,10,75,260,637.0,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.935893,1.927561,0.417585,0.341147,0.547619,0.454707,11.507403,451.83,7.561721,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;TE_TM_offaxis_risk_guard_fail;center_only_false_positive_risk_high;D5_like_risk_high,1.153711
E1_0066,E0A_lower_Q_angle_stable_cavity,5,8,0,65,250,612.5,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.910893,1.963767,0.358357,0.355672,0.589286,0.484159,10.329382,451.83,8.508508,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,1.138795
E1_0309,E0D_reduced_center_contrast_control,3,6,0,50,300,735.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.751158,1.862903,0.329933,0.295675,0.482143,0.398232,10.502732,452.4,9.618512,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,1.138561
E1_0045,E0A_lower_Q_angle_stable_cavity,5,4,0,25,280,686.0,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.853293,1.783582,0.310698,0.410042,0.220238,0.30565,9.568887,452.85,9.290063,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,1.09582
E1_0337,E0D_reduced_center_contrast_control,4,6,0,50,240,588.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.774158,1.876433,0.325933,0.311075,0.440476,0.382245,10.299732,451.8,9.466612,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,1.043671
E1_0266,E0C_MQW_lateral_extent_robust_cavity,7,6,10,75,230,563.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.853293,1.882072,0.378025,0.327287,0.505952,0.425553,11.050087,451.53,7.715931,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail,1.040935
E1_0373,E0D_reduced_center_contrast_control,5,6,0,50,240,588.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.797158,1.865888,0.321933,0.333552,0.39881,0.369444,10.096732,451.8,9.325328,medium,requires_tri_point_FDTD,low,False,30_40_lobe_penalty_above_E1_guard;TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,1.02671
E1_0189,E0C_MQW_lateral_extent_robust_cavity,4,4,10,30,290,710.5,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.870949,1.719138,0.353068,0.416576,0.142857,0.266031,10.412754,452.94,8.724864,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,1.02243
E1_0235,E0C_MQW_lateral_extent_robust_cavity,6,6,45,30,260,637.0,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.911667,1.716551,0.392992,0.419944,0.107143,0.247904,11.087481,453.27,8.029917,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,1.016533
E1_0087,E0A_lower_Q_angle_stable_cavity,6,6,35,25,220,539.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.813473,1.68382,0.319649,0.409739,0.071429,0.223668,9.964916,452.88,8.764609,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,1.015254
E1_0210,E0C_MQW_lateral_extent_robust_cavity,4,8,10,75,260,637.0,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.885893,1.890808,0.424465,0.313427,0.630952,0.488066,11.908763,451.83,7.870141,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail,1.011797
E1_0254,E0C_MQW_lateral_extent_robust_cavity,7,4,10,75,230,563.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.803293,1.880515,0.384905,0.287291,0.589286,0.453388,11.451447,451.53,8.005937,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,1.010907
E1_0051,E0A_lower_Q_angle_stable_cavity,5,6,35,25,220,539.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.788473,1.684217,0.322929,0.387391,0.113095,0.236528,10.162076,452.88,8.906086,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,1.010835
E1_0301,E0D_reduced_center_contrast_control,3,6,0,50,240,588.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.751158,1.862903,0.329933,0.295675,0.482143,0.398232,10.502732,451.8,9.618512,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,0.988561
E1_0015,E0A_lower_Q_angle_stable_cavity,4,6,35,25,220,539.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.763473,1.676916,0.326209,0.367825,0.154762,0.25064,10.359236,452.88,9.051738,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,0.981616
E1_0075,E0A_lower_Q_angle_stable_cavity,6,4,35,25,220,539.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.763473,1.676916,0.326209,0.367825,0.154762,0.25064,10.359236,452.88,9.051738,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,0.981616
E1_0089,E0A_lower_Q_angle_stable_cavity,6,6,0,25,250,612.5,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.985893,1.795398,0.341858,0.481467,0.178571,0.314875,9.591404,452.55,8.872201,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,0.961638
E1_0037,E0A_lower_Q_angle_stable_cavity,5,4,0,25,220,539.0,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.853293,1.783582,0.310698,0.410042,0.220238,0.30565,9.568887,452.25,9.290063,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,0.94582
E1_0017,E0A_lower_Q_angle_stable_cavity,4,6,0,25,250,612.5,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.935893,1.790473,0.348418,0.441437,0.261905,0.342694,9.985724,452.55,9.162155,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,0.925591
E1_0077,E0A_lower_Q_angle_stable_cavity,6,4,0,25,250,612.5,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.935893,1.790473,0.348418,0.441437,0.261905,0.342694,9.985724,452.55,9.162155,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,0.925591
E1_0095,E0A_lower_Q_angle_stable_cavity,6,6,35,25,280,686.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.813473,1.68382,0.319649,0.409739,0.071429,0.223668,9.964916,453.48,8.764609,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,0.925254
E1_0059,E0A_lower_Q_angle_stable_cavity,5,6,35,25,280,686.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.788473,1.684217,0.322929,0.387391,0.113095,0.236528,10.162076,453.48,8.906086,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,0.920835
E1_0053,E0A_lower_Q_angle_stable_cavity,5,6,0,25,250,612.5,25,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.960893,1.785912,0.345138,0.464287,0.220238,0.33006,9.788564,452.55,9.02143,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,0.919986
E1_0199,E0C_MQW_lateral_extent_robust_cavity,4,6,45,30,260,637.0,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.861667,1.690779,0.399872,0.386264,0.190476,0.27858,11.488841,453.27,8.329395,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,0.91673
E1_0223,E0C_MQW_lateral_extent_robust_cavity,6,4,45,30,260,637.0,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.861667,1.690779,0.399872,0.386264,0.190476,0.27858,11.488841,453.27,8.329395,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,0.91673
E1_0023,E0A_lower_Q_angle_stable_cavity,4,6,35,25,280,686.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.763473,1.676916,0.326209,0.367825,0.154762,0.25064,10.359236,453.48,9.051738,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,0.891616
E1_0083,E0A_lower_Q_angle_stable_cavity,6,4,35,25,280,686.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.763473,1.676916,0.326209,0.367825,0.154762,0.25064,10.359236,453.48,9.051738,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,0.891616
E1_0181,E0C_MQW_lateral_extent_robust_cavity,4,4,10,30,230,563.5,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.870949,1.719138,0.353068,0.416576,0.142857,0.266031,10.412754,452.34,8.724864,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,0.87243
E1_0034,E0A_lower_Q_angle_stable_cavity,4,8,0,65,280,686.0,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.778293,1.788083,0.361637,0.315155,0.630952,0.488844,11.064545,452.13,8.622732,medium,requires_tri_point_FDTD,low,False,TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,0.811024
E1_0070,E0A_lower_Q_angle_stable_cavity,5,8,0,65,280,686.0,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.803293,1.784027,0.358357,0.337564,0.589286,0.476011,10.867385,452.13,8.481346,medium,requires_tri_point_FDTD,low,False,30_40_lobe_penalty_above_E1_guard;TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm,0.807918
E1_0106,E0A_lower_Q_angle_stable_cavity,6,8,0,65,280,686.0,65,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461,0.828293,1.779644,0.355077,0.360178,0.547619,0.463271,10.670225,452.13,8.340267,high,requires_tri_point_FDTD,high,False,30_40_lobe_penalty_above_E1_guard;TE_TM_offaxis_risk_guard_fail;spectral_FWHM_proxy_above_8nm;center_only_false_positive_risk_high;D5_like_risk_high,0.803468
