candidate_id,family_id,top_pair_count,bottom_pair_count,top_termination_nm,bottom_termination_nm,cavity_physical_thickness_nm,cavity_optical_thickness_proxy_nm,spacer_or_cap_thickness_nm,target_wavelength_nm,te_tm_angle_grid_deg,wavelength_grid_nm,source_position_status,negative_reference_excluded
E1_0164,E0B_phase_balanced_DBR_30_40_reject,8,10,60,90,240,588.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0165,E0B_phase_balanced_DBR_30_40_reject,8,10,20,40,270,661.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0166,E0B_phase_balanced_DBR_30_40_reject,8,10,20,90,270,661.5,110,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0167,E0B_phase_balanced_DBR_30_40_reject,8,10,60,40,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0168,E0B_phase_balanced_DBR_30_40_reject,8,10,60,90,270,661.5,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0169,E0B_phase_balanced_DBR_30_40_reject,8,12,20,40,210,514.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0170,E0B_phase_balanced_DBR_30_40_reject,8,12,20,90,210,514.5,110,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0171,E0B_phase_balanced_DBR_30_40_reject,8,12,60,40,210,514.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0172,E0B_phase_balanced_DBR_30_40_reject,8,12,60,90,210,514.5,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0173,E0B_phase_balanced_DBR_30_40_reject,8,12,20,40,240,588.0,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0174,E0B_phase_balanced_DBR_30_40_reject,8,12,20,90,240,588.0,110,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0175,E0B_phase_balanced_DBR_30_40_reject,8,12,60,40,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0176,E0B_phase_balanced_DBR_30_40_reject,8,12,60,90,240,588.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0177,E0B_phase_balanced_DBR_30_40_reject,8,12,20,40,270,661.5,60,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0178,E0B_phase_balanced_DBR_30_40_reject,8,12,20,90,270,661.5,110,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0179,E0B_phase_balanced_DBR_30_40_reject,8,12,60,40,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0180,E0B_phase_balanced_DBR_30_40_reject,8,12,60,90,270,661.5,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0181,E0C_MQW_lateral_extent_robust_cavity,4,4,10,30,230,563.5,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0182,E0C_MQW_lateral_extent_robust_cavity,4,4,10,75,230,563.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0183,E0C_MQW_lateral_extent_robust_cavity,4,4,45,30,230,563.5,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0184,E0C_MQW_lateral_extent_robust_cavity,4,4,45,75,230,563.5,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0185,E0C_MQW_lateral_extent_robust_cavity,4,4,10,30,260,637.0,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0186,E0C_MQW_lateral_extent_robust_cavity,4,4,10,75,260,637.0,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0187,E0C_MQW_lateral_extent_robust_cavity,4,4,45,30,260,637.0,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0188,E0C_MQW_lateral_extent_robust_cavity,4,4,45,75,260,637.0,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0189,E0C_MQW_lateral_extent_robust_cavity,4,4,10,30,290,710.5,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0190,E0C_MQW_lateral_extent_robust_cavity,4,4,10,75,290,710.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0191,E0C_MQW_lateral_extent_robust_cavity,4,4,45,30,290,710.5,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0192,E0C_MQW_lateral_extent_robust_cavity,4,4,45,75,290,710.5,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0193,E0C_MQW_lateral_extent_robust_cavity,4,6,10,30,230,563.5,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0194,E0C_MQW_lateral_extent_robust_cavity,4,6,10,75,230,563.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0195,E0C_MQW_lateral_extent_robust_cavity,4,6,45,30,230,563.5,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0196,E0C_MQW_lateral_extent_robust_cavity,4,6,45,75,230,563.5,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0197,E0C_MQW_lateral_extent_robust_cavity,4,6,10,30,260,637.0,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0198,E0C_MQW_lateral_extent_robust_cavity,4,6,10,75,260,637.0,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0199,E0C_MQW_lateral_extent_robust_cavity,4,6,45,30,260,637.0,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0200,E0C_MQW_lateral_extent_robust_cavity,4,6,45,75,260,637.0,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0201,E0C_MQW_lateral_extent_robust_cavity,4,6,10,30,290,710.5,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0202,E0C_MQW_lateral_extent_robust_cavity,4,6,10,75,290,710.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0203,E0C_MQW_lateral_extent_robust_cavity,4,6,45,30,290,710.5,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0204,E0C_MQW_lateral_extent_robust_cavity,4,6,45,75,290,710.5,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0205,E0C_MQW_lateral_extent_robust_cavity,4,8,10,30,230,563.5,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0206,E0C_MQW_lateral_extent_robust_cavity,4,8,10,75,230,563.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0207,E0C_MQW_lateral_extent_robust_cavity,4,8,45,30,230,563.5,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0208,E0C_MQW_lateral_extent_robust_cavity,4,8,45,75,230,563.5,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0209,E0C_MQW_lateral_extent_robust_cavity,4,8,10,30,260,637.0,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0210,E0C_MQW_lateral_extent_robust_cavity,4,8,10,75,260,637.0,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0211,E0C_MQW_lateral_extent_robust_cavity,4,8,45,30,260,637.0,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0212,E0C_MQW_lateral_extent_robust_cavity,4,8,45,75,260,637.0,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0213,E0C_MQW_lateral_extent_robust_cavity,4,8,10,30,290,710.5,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0214,E0C_MQW_lateral_extent_robust_cavity,4,8,10,75,290,710.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0215,E0C_MQW_lateral_extent_robust_cavity,4,8,45,30,290,710.5,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0216,E0C_MQW_lateral_extent_robust_cavity,4,8,45,75,290,710.5,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0217,E0C_MQW_lateral_extent_robust_cavity,6,4,10,30,230,563.5,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0218,E0C_MQW_lateral_extent_robust_cavity,6,4,10,75,230,563.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0219,E0C_MQW_lateral_extent_robust_cavity,6,4,45,30,230,563.5,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0220,E0C_MQW_lateral_extent_robust_cavity,6,4,45,75,230,563.5,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0221,E0C_MQW_lateral_extent_robust_cavity,6,4,10,30,260,637.0,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0222,E0C_MQW_lateral_extent_robust_cavity,6,4,10,75,260,637.0,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0223,E0C_MQW_lateral_extent_robust_cavity,6,4,45,30,260,637.0,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0224,E0C_MQW_lateral_extent_robust_cavity,6,4,45,75,260,637.0,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0225,E0C_MQW_lateral_extent_robust_cavity,6,4,10,30,290,710.5,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0226,E0C_MQW_lateral_extent_robust_cavity,6,4,10,75,290,710.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0227,E0C_MQW_lateral_extent_robust_cavity,6,4,45,30,290,710.5,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0228,E0C_MQW_lateral_extent_robust_cavity,6,4,45,75,290,710.5,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0229,E0C_MQW_lateral_extent_robust_cavity,6,6,10,30,230,563.5,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0230,E0C_MQW_lateral_extent_robust_cavity,6,6,10,75,230,563.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0231,E0C_MQW_lateral_extent_robust_cavity,6,6,45,30,230,563.5,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0232,E0C_MQW_lateral_extent_robust_cavity,6,6,45,75,230,563.5,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0233,E0C_MQW_lateral_extent_robust_cavity,6,6,10,30,260,637.0,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0234,E0C_MQW_lateral_extent_robust_cavity,6,6,10,75,260,637.0,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0235,E0C_MQW_lateral_extent_robust_cavity,6,6,45,30,260,637.0,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0236,E0C_MQW_lateral_extent_robust_cavity,6,6,45,75,260,637.0,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0237,E0C_MQW_lateral_extent_robust_cavity,6,6,10,30,290,710.5,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0238,E0C_MQW_lateral_extent_robust_cavity,6,6,10,75,290,710.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0239,E0C_MQW_lateral_extent_robust_cavity,6,6,45,30,290,710.5,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0240,E0C_MQW_lateral_extent_robust_cavity,6,6,45,75,290,710.5,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0241,E0C_MQW_lateral_extent_robust_cavity,6,8,10,30,230,563.5,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0242,E0C_MQW_lateral_extent_robust_cavity,6,8,10,75,230,563.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0243,E0C_MQW_lateral_extent_robust_cavity,6,8,45,30,230,563.5,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0244,E0C_MQW_lateral_extent_robust_cavity,6,8,45,75,230,563.5,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0245,E0C_MQW_lateral_extent_robust_cavity,6,8,10,30,260,637.0,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0246,E0C_MQW_lateral_extent_robust_cavity,6,8,10,75,260,637.0,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0247,E0C_MQW_lateral_extent_robust_cavity,6,8,45,30,260,637.0,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0248,E0C_MQW_lateral_extent_robust_cavity,6,8,45,75,260,637.0,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0249,E0C_MQW_lateral_extent_robust_cavity,6,8,10,30,290,710.5,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0250,E0C_MQW_lateral_extent_robust_cavity,6,8,10,75,290,710.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0251,E0C_MQW_lateral_extent_robust_cavity,6,8,45,30,290,710.5,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0252,E0C_MQW_lateral_extent_robust_cavity,6,8,45,75,290,710.5,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0253,E0C_MQW_lateral_extent_robust_cavity,7,4,10,30,230,563.5,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0254,E0C_MQW_lateral_extent_robust_cavity,7,4,10,75,230,563.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0255,E0C_MQW_lateral_extent_robust_cavity,7,4,45,30,230,563.5,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0256,E0C_MQW_lateral_extent_robust_cavity,7,4,45,75,230,563.5,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0257,E0C_MQW_lateral_extent_robust_cavity,7,4,10,30,260,637.0,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0258,E0C_MQW_lateral_extent_robust_cavity,7,4,10,75,260,637.0,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0259,E0C_MQW_lateral_extent_robust_cavity,7,4,45,30,260,637.0,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0260,E0C_MQW_lateral_extent_robust_cavity,7,4,45,75,260,637.0,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0261,E0C_MQW_lateral_extent_robust_cavity,7,4,10,30,290,710.5,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0262,E0C_MQW_lateral_extent_robust_cavity,7,4,10,75,290,710.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0263,E0C_MQW_lateral_extent_robust_cavity,7,4,45,30,290,710.5,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0264,E0C_MQW_lateral_extent_robust_cavity,7,4,45,75,290,710.5,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0265,E0C_MQW_lateral_extent_robust_cavity,7,6,10,30,230,563.5,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0266,E0C_MQW_lateral_extent_robust_cavity,7,6,10,75,230,563.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0267,E0C_MQW_lateral_extent_robust_cavity,7,6,45,30,230,563.5,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0268,E0C_MQW_lateral_extent_robust_cavity,7,6,45,75,230,563.5,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0269,E0C_MQW_lateral_extent_robust_cavity,7,6,10,30,260,637.0,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0270,E0C_MQW_lateral_extent_robust_cavity,7,6,10,75,260,637.0,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0271,E0C_MQW_lateral_extent_robust_cavity,7,6,45,30,260,637.0,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0272,E0C_MQW_lateral_extent_robust_cavity,7,6,45,75,260,637.0,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0273,E0C_MQW_lateral_extent_robust_cavity,7,6,10,30,290,710.5,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0274,E0C_MQW_lateral_extent_robust_cavity,7,6,10,75,290,710.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0275,E0C_MQW_lateral_extent_robust_cavity,7,6,45,30,290,710.5,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0276,E0C_MQW_lateral_extent_robust_cavity,7,6,45,75,290,710.5,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0277,E0C_MQW_lateral_extent_robust_cavity,7,8,10,30,230,563.5,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0278,E0C_MQW_lateral_extent_robust_cavity,7,8,10,75,230,563.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0279,E0C_MQW_lateral_extent_robust_cavity,7,8,45,30,230,563.5,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0280,E0C_MQW_lateral_extent_robust_cavity,7,8,45,75,230,563.5,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0281,E0C_MQW_lateral_extent_robust_cavity,7,8,10,30,260,637.0,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0282,E0C_MQW_lateral_extent_robust_cavity,7,8,10,75,260,637.0,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0283,E0C_MQW_lateral_extent_robust_cavity,7,8,45,30,260,637.0,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0284,E0C_MQW_lateral_extent_robust_cavity,7,8,45,75,260,637.0,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0285,E0C_MQW_lateral_extent_robust_cavity,7,8,10,30,290,710.5,40,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0286,E0C_MQW_lateral_extent_robust_cavity,7,8,10,75,290,710.5,85,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0287,E0C_MQW_lateral_extent_robust_cavity,7,8,45,30,290,710.5,75,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0288,E0C_MQW_lateral_extent_robust_cavity,7,8,45,75,290,710.5,120,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0289,E0D_reduced_center_contrast_control,3,4,0,50,240,588.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0290,E0D_reduced_center_contrast_control,3,4,0,100,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0291,E0D_reduced_center_contrast_control,3,4,50,50,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0292,E0D_reduced_center_contrast_control,3,4,50,100,240,588.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0293,E0D_reduced_center_contrast_control,3,4,0,50,270,661.5,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0294,E0D_reduced_center_contrast_control,3,4,0,100,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0295,E0D_reduced_center_contrast_control,3,4,50,50,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0296,E0D_reduced_center_contrast_control,3,4,50,100,270,661.5,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0297,E0D_reduced_center_contrast_control,3,4,0,50,300,735.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0298,E0D_reduced_center_contrast_control,3,4,0,100,300,735.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0299,E0D_reduced_center_contrast_control,3,4,50,50,300,735.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0300,E0D_reduced_center_contrast_control,3,4,50,100,300,735.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0301,E0D_reduced_center_contrast_control,3,6,0,50,240,588.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0302,E0D_reduced_center_contrast_control,3,6,0,100,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0303,E0D_reduced_center_contrast_control,3,6,50,50,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0304,E0D_reduced_center_contrast_control,3,6,50,100,240,588.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0305,E0D_reduced_center_contrast_control,3,6,0,50,270,661.5,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0306,E0D_reduced_center_contrast_control,3,6,0,100,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0307,E0D_reduced_center_contrast_control,3,6,50,50,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0308,E0D_reduced_center_contrast_control,3,6,50,100,270,661.5,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0309,E0D_reduced_center_contrast_control,3,6,0,50,300,735.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0310,E0D_reduced_center_contrast_control,3,6,0,100,300,735.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0311,E0D_reduced_center_contrast_control,3,6,50,50,300,735.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0312,E0D_reduced_center_contrast_control,3,6,50,100,300,735.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0313,E0D_reduced_center_contrast_control,3,8,0,50,240,588.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0314,E0D_reduced_center_contrast_control,3,8,0,100,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0315,E0D_reduced_center_contrast_control,3,8,50,50,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0316,E0D_reduced_center_contrast_control,3,8,50,100,240,588.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0317,E0D_reduced_center_contrast_control,3,8,0,50,270,661.5,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0318,E0D_reduced_center_contrast_control,3,8,0,100,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0319,E0D_reduced_center_contrast_control,3,8,50,50,270,661.5,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0320,E0D_reduced_center_contrast_control,3,8,50,100,270,661.5,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0321,E0D_reduced_center_contrast_control,3,8,0,50,300,735.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0322,E0D_reduced_center_contrast_control,3,8,0,100,300,735.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0323,E0D_reduced_center_contrast_control,3,8,50,50,300,735.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0324,E0D_reduced_center_contrast_control,3,8,50,100,300,735.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0325,E0D_reduced_center_contrast_control,4,4,0,50,240,588.0,50,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0326,E0D_reduced_center_contrast_control,4,4,0,100,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0327,E0D_reduced_center_contrast_control,4,4,50,50,240,588.0,100,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
E1_0328,E0D_reduced_center_contrast_control,4,4,50,100,240,588.0,150,453,0:0.5:60,445:0.5:460,requires_tri_point_FDTD,D5_BASE_13461
