candidate_id,H_nm,D_nm,polarization,T,R_total,txx_amplitude,txx_phase_deg_wrapped,tyx_amplitude,cross_pol_fraction,energy_residual,x_input_reconstruction_residual
NP_P1D_H500_D110,500,110,x,0.9669356649635495,0.015635996934177582,1.0213655336993614,91.23263843960147,1.888143791252665e-09,3.4174937811781454e-18,0.017428338102272872,0.027641829271883477
