geometry_id,polarization,wavelength_nm,output,delta_hf_minus_lf,lf_available,source
K6X_D105_D120_D125_D130_D165_D190,s,446,eta_plus1,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,446,eta_0,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,446,eta_minus1,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,446,T_total,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,446,R_total,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,447,eta_plus1,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,447,eta_0,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,447,eta_minus1,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,447,T_total,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,447,R_total,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,448,eta_plus1,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,448,eta_0,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,448,eta_minus1,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,448,T_total,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,448,R_total,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,449,eta_plus1,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,449,eta_0,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,449,eta_minus1,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,449,T_total,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,449,R_total,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,450,eta_plus1,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,450,eta_0,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,450,eta_minus1,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,450,T_total,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,450,R_total,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,451,eta_plus1,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,451,eta_0,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,451,eta_minus1,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,451,T_total,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,451,R_total,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,452,eta_plus1,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,452,eta_0,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,452,eta_minus1,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,452,T_total,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,452,R_total,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,453,eta_plus1,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,453,eta_0,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,453,eta_minus1,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,453,T_total,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,453,R_total,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,454,eta_plus1,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,454,eta_0,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,454,eta_minus1,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,454,T_total,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,454,R_total,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,455,eta_plus1,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,455,eta_0,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,455,eta_minus1,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,455,T_total,,False,no_authoritative_m6_lf_row
K6X_D105_D120_D125_D130_D165_D190,s,455,R_total,,False,no_authoritative_m6_lf_row
