case_id,step,status,detail
single_TiO2_45nm,getresult total_energy,ok,"{""lambda"": ""[[4.53e-07]]"", ""f"": ""[[6.61793506e+14]]"", ""theta"": ""[[0.]]"", ""phi"": ""[[0.]]"", ""Rs"": ""[[0.0048178]]"", ""Ts"": ""[[0.9951822]]"", ""Rp"": ""[[0.00332806]]"", ""Tp"": ""[[0.99667194]]"", ""Lumerical_dataset"": {""parameters"": [[""lambda"", ""f""], [""theta"", ""phi""]], ""attributes"": [""Rs"", ""Ts"", ""Rp"", ""Tp""]}}"
single_TiO2_45nm,getresult substrate,ok,"{""lambda"": ""[[4.53e-07]]"", ""f"": ""[[6.61793506e+14]]"", ""n_upper"": ""[1.0300692+0.j]"", ""n_lower"": ""[1.0300692+0.j]"", ""Lumerical_dataset"": {""parameters"": [[""lambda"", ""f""]], ""attributes"": [""n_upper"", ""n_lower""]}}"
single_TiO2_45nm,getresult simulation_run_time,ok,0.088234
single_TiO2_45nm,close_lumerical_session,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,open_lumerical_session,ok,blank project; no H1J4 FSP
TiO2_SiO2_10pair_QWinteger453_proxy,switch_to_layout,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,addrcwa,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.x,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.x span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.y,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.y span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.z,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.z span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.minimum wavelength,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.maximum wavelength,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.wavelength center,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.frequency points,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.angle theta,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set RCWA.angle phi,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set interface absolute positions,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,get interface absolute positions,ok,"[[-6.2e-07], [-5.75e-07], [-4.96e-07], [-4.51e-07], [-3.72e-07], [-3.27e-07], [-2.48e-07], [-2.03e-07], [-1.24e-07], [-7.899999999999999e-08], [1.3234889800848443e-23], [4.500000000000002e-08], [1.2400000000000003e-07], [1.6900000000000004e-07], [2.4800000000000005e-07], [2.9300000000000004e-07], [3.7200000000000005e-07], [4.1700000000000004e-07], [4.96e-07], [5.41e-07], [6.2e-07]]"
TiO2_SiO2_10pair_QWinteger453_proxy,add layer 01_TiO2,ok,<lumapi.SimObject object at 0x000002C280C69B40>
TiO2_SiO2_10pair_QWinteger453_proxy,name layer 01_TiO2,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 01_TiO2.material,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 01_TiO2.index,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 01_TiO2.x,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 01_TiO2.x span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 01_TiO2.y,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 01_TiO2.y span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 01_TiO2.z,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 01_TiO2.z span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,add layer 02_SiO2,ok,<lumapi.SimObject object at 0x000002C280C69B40>
TiO2_SiO2_10pair_QWinteger453_proxy,name layer 02_SiO2,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 02_SiO2.material,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 02_SiO2.index,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 02_SiO2.x,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 02_SiO2.x span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 02_SiO2.y,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 02_SiO2.y span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 02_SiO2.z,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 02_SiO2.z span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,add layer 03_TiO2,ok,<lumapi.SimObject object at 0x000002C280C69B40>
TiO2_SiO2_10pair_QWinteger453_proxy,name layer 03_TiO2,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 03_TiO2.material,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 03_TiO2.index,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 03_TiO2.x,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 03_TiO2.x span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 03_TiO2.y,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 03_TiO2.y span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 03_TiO2.z,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 03_TiO2.z span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,add layer 04_SiO2,ok,<lumapi.SimObject object at 0x000002C280C69B40>
TiO2_SiO2_10pair_QWinteger453_proxy,name layer 04_SiO2,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 04_SiO2.material,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 04_SiO2.index,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 04_SiO2.x,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 04_SiO2.x span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 04_SiO2.y,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 04_SiO2.y span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 04_SiO2.z,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 04_SiO2.z span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,add layer 05_TiO2,ok,<lumapi.SimObject object at 0x000002C280C69B40>
TiO2_SiO2_10pair_QWinteger453_proxy,name layer 05_TiO2,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 05_TiO2.material,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 05_TiO2.index,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 05_TiO2.x,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 05_TiO2.x span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 05_TiO2.y,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 05_TiO2.y span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 05_TiO2.z,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 05_TiO2.z span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,add layer 06_SiO2,ok,<lumapi.SimObject object at 0x000002C280C69B40>
TiO2_SiO2_10pair_QWinteger453_proxy,name layer 06_SiO2,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 06_SiO2.material,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 06_SiO2.index,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 06_SiO2.x,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 06_SiO2.x span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 06_SiO2.y,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 06_SiO2.y span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 06_SiO2.z,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 06_SiO2.z span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,add layer 07_TiO2,ok,<lumapi.SimObject object at 0x000002C280C69B40>
TiO2_SiO2_10pair_QWinteger453_proxy,name layer 07_TiO2,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 07_TiO2.material,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 07_TiO2.index,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 07_TiO2.x,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 07_TiO2.x span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 07_TiO2.y,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 07_TiO2.y span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 07_TiO2.z,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 07_TiO2.z span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,add layer 08_SiO2,ok,<lumapi.SimObject object at 0x000002C280C69B40>
TiO2_SiO2_10pair_QWinteger453_proxy,name layer 08_SiO2,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 08_SiO2.material,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 08_SiO2.index,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 08_SiO2.x,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 08_SiO2.x span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 08_SiO2.y,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 08_SiO2.y span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 08_SiO2.z,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 08_SiO2.z span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,add layer 09_TiO2,ok,<lumapi.SimObject object at 0x000002C280C69B40>
TiO2_SiO2_10pair_QWinteger453_proxy,name layer 09_TiO2,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 09_TiO2.material,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 09_TiO2.index,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 09_TiO2.x,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 09_TiO2.x span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 09_TiO2.y,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 09_TiO2.y span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 09_TiO2.z,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 09_TiO2.z span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,add layer 10_SiO2,ok,<lumapi.SimObject object at 0x000002C280C69B40>
TiO2_SiO2_10pair_QWinteger453_proxy,name layer 10_SiO2,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 10_SiO2.material,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 10_SiO2.index,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 10_SiO2.x,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 10_SiO2.x span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 10_SiO2.y,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 10_SiO2.y span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 10_SiO2.z,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 10_SiO2.z span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,add layer 11_TiO2,ok,<lumapi.SimObject object at 0x000002C280C69B40>
TiO2_SiO2_10pair_QWinteger453_proxy,name layer 11_TiO2,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 11_TiO2.material,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 11_TiO2.index,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 11_TiO2.x,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 11_TiO2.x span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 11_TiO2.y,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 11_TiO2.y span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 11_TiO2.z,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 11_TiO2.z span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,add layer 12_SiO2,ok,<lumapi.SimObject object at 0x000002C280C69B40>
TiO2_SiO2_10pair_QWinteger453_proxy,name layer 12_SiO2,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 12_SiO2.material,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 12_SiO2.index,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 12_SiO2.x,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 12_SiO2.x span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 12_SiO2.y,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 12_SiO2.y span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 12_SiO2.z,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 12_SiO2.z span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,add layer 13_TiO2,ok,<lumapi.SimObject object at 0x000002C280C69B40>
TiO2_SiO2_10pair_QWinteger453_proxy,name layer 13_TiO2,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 13_TiO2.material,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 13_TiO2.index,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 13_TiO2.x,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 13_TiO2.x span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 13_TiO2.y,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 13_TiO2.y span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 13_TiO2.z,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 13_TiO2.z span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,add layer 14_SiO2,ok,<lumapi.SimObject object at 0x000002C280C69B40>
TiO2_SiO2_10pair_QWinteger453_proxy,name layer 14_SiO2,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 14_SiO2.material,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 14_SiO2.index,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 14_SiO2.x,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 14_SiO2.x span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 14_SiO2.y,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 14_SiO2.y span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 14_SiO2.z,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 14_SiO2.z span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,add layer 15_TiO2,ok,<lumapi.SimObject object at 0x000002C280C69B40>
TiO2_SiO2_10pair_QWinteger453_proxy,name layer 15_TiO2,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 15_TiO2.material,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 15_TiO2.index,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 15_TiO2.x,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 15_TiO2.x span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 15_TiO2.y,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 15_TiO2.y span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 15_TiO2.z,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 15_TiO2.z span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,add layer 16_SiO2,ok,<lumapi.SimObject object at 0x000002C280C69B40>
TiO2_SiO2_10pair_QWinteger453_proxy,name layer 16_SiO2,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 16_SiO2.material,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 16_SiO2.index,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 16_SiO2.x,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 16_SiO2.x span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 16_SiO2.y,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 16_SiO2.y span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 16_SiO2.z,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 16_SiO2.z span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,add layer 17_TiO2,ok,<lumapi.SimObject object at 0x000002C280C69B40>
TiO2_SiO2_10pair_QWinteger453_proxy,name layer 17_TiO2,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 17_TiO2.material,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 17_TiO2.index,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 17_TiO2.x,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 17_TiO2.x span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 17_TiO2.y,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 17_TiO2.y span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 17_TiO2.z,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 17_TiO2.z span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,add layer 18_SiO2,ok,<lumapi.SimObject object at 0x000002C280C69B40>
TiO2_SiO2_10pair_QWinteger453_proxy,name layer 18_SiO2,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 18_SiO2.material,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 18_SiO2.index,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 18_SiO2.x,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 18_SiO2.x span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 18_SiO2.y,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 18_SiO2.y span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 18_SiO2.z,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 18_SiO2.z span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,add layer 19_TiO2,ok,<lumapi.SimObject object at 0x000002C280C69B40>
TiO2_SiO2_10pair_QWinteger453_proxy,name layer 19_TiO2,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 19_TiO2.material,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 19_TiO2.index,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 19_TiO2.x,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 19_TiO2.x span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 19_TiO2.y,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 19_TiO2.y span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 19_TiO2.z,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 19_TiO2.z span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,add layer 20_SiO2,ok,<lumapi.SimObject object at 0x000002C280C69B40>
TiO2_SiO2_10pair_QWinteger453_proxy,name layer 20_SiO2,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 20_SiO2.material,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 20_SiO2.index,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 20_SiO2.x,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 20_SiO2.x span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 20_SiO2.y,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 20_SiO2.y span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 20_SiO2.z,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,set 20_SiO2.z span,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,run_tiny_rcwa,ok,None
TiO2_SiO2_10pair_QWinteger453_proxy,discover getresult names,ok,"x
y
z
num_k
peak_memory
simulation_run_time
total_threads
total_energy
substrate"
TiO2_SiO2_10pair_QWinteger453_proxy,getresult total_energy,ok,"{""lambda"": ""[[4.53e-07]]"", ""f"": ""[[6.61793506e+14]]"", ""theta"": ""[[0.]]"", ""phi"": ""[[0.]]"", ""Rs"": ""[[0.06518991]]"", ""Ts"": ""[[0.93481009]]"", ""Rp"": ""[[0.06314752]]"", ""Tp"": ""[[0.93685248]]"", ""Lumerical_dataset"": {""parameters"": [[""lambda"", ""f""], [""theta"", ""phi""]], ""attributes"": [""Rs"", ""Ts"", ""Rp"", ""Tp""]}}"
TiO2_SiO2_10pair_QWinteger453_proxy,getresult substrate,ok,"{""lambda"": ""[[4.53e-07]]"", ""f"": ""[[6.61793506e+14]]"", ""n_upper"": ""[1.34629239+0.j]"", ""n_lower"": ""[1.34629239+0.j]"", ""Lumerical_dataset"": {""parameters"": [[""lambda"", ""f""]], ""attributes"": [""n_upper"", ""n_lower""]}}"
TiO2_SiO2_10pair_QWinteger453_proxy,getresult simulation_run_time,ok,0.6435758
TiO2_SiO2_10pair_QWinteger453_proxy,close_lumerical_session,ok,None
