stage,case_id,wavelength_nm,substrate_convention,tmm_R,tmm_T,layer_count,stack_total_thickness_nm
FMM2B2R,air_reference,453.0,air / stack / air,0.0,1.0,0,0
FMM2B2R,single_SiO2_79nm,453.0,air / stack / air,0.1160629034346602,0.8839370965653396,1,79.0
FMM2B2R,single_TiO2_45nm,453.0,air / stack / air,0.5338667610779264,0.4661332389220735,1,45.0
FMM2B2R,TiO2_SiO2_10pair_QWinteger453_proxy,453.0,air / stack / air,0.9999597100342625,4.028996573727591e-05,20,1240.0
