case_id,geometry_id,geometry_hash,polarization,role,rows,quality_gate_pass,max_abs_closure_residual,structure_interval_anomaly_max,order_sum_mismatch_max,direct_raw_sourcepower_mismatch_max,post_fsp_sha256,source_prefsp_sha256,engine_wall_time_s
NP_K6_M4_B2_G01_P,K6X_D110_D125_D135_D150_D175_D190,e599c908c3befb142dacc503b37f1aefc68655082078b987ae553e49f60ec84f,p,exploitation_1,11,True,0.001223268245476694,0.000841585132863254,2.220446049250313e-16,1.1102230246251565e-16,b3d67b47e5bada8c9e06bc1a492338f82b099ab4121e2fb4d908618c986f0e8f,4dccb76005c35ac0e87a926cbac54bcaba4f3c0ca7862f907273160e351dfd44,3427.982166
NP_K6_M4_B2_G01_S,K6X_D110_D125_D135_D150_D175_D190,e599c908c3befb142dacc503b37f1aefc68655082078b987ae553e49f60ec84f,s,exploitation_1,11,True,0.0004580510211969202,0.0003076467804720151,3.3306690738754696e-16,2.220446049250313e-16,7ee856b7c269422b80447a64afc6575ad6d5b301a2a1dedcc562bf9ecd6e1114,2891cf7cc7523488a1088cc2e46588032ddf99d045b8b16fe22baef7024b9faa,805.451625
NP_K6_M4_B2_G02_P,K6X_D120_D125_D180_D185_D190_D195,50ad4213fdfa1bf1b1a353c55769ade406e6fdebf5a82de63c4bd7e0c7fc3e7c,p,exploitation_2,11,True,0.0019102799500925194,0.0016300413650107703,2.220446049250313e-16,1.1102230246251565e-16,2e9d571810a2eb768f0d504b2d5bfef99a17e7fa09f6c1c8892d058751622dd6,f4fda619b47a494deccd31c2bbcef87d11b5294c1fd23e7f83abf3eed57a4735,6204.66906
NP_K6_M4_B2_G02_S,K6X_D120_D125_D180_D185_D190_D195,50ad4213fdfa1bf1b1a353c55769ade406e6fdebf5a82de63c4bd7e0c7fc3e7c,s,exploitation_2,11,True,0.00044000371366031965,0.0001737567673413265,1.1102230246251565e-16,1.1102230246251565e-16,e008e072a487fdefd32723f4bfa2958c3014e9dbd8cbb2d5fd4262031b5c060e,220e6379ed9770612c0496f3a071522ec7e411bcec99a408bcf8087902a90ec3,786.684333
NP_K6_M4_B2_G03_P,K6X_D120_D145_D200_D215_D220_D230,269b86c19099935a4fe83452d0a05faf6296e1ec0d4b4f38325d07863d571033,p,coverage_exploration,11,True,0.0022054655068770024,0.0015909149688476676,1.1102230246251565e-16,1.1102230246251565e-16,5ebf3cac1ce9aa93627b17401db3b417f1715dfbe0fc5d365411006f09cbb81b,adb8980e6d4d36990ff2689d385d7d2975c182eccd7c178e7fcc34832d123883,8905.885412
NP_K6_M4_B2_G03_S,K6X_D120_D145_D200_D215_D220_D230,269b86c19099935a4fe83452d0a05faf6296e1ec0d4b4f38325d07863d571033,s,coverage_exploration,11,True,0.002957920514028989,0.0027626652315773104,1.1102230246251565e-16,1.1102230246251565e-16,7a6e042fc691e41a08f65191cd28b838b2858c6fe5ebf3cb99bef287ba882e0b,051d9a37c65306f4526ad81c2d10119ce345614e99229cf3c30b90e4120048e1,1758.38337
NP_K6_M4_B2_G04_P,K6X_D140_D160_D165_D170_D180_D190,0ac97060e42705949d81140172fb178bb0fee693903982773db4697ba86e5d0d,p,model_conflict_physics_stress,11,True,0.001250704468293229,0.000756541737363392,2.220446049250313e-16,1.1102230246251565e-16,0e4aa7672a18f81a5096ab689c4c7e9a388c179f654a03a68cfb06ee17f16268,94de26b744604c5bfd7307f8504dece97c9b7d0f790d41ea5296348c7af8c15c,4656.451358
NP_K6_M4_B2_G04_S,K6X_D140_D160_D165_D170_D180_D190,0ac97060e42705949d81140172fb178bb0fee693903982773db4697ba86e5d0d,s,model_conflict_physics_stress,11,True,0.0005168843042587246,0.00011804834938367037,2.220446049250313e-16,1.1102230246251565e-16,0f6034d86b336a4a7b084d110a26ecfe239d25ffb7cd988d8c944f5bfffa8fc2,9b489794c7c08f4fe8427adf5c8c79eb8e473c71783db7258207d1a5ff78da74,1237.899327
