geometry_id,role,wavelength_count,mean_abs_delta_T_total,median_abs_delta_T_total,max_abs_delta_T_total,mean_abs_delta_R_total,median_abs_delta_R_total,max_abs_delta_R_total,mean_abs_delta_eta_plus1,median_abs_delta_eta_plus1,max_abs_delta_eta_plus1,mean_abs_delta_eta_0,median_abs_delta_eta_0,max_abs_delta_eta_0,mean_abs_delta_eta_minus1,median_abs_delta_eta_minus1,max_abs_delta_eta_minus1,mean_abs_delta_directionality,median_abs_delta_directionality,max_abs_delta_directionality
K6X_D110_D125_D135_D150_D175_D190,exploitation_1,11,0.14181574749357037,0.11629730115739434,0.38614968463979893,0.14149326032346762,0.11552632218445637,0.3857344652629046,0.16564110516261343,0.14219426694984094,0.5012732050472526,0.03042612887039548,0.014951582319585774,0.1052301104552233,0.008348508565720761,0.008745593667763315,0.011981599494392542,0.008499101184846284,0.00611302043989137,0.01416784427241935
K6X_D120_D125_D180_D185_D190_D195,exploitation_2,11,0.13464174081356522,0.13369579659112596,0.14838284806531699,0.13441229478914024,0.13418789355459715,0.14691257182888479,0.1705138064491185,0.16641849749870619,0.2179512934499679,0.022627103237948976,0.023337648588493326,0.04421797584734366,0.010345236162005065,0.006651167409586434,0.03278037198764419,0.11108151545175152,0.09700397648720949,0.20028082613347908
K6X_D120_D145_D200_D215_D220_D230,coverage_exploration,11,0.15802284509229705,0.1263430590429776,0.31154060067096834,0.1569351675671983,0.12654044858667696,0.30943164409271406,0.10992710589865365,0.08368074158883004,0.23806877227421785,0.1276150229187822,0.13487412955616998,0.22281227631875306,0.010359036154989756,0.011901912184437717,0.02137844664022411,0.10105020903092733,0.07365364608768499,0.33502591215768973
K6X_D140_D160_D165_D170_D180_D190,model_conflict_physics_stress,11,0.00927836634820368,0.007369438239002601,0.021133890160729862,0.009161757305503076,0.007381219467981759,0.020665628105859868,0.18746487206561027,0.24156997531240576,0.2701670003331945,0.20351482313674496,0.24034549141994174,0.25415207405272944,0.01450533484985651,0.014421585516811877,0.022328913923906183,0.1687065936976965,0.18651089107330543,0.2579441178093622
