candidate_id,target_bin,nearest_bin_mode,unique_nearest_bins,Tx_mean,ratio_median,matrix_error_median,y_direct_leakage_median,phase_err_at_452nm,phase_err_max,extraction_schema_gate,projector_gate,phase_bin_gate,wavelength_stability_gate,b2c_class,class_meaning_cn,soft_rank_score,geometry_margin_note
LPML1A4_0283_B240_exploration_B240_H650,240,120,120,0.911493,40.805510,0.161157,0.015377,107.542245,117.093681,pass,pass,fail,pass,projector_pass_phase_wrong,投影选择可用，但 selected-channel phase 落错 bin,2107.464477,not_available_in_batch_results
LPML1A4_0524_global_escape_lhs_B180_H600,180,0,0;60;300,0.813230,1.685024,0.797972,0.544765,157.404876,179.315643,pass,fail,fail,fail,high_Tx_but_nonselective,透过高但泄漏/矩阵误差导致投影选择失败,851.325413,not_available_in_batch_results
LPML1A4_0536_global_escape_lhs_B180_H500,180,300,0;300,0.507860,0.525229,1.405088,0.943069,138.254233,162.557118,pass,fail,fail,fail,high_Tx_but_nonselective,透过高但泄漏/矩阵误差导致投影选择失败,846.427345,not_available_in_batch_results
LPML1A4_0279_B240_exploration_B240_H500,240,240,0;180;240;300,0.386713,3.267402,0.800285,0.023818,7.641174,97.496774,pass,fail,pass,fail,phase_near_but_nonselective,相位接近目标，但投影选择失败，不能算 APCD LP 成功,1300.424398,not_available_in_batch_results
LPML1A4_0511_global_escape_lhs_B120_H500,120,120,120;180,0.748726,0.994878,1.019870,0.798247,19.728549,57.676214,pass,fail,usable,fail,phase_near_but_nonselective,相位接近目标，但投影选择失败，不能算 APCD LP 成功,1079.822968,not_available_in_batch_results
LPML1A4_0270_B240_exploration_B240_H600,240,120,120,0.336603,0.338204,2.187993,0.490140,116.299679,144.337560,pass,fail,fail,pass,phase_drifted_nonselective,相位漂移且投影选择失败，可作为负样本,948.363539,not_available_in_batch_results
