candidate_id,status,physics_fields
LP_H500_D5_J2LM06_J1_mainM01,PASS,ABSENT_NOT_SIMULATED
LP_H500_D5_J2LM06_J1_mainP01,PASS,ABSENT_NOT_SIMULATED
LP_H500_D5_J2LM06_J2LM01,PASS,ABSENT_NOT_SIMULATED
LP_H500_D5_J2LM06_J2LP01,PASS,ABSENT_NOT_SIMULATED
LP_H500_D5_J2LM06_J2WM01,PASS,ABSENT_NOT_SIMULATED
LP_H500_D5_J2LM06_J2WP01,PASS,ABSENT_NOT_SIMULATED
