path,filename,file_type,size_bytes,mtime_utc,sha256,class,parse_status,temporary_or_final,candidate_id,polarization,wavelength_nm,producing_run_id,salvage_relevance,physics_configuration_hash,solver_completion_evidence,observable_availability,reload_validation_participation
D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_b120_j2lm06_local_planar_size_jacobian_stage_d5_v1_attempt2_recovery\subruns\LP_H500_D5_J2LM06_J2_width_nmP01\LP_H500_D5_J2LM06_J2_width_nmP01_x_85e389ce\checkpoint.json,checkpoint.json,.json,14165,2026-07-23T11:01:05.329666+00:00,d92eaf7eac3e9d7151c71723faf2c52fcfa25cfccb12674acd7a11f9cae33e83,A_RUNTIME,PARSED,FINAL_OR_PROVENANCE,LP_H500_D5_J2LM06_J2_width_nmP01,x,450,LP_H500_D5_J2LM06_J2_width_nmP01_x_85e389ce,PRIMARY,403866467fb3ec47d5bb8efb9d22f225d6e670caee2b51aaa29b470bf01b8d38,PASS,True,False
D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_b120_j2lm06_local_planar_size_jacobian_stage_d5_v1_attempt2_recovery\subruns\LP_H500_D5_J2LM06_J2_width_nmP01\LP_H500_D5_J2LM06_J2_width_nmP01_x_85e389ce\cleanup.json,cleanup.json,.json,527,2026-07-23T11:01:06.028847+00:00,d94e2038d4ad6ef3098dbe30d4a0d559cecaa61040b4474ee0f86bcc259ee0f1,A_RUNTIME,PARSED,FINAL_OR_PROVENANCE,LP_H500_D5_J2LM06_J2_width_nmP01,x,450,LP_H500_D5_J2LM06_J2_width_nmP01_x_85e389ce,LINEAGE,,PASS,False,False
D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_local_planar_size_jacobian_stage_d5_v1_attempt2_recovery_lp_ml_schema_v1_21\attempt2_execution.lock.released.20260723T190106,attempt2_execution.lock.released.20260723T190106,.20260723T190106,235,2026-07-23T11:00:44.305866+00:00,72ab84224bb21cc3603a74d43d3cb08d03a4a744bc897816ff26cc29838500c6,E_PROVENANCE,NOT_STRUCTURED,FINAL_OR_PROVENANCE,LP_H500_D5_J2LM06_J2_width_nmP01,x,450,LP_H500_D5_J2LM06_J2_width_nmP01_x_85e389ce,LINEAGE,,,,
D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_local_planar_size_jacobian_stage_d5_v1_attempt2_recovery_lp_ml_schema_v1_21\raw_runtime_adapter_events.csv,raw_runtime_adapter_events.csv,.csv,3645,2026-07-23T11:01:05.340373+00:00,5558c1252e7c487b93a930614428eee02b5ad31500f2ad7295676dd1368b688e,E_PROVENANCE,PARSE_FAIL:JSONDecodeError,TEMPORARY_SERIALIZER,LP_H500_D5_J2LM06_J2_width_nmP01,x,450,LP_H500_D5_J2LM06_J2_width_nmP01_x_85e389ce,PRIMARY,,,,
D:\project\worktrees\blue_apcd_lp_stage11_4\outputs\lp_ml_dataset_v1\staging\b120_j2lm06_local_planar_size_jacobian_stage_d5_v1_attempt2_recovery_lp_ml_schema_v1_21\recovery_events.ndjson,recovery_events.ndjson,.ndjson,1635,2026-07-23T11:01:06.034904+00:00,bfdf6de4dfde4ba9be262cca62da733c8734211997f7c65842fe14b83d247b6e,E_PROVENANCE,PARSE_FAIL:JSONDecodeError,FINAL_OR_PROVENANCE,LP_H500_D5_J2LM06_J2_width_nmP01,x,450,LP_H500_D5_J2LM06_J2_width_nmP01_x_85e389ce,PRIMARY,,,,
