axis,frobenius_midpoint_residual,status
J1_side_nm,0.05989622167558443,CENTRAL_DIFFERENCE_LINEARITY_PASS
J2_length_nm,0.013433927509188107,CENTRAL_DIFFERENCE_LINEARITY_PASS
J2_width_nm,0.007585886857487417,CENTRAL_DIFFERENCE_LINEARITY_PASS
