candidate_id,exact_hash,canonical_hash,symmetry_hash,direct_gap_nm,periodic_gap_nm,no_overlap,primitive_valid,duplicate_free,manufacturing_pass
POSTD8_BOUNDED_PHASE_01,1d24e97bd1d0721929dc296512155b0b49a10233ce0f5adc601a9975997d49f2,ff6089317d846ca051fbec7b1184646bd21b112c6ac5fb1754c6c2d7825b8ec3,ff6089317d846ca051fbec7b1184646bd21b112c6ac5fb1754c6c2d7825b8ec3,93.5,122.5,True,True,True,True
POSTD8_BOUNDED_PHASE_02,41321ebd023430fd12fd568c34b8e6f9bc10549914b69e00eaa6995f657daf7a,612802efe2481267981d780a6181f55825c9ae80c036237459cca9eab3db8165,612802efe2481267981d780a6181f55825c9ae80c036237459cca9eab3db8165,93.00248754679629,122.99751245320371,True,True,True,True
POSTD8_BOUNDED_PROJECTOR_03,66a3dc9d521806535cafd737ac827e01ef8d81ada8b1ff979243c6ca5fca38db,ee9d40115e1d00ecc30a7299a981d74693d78107ec375a6134ddb477a87e1680,ee9d40115e1d00ecc30a7299a981d74693d78107ec375a6134ddb477a87e1680,92.50997481422215,123.49002518577785,True,True,True,True
POSTD8_BOUNDED_PROJECTOR_04,c87fd82c28de5256465253f23cba3493d376b40b8354c93e0df34bbbc45394e6,0c48122d69b5c42dc8e163010a14fd22f1e631a03f1bae335c071a6329e01ff3,0c48122d69b5c42dc8e163010a14fd22f1e631a03f1bae335c071a6329e01ff3,92.50249375007783,123.49750624992217,True,True,True,True
POSTD8_BOUNDED_DIAG_05,4baa01a6354ad138f6420c8bface03eb2a8af4a4bdf9577a7cd74dc51da44e8a,35f78738ad6ffd1f508875f85963cbf1cb0376b0578a0b9b779cc659d7c0c5ac,35f78738ad6ffd1f508875f85963cbf1cb0376b0578a0b9b779cc659d7c0c5ac,93.50248137429972,122.49751862570028,True,True,True,True
POSTD8_BOUNDED_DIAG_06,cc1559c84261dbe4d281882efe8f8bb749c198482c88c31bb62566cd71ce4dac,d161dca23b4fcf8920e9516e10b8bbeaafc2a45c8ac10031b5f8c1c2c41c73d9,d161dca23b4fcf8920e9516e10b8bbeaafc2a45c8ac10031b5f8c1c2c41c73d9,93.00995000248122,122.99004999751878,True,True,True,True
