candidate_id,target_bin,C0_jones_relative_error,C0_phase_deg_provisional,C0_phase_error_deg_provisional,C1_jones_relative_error,C1_phase_deg_provisional,C1_phase_error_deg_provisional,C5_jones_relative_error,C5_phase_deg_provisional,C5_phase_error_deg_provisional,planning_jones_relative_error,planning_phase_deg_provisional,planning_phase_error_deg_provisional,physics_phase_deg_provisional,physics_phase_error_deg_provisional
LPML_INV_B0_GRA_9e075ededc76,0,0.060556766633411224,73.11425513581388,72.11425513581389,0.06047103104853829,72.36394904659687,71.36394904659687,0.06784996682385078,72.8736722925977,71.87367229259769,0.06083035669541663,73.06671224380435,72.06671224380435,73.25366758000179,72.25366758000177
LPML_INV_B0_GRA_71b7770452e7,0,0.059822715119662535,73.51625089103273,72.51625089103271,0.057872424778059296,72.98215360309726,71.98215360309726,0.06890687434173823,73.5169697331538,72.51696973315381,0.06011723152313594,73.49100086555875,72.49100086555876,73.68880799121814,72.68880799121814
LPML_INV_B0_DER_41bac671f444,0,0.10165244278946836,76.22384694783541,76.2238469478354,0.09396169904845836,76.05642495219921,76.05642495219922,0.08702992834498621,76.49678802568636,76.49678802568633,0.10050003881296292,76.22949921467628,76.22949921467625,77.20680595928351,77.20680595928354
LPML_INV_B0_DER_483c7b8e72d1,0,0.06842567196506233,81.078953289932,81.07895328993197,0.07847975459641998,80.28466911891486,80.28466911891485,0.07566313232121014,80.32082112646023,80.32082112646026,0.06914339732813696,81.0034857262389,81.00348572623892,82.52074317303797,82.520743173038
LPML_INV_B0_GRA_590ad651d09c,0,0.06009182123138054,72.48454156906844,17.484541569068426,0.04654066855772765,72.32804535903685,17.32804535903685,0.05184036066364286,73.00052192859795,18.000521928597948,0.058964114638268894,72.50276256327507,17.50276256327507,73.24702083580367,18.247020835803653
LPML_INV_B0_GRA_30168dbc66e4,0,0.06053398810917662,72.40571249359719,69.4057124935972,0.044245620410400116,72.32045832373579,69.3204583237358,0.04873223756069523,73.02517372886761,70.02517372886763,0.05908211796033461,72.43246523603025,69.43246523603025,73.19184201893708,70.19184201893708
LPML_INV_B1_GRA_c4219b9eaa04,1,0.0885518058737563,79.65398988942907,9.653989889429056,0.09874752454706903,79.57010897208549,9.570108972085507,0.1092245431428698,79.65721131463192,9.657211314631923,0.09002122133930733,79.65017972518525,9.65017972518524,79.96326919573787,9.963269195737865
LPML_INV_B1_GRA_012d91036d7d,1,0.06844918657968739,84.27392139865532,9.273921398655318,0.07944787888401791,84.14452777515555,9.144527775155552,0.08172465533309164,84.02579701315979,9.025797013159774,0.06953102700010476,84.255503819069,9.25550381906902,85.4534320341067,10.453432034106697
LPML_INV_B1_GRA_c89f98bf4d71,1,0.09728180493193005,78.54573474993106,8.545734749931057,0.09514858511887435,78.48104327215417,8.481043272154182,0.10098273099651664,78.6793988649088,8.67939886490882,0.09731450860188141,78.54931266492144,8.549312664921445,79.05281393084377,9.052813930843769
LPML_INV_B1_GRA_464431e7fc00,1,0.05946684353833268,72.83419007073425,9.834190070734252,0.05480513992328735,72.34992536486206,9.34992536486206,0.061390936742849046,72.92634563314496,9.926345633144962,0.0592719571993627,72.8158073333027,9.8158073333027,73.2278995720914,10.227899572091417
LPML_INV_B1_DER_28e629198bb5,1,0.05931915378361656,72.91808863856087,12.918088638560874,0.04275513234217223,72.61857100081109,12.618571000811073,0.04375627430408944,73.36739745790004,13.36739745790004,0.05755369558779468,72.92624176764517,12.926241767645166,73.68021806835917,13.680218068359181
LPML_INV_B1_GRA_78e4d56686f5,1,0.08747240363328788,79.11045054142085,9.110450541420846,0.0918860683922443,79.07371944706783,9.073719447067845,0.09356238809339487,79.21480871395777,9.21480871395778,0.08795308343276559,79.11389688389698,9.113896883896984,79.85158076462311,9.851580764623122
LPML_INV_B2_DER_887193d2b26e,2,0.09308291820109899,87.49890011198802,32.50109988801199,0.08468073429511591,87.53020008009256,32.469799919907445,0.08156950196136041,87.54649010466207,32.45350989533793,0.09150552209222973,87.50274535675334,32.49725464324666,88.95730368684863,31.042696313151367
LPML_INV_B2_DER_efda342ea028,2,0.09930363285977217,89.43467777947241,30.565322220527605,0.07642939095306572,89.23174651694633,30.768253483053684,0.085623270497777,89.27303446823032,30.72696553176968,0.0972767072931928,89.41698935854305,30.58301064145695,90.51246107778405,29.487538922215947
LPML_INV_B2_DER_1c4c70e363d7,2,0.0913375592341373,90.96194195791945,29.038058042080536,0.05576529462563145,91.05673588938895,28.94326411061104,0.05832892036744813,91.49510540932873,28.504894590671256,0.0877221614711954,90.99284050806823,29.00715949193176,93.3913441683924,26.60865583160762
LPML_INV_B2_DER_12be3c1d9a57,2,0.09542444452168239,89.8137911054408,30.1862088945592,0.08057967939736958,89.54760359226549,30.45239640773451,0.08799567861382405,89.63644522039583,30.363554779604158,0.09392570117257291,89.79229606204856,30.207703937951436,91.48965495507879,28.510345044921223
LPML_INV_B2_DER_645b1376ee7c,2,0.13241407216412346,92.92070879904637,27.079291200953634,0.10546904641263063,92.53097533043206,27.469024669567943,0.10143402604920262,92.85487805328845,27.145121946711555,0.129476722171263,92.89899560331972,27.10100439668028,94.41830545502458,25.58169454497542
LPML_INV_B3_DER_ae6a205f794c,3,0.08978604805658436,82.79285366128849,97.20714633871151,0.08771355712782163,82.78356719756658,97.21643280243342,0.08101698307280647,82.99648787672871,97.00351212327129,0.08919229662575957,82.8025323365063,97.1974676634937,84.2108411992954,95.7891588007046
