candidate_id,target_bin,C0_jones_relative_error,C0_phase_deg_provisional,C0_phase_error_deg_provisional,C1_jones_relative_error,C1_phase_deg_provisional,C1_phase_error_deg_provisional,C5_jones_relative_error,C5_phase_deg_provisional,C5_phase_error_deg_provisional,planning_jones_relative_error,planning_phase_deg_provisional,planning_phase_error_deg_provisional,physics_phase_deg_provisional,physics_phase_error_deg_provisional
LPML_INV_B3_DER_c6034e02ce52,3,0.09584086845745703,81.60663028935976,98.39336971064024,0.11702171454134927,81.49665392483259,98.50334607516741,0.12582969456432766,81.39530584506481,98.60469415493519,0.09827698530907794,81.5909277559896,98.4090722440104,82.1246299728957,97.8753700271043
LPML_INV_B3_DER_1a143aaeb4c4,3,0.056038644693648214,84.19757760761712,95.80242239238288,0.06927865471468674,84.12703335070721,95.87296664929279,0.07557814188079312,84.0079707905067,95.9920292094933,0.05755488071703332,84.18482322262956,95.81517677737044,85.61437482610508,94.38562517389492
LPML_INV_B3_DER_e74126c376f7,3,0.06816858672846324,89.81520596874196,90.18479403125804,0.045880299077957584,90.27784481512332,89.72215518487668,0.03849574402949458,90.53552942619461,89.46447057380539,0.06528869983329909,89.87273242283116,90.12726757716884,91.60036496362665,88.39963503637335
LPML_INV_B3_DER_a37ca6b0686f,3,0.19334115687726017,88.13595934377312,91.86404065622688,0.1986129085992728,88.17213245428641,91.82786754571359,0.1852750089947154,87.91949773234688,92.08050226765312,0.1930866576910236,88.12696773074379,91.87303226925621,89.0256336207445,90.9743663792555
LPML_INV_B3_DER_ea265a89dcd0,3,0.0951675077478552,91.31391545999355,88.68608454000645,0.07985993315696807,91.25365453808988,88.74634546191012,0.07271827861257973,91.56585131954033,88.43414868045967,0.09315399618005675,91.32354269687858,88.67645730312142,93.56729265025066,86.43270734974934
LPML_INV_B4_DER_f02e0a4f0ac7,4,0.14079958873038526,80.13211862195016,159.86788137804984,0.12558040247550076,79.84772535851673,160.15227464148327,0.13616532428450834,79.91387374203129,160.08612625796871,0.13975694196826402,80.10779583771746,159.89220416228255,80.21645014328473,159.78354985671527
LPML_INV_B4_DER_70702c511de7,4,0.0739020169275096,83.53385890612272,156.4661410938773,0.07361028813427109,83.63222890981801,156.36777109018198,0.07097911272029374,84.0421644323731,155.9578355676269,0.07366293854262271,83.56381240597103,156.43618759402898,84.86538720183611,155.1346127981639
LPML_INV_B4_GRA_002a5696d677,4,0.05243055501973478,73.42150088535178,138.42150088535175,0.052235472839106775,72.81173243990243,137.8117324399024,0.05922582752418473,73.30478615772293,138.3047861577229,0.052668543538816476,73.38677947475003,138.38677947475003,73.8714588411236,138.87145884112363
LPML_INV_B4_DER_5c768f49afc7,4,0.024715296229463272,86.2663557266806,153.73364427331938,0.04805620430941541,85.75903125603614,154.24096874396386,0.04731827802836967,85.90802414486652,154.09197585513348,0.025995564108318558,86.22450480561703,153.77549519438298,87.02973063668335,152.97026936331665
LPML_INV_B4_DER_940209225565,4,0.06956755106436484,87.6476091630302,152.3523908369698,0.0832801510653768,87.51111977848522,152.48888022151476,0.07850498541634109,87.75021268633259,152.2497873136674,0.06971115744371645,87.64624524267782,152.35375475732218,89.46800114333749,150.5319988566625
LPML_INV_B4_DER_6603cd5211b7,4,0.0689394872293316,92.1025619138033,147.8974380861967,0.055632225799596556,91.75508630974392,148.24491369025608,0.04727744980914934,91.92003507786627,148.07996492213374,0.06708505979397629,92.0770937748219,147.9229062251781,92.6075208208799,147.3924791791201
LPML_INV_B5_GRA_14f392011ec0,5,0.060986114010485565,73.15652574310909,88.15652574310911,0.05230030370767332,72.95047387693305,87.95047387693307,0.06104641419049832,73.55199757978745,88.55199757978744,0.060487651310689075,73.16639490312397,88.166394903124,73.77073298398396,88.77073298398398
LPML_INV_B5_DER_368faa1d6d2f,5,0.08289572227310009,83.68643518347643,143.68643518347642,0.07971422928725035,83.50260272002626,143.5026027200263,0.0755843852510634,83.5974016854339,143.5974016854339,0.08232931600951002,83.67329928455925,143.67329928455922,85.18757880576287,145.18757880576288
LPML_INV_B5_DER_46a70a062adf,5,0.07916920280564074,79.18717059597974,139.18717059597975,0.09102058004188969,78.2877993574259,138.2877993574259,0.0896113906134625,78.62738738669198,138.62738738669196,0.08017400245441642,79.11648570467199,139.11648570467196,80.74745855793317,140.74745855793316
LPML_INV_B5_DER_ef98eeb10f71,5,0.09280718420883413,73.38144677260657,133.38144677260658,0.07121198615681303,72.79580565310347,132.79580565310346,0.076444875629765,73.4750229786919,133.47502297869187,0.09081639862618213,73.35830183997317,133.35830183997314,73.40452214078748,133.4045221407875
LPML_INV_B5_DER_e6657f8a4748,5,0.0841575380391195,82.2940052176111,142.29400521761113,0.08473735992083943,81.95864118155642,141.9586411815564,0.072747989132682,82.28337336174057,142.2833733617406,0.08351951663358033,82.27761812627037,142.27761812627034,82.94425357537449,142.9442535753745
LPML_INV_B5_DER_98d0046e2cc5,5,0.09742941331730992,74.97554744646631,134.9755474464663,0.07304326540851616,74.84693125475366,134.84693125475366,0.08981188346615594,75.25511983408185,135.25511983408182,0.0957470680647587,74.98337803817485,134.98337803817486,74.84170780682585,134.84170780682587
