candidate_id,role,exact_geometry_hash_sha256,txx_real,txx_imag,txy_real,txy_imag,tyx_real,tyx_imag,tyy_real,tyy_imag,phase_deg,abs_txx,Txx,Txy,Tyx,Tyy,leakage,throughput,sigma1,sigma2,sigma2_over_sigma1,projection_error,projection_error_scalar_invariant,projection_error_consistency_abs_error,determinant_abs,jones_frobenius_norm,full_jones_label,projector_lineage
LP_5D_PHASE_REACHABILITY_V2_11,HIGH_PHASE_EXTREME,ac2b72fe2603d777c376ff550c877126ba5a9a495de6e542e252d0383553e645,-0.14626980462755998,0.9784337733789927,0.0035844956989423207,-0.003133019553381295,0.003719395999353394,-0.0031238733412259313,-0.14632448955860153,0.03491539756109805,98.50239984119824,0.9893065776767274,0.9787275046344386,2.2664420937605527e-05,2.3592491252028094e-05,0.02262994123143482,0.022676198143624454,0.9787275046344386,0.9893340428121616,0.15040563324226564,0.1520271482973948,0.1504806037980469,0.1504806037980474,4.996003610813204e-16,0.1488014131972939,1.0007016052640583,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
LP_5D_PHASE_REACHABILITY_V2_12,HIGH_PHASE_EXTREME,9cac7031e71d19083c23c486c627656c1627f067b30530b81d2e4a5cb4891226,-0.12303802449161548,0.9750118009107372,0.003607744521687924,0.001035276657833573,0.003757193333034211,0.0010648715750727442,-0.20649954343066307,0.09641191282590891,97.19221385907994,0.9827443041737757,0.9657863673859985,1.408761829202428e-05,1.5250453213194632e-05,0.051937318371822964,0.05196665644332819,0.9657863673859985,0.9827572923894633,0.2279059632494459,0.23190462692504504,0.22596500566212235,0.22596500566212285,4.996003610813204e-16,0.22397624736243799,1.0088374615513278,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
LP_5D_PHASE_REACHABILITY_V2_13,PHASE_PROJECTOR_TRADEOFF,78d3ec19841d04c39d6b4f24916f637f6dfeacaffd2b54837e9daed658de8d58,0.17336177124712504,0.9776843785368317,0.0012684178776443194,-0.0008660919382941785,0.001279759917300297,-0.0008650238259630775,-0.30148186956380796,0.37261418386804657,79.94489866370067,0.9929355708025024,0.9859210477648912,2.3589991579058865e-06,2.386051665412264e-06,0.22973264769533933,0.22973739274616264,0.9859210477648912,0.9929388772496065,0.47930243746234413,0.4827109185109048,0.4347204384617873,0.43472043846178765,3.3306690738754696e-16,0.47591802411685996,1.1025690184795933,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
LP_5D_PHASE_REACHABILITY_V2_14,PHASE_PROJECTOR_TRADEOFF,5f009062e5bd59371d163d281cf878280480a33ac27c0c341878efd9a19ec054,0.16283972483302098,0.9739097957987481,1.0167082807584822e-05,-0.0005684028001254418,3.428321792513119e-05,-0.0005812480652727508,-0.3162642052867264,0.3605831867954595,80.50783364118728,0.9874295247441476,0.9750170663364531,3.231851127632593e-07,3.39024652414618e-07,0.2300432821452138,0.230043944354979,0.9750170663364531,0.9874301528772697,0.4796276721376745,0.4857332650214184,0.4369189538350683,0.43691895383506846,1.6653345369377348e-16,0.47359882562307287,1.0977527092617134,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
LP_5D_PHASE_REACHABILITY_V2_15,PHASE_PROJECTOR_TRADEOFF,9d98dab183d29ac7bfb42fe83eb51d42a92db61ca96533955e088dc27686c6b7,0.16038515648160181,0.9725977748609993,0.00031252571817402233,-0.002196248305058206,0.0003341071456779511,-0.0021592209211395257,-0.3297812620591425,0.34713196977209276,80.63597573708543,0.9857331434441042,0.9716698300841949,4.921178941991233e-06,4.7738625710796906e-06,0.22925628524317393,0.229265980284687,0.9716698300841949,0.985742564512126,0.4787978768519542,0.4857230417851803,0.4369280340917104,0.436928034091711,6.106226635438361e-16,0.4719714470110064,1.0958721688084254,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
LP_5D_PHASE_REACHABILITY_V2_16,PHASE_PROJECTOR_TRADEOFF,70e7cf8ad86e38393e465a07236c3f497547c9fa6b57f6f07ea69a028736f307,0.15708018712519525,0.9781196352504894,0.002479321164226851,-0.000954606505604873,0.002423745360350846,-0.0009362318334249545,-0.34443292454207425,0.32738455606215056,80.87653955714795,0.9906524143461403,0.9813922060498368,7.058307015926333e-06,6.751071617740505e-06,0.2258146870566176,0.22582849643525127,0.9813922060498368,0.9906606765977031,0.4751969342578605,0.4796767909369971,0.43250988156914894,0.43250988156914966,7.216449660063518e-16,0.47075891640904644,1.0987359566725248,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
LP_5D_PHASE_REACHABILITY_V2_17,5D_BOUNDARY_SPARSE_REGION,1afad0e6daeee2cfdbe3e7ace1535167889d4f4a9a44e35c9d6abb1c6636349d,0.22287879149026282,0.9692143834612325,0.0011640343576739842,-0.0036641757536505543,0.0012183241714269007,-0.0036381358182799076,-0.2575930431405212,0.565498754615954,77.0495103417824,0.9945106720414302,0.9890514768042971,1.4781159939486095e-05,1.4720346018934257e-05,0.38614301734658946,0.3861725188525479,0.9890514768042971,0.9945488233244302,0.6213667465199889,0.6247724917545792,0.5299122529798946,0.5299122529798951,4.440892098500626e-16,0.6179795666043845,1.1726994481353032,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
LP_5D_PHASE_REACHABILITY_V2_18,5D_BOUNDARY_SPARSE_REGION,0a3efb36df9c367b6732548a8383fb3d0ddb8c3e0f040c054e36fd0cc9369133,0.2084312561478385,0.979673738488926,0.0022504839042940816,-0.0017380711147196172,0.0022491856785993073,-0.0017152875802884102,-0.28254803697602376,0.559161364138317,77.98907916226175,1.0016008298839585,1.0032042224242343,8.085569003309425e-06,8.001047699907895e-06,0.392494824344028,0.3925109109607312,1.0032042224242343,1.0016139931344126,0.6264858674721263,0.6254763529327554,0.5303071383687956,0.5303071383687963,6.661338147750939e-16,0.6274970113610329,1.181403882414886,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
LP_5D_PHASE_REACHABILITY_V2_19,5D_BOUNDARY_SPARSE_REGION,6378cec6bf565e0513623e83bb1ffff89e31f99544878dc8caa4aa135e461045,0.19104562906866118,0.9791501234786384,0.00042444953185328887,-0.00027248955972128625,0.00043231800106920083,-0.0002844157051242978,-0.3023607979122064,0.5487289027142013,78.95951379711735,0.9976138514948925,0.9952333966944733,2.544079652475765e-07,2.677911473698211e-07,0.39252546078803746,0.3925259829871501,0.9952333966944733,0.9976142546289835,0.6265182987293196,0.6280165863932289,0.5318352503641264,0.5318352503641269,5.551115123125783e-16,0.6250235855982691,1.178031994337006,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
LP_5D_PHASE_REACHABILITY_V2_20,5D_BOUNDARY_SPARSE_REGION,30a0fdb7243e390a1804168a3fbe40988c6d92f644984b62e82aeb034565bf1a,0.18180326559745597,0.976127916535359,-0.0005382567768280475,-0.0021437268469687593,-0.0005183246970446254,-0.0021098652929313942,-0.3237341759825605,0.5405273752652273,79.44957941867875,0.9929139624466764,0.9858781368215599,4.885285152215938e-06,4.720192045882881e-06,0.3969736601102233,0.39698326558742136,0.9858781368215599,0.9929254797228791,0.6300479300228449,0.6345369747170636,0.5357926756384194,0.5357926756384199,5.551115123125783e-16,0.6255906431663402,1.1759512755250454,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
LP_5D_PHASE_REACHABILITY_V2_21,DISAGREEMENT_PHYSICS_CONTROL,3428df0f2763197eb57fe187c6c98e50a2c065d2eb324b9e36873b9f11364d18,0.155986007654242,0.9757965829061976,-5.942276138333428e-09,-2.068141129777451e-09,-2.739564987153969e-09,1.6972342967023182e-10,-0.3213413668045636,0.3708369489483869,80.91782120687522,0.9881855118323285,0.976510605795321,3.958785343688399e-17,7.534022361418954e-18,0.24078031672517367,0.24078031672517372,0.976510605795321,0.9881855118323285,0.4906937096857607,0.49656031565965697,0.444747278241529,0.4447472782415297,7.216449660063518e-16,0.4848964146587274,1.1033090784184163,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
LP_5D_PHASE_REACHABILITY_V2_22,DISAGREEMENT_PHYSICS_CONTROL,e5d2fcafda6604205aba931c1198b99d0ec30e28f196be79980dc42703775392,0.14888989330466168,0.9790666744913635,-3.227520638731168e-09,-2.8380084062657522e-09,-8.498969167580617e-09,3.800355578210843e-09,-0.3368201304483631,0.3570242050524926,81.35309291385045,0.990323055082457,0.9807397534278511,1.8471181187470716e-17,8.667517943232423e-17,0.24091408326861666,0.24091408326861677,0.9807397534278511,0.990323055082457,0.4908299942634075,0.49562614113082487,0.4440757036786612,0.4440757036786618,5.551115123125783e-16,0.48608025944504263,1.1052845048658142,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
LP_5D_PHASE_REACHABILITY_V2_23,DISAGREEMENT_PHYSICS_CONTROL,7afefa0ab08f643886ee8463084829663cb0cc9d2d52bc601f61294064f2dea4,0.14024624397339497,0.9817954392180869,5.744008887432236e-09,-2.768640993904702e-09,-1.1597243683675421e-09,1.6158784857119246e-09,-0.35061137214925725,0.3340533829396726,81.87048370253103,0.9917617120145751,0.9835912934180809,4.065901105203013e-17,3.956023891172157e-18,0.23451999693382453,0.23451999693382458,0.9835912934180809,0.9917617120145752,0.48427264731122743,0.48829536515129196,0.43877962801988896,0.4387796280198897,7.216449660063518e-16,0.48028306977921353,1.1036807918741296,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
LP_5D_PHASE_REACHABILITY_V2_24,DISAGREEMENT_PHYSICS_CONTROL,2936c877eb38898d4dd231e858e959efd95d8e72cc669406b36c0634e480809d,0.13726229516964555,0.9863243636490846,1.9854214222808145e-09,7.26862033369981e-09,-1.873728897888881e-09,-8.975075433000273e-09,-0.3290888293762817,0.3639733674566867,82.077290769832,0.9958296480839535,0.9916766880030106,5.677473977952589e-17,8.406283901082892e-17,0.24077606983801172,0.24077606983801186,0.9916766880030106,0.9958296480839535,0.49068938223484276,0.49274429936783243,0.44199923749010794,0.4419992374901084,4.440892098500626e-16,0.4886430348294561,1.1101588885565086,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
