candidate_id,role,exact_geometry_hash_sha256,txx_real,txx_imag,txy_real,txy_imag,tyx_real,tyx_imag,tyy_real,tyy_imag,phase_deg,abs_txx,Txx,Txy,Tyx,Tyy,leakage,throughput,sigma1,sigma2,sigma2_over_sigma1,projection_error,projection_error_scalar_invariant,projection_error_consistency_abs_error,determinant_abs,jones_frobenius_norm,full_jones_label,projector_lineage
LP_5D_PHASE_REACHABILITY_V2_01,LOW_PHASE_EXTREME,5f34817ae0c4ff550b6ab7e3a1ba39454bf2e83832e334841f26d7547e0ee6d2,0.2979349010349298,0.945863135703512,0.0006279198879564098,0.000943801120440897,0.0006251217678162971,0.0009312281359588839,-0.2750048508711919,0.5259120506107648,72.51623323236915,0.9916764980262333,0.9834222767375738,1.285043940636683e-06,1.2579630657992298e-06,0.3522111529803062,0.3522136959873126,0.9834222767375738,0.9916787517038839,0.5934721780706433,0.5984520461398921,0.5135220142245752,0.5135220142245758,5.551115123125783e-16,0.5885337487200804,1.1556971803742044,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
LP_5D_PHASE_REACHABILITY_V2_02,LOW_PHASE_EXTREME,a9b25489818435d9b0ac15f667a789c13e4613cebe5be5fda694003a6f2cc601,0.2927240490401079,0.9483065971405182,-5.4357906115386656e-05,0.0009774271306774423,-5.332620863710519e-05,0.0009495033845894272,-0.2928775540543637,0.5166795412194186,72.84554671437762,0.9924579442307189,0.9849727710666647,9.583185777415872e-07,9.044003618743858e-07,0.3527350099835756,0.3527368727025152,0.9849727710666647,0.9924602759795783,0.5939126571910376,0.598424613624796,0.5135047924172267,0.5135047924172271,4.440892098500626e-16,0.5894347196635822,1.156593983975872,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
LP_5D_PHASE_REACHABILITY_V2_03,LOW_PHASE_EXTREME,fc349a4939e99b36168d3f9efadf8e82675f034160adc3ae74b8f0f1fe13bbee,0.2852988876685954,0.9538864836556139,0.00015607676542237083,-0.00021781100212620223,0.00019969382421231892,-0.0002262264542093003,-0.3087528604009306,0.504132478672952,73.348547838682,0.9956379256566162,0.9912948790058097,7.180158935193024e-08,9.105603201265315e-08,0.3494778848586909,0.3494780477163123,0.9912948790058097,0.9956380866805354,0.5911664123351766,0.5937563259619062,0.5105430099756706,0.510543009975671,4.440892098500626e-16,0.5885877956871919,1.1579174956455758,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
LP_5D_PHASE_REACHABILITY_V2_04,LOW_PHASE_EXTREME,05204f73e71e611ccdd5baf49209e11c65397ca6c86c93c6a146d8dafa3dabec,0.24785786603441984,0.9705301908278919,-0.004353659148399261,0.0011861703962475906,-0.004435429996676331,0.0011928504609498337,-0.3354624892803333,0.4818403095464065,75.67379267737614,1.001679775708565,1.003362373063561,2.036134818937474e-05,2.109593147760443e-05,0.3447051656179346,0.34474662289760155,1.003362373063561,1.0016996261751636,0.5871174114959455,0.5861212245209309,0.5056936577717175,0.5056936577717176,1.1102230246251565e-16,0.5881152916164185,1.1610809601234369,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
LP_5D_PHASE_REACHABILITY_V2_05,LOW_PHASE_EXTREME,c0dc3d210b72912f4288998dc76ccbec6fb253d4a9f7446c909bd084128f1cb9,0.23828328649133854,0.9739510087132789,-0.004229664899823276,0.002815070174038218,-0.004256793194767999,0.0027319464664073067,-0.35212492818275004,0.46951228078159346,76.25227622198071,1.0026761650676288,1.0053594919947269,2.581468524955661e-05,2.5583819798338516e-05,0.34443374685244077,0.34448514535748864,1.0053594919947269,1.0027149346255164,0.5868623324350962,0.5852733535421725,0.5051767526812807,0.5051767526812813,5.551115123125783e-16,0.5884556253018356,1.161828144499958,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
LP_5D_PHASE_REACHABILITY_V2_06,LOW_PHASE_EXTREME,a80f00845e54991d5f8adf39a0c206dd9c557449af20a93a9c51312ca48a10d3,0.28565028030186684,0.955351931227536,0.000934986263702366,0.00031806463296490186,0.0009333249854209306,0.00031157607535931215,-0.27840518612845394,0.5203747364178222,73.35333224767214,0.9971426152445385,0.9942933951367178,9.753644240552078e-07,9.681751791472924e-07,0.34829931396513697,0.34830125750474017,0.9942933951367178,0.9971433156039464,0.590169349244627,0.5918601067763015,0.5093368108087096,0.5093368108087104,7.771561172376096e-16,0.5884834216736108,1.1587038675353847,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
LP_5D_PHASE_REACHABILITY_V2_07,HIGH_PHASE_EXTREME,4b4306583250956d3a51f1ecd5204a38d926251ba2290af8d977f60e7d77652a,-0.0924633883504644,0.9789314857203395,0.0026098129819167584,-0.0035025433723530823,0.002645571603728741,-0.0035036200262995284,-0.23049702135059533,0.11289346507610658,95.3957720538224,0.9832885293340302,0.96685633191988,1.9078933875795745e-05,1.927440239914297e-05,0.0658738113083869,0.06591216464466185,0.96685633191988,0.9833149031258205,0.2566326126103221,0.2609872094834757,0.2526278909743579,0.25262789097435856,6.661338147750939e-16,0.25235067260784516,1.016252181579229,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
LP_5D_PHASE_REACHABILITY_V2_08,HIGH_PHASE_EXTREME,a2531922c89b2fdb84b57c5e726a37e9438d80801b718bf82d96947daedc69c0,-0.10080204818045548,0.9734729192462344,0.0054975696484827535,-0.0017708857691003243,0.005515075568373434,-0.0018880944351329601,-0.22414226593041237,0.09523540595632843,95.9118452445854,0.9786779743220752,0.9578105774231603,3.335930844712083e-05,3.3980959120849606e-05,0.05930953792408637,0.059376878191654346,0.9578105774231603,0.9787177151298098,0.2435140441656288,0.24880927401352998,0.24160625984011855,0.24160625984011963,1.0824674490095276e-15,0.23833150890780375,1.0085571156929165,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
LP_5D_PHASE_REACHABILITY_V2_09,HIGH_PHASE_EXTREME,3a3a40a2ea9dae0282af120f978539a3d30cab31757fa3f1a575dba4d485d3f7,-0.10214177703041659,0.9741711966592592,0.003462436818583774,-0.00020777636937158867,0.003655885300680286,-0.00026023766991130684,-0.20687348091975416,0.08126378019404457,95.98558792618356,0.9795113388907065,0.9594424630154645,1.2031639742353763e-05,1.343322097657105e-05,0.04940043907928187,0.04942590394000079,0.9594424630154645,0.9795246133955857,0.22226087984099716,0.22690688605620166,0.22134007762136018,0.2213400776213603,1.1102230246251565e-16,0.21771000239921545,1.0044243958384649,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
LP_5D_PHASE_REACHABILITY_V2_10,HIGH_PHASE_EXTREME,e1769ae862a5b822aff877c0b362875de1f1395a3e95086d4ae2fbc25d54e18c,-0.13891580907604154,0.9731469090604985,0.005243470024370266,0.001444323119635891,0.00532192459962291,0.0013751359153940713,-0.18352701958718792,0.04799990596827345,98.12403357267148,0.9830119575189578,0.9663125086252532,2.9580047170384272e-05,3.021388022987816e-05,0.035986157891519155,0.03604595181891942,0.9663125086252532,0.9830399276472713,0.18971283850973367,0.1929858932218319,0.18963422395577056,0.18963422395577156,9.992007221626409e-16,0.18649529504236698,1.0011785357488308,FULL_JONES_REACHABILITY_PHYSICS,projector_preserved_from_backbone
