candidate_id,q_provisional,abs_c_provisional,projector_error_provisional,conditioning,conditioning_class
LPML_INV_B3_DER_e74126c376f7,0.9999441127183903,0.9903890853709243,0.00011177143983109872,"[{'relative_perturbation': 0.005, 'phase_std_deg': 0.0, 'phase_range_deg': [91.40750272321951, 91.40750272321951]}, {'relative_perturbation': 0.01, 'phase_std_deg': 1.4210854715202004e-14, 'phase_range_deg': [91.57081774769487, 91.57081774769487]}, {'relative_perturbation': 0.02, 'phase_std_deg': 0.0, 'phase_range_deg': [91.39700344896664, 91.39700344896664]}, {'relative_perturbation': 0.05, 'phase_std_deg': 0.0, 'phase_range_deg': [90.86869017620273, 90.86869017620273]}]",STABLE_PROVISIONAL
LPML_INV_B3_DER_a37ca6b0686f,0.9966662621142551,0.9925496485862737,0.0066563619631988535,"[{'relative_perturbation': 0.005, 'phase_std_deg': 1.4210854715202004e-14, 'phase_range_deg': [88.8236981662504, 88.8236981662504]}, {'relative_perturbation': 0.01, 'phase_std_deg': 0.0, 'phase_range_deg': [88.98496311564112, 88.98496311564112]}, {'relative_perturbation': 0.02, 'phase_std_deg': 1.4210854715202004e-14, 'phase_range_deg': [88.80848594414981, 88.80848594414981]}, {'relative_perturbation': 0.05, 'phase_std_deg': 0.0, 'phase_range_deg': [88.28993750023643, 88.28993750023643]}]",STABLE_PROVISIONAL
LPML_INV_B3_DER_ea265a89dcd0,0.9988613468969713,0.993274797386241,0.0022760096751685,"[{'relative_perturbation': 0.005, 'phase_std_deg': 0.0, 'phase_range_deg': [93.3809178737299, 93.3809178737299]}, {'relative_perturbation': 0.01, 'phase_std_deg': 1.4210854715202004e-14, 'phase_range_deg': [93.54615955178085, 93.54615955178085]}, {'relative_perturbation': 0.02, 'phase_std_deg': 1.4210854715202004e-14, 'phase_range_deg': [93.37398833093678, 93.37398833093678]}, {'relative_perturbation': 0.05, 'phase_std_deg': 1.4210854715202004e-14, 'phase_range_deg': [92.83705328104175, 92.83705328104175]}]",STABLE_PROVISIONAL
LPML_INV_B4_DER_f02e0a4f0ac7,0.9662776192916528,0.9914616629808505,0.06630756245605574,"[{'relative_perturbation': 0.005, 'phase_std_deg': 0.0, 'phase_range_deg': [79.98168227679865, 79.98168227679865]}, {'relative_perturbation': 0.01, 'phase_std_deg': 0.0, 'phase_range_deg': [80.13636973621409, 80.13636973621409]}, {'relative_perturbation': 0.02, 'phase_std_deg': 0.0, 'phase_range_deg': [79.94978951643564, 79.94978951643564]}, {'relative_perturbation': 0.05, 'phase_std_deg': 0.0, 'phase_range_deg': [79.46354281063999, 79.46354281063999]}]",STABLE_PROVISIONAL
LPML_INV_B4_DER_70702c511de7,0.9816796803971747,0.9771685518221819,0.03630500509530099,"[{'relative_perturbation': 0.005, 'phase_std_deg': 0.0, 'phase_range_deg': [84.64740924505531, 84.64740924505531]}, {'relative_perturbation': 0.01, 'phase_std_deg': 0.0, 'phase_range_deg': [84.80619303987987, 84.80619303987987]}, {'relative_perturbation': 0.02, 'phase_std_deg': 0.0, 'phase_range_deg': [84.62436047578717, 84.62436047578717]}, {'relative_perturbation': 0.05, 'phase_std_deg': 0.0, 'phase_range_deg': [84.11900993426167, 84.11900993426167]}]",STABLE_PROVISIONAL
LPML_INV_B4_GRA_002a5696d677,0.8560138187900177,0.9963848185338452,0.2672403420405307,"[{'relative_perturbation': 0.005, 'phase_std_deg': 1.4210854715202004e-14, 'phase_range_deg': [73.58872526875908, 73.58872526875908]}, {'relative_perturbation': 0.01, 'phase_std_deg': 0.0, 'phase_range_deg': [73.75128322885557, 73.75128322885557]}, {'relative_perturbation': 0.02, 'phase_std_deg': 0.0, 'phase_range_deg': [73.5400049012353, 73.5400049012353]}, {'relative_perturbation': 0.05, 'phase_std_deg': 0.0, 'phase_range_deg': [73.03911863516578, 73.03911863516578]}]",STABLE_PROVISIONAL
LPML_INV_B4_DER_5c768f49afc7,0.9865907427821321,0.9853642657277736,0.026638706256600808,"[{'relative_perturbation': 0.005, 'phase_std_deg': 0.0, 'phase_range_deg': [86.81940467991308, 86.81940467991308]}, {'relative_perturbation': 0.01, 'phase_std_deg': 0.0, 'phase_range_deg': [86.980064993351, 86.980064993351]}, {'relative_perturbation': 0.02, 'phase_std_deg': 0.0, 'phase_range_deg': [86.80039235832783, 86.80039235832783]}, {'relative_perturbation': 0.05, 'phase_std_deg': 1.4210854715202004e-14, 'phase_range_deg': [86.28629243924783, 86.28629243924783]}]",STABLE_PROVISIONAL
LPML_INV_B4_DER_940209225565,0.9935073027181498,0.9949340973507498,0.012943239445706634,"[{'relative_perturbation': 0.005, 'phase_std_deg': 0.0, 'phase_range_deg': [89.26684677727825, 89.26684677727825]}, {'relative_perturbation': 0.01, 'phase_std_deg': 0.0, 'phase_range_deg': [89.42909584472217, 89.42909584472217]}, {'relative_perturbation': 0.02, 'phase_std_deg': 0.0, 'phase_range_deg': [89.25238880875247, 89.25238880875247]}, {'relative_perturbation': 0.05, 'phase_std_deg': 0.0, 'phase_range_deg': [88.73013645196873, 88.73013645196873]}]",STABLE_PROVISIONAL
LPML_INV_B4_DER_6603cd5211b7,0.9998308846239109,0.9821791987986614,0.00033820215216773253,"[{'relative_perturbation': 0.005, 'phase_std_deg': 0.0, 'phase_range_deg': [92.41803443284412, 92.41803443284412]}, {'relative_perturbation': 0.01, 'phase_std_deg': 0.0, 'phase_range_deg': [92.58228713882545, 92.58228713882545]}, {'relative_perturbation': 0.02, 'phase_std_deg': 1.4210854715202004e-14, 'phase_range_deg': [92.40936459347002, 92.40936459347002]}, {'relative_perturbation': 0.05, 'phase_std_deg': 0.0, 'phase_range_deg': [91.8767957025978, 91.8767957025978]}]",STABLE_PROVISIONAL
LPML_INV_B5_GRA_14f392011ec0,0.8677803724096685,0.9900330155704031,0.24695722526053698,"[{'relative_perturbation': 0.005, 'phase_std_deg': 1.4210854715202004e-14, 'phase_range_deg': [73.49159373301532, 73.49159373301532]}, {'relative_perturbation': 0.01, 'phase_std_deg': 0.0, 'phase_range_deg': [73.65173962185746, 73.65173962185746]}, {'relative_perturbation': 0.02, 'phase_std_deg': 1.4210854715202004e-14, 'phase_range_deg': [73.44335095467366, 73.44335095467366]}, {'relative_perturbation': 0.05, 'phase_std_deg': 0.0, 'phase_range_deg': [72.94999299929272, 72.94999299929272]}]",STABLE_PROVISIONAL
LPML_INV_B5_DER_368faa1d6d2f,0.9886542225836051,0.9885756444921275,0.02256282816760735,"[{'relative_perturbation': 0.005, 'phase_std_deg': 0.0, 'phase_range_deg': [84.97209869029075, 84.97209869029075]}, {'relative_perturbation': 0.01, 'phase_std_deg': 0.0, 'phase_range_deg': [85.13017046288036, 85.13017046288036]}, {'relative_perturbation': 0.02, 'phase_std_deg': 0.0, 'phase_range_deg': [84.94979619814889, 84.94979619814889]}, {'relative_perturbation': 0.05, 'phase_std_deg': 0.0, 'phase_range_deg': [84.44628219330713, 84.44628219330713]}]",STABLE_PROVISIONAL
LPML_INV_B5_DER_46a70a062adf,0.9211214187789044,1.0017871886154366,0.15153533186673818,"[{'relative_perturbation': 0.005, 'phase_std_deg': 0.0, 'phase_range_deg': [80.50266194006768, 80.50266194006768]}, {'relative_perturbation': 0.01, 'phase_std_deg': 1.4210854715202004e-14, 'phase_range_deg': [80.66579868317032, 80.66579868317032]}, {'relative_perturbation': 0.02, 'phase_std_deg': 1.4210854715202004e-14, 'phase_range_deg': [80.47018083959884, 80.47018083959884]}, {'relative_perturbation': 0.05, 'phase_std_deg': 0.0, 'phase_range_deg': [79.95679474347759, 79.95679474347759]}]",STABLE_PROVISIONAL
LPML_INV_B5_DER_ef98eeb10f71,0.8770881947296161,0.9987750938509601,0.23071629866594312,"[{'relative_perturbation': 0.005, 'phase_std_deg': 1.4210854715202004e-14, 'phase_range_deg': [73.1274643242991, 73.1274643242991]}, {'relative_perturbation': 0.01, 'phase_std_deg': 0.0, 'phase_range_deg': [73.28516506350411, 73.28516506350411]}, {'relative_perturbation': 0.02, 'phase_std_deg': 1.4210854715202004e-14, 'phase_range_deg': [73.07904732089625, 73.07904732089625]}, {'relative_perturbation': 0.05, 'phase_std_deg': 1.4210854715202004e-14, 'phase_range_deg': [72.59375173060332, 72.59375173060332]}]",STABLE_PROVISIONAL
LPML_INV_B5_DER_e6657f8a4748,0.9541870016486644,0.9817871257023237,0.08952716588473164,"[{'relative_perturbation': 0.005, 'phase_std_deg': 0.0, 'phase_range_deg': [82.71422239729812, 82.71422239729812]}, {'relative_perturbation': 0.01, 'phase_std_deg': 1.4210854715202004e-14, 'phase_range_deg': [82.87494511369718, 82.87494511369718]}, {'relative_perturbation': 0.02, 'phase_std_deg': 0.0, 'phase_range_deg': [82.6869269360879, 82.6869269360879]}, {'relative_perturbation': 0.05, 'phase_std_deg': 1.4210854715202004e-14, 'phase_range_deg': [82.17802154919897, 82.17802154919897]}]",STABLE_PROVISIONAL
LPML_INV_B5_DER_98d0046e2cc5,0.873274538811937,0.9985577194960088,0.2373915798627988,"[{'relative_perturbation': 0.005, 'phase_std_deg': 0.0, 'phase_range_deg': [74.56700291214234, 74.56700291214234]}, {'relative_perturbation': 0.01, 'phase_std_deg': 0.0, 'phase_range_deg': [74.72828833777898, 74.72828833777898]}, {'relative_perturbation': 0.02, 'phase_std_deg': 1.4210854715202004e-14, 'phase_range_deg': [74.52111857935822, 74.52111857935822]}, {'relative_perturbation': 0.05, 'phase_std_deg': 0.0, 'phase_range_deg': [74.02251495913747, 74.02251495913747]}]",STABLE_PROVISIONAL
