candidate_id,phase_deg,phase_delta_deg,Txx,Tyy,cross_power,sigma2_over_sigma1,projection_error,manufacturing_pass
POSTD8_CAL_PROBE_WP_DP_PP,82.4501398706154,0.6180461853657562,0.9794618918517679,0.09636036677604139,2.5671818524954766e-06,0.31365523021306524,0.0016022427570426014,True
POSTD8_CAL_PROBE_WP_DM_PM,82.64455456768272,0.8124608824330721,0.9771216977205929,0.099114731252371,2.792323686649085e-17,0.3184892478855604,5.284244209581049e-09,True
POSTD8_CAL_PROBE_WM_DP_PM,81.38053948598713,-0.45155419926248896,0.9799921795828526,0.1085588204204742,1.2707258167642558e-16,0.3328290710551936,1.1272647500761548e-08,True
POSTD8_CAL_PROBE_WM_DM_PP,81.72959473856618,-0.10249894668345405,0.968959068932956,0.11164225518894094,8.590566074557401e-06,0.33943986984200286,0.0029309667474329013,True
