candidate_id,target_phase_deg,predicted_phase_deg,beyond_support_distance_deg,classification,txx_prediction_fields,c0_c1_c5_disagreement,physics_claim,source_row
LPML_INV_B1_GRA_f24db0a22fb7,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_f24db0a22fb7
LPML_INV_B1_GRA_c48ed260ead6,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_c48ed260ead6
LPML_INV_B1_GRA_31c5366b014c,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_31c5366b014c
LPML_INV_B1_GRA_ec7acd9d6917,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_ec7acd9d6917
LPML_INV_B1_GRA_a17c45d97767,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_a17c45d97767
LPML_INV_B1_GRA_c1018db0ac85,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_c1018db0ac85
LPML_INV_B1_GRA_da6a70d778e9,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_da6a70d778e9
LPML_INV_B1_GRA_ee75280c5842,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_ee75280c5842
LPML_INV_B1_GRA_0849857a6ab5,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_0849857a6ab5
LPML_INV_B1_GRA_6596cec28fc3,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_6596cec28fc3
LPML_INV_B1_GRA_5d891f31137a,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_5d891f31137a
LPML_INV_B1_GRA_2f804377f14f,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_2f804377f14f
LPML_INV_B1_GRA_8dc20d64368e,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_8dc20d64368e
LPML_INV_B1_GRA_da000338c125,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_da000338c125
LPML_INV_B1_GRA_f790523e0e0a,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_f790523e0e0a
LPML_INV_B1_GRA_9477c4f4ed49,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_9477c4f4ed49
LPML_INV_B1_GRA_6fb40201e9f0,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_6fb40201e9f0
LPML_INV_B1_GRA_8917ab4884d3,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_8917ab4884d3
LPML_INV_B1_GRA_7a186f60ead9,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_7a186f60ead9
LPML_INV_B1_GRA_86fda4af5c9a,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_86fda4af5c9a
LPML_INV_B1_GRA_75db2cfd2cd2,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_75db2cfd2cd2
LPML_INV_B1_GRA_fc64907bc6e1,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_fc64907bc6e1
LPML_INV_B1_GRA_0cd4c2fc8349,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_0cd4c2fc8349
LPML_INV_B1_GRA_9612aa3fe545,80.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_9612aa3fe545
LPML_INV_B2_GRA_be32ef70b7aa,140.0,,33.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B2_GRA_be32ef70b7aa
LPML_INV_B3_GRA_71d604c3882d,200.0,,93.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B3_GRA_71d604c3882d
LPML_INV_B0_GRA_1e454042a15d,50.0,,12.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_GRA_1e454042a15d
LPML_INV_B1_GRA_800ed75bc155,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_800ed75bc155
LPML_INV_B1_GRA_5b2d984d16ed,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_5b2d984d16ed
LPML_INV_B1_GRA_b04db861a710,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_b04db861a710
LPML_INV_B1_GRA_937eb753bc49,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_937eb753bc49
LPML_INV_B1_GRA_bf54e09af5fd,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_bf54e09af5fd
LPML_INV_B1_GRA_824ec6b48488,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_824ec6b48488
LPML_INV_B1_GRA_546c4a049ff8,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_546c4a049ff8
LPML_INV_B1_GRA_3bdbdd695d3e,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_3bdbdd695d3e
LPML_INV_B1_GRA_d38141dac59e,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_d38141dac59e
LPML_INV_B1_GRA_04b806b1c212,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_04b806b1c212
LPML_INV_B1_GRA_5bdffcaa99ee,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_5bdffcaa99ee
LPML_INV_B1_GRA_cc4e100394a7,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_cc4e100394a7
LPML_INV_B1_GRA_e3a0680d669a,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_e3a0680d669a
LPML_INV_B1_GRA_17c32ac1a5c0,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_17c32ac1a5c0
LPML_INV_B1_GRA_338810245880,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_338810245880
LPML_INV_B1_GRA_cda261c708d5,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_cda261c708d5
LPML_INV_B1_GRA_a5b4a325c7e6,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_a5b4a325c7e6
LPML_INV_B1_GRA_2a50870c0e15,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_2a50870c0e15
LPML_INV_B1_GRA_fc2854405cdb,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_fc2854405cdb
LPML_INV_B1_GRA_fb0b652e0bdf,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_fb0b652e0bdf
LPML_INV_B1_GRA_5650e27ada01,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_5650e27ada01
LPML_INV_B1_GRA_276539c856df,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_276539c856df
LPML_INV_B1_GRA_f80294ba661a,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_f80294ba661a
LPML_INV_B1_GRA_163e86f113f3,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_163e86f113f3
LPML_INV_B1_GRA_43c2e2681706,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_43c2e2681706
LPML_INV_B1_GRA_577533ba6ad2,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_577533ba6ad2
LPML_INV_B1_GRA_a715bf690745,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_a715bf690745
LPML_INV_B1_GRA_0f4076ab7865,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_0f4076ab7865
LPML_INV_B1_GRA_504300abcf6f,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_504300abcf6f
LPML_INV_B1_GRA_999f7962c1fa,85.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_999f7962c1fa
LPML_INV_B2_GRA_52909d6489c4,145.0,,38.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B2_GRA_52909d6489c4
LPML_INV_B0_GRA_084528a7f67e,45.0,,17.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_GRA_084528a7f67e
LPML_INV_B0_GRA_370b5f2909bb,30.0,,32.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_GRA_370b5f2909bb
LPML_INV_B1_GRA_5bae17cb28ef,90.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_5bae17cb28ef
LPML_INV_B1_GRA_27db88904f27,90.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_27db88904f27
LPML_INV_B1_GRA_28ac8395e1e9,90.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_28ac8395e1e9
LPML_INV_B1_GRA_4a2310e543e9,90.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_4a2310e543e9
LPML_INV_B1_GRA_ee80c1ed2777,90.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_ee80c1ed2777
LPML_INV_B1_GRA_842abfce816c,90.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_842abfce816c
LPML_INV_B1_GRA_6b482f2a0e81,90.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_6b482f2a0e81
LPML_INV_B1_GRA_7e3ac796dd62,90.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_7e3ac796dd62
LPML_INV_B1_GRA_b77f5725563f,90.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_b77f5725563f
LPML_INV_B1_GRA_d1b79612c612,90.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_d1b79612c612
LPML_INV_B1_GRA_67d196ab13b2,90.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_67d196ab13b2
LPML_INV_B1_GRA_0dea9840b210,90.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_0dea9840b210
LPML_INV_B1_GRA_f203bfc1b384,90.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_f203bfc1b384
LPML_INV_B1_GRA_a98af9172e82,90.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_a98af9172e82
LPML_INV_B1_GRA_80480600fb16,90.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_80480600fb16
LPML_INV_B1_GRA_c0691ad9170d,90.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_c0691ad9170d
LPML_INV_B1_GRA_9baa0a19c57f,90.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_9baa0a19c57f
LPML_INV_B1_GRA_bbc074f60b30,90.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_bbc074f60b30
LPML_INV_B2_GRA_f3b0e4d34c60,150.0,,43.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B2_GRA_f3b0e4d34c60
LPML_INV_B1_GRA_5e2c2ab3ddf4,105.0,,0,TARGET_PHASE_NEAR_SUPPORT_EDGE_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_5e2c2ab3ddf4
LPML_INV_B1_GRA_2073864941e4,95.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_2073864941e4
LPML_INV_B2_GRA_91dc739268c8,150.0,,43.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B2_GRA_91dc739268c8
LPML_INV_B2_GRA_01584ff79146,175.0,,68.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B2_GRA_01584ff79146
LPML_INV_B2_GRA_935d296dcce4,122.0,,15.102167051517611,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B2_GRA_935d296dcce4
LPML_INV_B5_GRA_69aa144112e6,330.0,,223.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B5_GRA_69aa144112e6
LPML_INV_B1_GRA_4d739b7b6085,95.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_4d739b7b6085
LPML_INV_B2_GRA_7cfac938426b,155.0,,48.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B2_GRA_7cfac938426b
LPML_INV_B0_GRA_fdcdbe276463,50.0,,12.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_GRA_fdcdbe276463
LPML_INV_B0_GRA_6acaccfbfbc1,1.0,,61.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_GRA_6acaccfbfbc1
LPML_INV_B1_GRA_dab66c65703f,100.0,,0,TARGET_PHASE_ONLY_NOT_PREDICTED,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_dab66c65703f
LPML_INV_B5_GRA_caf973aff7a8,340.0,,233.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B5_GRA_caf973aff7a8
LPML_INV_B0_GRA_82ad2bca65ab,45.0,,17.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_GRA_82ad2bca65ab
LPML_INV_B2_GRA_82d40c918968,165.0,,58.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B2_GRA_82d40c918968
LPML_INV_B5_GRA_14f392011ec0,345.0,,238.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B5_GRA_14f392011ec0
LPML_INV_B1_GRA_820260adfede,110.0,,3.102167051517611,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_820260adfede
LPML_INV_B3_GRA_1d16414ccd9c,230.0,,123.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B3_GRA_1d16414ccd9c
LPML_INV_B0_GRA_71b7770452e7,1.0,,61.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_GRA_71b7770452e7
LPML_INV_B3_GRA_b1ef16f6bd18,235.0,,128.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B3_GRA_b1ef16f6bd18
LPML_INV_B4_GRA_002a5696d677,295.0,,188.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B4_GRA_002a5696d677
LPML_INV_B0_GRA_9e075ededc76,1.0,,61.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B0_GRA_9e075ededc76
LPML_INV_B1_GRA_e22caaee9786,64.0,,0,TARGET_PHASE_NEAR_SUPPORT_EDGE_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_e22caaee9786
LPML_INV_B1_GRA_708b3a5034e9,64.0,,0,TARGET_PHASE_NEAR_SUPPORT_EDGE_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_708b3a5034e9
LPML_INV_B1_GRA_b7998af90376,63.0,,0,TARGET_PHASE_NEAR_SUPPORT_EDGE_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_b7998af90376
LPML_INV_B1_GRA_fe09822b9d95,61.0,,1.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_fe09822b9d95
LPML_INV_B1_GRA_49234f323e8b,61.0,,1.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_49234f323e8b
LPML_INV_B1_GRA_59d0e7679051,61.0,,1.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_59d0e7679051
LPML_INV_B1_GRA_ff4b4e05644b,61.0,,1.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_ff4b4e05644b
LPML_INV_B1_GRA_7e054e98c4e7,61.0,,1.053626948833056,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B1_GRA_7e054e98c4e7
LPML_INV_B2_GRA_0089596c3813,121.0,,14.102167051517611,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B2_GRA_0089596c3813
LPML_INV_B2_GRA_c310dfa82686,121.0,,14.102167051517611,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B2_GRA_c310dfa82686
LPML_INV_B2_GRA_0c34b23505b0,121.0,,14.102167051517611,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B2_GRA_0c34b23505b0
LPML_INV_B2_GRA_d0d35c9af643,121.0,,14.102167051517611,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B2_GRA_d0d35c9af643
LPML_INV_B3_GRA_9bd1c9ee94c1,181.0,,74.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B3_GRA_9bd1c9ee94c1
LPML_INV_B3_GRA_6e6cff9d8bdf,181.0,,74.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B3_GRA_6e6cff9d8bdf
LPML_INV_B3_GRA_d5385115e0a0,181.0,,74.10216705151761,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B3_GRA_d5385115e0a0
LPML_INV_B4_GRA_4294f3958e15,241.0,,134.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B4_GRA_4294f3958e15
LPML_INV_B4_GRA_ec0db4becaba,241.0,,134.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B4_GRA_ec0db4becaba
LPML_INV_B4_GRA_da8d8ee86317,241.0,,134.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B4_GRA_da8d8ee86317
LPML_INV_B4_GRA_8e010e4eb071,241.0,,134.1021670515176,TARGET_PHASE_OUTSIDE_OBSERVED_SUPPORT_NOT_SURROGATE_PHYSICS,,UNAVAILABLE,NONE_SURROGATE_ONLY,LPML_INV_B4_GRA_8e010e4eb071
