dataset_source,geometry_id,candidate_id,source_round,source_stratum,wavelength_nm,exact_geometry_hash,r1_quarantine_hash,quarantine_match_reason,provenance,clean_admission_status,geometry
clean_v3,LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_054,LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_054,R2,BOUNDARY_AND_HIGH_GRADIENT,450.0,2e07d48ba61d315bc1f13ae407cd25ba2d8b825a7de07c1f830c9bfb8b04d069,f6bcfd429f3cd1b722f520bc67dbc62501854a686b17d8deae492cc66e950b21,LEGAL_DIFFERENT_GEOMETRY_FALSE_POSITIVE,ROUND2_ACCEPTED_XY_CHECKPOINTS,ADMITTED_COMPLETE_JONES,"{'J1_side_nm': '112', 'J2_length_nm': '112', 'J2_width_nm': '104', 'D_nm': '193.12690128513947', 'Psi_deg': '-2.077174765162813', 'J1_center_x_nm': '-96.5', 'J1_center_y_nm': '-3.5', 'J2_center_x_nm': '96.5', 'J2_center_y_nm': '3.5'}"
clean_v3,LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_054,LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_054,R2,BOUNDARY_AND_HIGH_GRADIENT,450.5,2e07d48ba61d315bc1f13ae407cd25ba2d8b825a7de07c1f830c9bfb8b04d069,f6bcfd429f3cd1b722f520bc67dbc62501854a686b17d8deae492cc66e950b21,LEGAL_DIFFERENT_GEOMETRY_FALSE_POSITIVE,ROUND2_ACCEPTED_XY_CHECKPOINTS,ADMITTED_COMPLETE_JONES,"{'J1_side_nm': '112', 'J2_length_nm': '112', 'J2_width_nm': '104', 'D_nm': '193.12690128513947', 'Psi_deg': '-2.077174765162813', 'J1_center_x_nm': '-96.5', 'J1_center_y_nm': '-3.5', 'J2_center_x_nm': '96.5', 'J2_center_y_nm': '3.5'}"
clean_v3,LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_054,LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_054,R2,BOUNDARY_AND_HIGH_GRADIENT,451.0,2e07d48ba61d315bc1f13ae407cd25ba2d8b825a7de07c1f830c9bfb8b04d069,f6bcfd429f3cd1b722f520bc67dbc62501854a686b17d8deae492cc66e950b21,LEGAL_DIFFERENT_GEOMETRY_FALSE_POSITIVE,ROUND2_ACCEPTED_XY_CHECKPOINTS,ADMITTED_COMPLETE_JONES,"{'J1_side_nm': '112', 'J2_length_nm': '112', 'J2_width_nm': '104', 'D_nm': '193.12690128513947', 'Psi_deg': '-2.077174765162813', 'J1_center_x_nm': '-96.5', 'J1_center_y_nm': '-3.5', 'J2_center_x_nm': '96.5', 'J2_center_y_nm': '3.5'}"
clean_v3,LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_054,LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_054,R2,BOUNDARY_AND_HIGH_GRADIENT,451.5,2e07d48ba61d315bc1f13ae407cd25ba2d8b825a7de07c1f830c9bfb8b04d069,f6bcfd429f3cd1b722f520bc67dbc62501854a686b17d8deae492cc66e950b21,LEGAL_DIFFERENT_GEOMETRY_FALSE_POSITIVE,ROUND2_ACCEPTED_XY_CHECKPOINTS,ADMITTED_COMPLETE_JONES,"{'J1_side_nm': '112', 'J2_length_nm': '112', 'J2_width_nm': '104', 'D_nm': '193.12690128513947', 'Psi_deg': '-2.077174765162813', 'J1_center_x_nm': '-96.5', 'J1_center_y_nm': '-3.5', 'J2_center_x_nm': '96.5', 'J2_center_y_nm': '3.5'}"
clean_v3,LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_054,LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_054,R2,BOUNDARY_AND_HIGH_GRADIENT,452.0,2e07d48ba61d315bc1f13ae407cd25ba2d8b825a7de07c1f830c9bfb8b04d069,f6bcfd429f3cd1b722f520bc67dbc62501854a686b17d8deae492cc66e950b21,LEGAL_DIFFERENT_GEOMETRY_FALSE_POSITIVE,ROUND2_ACCEPTED_XY_CHECKPOINTS,ADMITTED_COMPLETE_JONES,"{'J1_side_nm': '112', 'J2_length_nm': '112', 'J2_width_nm': '104', 'D_nm': '193.12690128513947', 'Psi_deg': '-2.077174765162813', 'J1_center_x_nm': '-96.5', 'J1_center_y_nm': '-3.5', 'J2_center_x_nm': '96.5', 'J2_center_y_nm': '3.5'}"
clean_v3,LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_054,LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_054,R2,BOUNDARY_AND_HIGH_GRADIENT,452.5,2e07d48ba61d315bc1f13ae407cd25ba2d8b825a7de07c1f830c9bfb8b04d069,f6bcfd429f3cd1b722f520bc67dbc62501854a686b17d8deae492cc66e950b21,LEGAL_DIFFERENT_GEOMETRY_FALSE_POSITIVE,ROUND2_ACCEPTED_XY_CHECKPOINTS,ADMITTED_COMPLETE_JONES,"{'J1_side_nm': '112', 'J2_length_nm': '112', 'J2_width_nm': '104', 'D_nm': '193.12690128513947', 'Psi_deg': '-2.077174765162813', 'J1_center_x_nm': '-96.5', 'J1_center_y_nm': '-3.5', 'J2_center_x_nm': '96.5', 'J2_center_y_nm': '3.5'}"
clean_v3,LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_054,LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_054,R2,BOUNDARY_AND_HIGH_GRADIENT,453.0,2e07d48ba61d315bc1f13ae407cd25ba2d8b825a7de07c1f830c9bfb8b04d069,f6bcfd429f3cd1b722f520bc67dbc62501854a686b17d8deae492cc66e950b21,LEGAL_DIFFERENT_GEOMETRY_FALSE_POSITIVE,ROUND2_ACCEPTED_XY_CHECKPOINTS,ADMITTED_COMPLETE_JONES,"{'J1_side_nm': '112', 'J2_length_nm': '112', 'J2_width_nm': '104', 'D_nm': '193.12690128513947', 'Psi_deg': '-2.077174765162813', 'J1_center_x_nm': '-96.5', 'J1_center_y_nm': '-3.5', 'J2_center_x_nm': '96.5', 'J2_center_y_nm': '3.5'}"
clean_v3,LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_054,LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_054,R2,BOUNDARY_AND_HIGH_GRADIENT,453.5,2e07d48ba61d315bc1f13ae407cd25ba2d8b825a7de07c1f830c9bfb8b04d069,f6bcfd429f3cd1b722f520bc67dbc62501854a686b17d8deae492cc66e950b21,LEGAL_DIFFERENT_GEOMETRY_FALSE_POSITIVE,ROUND2_ACCEPTED_XY_CHECKPOINTS,ADMITTED_COMPLETE_JONES,"{'J1_side_nm': '112', 'J2_length_nm': '112', 'J2_width_nm': '104', 'D_nm': '193.12690128513947', 'Psi_deg': '-2.077174765162813', 'J1_center_x_nm': '-96.5', 'J1_center_y_nm': '-3.5', 'J2_center_x_nm': '96.5', 'J2_center_y_nm': '3.5'}"
clean_v3,LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_054,LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_054,R2,BOUNDARY_AND_HIGH_GRADIENT,454.0,2e07d48ba61d315bc1f13ae407cd25ba2d8b825a7de07c1f830c9bfb8b04d069,f6bcfd429f3cd1b722f520bc67dbc62501854a686b17d8deae492cc66e950b21,LEGAL_DIFFERENT_GEOMETRY_FALSE_POSITIVE,ROUND2_ACCEPTED_XY_CHECKPOINTS,ADMITTED_COMPLETE_JONES,"{'J1_side_nm': '112', 'J2_length_nm': '112', 'J2_width_nm': '104', 'D_nm': '193.12690128513947', 'Psi_deg': '-2.077174765162813', 'J1_center_x_nm': '-96.5', 'J1_center_y_nm': '-3.5', 'J2_center_x_nm': '96.5', 'J2_center_y_nm': '3.5'}"
clean_v3,LPML_R3_054,LPML_R3_054,R3,B5_TARGETED_ACTIVE_LEARNING,450.0,f3400f5c0285fce78abb249f8e7350bebf821ca3b902a13d63093145d61844ae,f6bcfd429f3cd1b722f520bc67dbc62501854a686b17d8deae492cc66e950b21,LEGAL_DIFFERENT_GEOMETRY_FALSE_POSITIVE,ROUND3_FORMAL_WEIGHTED_G0,ADMITTED_COMPLETE_JONES,"{'J1_side_nm': '108', 'J2_length_nm': '106', 'J2_width_nm': '100', 'D_nm': '200.0', 'Psi_deg': '0.2', 'J1_center_x_nm': '-99.99939076577904', 'J1_center_y_nm': '-0.3490651415223732', 'J2_center_x_nm': '99.99939076577904', 'J2_center_y_nm': '0.3490651415223732'}"
