order,candidate_id,role,polarization,solver_entered,solver_status,accepted,checkpoint_reload_pass,checkpoint_sha256,formal_subrun_key,failure
1,LP_5D_PHASE_REACHABILITY_V2_01,LOW_PHASE_EXTREME,x,True,SUCCESS,True,True,e6a4d371550cc009dac50a4b8058dc9aca72dac3c5614d3366a68f2646f7584b,LP_5D_PHASE_REACHABILITY_V2_01|x|450.0|5f34817ae0c4ff550b6ab7e3a1ba39454bf2e83832e334841f26d7547e0ee6d2|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|e7a3ae554061e9b4440937861bad0f8c3b7b3c13f6ff95b5352d60d6af064e16,
2,LP_5D_PHASE_REACHABILITY_V2_01,LOW_PHASE_EXTREME,y,True,SUCCESS,True,True,77e818159a189cf149da4c3f838ec2db3f239423d0e7a9ae04c9c7cb9a76dae3,LP_5D_PHASE_REACHABILITY_V2_01|y|450.0|5f34817ae0c4ff550b6ab7e3a1ba39454bf2e83832e334841f26d7547e0ee6d2|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|e7a3ae554061e9b4440937861bad0f8c3b7b3c13f6ff95b5352d60d6af064e16,
3,LP_5D_PHASE_REACHABILITY_V2_02,LOW_PHASE_EXTREME,x,True,SUCCESS,True,True,5e63e9b118f5f86e289e518cd258955ca8416036d5befed22c1d25febae26bf8,LP_5D_PHASE_REACHABILITY_V2_02|x|450.0|a9b25489818435d9b0ac15f667a789c13e4613cebe5be5fda694003a6f2cc601|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|e7a3ae554061e9b4440937861bad0f8c3b7b3c13f6ff95b5352d60d6af064e16,
4,LP_5D_PHASE_REACHABILITY_V2_02,LOW_PHASE_EXTREME,y,True,SUCCESS,True,True,3ee212bb1d3080b915f56da5fe55b956d78eef7623f6e63672bb5290bb68ad21,LP_5D_PHASE_REACHABILITY_V2_02|y|450.0|a9b25489818435d9b0ac15f667a789c13e4613cebe5be5fda694003a6f2cc601|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|e7a3ae554061e9b4440937861bad0f8c3b7b3c13f6ff95b5352d60d6af064e16,
5,LP_5D_PHASE_REACHABILITY_V2_03,LOW_PHASE_EXTREME,x,True,SUCCESS,True,True,62ea03d05e71fa4316a17ad6b035f17891c2c27745df8bcd2526077f426fd44e,LP_5D_PHASE_REACHABILITY_V2_03|x|450.0|fc349a4939e99b36168d3f9efadf8e82675f034160adc3ae74b8f0f1fe13bbee|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|e7a3ae554061e9b4440937861bad0f8c3b7b3c13f6ff95b5352d60d6af064e16,
6,LP_5D_PHASE_REACHABILITY_V2_03,LOW_PHASE_EXTREME,y,True,SUCCESS,True,True,e00d70292074ce68cabaf28a871da0e76244037474c8c6bbcccbfc64c50dee41,LP_5D_PHASE_REACHABILITY_V2_03|y|450.0|fc349a4939e99b36168d3f9efadf8e82675f034160adc3ae74b8f0f1fe13bbee|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|e7a3ae554061e9b4440937861bad0f8c3b7b3c13f6ff95b5352d60d6af064e16,
7,LP_5D_PHASE_REACHABILITY_V2_04,LOW_PHASE_EXTREME,x,True,SUCCESS,True,True,239f2796ba65cfb48dfb022951db39a26e49e8e3bba04f293124edf399d78e99,LP_5D_PHASE_REACHABILITY_V2_04|x|450.0|05204f73e71e611ccdd5baf49209e11c65397ca6c86c93c6a146d8dafa3dabec|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|e7a3ae554061e9b4440937861bad0f8c3b7b3c13f6ff95b5352d60d6af064e16,
8,LP_5D_PHASE_REACHABILITY_V2_04,LOW_PHASE_EXTREME,y,True,SUCCESS,True,True,b90a6e6d5f3000890ac6bf0c9d35e0026886f66b2725b89c3d8196a3d61d426e,LP_5D_PHASE_REACHABILITY_V2_04|y|450.0|05204f73e71e611ccdd5baf49209e11c65397ca6c86c93c6a146d8dafa3dabec|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|e7a3ae554061e9b4440937861bad0f8c3b7b3c13f6ff95b5352d60d6af064e16,
9,LP_5D_PHASE_REACHABILITY_V2_05,LOW_PHASE_EXTREME,x,True,SUCCESS,True,True,6193610a5a4ef940e9bba517048f9ec42be15e045b9defd748cf07476e91bcb4,LP_5D_PHASE_REACHABILITY_V2_05|x|450.0|c0dc3d210b72912f4288998dc76ccbec6fb253d4a9f7446c909bd084128f1cb9|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|e7a3ae554061e9b4440937861bad0f8c3b7b3c13f6ff95b5352d60d6af064e16,
10,LP_5D_PHASE_REACHABILITY_V2_05,LOW_PHASE_EXTREME,y,True,SUCCESS,True,True,ad8f2c168080fac2d7fc527924c77546d81fdc6aab0549317be5c1acb7de5dc8,LP_5D_PHASE_REACHABILITY_V2_05|y|450.0|c0dc3d210b72912f4288998dc76ccbec6fb253d4a9f7446c909bd084128f1cb9|4339896e7d0c495c8aef4406fb1bb8298566ac02f746253a04ea2d4a10caf5ae|LP_WEIGHTED_G0_COORDINATE_PERIODIC_G0_V1|LP_WEIGHTED_G0_SQRT_T_NORM_V1|e7a3ae554061e9b4440937861bad0f8c3b7b3c13f6ff95b5352d60d6af064e16,
