candidate_id,role,exact_hash,canonical_hash,symmetry_hash,coordinate_excluded_from_declared,no_formal_duplicate,geometry_legal,manufacturing_pass,direct_gap_nm,periodic_gap_nm,center_grid_pass,wavelength_nm,fixed_variables_pass,duplicate_pass,gate_status
PDBG_PHASE_EXIT_01,BRIDGE_GAP_PHASE_EXIT_01,631bbced68a8d8536933f15b6202d1a9753f30eae21462ea88eaae093979ae5d,6830a2cc818a8809e6ac5411c898ded86a3c0910955db4e52f3aca8145e56780,6830a2cc818a8809e6ac5411c898ded86a3c0910955db4e52f3aca8145e56780,True,True,True,True,93.50248137429972,122.49751862570028,True,450,True,True,PASS
PDBG_PHASE_EXIT_02,BRIDGE_GAP_PHASE_EXIT_02,b51f621e0b88966994726fd07da810607382ee27aa275333617d5688d829ed91,0cd8bb6831790852b3af9a5c11e5341222f0fc1ef1598f0c8ac2d4d985679cbf,0cd8bb6831790852b3af9a5c11e5341222f0fc1ef1598f0c8ac2d4d985679cbf,True,True,True,True,94.0,122.0,True,450,True,True,PASS
PDBG_PROJECTOR_EXIT_03,BRIDGE_GAP_PROJECTOR_EXIT_03,738671a557aae308ca903160f301c3177a4adad817f5627b6943f9b9e0358c4b,eec2babaa2d8ae200ee6d4a2b1c5285d1f8e2b1064fc3ab11cb5e59171abac47,eec2babaa2d8ae200ee6d4a2b1c5285d1f8e2b1064fc3ab11cb5e59171abac47,True,True,True,True,92.50997481422215,123.49002518577785,True,450,True,True,PASS
PDBG_PROJECTOR_EXIT_04,BRIDGE_GAP_PROJECTOR_EXIT_04,3a3e8cf71aba6d69a770e62c5ab4811d255eb2b92fd679361734d9e36ceba8c5,20624a255117c978a8d16dfd6becd558b1b4eec7ec5bd9375c4969ebe720257e,20624a255117c978a8d16dfd6becd558b1b4eec7ec5bd9375c4969ebe720257e,True,True,True,True,92.52244263423484,123.47755736576516,True,450,True,True,PASS
PDBG_CUT_SPLITTER_05,BRIDGE_GAP_CUT_SPLITTER_05,ac18e0ec2951459590da51397e10f0d7fcff85c2bd611bb09e1d450ae4e256ee,71ea245bc47c96497188f04c8b6aaee1cdc60f2552883c3b1b1aebd7b76bae94,71ea245bc47c96497188f04c8b6aaee1cdc60f2552883c3b1b1aebd7b76bae94,True,True,True,True,92.52244263423484,123.47755736576516,True,450,True,True,PASS
PDBG_CUT_SPLITTER_06,BRIDGE_GAP_CUT_SPLITTER_06,690bec255712c1382b3e03b858b519f8420294b80456f217c5fa6d71c75ade08,89a6d53bf360eb5bf05d34e471e6a01f6564af8339d1dfa732dc92a6198a7125,89a6d53bf360eb5bf05d34e471e6a01f6564af8339d1dfa732dc92a6198a7125,True,True,True,True,93.5223312687703,122.4776687312297,True,450,True,True,PASS
PDBG_ALT_PATH_07,BRIDGE_GAP_ALTERNATIVE_PATH_07,abff4fc20c7ebf8ca01ccb448d357b4ccc030c135fbc093459e4b6ea1a09f62f,24649d645fed51a3226870ee6602d5ba60370cf7d31e9238e88a8ef9e4623b93,24649d645fed51a3226870ee6602d5ba60370cf7d31e9238e88a8ef9e4623b93,True,True,True,True,93.5,122.5,True,450,True,True,PASS
PDBG_BASIS_TEST_08,BRIDGE_GAP_ACTIVE_BASIS_DISCRIMINATOR_08,f6a9482dc7a718d6b3a5cb02f3aa0be5345585e868cf6bb4299b3c7ce57213d2,9e986d2c297793f863296ba1897825540c7db61b482e31257acba95896b4e771,9e986d2c297793f863296ba1897825540c7db61b482e31257acba95896b4e771,True,True,True,True,93.50248137429972,122.49751862570028,True,450,True,True,PASS
