candidate_id,category,wavelength_nm,geometry_hash_sha256,source_polarization_x_status,source_polarization_y_status,physics_origin,model_fill,Jones_complete,txx_real,txx_imag,txy_real,txy_imag,tyx_real,tyx_imag,tyy_real,tyy_imag,Txx,Txy,Tyx,Tyy,cross_power_xy_yx,combined_leakage,target_transmission,orthogonal_rejection,sigma1,sigma2,sigma2_over_sigma1,determinant_real,determinant_imag,jones_frobenius_norm,projection_error_apcd_v1,phase_wrapped_deg,primitive_valid,manufacturing_pass,phase_unwrapped_deg,x_checkpoint_sha256,y_checkpoint_sha256,J1_side_nm,J2_length_nm,J2_width_nm,D_nm,Psi_deg,exact_geometry_hash_sha256,canonical_relative_geometry_hash_sha256,symmetry_equivalence_geometry_hash_sha256,material,H_nm,period_x_nm,period_y_nm,split_geometry_level,clean_materialization_version,clean_admission_status,quarantine_status,admission_source,quarantine_identity,clean_split,J1_center_x_nm,J1_center_y_nm,J2_center_x_nm,J2_center_y_nm,direct_gap_nm,periodic_gap_nm,geometry_legality,phase_deg,abs_txx,projector_error,sigma2_sigma1,leakage,throughput,source_name,phase_deg_calc,exact_hash_norm,admission_rule,quarantine_match,physics_label,solver_calls,target_bin,stage_label
LPML_R1_GLOBAL_SOBOL_048,GLOBAL_SOBOL,450.0,00338b2f4f44eccfd0dc913a3e2d48d4885d41e4a5762df825d1d4dbbc17c33a,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND1_PRODUCTION_FORMAL_WEIGHTED_G0,NONE,True,0.22375346755071518,0.9704578789795059,-2.713135612078283e-05,0.0009942187905956743,-3.4479087389808565e-05,0.0009887570814099316,-0.3224449777990256,0.4862252494002068,0.9918541091143704,9.892071140584776e-07,9.7882937350552e-07,0.3403857568621074,1.9680364875639977e-06,0.340387724898595,0.9918541091143704,2.9138950572023536,0.9959210731370652,0.5834235597698141,0.5858130483493841,-0.544008324010646,-0.20412462257235156,1.154227808542562,0.2554999521920749,77.01650220913496,True,True,77.01650220913496,bb67f08a75b98cac509e968f84776b9691f92ed32fc2aaea1fac98bbe02c8197,b880a986f72cecbde542b3f923465395a0e149ece190e638898211667b3b31ff,108,109,99,203.0024630392449,0.2822429362708571,00338b2f4f44eccfd0dc913a3e2d48d4885d41e4a5762df825d1d4dbbc17c33a,a01d98fc1af6af7417199a5f201473084e08294e62e520dec13ff732efc6f581,93515ecffa819ff507a10007f8a05a2fcef8a0d35c78d0a91014c5902df06b6b,APCD_TIO2_NATIVE_M1,500.0,432.0,432.0,train,LP_ML_DATASET_V1_CLEAN_V2,ADMITTED_COMPLETE_JONES,NOT_QUARANTINED,ROUND1_COMPLETE_CLEAN_SOURCE,LPML_R1_GLOBAL_SOBOL_054:f6bcfd429f3cd1b722f520bc67dbc62501854a686b17d8deae492cc66e950b21,train,,,,,,,,77.01650220913497,0.995918726159103,0.2554999521920749,0.5858130483493841,0.340387724898595,0.9918541091143704,clean_v3,77.01650220913497,00338b2f4f44eccfd0dc913a3e2d48d4885d41e4a5762df825d1d4dbbc17c33a,EXACT_GEOMETRY_HASH_AND_AUTHORITATIVE_QUARANTINE_MANIFEST,NOT_R1_QUARANTINE,OBSERVED_PHYSICS_PHASE_ENVELOPE_V2,0,,
LPML_R2_LOW_PHASE_AND_SIX_BIN_COVERAGE_029,LOW_PHASE_AND_SIX_BIN_COVERAGE,450.0,01763fb8f5c37c86594ff5fc13c0ff63b64d8db15aa95b3f200cc0b0ea93fac4,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND2_ACTIVE_LEARNING_FORMAL_WEIGHTED_G0,NONE,True,0.45764802658517856,0.8858330049932132,0.023044730878352276,-0.010718594025587419,0.02315549342671699,-0.010776573136685355,0.2955658975840863,0.8503501072946524,0.994141828972614,0.0006459478791410411,0.0006523114044050622,0.8104545047907133,0.0012982592835461032,0.8117527640742594,0.994141828972614,1.2246854867274213,0.9974143558022178,0.9005882499158651,0.9029228872403027,-0.6184211434878241,0.6514796133015488,1.343835776070452,0.44950174124209785,62.6777607333602,True,True,62.6777607333602,480f428debf7c68df356dcb90971dbf54dbac669da1c8aa9baaedcf355cb487e,2b1fb216f4a817f4dd141e39d10abf40fae60dad13fb70841e651ef2fda37c41,104,106,98,205.11947737842937,1.9556813975228868,01763fb8f5c37c86594ff5fc13c0ff63b64d8db15aa95b3f200cc0b0ea93fac4,da859cadd56a736167cef68fd3f43a429e395f2d9c5dec64f2bcc49cf66aac17,da859cadd56a736167cef68fd3f43a429e395f2d9c5dec64f2bcc49cf66aac17,APCD_TIO2_NATIVE_M1,500.0,432.0,432.0,,LP_ML_DATASET_V1_CLEAN_V2,ADMITTED_COMPLETE_JONES,NOT_QUARANTINED,ROUND2_ACCEPTED_XY_CHECKPOINTS,LPML_R1_GLOBAL_SOBOL_054,train,-102.5,3.5,102.5,-3.5,99.11947737842937,120.88052262157063,PASS,62.6777607333602,0.9970666121040329,0.44950174124209785,0.9029228872403027,0.8117527640742594,0.994141828972614,clean_v3,62.6777607333602,01763fb8f5c37c86594ff5fc13c0ff63b64d8db15aa95b3f200cc0b0ea93fac4,EXACT_GEOMETRY_HASH_AND_AUTHORITATIVE_QUARANTINE_MANIFEST,NOT_R1_QUARANTINE,OBSERVED_PHYSICS_PHASE_ENVELOPE_V2,0,,
LPML_R1_PROJECTOR_REGION_204,PROJECTOR_REGION,450.0,01d49ea45206aaa1412825893f48b43152173b7db01e38c6afcac3380c6f65af,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND1_RECOVERY_FORMAL_WEIGHTED_G0,NONE,True,0.06916344701886651,0.9815602516778831,-0.0004280411436342629,0.001824540470875219,-0.0004136596536090159,0.0018837660589187569,-0.2918465395508008,0.25108973366504717,0.9682441100774806,3.5121671505052938e-06,3.7196888737582363e-06,0.1482204569997615,7.2318560242635305e-06,0.14822768885578574,0.9682441100774806,6.53214063817394,0.9839998951401568,0.3849883183908653,0.39124833274095944,-0.26664155490179675,-0.26909717025332214,1.056632291259957,0.13276438240303967,85.9694428529599,True,True,85.9694428529599,69578f67a6552d83899fef198f248783490a6983f53b18ef1abf0a030ac87b6d,0ac5b42c2ae5ebc79fe76524ba5f3d9351a8ef00f645190d9f9349d5871f9eb4,110,108,98,197.01015202268132,0.581663057505372,01d49ea45206aaa1412825893f48b43152173b7db01e38c6afcac3380c6f65af,a23f187f9aca8677a421a82c95742f9cb097984ef1f1f3143adea34ade531d31,2d959e7fa5cb4f238856c46c41408ff147b2912492d9caf093a36d7df1dd39c5,APCD_TIO2_NATIVE_M1,500.0,432.0,432.0,train,LP_ML_DATASET_V1_CLEAN_V2,ADMITTED_COMPLETE_JONES,NOT_QUARANTINED,ROUND1_COMPLETE_CLEAN_SOURCE,LPML_R1_GLOBAL_SOBOL_054:f6bcfd429f3cd1b722f520bc67dbc62501854a686b17d8deae492cc66e950b21,train,,,,,,,,85.96944285295993,0.983993958354156,0.13276438240303967,0.39124833274095944,0.14822768885578574,0.9682441100774806,clean_v3,85.96944285295993,01d49ea45206aaa1412825893f48b43152173b7db01e38c6afcac3380c6f65af,EXACT_GEOMETRY_HASH_AND_AUTHORITATIVE_QUARANTINE_MANIFEST,NOT_R1_QUARANTINE,OBSERVED_PHYSICS_PHASE_ENVELOPE_V2,0,,
LPML_R1_BOUNDARY_FAILURE_233,BOUNDARY_FAILURE,450.0,01dfa5b2f84df17d0b0e78ec729d03e58a73016f2e96ab1e77ddaabcf8e18694,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND1_RECOVERY_FORMAL_WEIGHTED_G0,NONE,True,0.2307142858024506,0.9722442698717457,0.0031334211895727533,0.0027019067071699546,0.003109998779749215,0.002681349185890899,-0.19852284970432912,0.6951510850051997,0.9984880019717787,1.711862820551352e-05,1.6861725866719396e-05,0.522646352838634,3.3980354072232915e-05,0.5226803331927062,0.9984880019717787,1.910322502231297,0.9992744430728646,0.7229238705326457,0.7234487738019053,-0.7216612167571602,-0.03264822168478851,1.233356532055709,0.34360453153673376,76.65058914318524,True,True,76.65058914318524,07cca9774614bd2181ee42fa1250db70d5ed17af80ef16f968c49bb632405ed1,6c83f1f1193926764aeccb5641ffdd3510ca72c7c8cf07ce97dd94678dd6a840,107,108,100,197.01015202268132,0.581663057505372,01dfa5b2f84df17d0b0e78ec729d03e58a73016f2e96ab1e77ddaabcf8e18694,a52934cc9180fdea64b102a2c27adb69577fea8bc3e482da7ef58e8bbee93ee7,87ff4cad4f955c78c13bf32f037257fd7e5eee8670c2a98c0624aa06fa7b3f12,APCD_TIO2_NATIVE_M1,500.0,432.0,432.0,train,LP_ML_DATASET_V1_CLEAN_V2,ADMITTED_COMPLETE_JONES,NOT_QUARANTINED,ROUND1_COMPLETE_CLEAN_SOURCE,LPML_R1_GLOBAL_SOBOL_054:f6bcfd429f3cd1b722f520bc67dbc62501854a686b17d8deae492cc66e950b21,train,,,,,,,,76.65058914318524,0.9992437150023905,0.34360453153673376,0.7234487738019053,0.5226803331927062,0.9984880019717787,clean_v3,76.65058914318524,01dfa5b2f84df17d0b0e78ec729d03e58a73016f2e96ab1e77ddaabcf8e18694,EXACT_GEOMETRY_HASH_AND_AUTHORITATIVE_QUARANTINE_MANIFEST,NOT_R1_QUARANTINE,OBSERVED_PHYSICS_PHASE_ENVELOPE_V2,0,,
LPML_R1_GLOBAL_SOBOL_012,GLOBAL_SOBOL,450.0,029a7e27700db1709cdda224b0fd26e01497455f44389c620e8365aeb95dfd8c,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND1_PRODUCTION_FORMAL_WEIGHTED_G0,NONE,True,0.14100789471368794,0.982356053560545,-0.0010029779484661738,1.0271019587254435e-05,-0.0010178036553722964,-1.9174818196461727e-05,-0.26825103668382083,0.17142178799838767,0.9849066423386349,1.0060702589527768e-06,1.0362919545420754e-06,0.10134404808250877,2.042362213494852e-06,0.10134609044472226,0.9849066423386349,9.718249988891657,0.9924255325142934,0.3183461876590929,0.32077589424021385,-0.20622376612150545,-0.23934621310457302,1.0422344903059757,0.09329881286930164,81.83153001960977,True,True,81.83153001960977,8eee2831588a5c3730b92d5c4457f571c881952e6534f9a3d4c5108d2c047a46,afabbb8352921d8f5e06831d6f2cae429aa784a6a6ba6b2d68317634b7796d25,110,108,99,202.00990074746338,0.5672664098579344,029a7e27700db1709cdda224b0fd26e01497455f44389c620e8365aeb95dfd8c,ab7e217a47c486bdefd216712be97a15487974bd2d59a4723c0b99a9d6ed2aff,9319cdbc8e44e98c17e5ba11c8057cf4989d7f6db69f461730423d1159ca370e,APCD_TIO2_NATIVE_M1,500.0,432.0,432.0,train,LP_ML_DATASET_V1_CLEAN_V2,ADMITTED_COMPLETE_JONES,NOT_QUARANTINED,ROUND1_COMPLETE_CLEAN_SOURCE,LPML_R1_GLOBAL_SOBOL_054:f6bcfd429f3cd1b722f520bc67dbc62501854a686b17d8deae492cc66e950b21,train,,,,,,,,81.83153001960977,0.9924246280391448,0.09329881286930164,0.32077589424021385,0.10134609044472226,0.9849066423386349,clean_v3,81.83153001960977,029a7e27700db1709cdda224b0fd26e01497455f44389c620e8365aeb95dfd8c,EXACT_GEOMETRY_HASH_AND_AUTHORITATIVE_QUARANTINE_MANIFEST,NOT_R1_QUARANTINE,OBSERVED_PHYSICS_PHASE_ENVELOPE_V2,0,,
LPML_R2_PROJECTOR_FAVORABLE_TRADEOFF_046,PROJECTOR_FAVORABLE_TRADEOFF,450.0,03573081099f1bfca3f78a10fa0dd5e3550dbd87f4a3e8a7824ae0c6a8b481c2,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND2_ACTIVE_LEARNING_FORMAL_WEIGHTED_G0,NONE,True,-0.09705910300807258,0.9805367012836105,0.001352429163185798,0.00022375445752757656,0.001346496164228812,0.00020271574015922388,0.30463028436053263,0.15326038306818576,0.9708726920408762,1.8791306986988984e-06,1.854145591591206e-06,0.11628835516778602,3.733276290290104e-06,0.1162920884440763,0.9708726920408762,8.34857044043679,0.9853306897596555,0.3410105750599437,0.34608743907400663,-0.17984634828239887,0.2838252833874956,1.042671942887576,0.10696822646535853,95.65304715976924,True,True,95.65304715976924,ca8ce05b697fabbae76d2c9d1d0ced7d01f9ba9828a926ab90742b6e2846a9d3,98f5cfbd21698832c9ac140dbfc66d747ddb7db54d97dd243c998a0c94473e0e,112,112,102,204.00245096566854,0.2808594146833859,03573081099f1bfca3f78a10fa0dd5e3550dbd87f4a3e8a7824ae0c6a8b481c2,ce60d884e63e4ec0cd5f272d0996cc4803e7a637244f07598cf07e0a229c1d31,ce60d884e63e4ec0cd5f272d0996cc4803e7a637244f07598cf07e0a229c1d31,APCD_TIO2_NATIVE_M1,500.0,432.0,432.0,,LP_ML_DATASET_V1_CLEAN_V2,ADMITTED_COMPLETE_JONES,NOT_QUARANTINED,ROUND2_ACCEPTED_XY_CHECKPOINTS,LPML_R1_GLOBAL_SOBOL_054,train,-102.0,0.5,102.0,-0.5,92.00245096566854,115.99754903433146,PASS,95.65304715976926,0.9853287228335913,0.10696822646535853,0.34608743907400663,0.1162920884440763,0.9708726920408762,clean_v3,95.65304715976926,03573081099f1bfca3f78a10fa0dd5e3550dbd87f4a3e8a7824ae0c6a8b481c2,EXACT_GEOMETRY_HASH_AND_AUTHORITATIVE_QUARANTINE_MANIFEST,NOT_R1_QUARANTINE,OBSERVED_PHYSICS_PHASE_ENVELOPE_V2,0,,
LPML_R2_HIGH_UNCERTAINTY_019,HIGH_UNCERTAINTY,450.0,036dfd66ab6e9bf5c12daf5e6eff809dc7b88ebf3d52b47d50065e64f14aefcc,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND2_ACTIVE_LEARNING_FORMAL_WEIGHTED_G0,NONE,True,-0.14643572779591282,0.9491784203245526,-0.00743137941536663,0.0022565063614322935,-0.00736562067550222,0.0022876832782661016,-0.23271199561540942,0.09886880718778013,0.9223830959849318,6.031722097431927e-05,5.948586271704411e-05,0.06392991393804077,0.00011980308369136339,0.06404971702173214,0.9223830959849318,14.401048730191365,0.9604807892082432,0.25280321708509496,0.2632048656522211,-0.05981636233108713,-0.23532950891333174,0.9931932405159953,0.06493064319961894,98.77023601581567,True,True,98.77023601581567,834c0ed67c79f5c10bd8d1c0a3a040995a79a6766cb69927f5a4e4b5932a0f13,41f9a2290ab888dc02ac0b624103f0c0fc4570e4ec869a1526fc35b3105c52b1,112,108,97,192.12756179163884,-2.0879838327233444,036dfd66ab6e9bf5c12daf5e6eff809dc7b88ebf3d52b47d50065e64f14aefcc,c70eb1346308badf5fecdff065be5cd3941b542711ec8f4abc667cf4677d9232,c70eb1346308badf5fecdff065be5cd3941b542711ec8f4abc667cf4677d9232,APCD_TIO2_NATIVE_M1,500.0,432.0,432.0,,LP_ML_DATASET_V1_CLEAN_V2,ADMITTED_COMPLETE_JONES,NOT_QUARANTINED,ROUND2_ACCEPTED_XY_CHECKPOINTS,LPML_R1_GLOBAL_SOBOL_054,train,-96.0,-3.5,96.0,3.5,80.12756179163884,127.87243820836116,PASS,98.77023601581567,0.9604077758873737,0.06493064319961894,0.2632048656522211,0.06404971702173214,0.9223830959849318,clean_v3,98.77023601581567,036dfd66ab6e9bf5c12daf5e6eff809dc7b88ebf3d52b47d50065e64f14aefcc,EXACT_GEOMETRY_HASH_AND_AUTHORITATIVE_QUARANTINE_MANIFEST,NOT_R1_QUARANTINE,OBSERVED_PHYSICS_PHASE_ENVELOPE_V2,0,,
LPML_R2_PROJECTOR_FAVORABLE_TRADEOFF_042,PROJECTOR_FAVORABLE_TRADEOFF,450.0,054ea28f732028053307b8e2556284b010c502d1f9bc43494b72167e32874ffa,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND2_ACTIVE_LEARNING_FORMAL_WEIGHTED_G0,NONE,True,-0.07189685857941923,0.9971826180966055,0.001912789552346234,-0.0006853282224148452,0.0018917235996786376,-0.0006580188682767735,0.17608839874090434,0.04725482960149841,0.9995423321075898,4.128438644003198e-06,4.0116070085893484e-06,0.03324014309180237,8.140045652592546e-06,0.03324828313745496,0.9995423321075898,30.062975822699915,0.9997746994156016,0.18232159952536675,0.18236268594508265,-0.059785064911718415,0.1721973717750289,1.0162630639972332,0.03219266581887614,94.12388922426408,True,True,94.12388922426408,194483dac827935f7925c16252c29edafeb00b5d9bc973985679f313d6ecd53b,2e964faff2318d6bc940dd66f7b4c4aa076371ec0a2d9f928a43d54ff74e7469,112,112,101,206.00970850908945,0.5562522270806725,054ea28f732028053307b8e2556284b010c502d1f9bc43494b72167e32874ffa,c40eff2a44d47bc1d8014d77295fb79f1b6109d5469e366d942b69b3bf8747ff,c40eff2a44d47bc1d8014d77295fb79f1b6109d5469e366d942b69b3bf8747ff,APCD_TIO2_NATIVE_M1,500.0,432.0,432.0,,LP_ML_DATASET_V1_CLEAN_V2,ADMITTED_COMPLETE_JONES,NOT_QUARANTINED,ROUND2_ACCEPTED_XY_CHECKPOINTS,LPML_R1_GLOBAL_SOBOL_054,train,-103.0,1.0,103.0,-1.0,94.00970850908945,113.99029149091055,PASS,94.12388922426409,0.9997711398653143,0.03219266581887614,0.18236268594508265,0.03324828313745496,0.9995423321075898,clean_v3,94.12388922426409,054ea28f732028053307b8e2556284b010c502d1f9bc43494b72167e32874ffa,EXACT_GEOMETRY_HASH_AND_AUTHORITATIVE_QUARANTINE_MANIFEST,NOT_R1_QUARANTINE,OBSERVED_PHYSICS_PHASE_ENVELOPE_V2,0,,
LPML_R2_PROJECTOR_FAVORABLE_TRADEOFF_040,PROJECTOR_FAVORABLE_TRADEOFF,450.0,06849c2847ea992878ce40ac4290ad00a8625f0798c78bfe7f30812101816508,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND2_ACTIVE_LEARNING_FORMAL_WEIGHTED_G0,NONE,True,-0.07035340361902981,0.9932286850536776,-1.1820084061895132e-09,-3.826114685230387e-09,8.697260122881721e-10,-5.20693211975981e-09,0.0014711199544695502,0.9816586194344542,0.9914528222142395,1.6036297456838297e-17,2.7868565436237076e-17,0.963655809303879,4.390486289307537e-17,0.963655809303879,0.9914528222142395,1.0288453747095039,0.9957172400909018,0.9816597217487718,0.9858820177294042,-0.9751149980484204,-0.06760186653123773,1.3982519914229046,0.4928911845453884,94.05166691071707,True,True,94.05166691071707,7e8fa5c45d0211a28e3d2f6a4cbaaf3fe21dd865685bef92dbc4e611ef6a47df,24aa6da63259ebe3d2f585d528e5a73053c5db6d39d1c1730d8a5a81cd0a77e8,112,111,104,206.0,-0.0,06849c2847ea992878ce40ac4290ad00a8625f0798c78bfe7f30812101816508,e52d4487804e4a2bfb90c78d18fe64ca373d468ced4968186fbc597cccdcb0ca,e52d4487804e4a2bfb90c78d18fe64ca373d468ced4968186fbc597cccdcb0ca,APCD_TIO2_NATIVE_M1,500.0,432.0,432.0,,LP_ML_DATASET_V1_CLEAN_V2,ADMITTED_COMPLETE_JONES,NOT_QUARANTINED,ROUND2_ACCEPTED_XY_CHECKPOINTS,LPML_R1_GLOBAL_SOBOL_054,train,-103.0,-0.0,103.0,0.0,94.0,114.0,PASS,94.05166691071707,0.9957172400909002,0.4928911845453884,0.9858820177294042,0.963655809303879,0.9914528222142395,clean_v3,94.05166691071707,06849c2847ea992878ce40ac4290ad00a8625f0798c78bfe7f30812101816508,EXACT_GEOMETRY_HASH_AND_AUTHORITATIVE_QUARANTINE_MANIFEST,NOT_R1_QUARANTINE,OBSERVED_PHYSICS_PHASE_ENVELOPE_V2,0,,
LPML_R2_BOUNDARY_AND_HIGH_GRADIENT_053,BOUNDARY_AND_HIGH_GRADIENT,450.0,07eb548de9cfb04476b961d1c0b734afec548c83e88b28126e24f1547c6349fb,ACCEPTED,ACCEPTED,PROSPECTIVE_LP_ML_ROUND2_ACTIVE_LEARNING_FORMAL_WEIGHTED_G0,NONE,True,-0.2696447355499828,0.9559218422559597,-0.0108205931513247,0.00033715560436907286,-0.010570863524306674,0.00048137911002204365,0.06756417668239263,0.014650696051872848,0.9864948519118479,0.0001171989100480525,0.00011197488149708291,0.0047795608655739315,0.00022917379154513542,0.0050087346571190666,0.9864948519118479,196.9549036720707,0.9933360699388283,0.06918842914425957,0.06965258912677996,-0.03233746562820441,0.060644362015590814,0.9957427311153052,0.005051655611707284,105.75260356028082,True,True,105.75260356028083,736b8a4b1fe8bb808890ee8514c2eeb5973510f606ed64928d00684540d20c97,f09e5d59b65137b312e8ed5c3ca278c1487d02134f2abb9428f7332ee1cac555,112,111,103,192.12756179163884,-2.0879838327233444,07eb548de9cfb04476b961d1c0b734afec548c83e88b28126e24f1547c6349fb,80f3da5cbd3d0f05791105ff87f4eaf76c28ef47d2b4c8b0bff50a2b9d2dac92,80f3da5cbd3d0f05791105ff87f4eaf76c28ef47d2b4c8b0bff50a2b9d2dac92,APCD_TIO2_NATIVE_M1,500.0,432.0,432.0,,LP_ML_DATASET_V1_CLEAN_V2,ADMITTED_COMPLETE_JONES,NOT_QUARANTINED,ROUND2_ACCEPTED_XY_CHECKPOINTS,LPML_R1_GLOBAL_SOBOL_054,validation,-96.0,-3.5,96.0,3.5,80.12756179163884,127.87243820836116,PASS,105.75260356028079,0.9932244720665354,0.005051655611707284,0.06965258912677996,0.0050087346571190666,0.9864948519118479,clean_v3,105.75260356028079,07eb548de9cfb04476b961d1c0b734afec548c83e88b28126e24f1547c6349fb,EXACT_GEOMETRY_HASH_AND_AUTHORITATIVE_QUARANTINE_MANIFEST,NOT_R1_QUARANTINE,OBSERVED_PHYSICS_PHASE_ENVELOPE_V2,0,,
