execution_order,candidate_id,role,parent_anchor_id,normalized_coordinate,phase_quadratic_deg,phase_central_gradient_deg,phase_secant_deg,phase_prediction_spread_deg,distance_to_B120_target_deg,Txx,Tyy,cross_power,sigma2_over_sigma1,off_axis_fraction,x_alignment,empirical_projector_guard,physics_label,prediction_label,status
1,POSTD8_BOUNDED_PHASE_01,PHASE_ROBUST_DESCENT,POSTD8_QMAP_W0_DP_PM,"[0, 2, -1]",81.78092014797136,81.73129470395594,81.88204070395594,0.15074599999999805,10.335313147971362,0.981261458577655,0.10277475387726132,1.8206479584845546e-09,0.32363154807574357,1.6795084283242797e-09,0.9999999990581586,PROJECTOR_GUARD_STRONG,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,PLANNED_NOT_RUN
2,POSTD8_BOUNDED_PHASE_02,PHASE_NEGATIVE_CURVATURE_PROBE,POSTD8_QMAP_W0_DP_PM,"[0, 1, -2]",83.35622444720663,81.90930670395593,81.88204070395594,1.4741837432506912,10.463699703955939,0.981261458577655,0.10277475387726132,1.8206479584845546e-09,0.32363154807574357,1.6795084283242797e-09,0.9999999990581586,PROJECTOR_GUARD_STRONG,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,PLANNED_NOT_RUN
3,POSTD8_BOUNDED_PROJECTOR_03,PROJECTOR_SAFE_PROGRESS,POSTD8_QMAP_WP_D0_PP,"[2, 0, 1]",84.55848430562543,83.17577696569766,82.63727196569766,1.921212339927763,11.73016996569767,0.9815419555774425,0.09761526418147484,2.695674751014614e-06,0.3153560350955787,2.4979381762260293e-06,0.9999986771124506,PROJECTOR_GUARD_STRONG,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,PLANNED_NOT_RUN
4,POSTD8_BOUNDED_PROJECTOR_04,TRADEOFF_ROBUST_PROGRESS,POSTD8_QMAP_WP_D0_PP,"[2, 0, 0]",84.273902999596,83.20304296569766,82.57998639367311,1.6939166059228938,11.757435965697667,0.9816069781783847,0.09873291023699277,8.924481349940574e-07,0.3171474534346893,8.260802061741359e-07,0.9999995609029326,PROJECTOR_GUARD_STRONG,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,PLANNED_NOT_RUN
5,POSTD8_BOUNDED_DIAG_05,MODEL_DISAGREEMENT_DIAGNOSTIC,POSTD8_QMAP_W0_DP_PM,"[0, 2, 0]",81.30732783013823,81.70402870395594,81.90355421820131,0.5962263880630729,10.258421703955946,0.9806944525960892,0.10245004981623161,4.787948375080402e-07,0.3232131381347062,4.4204132024359866e-07,0.9999997523922755,PROJECTOR_GUARD_STRONG,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,PLANNED_NOT_RUN
6,POSTD8_BOUNDED_DIAG_06,PHASE_PROJECTOR_DECOUPLING_DIAGNOSTIC,POSTD8_QMAP_WP_D0_PP,"[2, 1, 1]",83.91241270031304,83.02503096569767,82.3366078516424,1.5758048486706429,11.579423965697671,0.9813901787040578,0.11101004124119114,2.991049747291905e-06,0.3363264428038453,2.738045546907136e-06,0.9999984845726695,PROJECTOR_GUARD_STRONG,ABSENT_NOT_SIMULATED,MODEL_PREDICTION_NOT_PHYSICS_LABEL,PLANNED_NOT_RUN
